Sub  Trial   Group    Task  Block  Errors      Stimuli      ManEst        RT   G12ManEst FGApApproved
  7     47 MPGE-LS  ManEst      2       9          D1B       55.47    300.00       30.96            1
  7     48 MPGE-LS  ManEst      2       9          D2A       57.21    395.00       32.70            1
  7     49 MPGE-LS  ManEst      2       9          D1A       54.01    425.00       29.49            1
  7     50 MPGE-LS  ManEst      2       9          D2A       53.96    510.00       29.45            1
  7     51 MPGE-LS  ManEst      2      10          D1B       58.64    365.00       34.12            1
  7     52 MPGE-LS  ManEst      2      10          D2A       55.20    100.00       30.68            1
  7     53 MPGE-LS  ManEst      2      10          D2B       52.77    385.00       28.25            1
  7     54 MPGE-LS  ManEst      2      10          D2A       54.97    395.00       30.45            1
  7     55 MPGE-LS  ManEst      2      11          D2A       54.92    275.00       30.40            1
  7     56 MPGE-LS  ManEst      2      11          D2A       58.41    485.00       33.89            1
  7     57 MPGE-LS  ManEst      2      11          D2B       55.85    260.00       31.34            1
  7     58 MPGE-LS  ManEst      2      11          D2B       58.97    580.00       34.45            1
  7     59 MPGE-LS  ManEst      2      13          D2A       53.37    425.00       28.85            1
  7     60 MPGE-LS  ManEst      2      13          D2B       48.06    550.00       23.54            1
  7     61 MPGE-LS  ManEst      2      13          D1B       51.85    475.00       27.33            1
  7     62 MPGE-LS  ManEst      2      13          D1B       52.81    420.00       28.29            1
  7     63 MPGE-LS  ManEst      2      13          D1A       50.57    420.00       26.05            0
  7     64 MPGE-LS  ManEst      2      14          D1A       53.66    340.00       29.14            1
  7     65 MPGE-LS  ManEst      3      16          D1B       48.08    365.00       23.75            1
  7     66 MPGE-LS  ManEst      3      16          D2B       51.27    585.00       26.93            1
  7     67 MPGE-LS  ManEst      3      16          D2B       52.21    300.00       27.88            1
  7     68 MPGE-LS  ManEst      3      17          D2B       52.33    240.00       28.00            1
  7     69 MPGE-LS  ManEst      3      17          D2B       52.08    465.00       27.75            1
  7     70 MPGE-LS  ManEst      3      18          D1B       52.23    310.00       27.90            1
  7     71 MPGE-LS  ManEst      3      18          D2B       50.42    295.00       26.09            0
  7     72 MPGE-LS  ManEst      3      18          D2B       50.31    295.00       25.98            0
  7     73 MPGE-LS  ManEst      3      19          D1A       55.10    365.00       30.77            1
  7     74 MPGE-LS  ManEst      3      19          D2A       51.85    425.00       27.51            1
  7     75 MPGE-LS  ManEst      3      20          D2A       59.40    385.00       35.07            1
  7     76 MPGE-LS  ManEst      3      20          D2A       55.82    320.00       31.49            1
  7     77 MPGE-LS  ManEst      3      20          D2A       58.72    260.00       34.39            1
  7     78 MPGE-LS  ManEst      3      21          D1B       48.14    415.00       23.81            0
  7     79 MPGE-LS  ManEst      3      21          D2A       54.20    345.00       29.87            1
  7     80 MPGE-LS  ManEst      3      21          D2A       61.72    350.00       37.39            1
  7     81 MPGE-LS  ManEst      3      21          D1A       54.28    300.00       29.95            1
  7     82 MPGE-LS  ManEst      3      21          D1A       52.28    300.00       27.95            1
  7     83 MPGE-LS  ManEst      3      21          D1B       56.06    315.00       31.72            1
  7     84 MPGE-LS  ManEst      3      21          D2A       52.76    385.00       28.43            1
  7     85 MPGE-LS  ManEst      3      21          D2B       53.03    330.00       28.69            1
  7     86 MPGE-LS  ManEst      3      21          D1A       52.24    300.00       27.90            1
  7     87 MPGE-LS  ManEst      3      21          D1A       62.35    245.00       38.02            0
  7     88 MPGE-LS  ManEst      3      21          D1B       51.62    300.00       27.28            1
  7     89 MPGE-LS  ManEst      3      21          D1B       51.51    310.00       27.17            1
  7     90 MPGE-LS  ManEst      3      21          D1B       57.79    265.00       33.46            0
  7     91 MPGE-LS  ManEst      3      21          D2A       56.14    360.00       31.80            0
  7     92 MPGE-LS  ManEst      3      21          D1A       57.85    240.00       33.52            0
  7     93 MPGE-LS  ManEst      3      21          D2B       55.71    375.00       31.38            1
  7     94 MPGE-LS  ManEst      3      21          D1B       56.51    385.00       32.17            1
  7     95 MPGE-LS  ManEst      3      21          D1A       57.05    445.00       32.72            1
  7     96 MPGE-LS  ManEst      3      21          D1A       58.18    410.00       33.85            1
  7     97 MPGE-LS  ManEst      4      21          D2B       56.32    290.00       32.42            1
  7     98 MPGE-LS  ManEst      4      21          D2B       53.41    405.00       29.51            0
  7     99 MPGE-LS  ManEst      4      21          D1A       54.31    410.00       30.41            1
  7    100 MPGE-LS  ManEst      4      21          D1A       53.33    265.00       29.43            1
  7    101 MPGE-LS  ManEst      4      21          D2A       57.40    455.00       33.50            1
  7    102 MPGE-LS  ManEst      4      21          D2B       51.97    510.00       28.07            1
  7    103 MPGE-LS  ManEst      4      21          D1B       56.92    295.00       33.02            1
  7    104 MPGE-LS  ManEst      4      21          D2A       50.69    305.00       26.79            1
  7    105 MPGE-LS  ManEst      4      21          D1A       50.00    365.00       26.10            1
  7    106 MPGE-LS  ManEst      4      21          D1A       58.82    445.00       34.92            1
  7    107 MPGE-LS  ManEst      4      21          D1B       58.45    455.00       34.54            1
  7    108 MPGE-LS  ManEst      4      21          D2A       58.48    315.00       34.58            1
  7    109 MPGE-LS  ManEst      4      21          D1A       54.12    255.00       30.22            1
  7    110 MPGE-LS  ManEst      4      21          D1B       58.43    400.00       34.53            1
  7    111 MPGE-LS  ManEst      4      21          D1A       56.13    420.00       32.23            1
  7    112 MPGE-LS  ManEst      4      21          D1B       55.36    320.00       31.45            1
  7    113 MPGE-LS  ManEst      4      22          D1A       52.73    265.00       28.83            1
  7    114 MPGE-LS  ManEst      4      22          D2B       53.12    420.00       29.22            1
  7    115 MPGE-LS  ManEst      4      22          D2B       52.78    325.00       28.88            1
  7    116 MPGE-LS  ManEst      4      22          D2B       54.55    305.00       30.65            1
  7    117 MPGE-LS  ManEst      4      22          D1B       51.97    465.00       28.07            1
  7    118 MPGE-LS  ManEst      4      23          D2A       46.95    285.00       23.05            1
  7    119 MPGE-LS  ManEst      4      23          D1B       46.66    265.00       22.76            1
  7    120 MPGE-LS  ManEst      4      25          D2A       53.65    315.00       29.75            1
  7    121 MPGE-LS  ManEst      4      26          D2B       46.95    300.00       23.05            1
  7    122 MPGE-LS  ManEst      4      26          D2A       56.17    290.00       32.27            1
  7    123 MPGE-LS  ManEst      4      26          D2B       51.80    500.00       27.90            1
  7    124 MPGE-LS  ManEst      4      26          D1B       53.23    405.00       29.33            1
  7    125 MPGE-LS  ManEst      4      26          D1A       48.10    285.00       24.20            1
  7    126 MPGE-LS  ManEst      4      26          D2A       48.88    225.00       24.98            1
  7    127 MPGE-LS  ManEst      4      26          D1B       42.93    255.00       19.03            1
  7    128 MPGE-LS  ManEst      4      27          D2A       53.95    370.00       30.05            1
  8      1 MGPE-LS  ManEst      1       0          D1A       65.38    585.00       43.58            1
  8      2 MGPE-LS  ManEst      1       0          D2B       61.91    370.00       40.11            1
  8      3 MGPE-LS  ManEst      1       0          D2B       59.38    360.00       37.58            1
  8      4 MGPE-LS  ManEst      1       0          D1B       62.55    510.00       40.75            1
  8      5 MGPE-LS  ManEst      1       0          D2A       63.20    465.00       41.40            1
  8      6 MGPE-LS  ManEst      1       0          D1A       64.42    330.00       42.63            1
  8      7 MGPE-LS  ManEst      1       0          D1A       65.98    300.00       44.18            1
  8      8 MGPE-LS  ManEst      1       0          D1B       66.09    415.00       44.29            1
  8      9 MGPE-LS  ManEst      1       1          D2A       59.56    545.00       37.76            1
  8     10 MGPE-LS  ManEst      1       1          D1B       65.45    280.00       43.65            1
  8     11 MGPE-LS  ManEst      1       1          D1A       65.10    540.00       43.30            1
  8     12 MGPE-LS  ManEst      1       1          D1A       61.18    305.00       39.38            1
  8     13 MGPE-LS  ManEst      1       1          D2A       66.04    390.00       44.24            1
  8     14 MGPE-LS  ManEst      1       1          D2B       56.07    320.00       34.27            0
  8     15 MGPE-LS  ManEst      1       1          D1B       60.15    475.00       38.35            1
  8     16 MGPE-LS  ManEst      1       1          D2B       59.11    365.00       37.31            1
  8     17 MGPE-LS  ManEst      1       1          D1A       62.36    465.00       40.57            1
  8     18 MGPE-LS  ManEst      1       1          D2A       60.10    305.00       38.30            1
  8     19 MGPE-LS  ManEst      1       1          D2A       65.00    440.00       43.20            1
  8     20 MGPE-LS  ManEst      1       1          D2B       61.06    390.00       39.26            1
  8     21 MGPE-LS  ManEst      1       1          D1B       64.07    590.00       42.27            1
  8     22 MGPE-LS  ManEst      1       1          D1B       66.56    415.00       44.76            1
  8     23 MGPE-LS  ManEst      1       1          D2B       62.72    525.00       40.92            1
  8     24 MGPE-LS  ManEst      1       1          D2B       63.14    570.00       41.34            1
  8     25 MGPE-LS  ManEst      1       1          D1B       66.23    415.00       44.43            1
  8     26 MGPE-LS  ManEst      1       1          D1A       64.78    335.00       42.98            1
  8     27 MGPE-LS  ManEst      1       1          D2A       63.73    335.00       41.93            1
  8     28 MGPE-LS  ManEst      1       1          D2A       61.90    515.00       40.10            1
  8     29 MGPE-LS  ManEst      1       1          D2A       62.96    490.00       41.16            1
  8     30 MGPE-LS  ManEst      1       1          D2B       63.28    425.00       41.48            1
  8     31 MGPE-LS  ManEst      1       1          D1B       66.69    480.00       44.89            1
  8     32 MGPE-LS  ManEst      1       1          D1A       63.94    430.00       42.14            1
  8     33 MGPE-LS  ManEst      2       2          D2B       62.43    390.00       41.64            1
  8     34 MGPE-LS  ManEst      2       2          D2A       60.49    375.00       39.70            1
  8     35 MGPE-LS  ManEst      2       2          D2A       59.26    385.00       38.47            1
  8     36 MGPE-LS  ManEst      2       2          D1B       63.08    450.00       42.29            1
  8     37 MGPE-LS  ManEst      2       2          D1B       60.16    445.00       39.37            1
  8     38 MGPE-LS  ManEst      2       2          D1B       62.44    440.00       41.65            1
  8     39 MGPE-LS  ManEst      2       2          D1A       66.93    295.00       46.14            1
  8     40 MGPE-LS  ManEst      2       2          D2B       65.68    435.00       44.89            1
  8     41 MGPE-LS  ManEst      2       2          D1B       59.94    250.00       39.15            1
  8     42 MGPE-LS  ManEst      2       2          D1B       62.25    305.00       41.46            1
  8     43 MGPE-LS  ManEst      2       2          D2A       63.01    385.00       42.22            1
  8     44 MGPE-LS  ManEst      2       2          D2A       64.96    285.00       44.17            1
  8     45 MGPE-LS  ManEst      2       2          D2B       65.27    310.00       44.48            1
  8     46 MGPE-LS  ManEst      2       2          D1B       64.03    290.00       43.24            1
  8     47 MGPE-LS  ManEst      2       2          D2A       65.19    290.00       44.40            1
  8     48 MGPE-LS  ManEst      2       2          D1A       65.48    295.00       44.69            1
  8     49 MGPE-LS  ManEst      2       2          D1A       61.44    345.00       40.65            1
  8     50 MGPE-LS  ManEst      2       2          D1A       61.16    245.00       40.37            1
  8     51 MGPE-LS  ManEst      2       2          D2A       59.67    230.00       38.88            1
  8     52 MGPE-LS  ManEst      2       2          D2A       62.32    240.00       41.53            1
  8     53 MGPE-LS  ManEst      2       2          D2B       57.29    250.00       36.50            1
  8     54 MGPE-LS  ManEst      2       2          D2B       62.22    310.00       41.43            1
  8     55 MGPE-LS  ManEst      2       2          D1B       58.28    245.00       37.49            1
  8     56 MGPE-LS  ManEst      2       2          D2A       63.53    260.00       42.74            1
  8     57 MGPE-LS  ManEst      2       2          D2B       59.76    340.00       38.98            1
  8     58 MGPE-LS  ManEst      2       2          D1A       59.79    260.00       39.00            1
  8     59 MGPE-LS  ManEst      2       2          D1A       64.77    245.00       43.98            1
  8     60 MGPE-LS  ManEst      2       2          D2B       62.43    220.00       41.64            1
  8     61 MGPE-LS  ManEst      2       2          D1B       64.80    280.00       44.01            1
  8     62 MGPE-LS  ManEst      2       2          D1A       62.21    240.00       41.42            1
  8     63 MGPE-LS  ManEst      2       2          D2B       63.83    250.00       43.04            1
  8     64 MGPE-LS  ManEst      2       2          D1A       60.33    260.00       39.54            1
  8     65 MGPE-LS  ManEst      3       2          D1A       55.59    240.00       35.01            1
  8     66 MGPE-LS  ManEst      3       2          D1B       55.30    220.00       34.73            1
  8     67 MGPE-LS  ManEst      3       2          D2A       62.97    230.00       42.39            1
  8     68 MGPE-LS  ManEst      3       2          D2A       62.57    235.00       41.99            1
  8     69 MGPE-LS  ManEst      3       2          D1A       59.72    235.00       39.14            1
  8     70 MGPE-LS  ManEst      3       2          D1A       58.92    245.00       38.35            1
  8     71 MGPE-LS  ManEst      3       2          D2B       59.06    230.00       38.48            1
  8     72 MGPE-LS  ManEst      3       2          D2A       61.97    215.00       41.40            1
  8     73 MGPE-LS  ManEst      3       2          D2B       58.35    210.00       37.77            1
  8     74 MGPE-LS  ManEst      3       2          D2B       61.74    275.00       41.16            1
  8     75 MGPE-LS  ManEst      3       2          D2B       62.30    225.00       41.73            1
  8     76 MGPE-LS  ManEst      3       2          D2A       61.59    225.00       41.01            1
  8     77 MGPE-LS  ManEst      3       2          D2B       61.74    220.00       41.16            1
  8     78 MGPE-LS  ManEst      3       2          D1B       58.92    285.00       38.35            1
  8     79 MGPE-LS  ManEst      3       2          D1A       61.10    225.00       40.53            1
  8     80 MGPE-LS  ManEst      3       2          D2A       62.94    285.00       42.36            1
  8     81 MGPE-LS  ManEst      3       2          D2A       65.28    240.00       44.71            1
  8     82 MGPE-LS  ManEst      3       2          D1A       58.32    275.00       37.75            1
  8     83 MGPE-LS  ManEst      3       2          D2B       63.60    220.00       43.03            1
  8     84 MGPE-LS  ManEst      3       2          D1B       61.02    220.00       40.44            1
  8     85 MGPE-LS  ManEst      3       2          D2A       61.76    310.00       41.19            1
  8     86 MGPE-LS  ManEst      3       2          D1B       58.72    340.00       38.15            1
  8     87 MGPE-LS  ManEst      3       2          D1A       62.34    205.00       41.76            1
  8     88 MGPE-LS  ManEst      3       2          D2B       63.62    270.00       43.05            1
  8     89 MGPE-LS  ManEst      3       2          D1B       58.58    255.00       38.01            1
  8     90 MGPE-LS  ManEst      3       2          D2A       56.54    390.00       35.96            1
  8     91 MGPE-LS  ManEst      3       2          D1A       59.71    220.00       39.13            0
  8     92 MGPE-LS  ManEst      3       2          D1A       57.54    290.00       36.97            1
  8     93 MGPE-LS  ManEst      3       2          D1B       56.39    275.00       35.81            1
  8     94 MGPE-LS  ManEst      3       2          D2B       57.63    280.00       37.06            1
  8     95 MGPE-LS  ManEst      3       2          D1B       58.45    275.00       37.87            1
  8     96 MGPE-LS  ManEst      3       2          D1B       57.62    220.00       37.05            1
  8     97 MGPE-LS  ManEst      4       3          D1A       58.46    240.00       38.71            1
  8     98 MGPE-LS  ManEst      4       3          D2B       56.68    275.00       36.92            1
  8     99 MGPE-LS  ManEst      4       3          D2A       53.84    245.00       34.08            1
  8    100 MGPE-LS  ManEst      4       3          D1B       55.03    285.00       35.28            1
  8    101 MGPE-LS  ManEst      4       3          D2B       57.21    220.00       37.45            1
  8    102 MGPE-LS  ManEst      4       3          D2B       52.82    270.00       33.07            1
  8    103 MGPE-LS  ManEst      4       3          D2A       56.19    310.00       36.44            1
  8    104 MGPE-LS  ManEst      4       3          D2A       57.58    210.00       37.82            1
  8    105 MGPE-LS  ManEst      4       3          D1A       56.43    275.00       36.68            1
  8    106 MGPE-LS  ManEst      4       3          D1A       59.81    230.00       40.06            1
  8    107 MGPE-LS  ManEst      4       3          D2A       60.60    310.00       40.84            1
  8    108 MGPE-LS  ManEst      4       3          D2B       54.76    250.00       35.00            1
  8    109 MGPE-LS  ManEst      4       3          D1B       56.45    155.00       36.70            1
  8    110 MGPE-LS  ManEst      4       3          D2B       54.59    265.00       34.83            1
  8    111 MGPE-LS  ManEst      4       3          D1B       55.33    245.00       35.57            1
  8    112 MGPE-LS  ManEst      4       3          D1A       57.90    230.00       38.14            1
  8    113 MGPE-LS  ManEst      4       3          D1A       53.84    195.00       34.08            1
  8    114 MGPE-LS  ManEst      4       3          D1A       60.60    250.00       40.84            1
  8    115 MGPE-LS  ManEst      4       3          D1B       55.18    250.00       35.43            1
  8    116 MGPE-LS  ManEst      4       3          D1A       54.77    310.00       35.02            1
  8    117 MGPE-LS  ManEst      4       3          D1A       56.58    220.00       36.82            0
  8    118 MGPE-LS  ManEst      4       4          D1B       62.46    225.00       42.71            1
  8    119 MGPE-LS  ManEst      4       5          D2B       57.88    195.00       38.12            1
  8    120 MGPE-LS  ManEst      4       5          D1B       56.07    155.00       36.32            1
  8    121 MGPE-LS  ManEst      4       5          D2B       55.59    240.00       35.83            1
  8    122 MGPE-LS  ManEst      4       5          D2B       56.07    195.00       36.31            1
  8    123 MGPE-LS  ManEst      4       5          D2A       54.95    205.00       35.19            1
  8    124 MGPE-LS  ManEst      4       5          D1B       59.97    190.00       40.22            1
  8    125 MGPE-LS  ManEst      4       5          D2A       56.40    220.00       36.65            1
  8    126 MGPE-LS  ManEst      4       5          D2A       56.96    185.00       37.21            1
  8    127 MGPE-LS  ManEst      4       5          D1B       56.52    335.00       36.77            1
  8    128 MGPE-LS  ManEst      4       6          D2A       53.72    255.00       33.96            1
  9      1 GPME-LS  ManEst      1       0          D1A       65.20    335.00       46.64            1
  9      2 GPME-LS  ManEst      1       0          D1A       60.82    340.00       42.26            1
  9      3 GPME-LS  ManEst      1       0          D1A       59.68    290.00       41.12            1
  9      4 GPME-LS  ManEst      1       0          D1B       63.40    345.00       44.84            1
  9      5 GPME-LS  ManEst      1       0          D2B       58.84    275.00       40.28            1
  9      6 GPME-LS  ManEst      1       0          D2A       69.09    310.00       50.53            1
  9      7 GPME-LS  ManEst      1       0          D1B       60.31    370.00       41.75            1
  9      8 GPME-LS  ManEst      1       0          D1B       57.40    265.00       38.84            1
  9      9 GPME-LS  ManEst      1       0          D1A       55.20    250.00       36.64            1
  9     10 GPME-LS  ManEst      1       0          D1B       56.85    275.00       38.29            1
  9     11 GPME-LS  ManEst      1       0          D1A       60.70    290.00       42.13            1
  9     12 GPME-LS  ManEst      1       0          D1B       50.12    265.00       31.55            1
  9     13 GPME-LS  ManEst      1       0          D1B       68.74    290.00       50.18            1
  9     14 GPME-LS  ManEst      1       0          D2A       73.62    400.00       55.06            1
  9     15 GPME-LS  ManEst      1       0          D2B       59.83    335.00       41.27            1
  9     16 GPME-LS  ManEst      1       0          D1A       59.36    295.00       40.80            1
  9     17 GPME-LS  ManEst      1       0          D2B       62.35    380.00       43.78            1
  9     18 GPME-LS  ManEst      1       0          D2B       65.59    270.00       47.03            1
  9     19 GPME-LS  ManEst      1       0          D2A       61.98    265.00       43.42            1
  9     20 GPME-LS  ManEst      1       0          D2A       60.96    345.00       42.40            1
  9     21 GPME-LS  ManEst      1       0          D1B       64.66    300.00       46.10            1
  9     22 GPME-LS  ManEst      1       0          D2A       69.93    275.00       51.36            1
  9     23 GPME-LS  ManEst      1       0          D2B       64.12    295.00       45.56            1
  9     24 GPME-LS  ManEst      1       0          D2B       65.07    345.00       46.51            1
  9     25 GPME-LS  ManEst      1       0          D2A       69.71    275.00       51.15            1
  9     26 GPME-LS  ManEst      1       0          D1A       64.83    340.00       46.26            1
  9     27 GPME-LS  ManEst      1       1          D2A       68.45    340.00       49.89            1
  9     28 GPME-LS  ManEst      1       1          D2B       68.90    400.00       50.34            1
  9     29 GPME-LS  ManEst      1       1          D2B       67.05    320.00       48.49            1
  9     30 GPME-LS  ManEst      1       1          D1B       64.43    320.00       45.87            1
  9     31 GPME-LS  ManEst      1       1          D2A       65.39    245.00       46.83            1
  9     32 GPME-LS  ManEst      1       1          D1A       60.02    255.00       41.46            1
  9     33 GPME-LS  ManEst      2       2          D2A       58.37    380.00       38.73            1
  9     34 GPME-LS  ManEst      2       2          D2B       65.96    300.00       46.33            1
  9     35 GPME-LS  ManEst      2       2          D1A       65.71    195.00       46.08            1
  9     36 GPME-LS  ManEst      2       2          D2B       63.16    250.00       43.52            1
  9     37 GPME-LS  ManEst      2       2          D1A       61.97    285.00       42.34            1
  9     38 GPME-LS  ManEst      2       2          D1B       58.90    205.00       39.27            1
  9     39 GPME-LS  ManEst      2       2          D1A       66.57    295.00       46.93            1
  9     40 GPME-LS  ManEst      2       2          D1A       65.67    390.00       46.03            1
  9     41 GPME-LS  ManEst      2       2          D2B       62.83    275.00       43.20            1
  9     42 GPME-LS  ManEst      2       2          D1A       70.13    220.00       50.50            1
  9     43 GPME-LS  ManEst      2       2          D2A       63.79    230.00       44.15            1
  9     44 GPME-LS  ManEst      2       2          D1A       63.36    260.00       43.73            1
  9     45 GPME-LS  ManEst      2       2          D2A       66.44    250.00       46.80            1
  9     46 GPME-LS  ManEst      2       2          D1A       65.55    220.00       45.91            1
  9     47 GPME-LS  ManEst      2       2          D1B       65.14    225.00       45.50            1
  9     48 GPME-LS  ManEst      2       2          D2A       65.26    255.00       45.62            1
  9     49 GPME-LS  ManEst      2       2          D2A       63.19    235.00       43.56            1
  9     50 GPME-LS  ManEst      2       2          D2B       60.25    410.00       40.62            1
  9     51 GPME-LS  ManEst      2       2          D1B       63.32    345.00       43.69            1
  9     52 GPME-LS  ManEst      2       2          D2B       65.12    355.00       45.48            1
  9     53 GPME-LS  ManEst      2       2          D2B       65.20    335.00       45.56            1
  9     54 GPME-LS  ManEst      2       2          D2B       66.19    335.00       46.56            1
  9     55 GPME-LS  ManEst      2       2          D1B       68.37    345.00       48.74            1
  9     56 GPME-LS  ManEst      2       2          D1B       60.63    385.00       40.99            1
  9     57 GPME-LS  ManEst      2       2          D1B       67.98    315.00       48.34            1
  9     58 GPME-LS  ManEst      2       2          D2A       64.81    335.00       45.18            1
  9     59 GPME-LS  ManEst      2       2          D2A       63.40    250.00       43.76            1
  9     60 GPME-LS  ManEst      2       2          D2B       67.45    315.00       47.81            1
  9     61 GPME-LS  ManEst      2       2          D1B       64.16    300.00       44.53            1
  9     62 GPME-LS  ManEst      2       2          D2A       57.65    325.00       38.01            1
  9     63 GPME-LS  ManEst      2       2          D1A       57.19    230.00       37.55            1
  9     64 GPME-LS  ManEst      2       2          D1B       61.21    240.00       41.57            1
  9     65 GPME-LS  ManEst      3       2          D2B       62.15    555.00       43.48            1
  9     66 GPME-LS  ManEst      3       2          D1B       57.79    295.00       39.12            1
  9     67 GPME-LS  ManEst      3       2          D1B       59.96    325.00       41.29            1
  9     68 GPME-LS  ManEst      3       2          D2A       69.31    285.00       50.64            1
  9     69 GPME-LS  ManEst      3       2          D2B       62.92    365.00       44.25            1
  9     70 GPME-LS  ManEst      3       2          D1B       61.55    355.00       42.88            1
  9     71 GPME-LS  ManEst      3       2          D1B       61.06    295.00       42.39            1
  9     72 GPME-LS  ManEst      3       2          D2B       59.33    300.00       40.66            1
  9     73 GPME-LS  ManEst      3       2          D2A       64.22    345.00       45.55            1
  9     74 GPME-LS  ManEst      3       2          D1A       60.51    325.00       41.84            1
  9     75 GPME-LS  ManEst      3       2          D1B       59.27    315.00       40.59            1
  9     76 GPME-LS  ManEst      3       2          D1B       63.08    305.00       44.41            1
  9     77 GPME-LS  ManEst      3       2          D1B       68.36    305.00       49.69            1
  9     78 GPME-LS  ManEst      3       2          D1A       67.78    330.00       49.11            1
  9     79 GPME-LS  ManEst      3       2          D2A       61.66    330.00       42.99            1
  9     80 GPME-LS  ManEst      3       2          D1A       62.27    320.00       43.60            1
  9     81 GPME-LS  ManEst      3       2          D2A       66.11    355.00       47.44            1
  9     82 GPME-LS  ManEst      3       2          D2A       63.06    325.00       44.39            1
  9     83 GPME-LS  ManEst      3       2          D2B       66.54    400.00       47.87            1
  9     84 GPME-LS  ManEst      3       2          D2B       64.50    315.00       45.83            1
  9     85 GPME-LS  ManEst      3       2          D2B       66.87    290.00       48.20            1
  9     86 GPME-LS  ManEst      3       2          D1A       70.02    250.00       51.35            1
  9     87 GPME-LS  ManEst      3       2          D1A       61.09    325.00       42.42            1
  9     88 GPME-LS  ManEst      3       2          D2A       64.86    340.00       46.19            1
  9     89 GPME-LS  ManEst      3       2          D2B       63.57    235.00       44.90            1
  9     90 GPME-LS  ManEst      3       2          D1A       72.46    305.00       53.79            1
  9     91 GPME-LS  ManEst      3       2          D2A       69.99    310.00       51.32            1
  9     92 GPME-LS  ManEst      3       2          D1B       65.43    385.00       46.76            1
  9     93 GPME-LS  ManEst      3       2          D2A       56.13    315.00       37.46            1
  9     94 GPME-LS  ManEst      3       2          D1A       58.09    285.00       39.41            1
  9     95 GPME-LS  ManEst      3       2          D2B       62.72    305.00       44.05            1
  9     96 GPME-LS  ManEst      3       2          D1A       56.79    360.00       38.12            1
  9     97 GPME-LS  ManEst      4       3          D2B       65.10    320.00       45.88            1
  9     98 GPME-LS  ManEst      4       3          D2A       65.90    295.00       46.69            1
  9     99 GPME-LS  ManEst      4       3          D1A       55.97    220.00       36.75            1
  9    100 GPME-LS  ManEst      4       3          D2A       63.67    375.00       44.46            1
  9    101 GPME-LS  ManEst      4       3          D2B       67.01    420.00       47.79            1
  9    102 GPME-LS  ManEst      4       3          D2B       54.14    285.00       34.93            1
  9    103 GPME-LS  ManEst      4       3          D2A       61.48    315.00       42.27            1
  9    104 GPME-LS  ManEst      4       3          D2A       62.21    355.00       43.00            1
  9    105 GPME-LS  ManEst      4       3          D2B       63.05    300.00       43.84            1
  9    106 GPME-LS  ManEst      4       3          D1B       63.05    310.00       43.84            1
  9    107 GPME-LS  ManEst      4       3          D2A       56.86    275.00       37.65            1
  9    108 GPME-LS  ManEst      4       3          D2A       56.59    235.00       37.37            1
  9    109 GPME-LS  ManEst      4       3          D1A       59.47    305.00       40.25            1
  9    110 GPME-LS  ManEst      4       3          D1B       60.62    340.00       41.41            1
  9    111 GPME-LS  ManEst      4       3          D1B       59.18    270.00       39.97            1
  9    112 GPME-LS  ManEst      4       3          D1B       65.02    305.00       45.81            1
  9    113 GPME-LS  ManEst      4       3          D1A       55.23    310.00       36.02            1
  9    114 GPME-LS  ManEst      4       3          D2B       59.82    270.00       40.60            1
  9    115 GPME-LS  ManEst      4       3          D1A       63.32    360.00       44.11            1
  9    116 GPME-LS  ManEst      4       3          D1B       55.53    325.00       36.32            1
  9    117 GPME-LS  ManEst      4       3          D1B       52.89    380.00       33.68            1
  9    118 GPME-LS  ManEst      4       3          D2B       64.56    370.00       45.35            1
  9    119 GPME-LS  ManEst      4       3          D2B       61.25    330.00       42.03            1
  9    120 GPME-LS  ManEst      4       3          D2B       63.50    295.00       44.28            1
  9    121 GPME-LS  ManEst      4       3          D1B       56.81    275.00       37.59            1
  9    122 GPME-LS  ManEst      4       3          D1A       59.55    330.00       40.34            1
  9    123 GPME-LS  ManEst      4       3          D2A       65.18    350.00       45.96            1
  9    124 GPME-LS  ManEst      4       3          D1A       55.64    400.00       36.42            1
  9    125 GPME-LS  ManEst      4       3          D1A       60.07    355.00       40.85            1
  9    126 GPME-LS  ManEst      4       3          D2A       63.67    380.00       44.46            1
  9    127 GPME-LS  ManEst      4       3          D1A       60.29    390.00       41.07            1
  9    128 GPME-LS  ManEst      4       3          D1B       54.97    385.00       35.76            1
 10      1 GMPE-LS  ManEst      1       0          D1B       71.07    245.00       48.17            1
 10      2 GMPE-LS  ManEst      1       0          D1B       73.32    290.00       50.42            1
 10      3 GMPE-LS  ManEst      1       0          D1A       71.38    290.00       48.48            1
 10      4 GMPE-LS  ManEst      1       0          D2B       72.97    265.00       50.07            1
 10      5 GMPE-LS  ManEst      1       0          D1B       73.87    245.00       50.97            1
 10      6 GMPE-LS  ManEst      1       0          D2B       71.45    220.00       48.55            1
 10      7 GMPE-LS  ManEst      1       0          D2B       69.60    250.00       46.70            1
 10      8 GMPE-LS  ManEst      1       0          D2A       67.77    255.00       44.87            1
 10      9 GMPE-LS  ManEst      1       0          D1B       69.49    260.00       46.60            1
 10     10 GMPE-LS  ManEst      1       0          D2A       73.83    275.00       50.94            0
 10     11 GMPE-LS  ManEst      1       0          D1A       71.53    290.00       48.63            1
 10     12 GMPE-LS  ManEst      1       0          D2A       69.98    240.00       47.08            1
 10     13 GMPE-LS  ManEst      1       0          D1B       73.41    255.00       50.52            1
 10     14 GMPE-LS  ManEst      1       0          D2A       74.05    230.00       51.16            1
