Sub  Trial   Group    Task  Block  Errors      Stimuli      ManEst        RT   G12ManEst FGApApproved
 22      4 GMPE-LS  ManEst      1       1          D2B       45.65    235.00       30.53            1
 22      5 GMPE-LS  ManEst      1       1          D1A       44.75    250.00       29.63            1
 22      6 GMPE-LS  ManEst      1       1          D1B       45.78    210.00       30.66            1
 22      7 GMPE-LS  ManEst      1       1          D1A       49.23    185.00       34.11            1
 22      8 GMPE-LS  ManEst      1       1          D2B       47.39    305.00       32.27            1
 22      9 GMPE-LS  ManEst      1       1          D1B       44.77    195.00       29.64            1
 22     10 GMPE-LS  ManEst      1       1          D1B       46.30    395.00       31.18            1
 22     11 GMPE-LS  ManEst      1       1          D2A       50.51    245.00       35.39            1
 22     12 GMPE-LS  ManEst      1       1          D1A       50.21    200.00       35.09            1
 22     13 GMPE-LS  ManEst      1       1          D2A       49.69    270.00       34.57            1
 22     14 GMPE-LS  ManEst      1       1          D1B       52.71    180.00       37.59            1
 22     15 GMPE-LS  ManEst      1       1          D1A       47.62    210.00       32.50            1
 22     16 GMPE-LS  ManEst      1       2          D2B       51.49    195.00       36.37            1
 22     17 GMPE-LS  ManEst      1       2          D2B       47.92    430.00       32.80            1
 22     18 GMPE-LS  ManEst      1       2          D2B       44.89    245.00       29.76            1
 22     19 GMPE-LS  ManEst      1       2          D2B       41.94    355.00       26.82            1
 22     20 GMPE-LS  ManEst      1       2          D1A       47.16    175.00       32.03            1
 22     21 GMPE-LS  ManEst      1       2          D1B       47.20    180.00       32.08            1
 22     22 GMPE-LS  ManEst      1       2          D1A       42.94    190.00       27.82            1
 22     23 GMPE-LS  ManEst      1       2          D1B       47.24    240.00       32.12            1
 22     24 GMPE-LS  ManEst      1       2          D2A       46.95    195.00       31.83            1
 22     25 GMPE-LS  ManEst      1       2          D2A       37.01    205.00       21.89            1
 22     26 GMPE-LS  ManEst      1       2          D2A       47.07    320.00       31.95            1
 22     27 GMPE-LS  ManEst      1       2          D1A       48.10    210.00       32.98            1
 22     28 GMPE-LS  ManEst      1       2          D2A       49.27    180.00       34.15            1
 22     29 GMPE-LS  ManEst      1       2          D2A       50.41    170.00       35.29            1
 22     30 GMPE-LS  ManEst      1       2          D1B       51.68    290.00       36.55            1
 22     31 GMPE-LS  ManEst      1       2          D2B       49.19    200.00       34.06            1
 22     32 GMPE-LS  ManEst      1       2          D2A       47.87    190.00       32.75            1
 22     33 GMPE-LS  ManEst      2       2          D2A       46.41    215.00       31.72            0
 22     34 GMPE-LS  ManEst      2       2          D2B       47.30    210.00       32.61            1
 22     35 GMPE-LS  ManEst      2       2          D1A       55.92    195.00       41.23            1
 22     36 GMPE-LS  ManEst      2       2          D2B       49.93    190.00       35.24            1
 22     37 GMPE-LS  ManEst      2       2          D2B       49.06    190.00       34.37            1
 22     38 GMPE-LS  ManEst      2       2          D1A       48.02    165.00       33.33            1
 22     39 GMPE-LS  ManEst      2       2          D1B       48.95    195.00       34.26            1
 22     40 GMPE-LS  ManEst      2       2          D1B       48.03    290.00       33.34            1
 22     41 GMPE-LS  ManEst      2       2          D1B       45.23    210.00       30.54            1
 22     42 GMPE-LS  ManEst      2       2          D1A       49.38    340.00       34.69            1
 22     43 GMPE-LS  ManEst      2       2          D1B       50.52    240.00       35.82            1
 22     44 GMPE-LS  ManEst      2       2          D1A       45.28    245.00       30.59            1
 22     45 GMPE-LS  ManEst      2       2          D1B       43.90    360.00       29.21            1
 22     46 GMPE-LS  ManEst      2       2          D2B       51.03    235.00       36.34            1
 22     47 GMPE-LS  ManEst      2       2          D1A       46.60    285.00       31.91            1
 22     48 GMPE-LS  ManEst      2       2          D2B       46.22    200.00       31.53            1
 22     49 GMPE-LS  ManEst      2       2          D2A       50.00    275.00       35.31            1
 22     50 GMPE-LS  ManEst      2       2          D2B       45.36    210.00       30.66            1
 22     51 GMPE-LS  ManEst      2       2          D2A       49.96    200.00       35.27            1
 22     52 GMPE-LS  ManEst      2       2          D2A       53.72    275.00       39.03            1
 22     53 GMPE-LS  ManEst      2       2          D1A       47.67    270.00       32.98            1
 22     54 GMPE-LS  ManEst      2       2          D2B       47.12    230.00       32.43            1
 22     55 GMPE-LS  ManEst      2       2          D2A       47.36    215.00       32.67            1
 22     56 GMPE-LS  ManEst      2       2          D2A       49.39    195.00       34.70            1
 22     57 GMPE-LS  ManEst      2       2          D1B       48.72    215.00       34.03            1
 22     58 GMPE-LS  ManEst      2       2          D2A       49.32    210.00       34.63            0
 22     59 GMPE-LS  ManEst      2       2          D2A       47.77    445.00       33.08            1
 22     60 GMPE-LS  ManEst      2       2          D1B       48.29    215.00       33.60            1
 22     61 GMPE-LS  ManEst      2       3          D1A       48.55    290.00       33.86            1
 22     62 GMPE-LS  ManEst      2       3          D1A       46.10    250.00       31.41            1
 22     63 GMPE-LS  ManEst      2       3          D1B       50.83    235.00       36.14            1
 22     64 GMPE-LS  ManEst      2       3          D2B       50.69    160.00       36.00            1
 22     65 GMPE-LS  ManEst      3       4          D1B       45.10    205.00       30.31            1
 22     66 GMPE-LS  ManEst      3       4          D1B       45.93    245.00       31.14            1
 22     67 GMPE-LS  ManEst      3       4          D1A       44.62    355.00       29.83            1
 22     68 GMPE-LS  ManEst      3       4          D2A       49.50    330.00       34.71            1
 22     69 GMPE-LS  ManEst      3       4          D1B       48.33      5.00       33.54            1
 22     70 GMPE-LS  ManEst      3       4          D1A       48.75    195.00       33.96            1
 22     71 GMPE-LS  ManEst      3       4          D2A       52.79    230.00       38.00            1
 22     72 GMPE-LS  ManEst      3       4          D2A       48.90    200.00       34.10            1
 22     73 GMPE-LS  ManEst      3       4          D2B       52.01    130.00       37.22            1
 22     74 GMPE-LS  ManEst      3       4          D1A       46.42    200.00       31.63            1
 22     75 GMPE-LS  ManEst      3       4          D1A       54.46    190.00       39.66            1
 22     76 GMPE-LS  ManEst      3       4          D2A       50.56    175.00       35.77            1
 22     77 GMPE-LS  ManEst      3       4          D2B       50.31    210.00       35.52            1
 22     78 GMPE-LS  ManEst      3       4          D2A       54.39    165.00       39.60            1
 22     79 GMPE-LS  ManEst      3       5          D2A       47.99    195.00       33.19            1
 22     80 GMPE-LS  ManEst      3       5          D1A       46.69    220.00       31.89            1
 22     81 GMPE-LS  ManEst      3       5          D1B       48.22    180.00       33.43            1
 22     82 GMPE-LS  ManEst      3       5          D1B       44.80    170.00       30.00            1
 22     83 GMPE-LS  ManEst      3       5          D1B       47.50    340.00       32.71            1
 22     84 GMPE-LS  ManEst      3       5          D2B       46.16    285.00       31.37            1
 22     85 GMPE-LS  ManEst      3       5          D1A       47.55    240.00       32.75            1
 22     86 GMPE-LS  ManEst      3       5          D1B       43.12    215.00       28.32            1
 22     87 GMPE-LS  ManEst      3       5          D2A       50.55    295.00       35.76            1
 22     88 GMPE-LS  ManEst      3       5          D1A       49.82    215.00       35.03            1
 22     89 GMPE-LS  ManEst      3       5          D2B       51.11    210.00       36.32            1
 22     90 GMPE-LS  ManEst      3       5          D2B       47.37    215.00       32.58            1
 22     91 GMPE-LS  ManEst      3       5          D1B       50.19    165.00       35.40            1
 22     92 GMPE-LS  ManEst      3       5          D2B       52.02    195.00       37.23            1
 22     93 GMPE-LS  ManEst      3       5          D2B       47.08    200.00       32.29            1
 22     94 GMPE-LS  ManEst      3       5          D1A       51.17    215.00       36.37            1
 22     95 GMPE-LS  ManEst      3       5          D2B       47.80    280.00       33.00            1
 22     96 GMPE-LS  ManEst      3       5          D2A       51.09    245.00       36.29            1
 22     97 GMPE-LS  ManEst      4       5          D1A       44.40    310.00       29.52            1
 22     98 GMPE-LS  ManEst      4       5          D2A       43.53    245.00       28.65            1
 22     99 GMPE-LS  ManEst      4       5          D2B       50.31    180.00       35.43            1
 22    100 GMPE-LS  ManEst      4       5          D1B       47.46    230.00       32.58            1
 22    101 GMPE-LS  ManEst      4       5          D1A       50.83    285.00       35.95            1
 22    102 GMPE-LS  ManEst      4       5          D2A       51.00    325.00       36.12            1
 22    103 GMPE-LS  ManEst      4       5          D2B       51.66    165.00       36.78            1
 22    104 GMPE-LS  ManEst      4       5          D2B       53.25    200.00       38.37            1
 22    105 GMPE-LS  ManEst      4       5          D2A       46.15    215.00       31.27            1
 22    106 GMPE-LS  ManEst      4       5          D1A       52.73    210.00       37.85            1
 22    107 GMPE-LS  ManEst      4       5          D2A       45.76    255.00       30.88            1
 22    108 GMPE-LS  ManEst      4       5          D2A       48.27    285.00       33.39            1
 22    109 GMPE-LS  ManEst      4       5          D2B       45.19    200.00       30.31            1
 22    110 GMPE-LS  ManEst      4       5          D1A       47.68    185.00       32.81            1
 22    111 GMPE-LS  ManEst      4       6          D1A       49.96    390.00       35.08            1
 22    112 GMPE-LS  ManEst      4       6          D1A       48.17    185.00       33.29            1
 22    113 GMPE-LS  ManEst      4       6          D1B       51.54    160.00       36.66            1
 22    114 GMPE-LS  ManEst      4       7          D2B       50.36    190.00       35.48            1
 22    115 GMPE-LS  ManEst      4       7          D1B       54.05    255.00       39.17            1
 22    116 GMPE-LS  ManEst      4       7          D1A       52.27    220.00       37.39            0
 22    117 GMPE-LS  ManEst      4       8          D2B       48.93    260.00       34.05            1
 22    118 GMPE-LS  ManEst      4       8          D1B       49.41    280.00       34.53            1
 22    119 GMPE-LS  ManEst      4       8          D1B       46.29    225.00       31.41            1
 22    120 GMPE-LS  ManEst      4       8          D1A       47.16    220.00       32.28            1
 22    121 GMPE-LS  ManEst      4       8          D2B       51.52    235.00       36.64            1
 22    122 GMPE-LS  ManEst      4       8          D1B       46.23    245.00       31.35            1
 22    123 GMPE-LS  ManEst      4       8          D1B       44.04    200.00       29.16            1
 22    124 GMPE-LS  ManEst      4       8          D1B       48.72    240.00       33.84            1
 22    125 GMPE-LS  ManEst      4       8          D2A       47.58    275.00       32.71            1
 22    126 GMPE-LS  ManEst      4       8          D2B       47.20    235.00       32.32            1
 22    127 GMPE-LS  ManEst      4       8          D2A       44.37    225.00       29.49            1
 22    128 GMPE-LS  ManEst      4       8          D2A       52.16    205.00       37.28            1
 23      1 PMGE-LS  ManEst      1       0          D2A       45.34    575.00       30.43            1
 23      2 PMGE-LS  ManEst      1       0          D2A       47.66    270.00       32.75            1
 23      3 PMGE-LS  ManEst      1       0          D1A       48.81    360.00       33.89            1
 23      4 PMGE-LS  ManEst      1       0          D1B       46.06    270.00       31.15            1
 23      5 PMGE-LS  ManEst      1       0          D2B       50.94    390.00       36.03            1
 23      6 PMGE-LS  ManEst      1       1          D2B       50.71    365.00       35.80            1
 23      7 PMGE-LS  ManEst      1       1          D1A       49.60    335.00       34.68            1
 23      8 PMGE-LS  ManEst      1       1          D2B       52.40    380.00       37.49            1
 23      9 PMGE-LS  ManEst      1       1          D2B       41.04    455.00       26.12            1
 23     10 PMGE-LS  ManEst      1       1          D2B       52.71    535.00       37.80            1
 23     11 PMGE-LS  ManEst      1       1          D2A       48.30    415.00       33.39            1
 23     12 PMGE-LS  ManEst      1       1          D1A       51.34    515.00       36.43            1
 23     13 PMGE-LS  ManEst      1       1          D2B       49.45    375.00       34.54            1
 23     14 PMGE-LS  ManEst      1       2          D2A       47.81    390.00       32.89            1
 23     15 PMGE-LS  ManEst      1       2          D1B       52.02    375.00       37.11            1
 23     16 PMGE-LS  ManEst      1       2          D2A       47.55    350.00       32.64            1
 23     17 PMGE-LS  ManEst      1       2          D1A       53.31    415.00       38.39            1
 23     18 PMGE-LS  ManEst      1       2          D1B       56.15    330.00       41.24            1
 23     19 PMGE-LS  ManEst      1       2          D2B       51.95    285.00       37.04            1
 23     20 PMGE-LS  ManEst      1       2          D1A       53.33    265.00       38.42            1
 23     21 PMGE-LS  ManEst      1       2          D1A       50.95    300.00       36.04            1
 23     22 PMGE-LS  ManEst      1       2          D2B       47.33    465.00       32.42            1
 23     23 PMGE-LS  ManEst      1       2          D1B       53.10    440.00       38.19            1
 23     24 PMGE-LS  ManEst      1       2          D1A       52.41    475.00       37.50            1
 23     25 PMGE-LS  ManEst      1       2          D1B       52.16    345.00       37.25            1
 23     26 PMGE-LS  ManEst      1       2          D2A       50.10    475.00       35.19            1
 23     27 PMGE-LS  ManEst      1       2          D1B       51.05    415.00       36.14            1
 23     28 PMGE-LS  ManEst      1       2          D1A       46.70    385.00       31.79            1
 23     29 PMGE-LS  ManEst      1       2          D1B       51.98    375.00       37.07            1
 23     30 PMGE-LS  ManEst      1       2          D2A       49.43    440.00       34.51            1
 23     31 PMGE-LS  ManEst      1       2          D1B       54.65    305.00       39.74            1
 23     32 PMGE-LS  ManEst      1       2          D2A       58.50    380.00       43.59            1
 23     33 PMGE-LS  ManEst      2       2          D2A       52.39    225.00       37.36            1
 23     34 PMGE-LS  ManEst      2       2          D1B       49.31    280.00       34.27            1
 23     35 PMGE-LS  ManEst      2       2          D1B       52.51    390.00       37.47            1
 23     36 PMGE-LS  ManEst      2       2          D2A       53.25    270.00       38.22            1
 23     37 PMGE-LS  ManEst      2       2          D1A       48.00    285.00       32.97            0
 23     38 PMGE-LS  ManEst      2       2          D2B       47.73    290.00       32.70            1
 23     39 PMGE-LS  ManEst      2       2          D2B       53.44    305.00       38.40            1
 23     40 PMGE-LS  ManEst      2       2          D1A       55.63    390.00       40.60            1
 23     41 PMGE-LS  ManEst      2       2          D2A       52.96    430.00       37.93            1
 23     42 PMGE-LS  ManEst      2       2          D1B       51.27    450.00       36.24            1
 23     43 PMGE-LS  ManEst      2       2          D1A       53.65    335.00       38.61            1
 23     44 PMGE-LS  ManEst      2       2          D2B       55.23    385.00       40.20            1
 23     45 PMGE-LS  ManEst      2       2          D2B       54.43    395.00       39.40            1
 23     46 PMGE-LS  ManEst      2       2          D2A       54.51    500.00       39.48            1
 23     47 PMGE-LS  ManEst      2       2          D1A       51.67    405.00       36.64            1
 23     48 PMGE-LS  ManEst      2       2          D1A       55.82    325.00       40.78            1
 23     49 PMGE-LS  ManEst      2       2          D1A       55.56    360.00       40.53            0
 23     50 PMGE-LS  ManEst      2       2          D1A       56.80    305.00       41.77            1
 23     51 PMGE-LS  ManEst      2       2          D1B       60.34    305.00       45.30            1
 23     52 PMGE-LS  ManEst      2       2          D1A       53.90    270.00       38.87            1
 23     53 PMGE-LS  ManEst      2       2          D2A       54.24    300.00       39.21            1
 23     54 PMGE-LS  ManEst      2       2          D2A       55.04    335.00       40.01            1
 23     55 PMGE-LS  ManEst      2       2          D2A       54.60    350.00       39.57            1
 23     56 PMGE-LS  ManEst      2       2          D1B       55.65    435.00       40.62            1
 23     57 PMGE-LS  ManEst      2       2          D1B       56.81    390.00       41.78            1
 23     58 PMGE-LS  ManEst      2       2          D2B       53.33    300.00       38.29            1
 23     59 PMGE-LS  ManEst      2       2          D1B       53.31    455.00       38.27            1
 23     60 PMGE-LS  ManEst      2       2          D2B       51.30    425.00       36.26            1
 23     61 PMGE-LS  ManEst      2       2          D2A       59.02    425.00       43.99            1
 23     62 PMGE-LS  ManEst      2       2          D1B       52.60    505.00       37.57            1
 23     63 PMGE-LS  ManEst      2       2          D2B       52.49    400.00       37.46            1
 23     64 PMGE-LS  ManEst      2       2          D2B       49.33    345.00       34.30            1
 23     65 PMGE-LS  ManEst      3       2          D2A       54.07    445.00       39.52            1
 23     66 PMGE-LS  ManEst      3       2          D1A       52.50    310.00       37.95            1
 23     67 PMGE-LS  ManEst      3       2          D2B       51.61    315.00       37.06            1
 23     68 PMGE-LS  ManEst      3       2          D1B       54.92    270.00       40.37            1
 23     69 PMGE-LS  ManEst      3       2          D1B       56.47    375.00       41.92            1
 23     70 PMGE-LS  ManEst      3       2          D2A       55.42    370.00       40.87            1
 23     71 PMGE-LS  ManEst      3       2          D1B       58.13    320.00       43.58            1
 23     72 PMGE-LS  ManEst      3       2          D2B       50.59    265.00       36.04            1
 23     73 PMGE-LS  ManEst      3       2          D1B       52.44    325.00       37.89            1
 23     74 PMGE-LS  ManEst      3       2          D2B       55.93    270.00       41.38            1
 23     75 PMGE-LS  ManEst      3       2          D1A       54.31    465.00       39.76            1
 23     76 PMGE-LS  ManEst      3       2          D2A       53.19    345.00       38.64            1
 23     77 PMGE-LS  ManEst      3       2          D1B       55.01    255.00       40.46            1
 23     78 PMGE-LS  ManEst      3       2          D1A       55.34    300.00       40.79            1
 23     79 PMGE-LS  ManEst      3       2          D2B       54.92    420.00       40.37            1
 23     80 PMGE-LS  ManEst      3       2          D2B       52.20    365.00       37.65            1
 23     81 PMGE-LS  ManEst      3       2          D2A       56.06    345.00       41.51            1
 23     82 PMGE-LS  ManEst      3       2          D2B       53.88    285.00       39.33            1
 23     83 PMGE-LS  ManEst      3       2          D1A       55.34    275.00       40.79            1
 23     84 PMGE-LS  ManEst      3       2          D1B       53.66    300.00       39.11            1
 23     85 PMGE-LS  ManEst      3       2          D2B       54.61    295.00       40.06            1
 23     86 PMGE-LS  ManEst      3       2          D1A       55.35    375.00       40.80            1
 23     87 PMGE-LS  ManEst      3       2          D1B       52.56    285.00       38.00            1
 23     88 PMGE-LS  ManEst      3       2          D2A       54.92    350.00       40.37            1
 23     89 PMGE-LS  ManEst      3       2          D1A       58.95    335.00       44.40            1
 23     90 PMGE-LS  ManEst      3       2          D1A       55.59    450.00       41.04            1
 23     91 PMGE-LS  ManEst      3       2          D1B       58.05    250.00       43.50            1
 23     92 PMGE-LS  ManEst      3       2          D2B       57.44    250.00       42.89            1
 23     93 PMGE-LS  ManEst      3       2          D1A       60.24    315.00       45.69            1
 23     94 PMGE-LS  ManEst      3       2          D2A       57.39    315.00       42.84            1
 23     95 PMGE-LS  ManEst      3       2          D2A       51.56    255.00       37.01            1
 23     96 PMGE-LS  ManEst      3       2          D2A       56.75    260.00       42.20            1
 23     97 PMGE-LS  ManEst      4       2          D2B       52.01    245.00       36.92            1
 23     98 PMGE-LS  ManEst      4       2          D1B       54.60    280.00       39.51            1
 23     99 PMGE-LS  ManEst      4       2          D2B       57.62    305.00       42.53            1
 23    100 PMGE-LS  ManEst      4       2          D2B       56.37    255.00       41.28            1
 23    101 PMGE-LS  ManEst      4       2          D1A       58.08    250.00       42.99            1
 23    102 PMGE-LS  ManEst      4       2          D2A       56.34    380.00       41.25            1
 23    103 PMGE-LS  ManEst      4       2          D1B       52.78    375.00       37.69            1
 23    104 PMGE-LS  ManEst      4       2          D1A       55.96    345.00       40.87            1
 23    105 PMGE-LS  ManEst      4       2          D2A       51.69    345.00       36.60            1
 23    106 PMGE-LS  ManEst      4       2          D2A       52.70    515.00       37.61            1
 23    107 PMGE-LS  ManEst      4       2          D2A       56.61    480.00       41.52            1
 23    108 PMGE-LS  ManEst      4       2          D1A       54.33    520.00       39.24            1
 23    109 PMGE-LS  ManEst      4       2          D2A       58.71    340.00       43.62            1
 23    110 PMGE-LS  ManEst      4       2          D2B       57.25    410.00       42.16            1
 23    111 PMGE-LS  ManEst      4       2          D1B       61.23    410.00       46.14            1
 23    112 PMGE-LS  ManEst      4       2          D1B       59.78    440.00       44.69            1
 23    113 PMGE-LS  ManEst      4       2          D2B       57.21    265.00       42.12            1
 23    114 PMGE-LS  ManEst      4       2          D2B       59.33    290.00       44.24            1
 23    115 PMGE-LS  ManEst      4       2          D2A       67.26    330.00       52.17            1
 23    116 PMGE-LS  ManEst      4       2          D1A       57.01    335.00       41.92            1
 23    117 PMGE-LS  ManEst      4       2          D1B       51.05    305.00       35.96            1
 23    118 PMGE-LS  ManEst      4       2          D1A       57.49    280.00       42.40            1
 23    119 PMGE-LS  ManEst      4       2          D2A       57.24    300.00       42.15            1
 23    120 PMGE-LS  ManEst      4       2          D2A       58.74    250.00       43.65            1
 23    121 PMGE-LS  ManEst      4       2          D1B       54.67    280.00       39.58            1
 23    122 PMGE-LS  ManEst      4       2          D1B       54.73    305.00       39.64            1
 23    123 PMGE-LS  ManEst      4       2          D1A       55.47    310.00       40.38            1
 23    124 PMGE-LS  ManEst      4       2          D1A       53.90    290.00       38.81            1
 23    125 PMGE-LS  ManEst      4       2          D1A       58.23    320.00       43.14            1
 23    126 PMGE-LS  ManEst      4       2          D2B       56.52    320.00       41.43            1
 23    127 PMGE-LS  ManEst      4       2          D2B       54.59    260.00       39.50            1
 23    128 PMGE-LS  ManEst      4       2          D1B       56.29    355.00       41.20            1
 24      1 PGME-LS  ManEst      1       0          D2A       48.42    245.00       33.03            1
 24      2 PGME-LS  ManEst      1       0          D2B       50.02    270.00       34.63            1
 24      3 PGME-LS  ManEst      1       0          D1B       51.07    250.00       35.67            1
 24      4 PGME-LS  ManEst      1       0          D1A       51.88    240.00       36.48            1
 24      5 PGME-LS  ManEst      1       0          D1A       51.51    275.00       36.12            1
 24      6 PGME-LS  ManEst      1       1          D2A       52.48    225.00       37.08            1
 24      7 PGME-LS  ManEst      1       1          D2B       48.29    270.00       32.90            1
 24      8 PGME-LS  ManEst      1       1          D1B       49.09    220.00       33.70            1
 24      9 PGME-LS  ManEst      1       1          D2B       49.43    200.00       34.04            1
 24     10 PGME-LS  ManEst      1       1          D2A       51.33    370.00       35.94            1
 24     11 PGME-LS  ManEst      1       1          D1A       55.47    305.00       40.08            1
 24     12 PGME-LS  ManEst      1       1          D1B       51.92    515.00       36.53            1
 24     13 PGME-LS  ManEst      1       1          D1B       50.87    415.00       35.47            1
 24     14 PGME-LS  ManEst      1       1          D1A       52.16    385.00       36.76            1
 24     15 PGME-LS  ManEst      1       1          D2B       53.36    300.00       37.96            1
 24     16 PGME-LS  ManEst      1       1          D2A       52.33    255.00       36.94            1
 24     17 PGME-LS  ManEst      1       1          D2B       50.59    310.00       35.20            1
 24     18 PGME-LS  ManEst      1       1          D2B       46.90    275.00       31.51            1
 24     19 PGME-LS  ManEst      1       1          D1B       54.66    455.00       39.26            1
 24     20 PGME-LS  ManEst      1       1          D2B       56.77    215.00       41.37            1
 24     21 PGME-LS  ManEst      1       1          D2A       51.19    305.00       35.80            1
 24     22 PGME-LS  ManEst      1       1          D1B       46.89    440.00       31.49            0
 24     23 PGME-LS  ManEst      1       1          D1A       43.97    370.00       28.58            1
 24     24 PGME-LS  ManEst      1       1          D1A       44.06    235.00       28.66            1
 24     25 PGME-LS  ManEst      1       2          D1A       47.00    290.00       31.61            1
 24     26 PGME-LS  ManEst      1       2          D2A       50.12    505.00       34.72            1
 24     27 PGME-LS  ManEst      1       2          D2B       53.12    255.00       37.73            1
 24     28 PGME-LS  ManEst      1       2          D1B       50.79    295.00       35.40            1
 24     29 PGME-LS  ManEst      1       2          D2A       53.64    505.00       38.25            1
 24     30 PGME-LS  ManEst      1       2          D2A       48.59    525.00       33.20            1
 24     31 PGME-LS  ManEst      1       3          D1B       48.80    460.00       33.40            1
 24     32 PGME-LS  ManEst      1       5          D1A       51.72    360.00       36.32            1
 24     33 PGME-LS  ManEst      2       5          D1B       50.01    540.00       33.80            1
 24     34 PGME-LS  ManEst      2       5          D1A       51.55    245.00       35.34            1
 24     35 PGME-LS  ManEst      2       5          D1A       53.30    315.00       37.09            1
 24     36 PGME-LS  ManEst      2       6          D1A       51.90    245.00       35.70            1
 24     37 PGME-LS  ManEst      2       6          D1A       51.58    275.00       35.37            1
 24     38 PGME-LS  ManEst      2       6          D2A       45.91    285.00       29.70            1
 24     39 PGME-LS  ManEst      2       6          D1B       48.82    260.00       32.61            1
 24     40 PGME-LS  ManEst      2       6          D1A       48.30    275.00       32.10            1
 24     41 PGME-LS  ManEst      2       7          D2A       47.83    285.00       31.63            1
 24     42 PGME-LS  ManEst      2       7          D2A       53.85    395.00       37.64            1
 24     43 PGME-LS  ManEst      2       7          D1B       53.48    250.00       37.27            1
 24     44 PGME-LS  ManEst      2       7          D2B       51.03    195.00       34.83            1
 24     45 PGME-LS  ManEst      2       7          D2B       51.69    375.00       35.49            1
 24     46 PGME-LS  ManEst      2       7          D2A       54.79    340.00       38.58            1
 24     47 PGME-LS  ManEst      2       7          D1B       51.97    270.00       35.76            1
 24     48 PGME-LS  ManEst      2       7          D2B       54.71    335.00       38.50            1
 24     49 PGME-LS  ManEst      2       7          D1B       48.89    350.00       32.68            1
 24     50 PGME-LS  ManEst      2       7          D2A       50.53    345.00       34.33            1
 24     51 PGME-LS  ManEst      2       7          D2A       49.89    405.00       33.68            1
 24     52 PGME-LS  ManEst      2       8          D2B       52.17    280.00       35.96            1
 24     53 PGME-LS  ManEst      2       9          D1A       49.36    250.00       33.15            1
 24     54 PGME-LS  ManEst      2       9          D1B       47.20    485.00       30.99            1
 24     55 PGME-LS  ManEst      2       9          D1A       51.76    485.00       35.55            1
 24     56 PGME-LS  ManEst      2       9          D1B       55.45    375.00       39.25            1
 24     57 PGME-LS  ManEst      2       9          D2A       52.63    495.00       36.43            1
 24     58 PGME-LS  ManEst      2       9          D1B       49.32    500.00       33.12            1
 24     59 PGME-LS  ManEst      2       9          D2A       47.82    500.00       31.62            1
 24     60 PGME-LS  ManEst      2       9          D2B       49.09    250.00       32.89            1
 24     61 PGME-LS  ManEst      2       9          D1A       49.78    290.00       33.57            1
 24     62 PGME-LS  ManEst      2      10          D2B       53.18    320.00       36.97            1
 24     63 PGME-LS  ManEst      2      10          D2B       51.27    470.00       35.06            1
 24     64 PGME-LS  ManEst      2      10          D2B       61.96    330.00       45.75            1
 24     65 PGME-LS  ManEst      3      10          D2A       49.92    450.00       35.27            0
 24     66 PGME-LS  ManEst      3      10          D1B       53.52    390.00       38.87            1
 24     67 PGME-LS  ManEst      3      10          D1B       49.96    370.00       35.31            1
 24     68 PGME-LS  ManEst      3      10          D1B       52.19    290.00       37.54            1
 24     69 PGME-LS  ManEst      3      10          D2B       54.52    330.00       39.87            1
 24     70 PGME-LS  ManEst      3      10          D2B       56.69    390.00       42.04            1
 24     71 PGME-LS  ManEst      3      10          D1A       52.80    365.00       38.14            1
 24     72 PGME-LS  ManEst      3      10          D2B       51.20    385.00       36.54            1
 24     73 PGME-LS  ManEst      3      10          D1B       48.89    450.00       34.23            1
 24     74 PGME-LS  ManEst      3      10          D1B       53.04    365.00       38.39            1
 24     75 PGME-LS  ManEst      3      10          D2A       49.37    290.00       34.71            1
 24     76 PGME-LS  ManEst      3      10          D1A       46.50    360.00       31.84            1
 24     77 PGME-LS  ManEst      3      10          D1B       46.26    405.00       31.61            1
 24     78 PGME-LS  ManEst      3      10          D2B       50.17    425.00       35.51            1
 24     79 PGME-LS  ManEst      3      10          D2A       48.56    345.00       33.90            1
 24     80 PGME-LS  ManEst      3      10          D2A       45.74    370.00       31.09            1
 24     81 PGME-LS  ManEst      3      10          D2B       45.39    335.00       30.74            1
 24     82 PGME-LS  ManEst      3      10          D2A       47.41    335.00       32.76            1
 24     83 PGME-LS  ManEst      3      10          D1A       56.07    340.00       41.42            1
 24     84 PGME-LS  ManEst      3      10          D2B       51.39    290.00       36.74            1
 24     85 PGME-LS  ManEst      3      10          D2B       53.40    300.00       38.74            1
 24     86 PGME-LS  ManEst      3      10          D1A       50.16    435.00       35.51            1
 24     87 PGME-LS  ManEst      3      10          D1A       48.03    515.00       33.38            1
 24     88 PGME-LS  ManEst      3      10          D2A       50.48    320.00       35.83            1
 24     89 PGME-LS  ManEst      3      10          D1A       52.03    535.00       37.38            1
 24     90 PGME-LS  ManEst      3      10          D1A       53.41    280.00       38.76            1
 24     91 PGME-LS  ManEst      3      10          D1B       53.64    255.00       38.99            1
 24     92 PGME-LS  ManEst      3      10          D2A       53.59    355.00       38.94            1
 24     93 PGME-LS  ManEst      3      10          D2B       53.99    380.00       39.33            1
 24     94 PGME-LS  ManEst      3      10          D2A       51.65    350.00       37.00            1
 24     95 PGME-LS  ManEst      3      10          D1A       48.74    405.00       34.09            1
 24     96 PGME-LS  ManEst      3      10          D1B       51.69    365.00       37.04            1
 24     97 PGME-LS  ManEst      4      10          D1B       52.06    390.00       36.16            1
 24     98 PGME-LS  ManEst      4      10          D1A       49.34    390.00       33.43            1
