Sub  Trial   Group    Task  Block  Errors      Stimuli      ManEst        RT   G12ManEst FGApApproved
 17    115 PMGE-SL  ManEst      4       2          D1A       66.25        910.37    210.00       51.74            1
 17    116 PMGE-SL  ManEst      4       2          D2B       62.43        872.34    185.00       47.92            1
 17    117 PMGE-SL  ManEst      4       2          D1B       62.19        949.57    215.00       47.68            1
 17    118 PMGE-SL  ManEst      4       2          D1A       65.65       1038.39    250.00       51.15            1
 17    119 PMGE-SL  ManEst      4       2          D2A       63.38        969.03    230.00       48.87            1
 17    120 PMGE-SL  ManEst      4       2          D1B       63.05       1047.48    220.00       48.55            1
 17    121 PMGE-SL  ManEst      4       2          D2A       66.71        987.52    210.00       52.21            1
 17    122 PMGE-SL  ManEst      4       2          D1B       65.17        986.49    295.00       50.67            1
 17    123 PMGE-SL  ManEst      4       2          D2A       62.40        996.49    285.00       47.89            1
 17    124 PMGE-SL  ManEst      4       2          D2B       64.17        946.54    220.00       49.66            1
 17    125 PMGE-SL  ManEst      4       2          D2A       64.89        971.45    300.00       50.38            1
 17    126 PMGE-SL  ManEst      4       2          D1B       64.21        925.31    240.00       49.70            1
 17    127 PMGE-SL  ManEst      4       2          D1B       65.05        864.58    165.00       50.55            1
 17    128 PMGE-SL  ManEst      4       2          D2B       64.28       1035.41    315.00       49.77            1
 18      1 PGME-SL  ManEst      1       0          D1B       52.00        954.53    285.00       31.84            0
 18      2 PGME-SL  ManEst      1       0          D2A       53.43        740.68    250.00       33.26            1
 18      3 PGME-SL  ManEst      1       0          D2A       50.46       1143.38    355.00       30.29            1
 18      4 PGME-SL  ManEst      1       0          D1B       52.94        962.52    260.00       32.77            0
 18      5 PGME-SL  ManEst      1       0          D2A       55.09       1042.08    485.00       34.92            1
 18      6 PGME-SL  ManEst      1       0          D1B       52.47        868.55    335.00       32.31            1
 18      7 PGME-SL  ManEst      1       0          D2B       51.76        859.63    240.00       31.59            1
 18      8 PGME-SL  ManEst      1       0          D1A       51.84        897.58    315.00       31.67            1
 18      9 PGME-SL  ManEst      1       0          D1B       47.27        809.68    215.00       27.10            1
 18     10 PGME-SL  ManEst      1       0          D2A       48.49        816.58    270.00       28.33            1
 18     11 PGME-SL  ManEst      1       0          D2B       51.86        963.35    255.00       31.69            1
 18     12 PGME-SL  ManEst      1       0          D2A       52.42       1119.36    445.00       32.26            1
 18     13 PGME-SL  ManEst      1       1          D2B       56.70        767.64    245.00       36.53            1
 18     14 PGME-SL  ManEst      1       1          D2B       57.32       1024.53    315.00       37.15            1
 18     15 PGME-SL  ManEst      1       1          D1B       62.52        985.17    350.00       42.35            1
 18     16 PGME-SL  ManEst      1       1          D1A       59.87        867.68    245.00       39.70            1
 18     17 PGME-SL  ManEst      1       1          D1A       63.11        976.51    315.00       42.95            1
 18     18 PGME-SL  ManEst      1       1          D2A       64.56        928.59    310.00       44.40            1
 18     19 PGME-SL  ManEst      1       1          D1A       62.85       1173.24    295.00       42.68            1
 18     20 PGME-SL  ManEst      1       1          D2B       61.70        929.50    250.00       41.53            1
 18     21 PGME-SL  ManEst      1       1          D1A       61.73        909.57    265.00       41.56            1
 18     22 PGME-SL  ManEst      1       1          D1A       67.18       1079.24    260.00       47.01            1
 18     23 PGME-SL  ManEst      1       1          D1A       61.80       1062.38    360.00       41.63            1
 18     24 PGME-SL  ManEst      1       1          D2B       62.78        940.44    270.00       42.61            1
 18     25 PGME-SL  ManEst      1       1          D1B       66.38       1048.42    345.00       46.21            1
 18     26 PGME-SL  ManEst      1       1          D1B       57.32       1024.42    250.00       37.16            1
 18     27 PGME-SL  ManEst      1       1          D1A       60.30       1038.28    410.00       40.13            1
 18     28 PGME-SL  ManEst      1       1          D2B       59.39        993.54    350.00       39.23            1
 18     29 PGME-SL  ManEst      1       1          D1B       57.31        965.53    265.00       37.14            1
 18     30 PGME-SL  ManEst      1       1          D2A       62.76       1093.39    400.00       42.59            1
 18     31 PGME-SL  ManEst      1       1          D2A       62.61        924.52    290.00       42.44            1
 18     32 PGME-SL  ManEst      1       1          D2B       64.96       1035.42    340.00       44.79            1
 18     33 PGME-SL  ManEst      2       1          D1A       57.33        993.57    395.00       37.86            1
 18     34 PGME-SL  ManEst      2       1          D2A       60.07        973.44    305.00       40.60            1
 18     35 PGME-SL  ManEst      2       1          D2B       60.03        995.53    335.00       40.56            1
 18     36 PGME-SL  ManEst      2       1          D1B       56.26        972.53    330.00       36.79            1
 18     37 PGME-SL  ManEst      2       1          D1A       64.11       1058.46    365.00       44.64            1
 18     38 PGME-SL  ManEst      2       1          D2A       59.36       1155.30    505.00       39.89            1
 18     39 PGME-SL  ManEst      2       1          D1A       59.22       1071.41    355.00       39.75            1
 18     40 PGME-SL  ManEst      2       1          D2B       60.96       1031.46    315.00       41.49            1
 18     41 PGME-SL  ManEst      2       1          D2B       59.58        962.43    265.00       40.11            1
 18     42 PGME-SL  ManEst      2       1          D1A       60.70       1087.50    380.00       41.23            1
 18     43 PGME-SL  ManEst      2       1          D2B       64.52        988.58    390.00       45.05            1
 18     44 PGME-SL  ManEst      2       1          D1B       60.94        932.55    295.00       41.47            1
 18     45 PGME-SL  ManEst      2       1          D1B       62.37       1062.48    335.00       42.90            1
 18     46 PGME-SL  ManEst      2       1          D1A       62.61        990.50    290.00       43.14            1
 18     47 PGME-SL  ManEst      2       1          D1A       64.27       1127.41    390.00       44.80            1
 18     48 PGME-SL  ManEst      2       1          D2A       63.53       1197.32    525.00       44.06            1
 18     49 PGME-SL  ManEst      2       1          D1B       61.76        916.53    320.00       42.29            1
 18     50 PGME-SL  ManEst      2       1          D2A       61.57       1144.34    375.00       42.10            1
 18     51 PGME-SL  ManEst      2       1          D2B       71.31       1102.33    415.00       51.84            1
 18     52 PGME-SL  ManEst      2       1          D2A       65.67        994.49    220.00       46.20            1
 18     53 PGME-SL  ManEst      2       2          D2A       65.38        993.46    400.00       45.91            1
 18     54 PGME-SL  ManEst      2       2          D1B       65.52        971.57    285.00       46.05            1
 18     55 PGME-SL  ManEst      2       2          D2A       65.50        982.16    320.00       46.03            1
 18     56 PGME-SL  ManEst      2       2          D2B       65.33        958.51    325.00       45.86            1
 18     57 PGME-SL  ManEst      2       2          D1A       65.62        933.53    275.00       46.15            1
 18     58 PGME-SL  ManEst      2       2          D1B       69.11        961.49    390.00       49.64            1
 18     59 PGME-SL  ManEst      2       3          D2A       65.23       1004.21    335.00       45.76            1
 18     60 PGME-SL  ManEst      2       3          D2B       71.85        909.47    275.00       52.38            1
 18     61 PGME-SL  ManEst      2       3          D1A       65.71        905.51    190.00       46.24            1
 18     62 PGME-SL  ManEst      2       3          D1B       69.34       1083.00    315.00       49.87            1
 18     63 PGME-SL  ManEst      2       3          D1B       63.47       1242.82    540.00       44.00            1
 18     64 PGME-SL  ManEst      2       3          D2B       66.14       1072.15    325.00       46.67            1
 18     65 PGME-SL  ManEst      3       3          D2B       59.82        968.56    265.00       39.60            1
 18     66 PGME-SL  ManEst      3       3          D2A       65.85        916.54    280.00       45.63            1
 18     67 PGME-SL  ManEst      3       3          D2A       63.45       1030.46    295.00       43.22            1
 18     68 PGME-SL  ManEst      3       3          D2A       60.62       1081.39    420.00       40.39            1
 18     69 PGME-SL  ManEst      3       3          D1B       69.66        971.47    275.00       49.43            0
 18     70 PGME-SL  ManEst      3       5          D1A       63.62       1153.37    395.00       43.40            1
 18     71 PGME-SL  ManEst      3       5          D1A       66.05        879.60    285.00       45.83            1
 18     72 PGME-SL  ManEst      3       5          D2A       61.58        995.22    305.00       41.36            1
 18     73 PGME-SL  ManEst      3       5          D1B       60.61       1233.30    495.00       40.39            1
 18     74 PGME-SL  ManEst      3       5          D2B       62.22        998.55    265.00       41.99            1
 18     75 PGME-SL  ManEst      3       5          D2A       58.06        948.51    275.00       37.84            0
 18     76 PGME-SL  ManEst      3       5          D1B       62.80        937.47    300.00       42.58            1
 18     77 PGME-SL  ManEst      3       5          D1B       55.78        952.46    295.00       35.55            1
 18     78 PGME-SL  ManEst      3       5          D1A       63.60       1150.38    485.00       43.37            1
 18     79 PGME-SL  ManEst      3       5          D1B       58.12        906.56    280.00       37.89            1
 18     80 PGME-SL  ManEst      3       5          D1A       62.80        904.54    240.00       42.57            1
 18     81 PGME-SL  ManEst      3       5          D2B       61.05        899.49    245.00       40.82            0
 18     82 PGME-SL  ManEst      3       5          D2A       60.55        970.41    325.00       40.32            1
 18     83 PGME-SL  ManEst      3       5          D1B       61.94        983.50    320.00       41.71            0
 18     84 PGME-SL  ManEst      3       6          D2A       58.69        959.58    405.00       38.46            1
 18     85 PGME-SL  ManEst      3       6          D2B       59.33        966.48    340.00       39.10            1
 18     86 PGME-SL  ManEst      3       6          D1A       60.77        943.41    330.00       40.54            1
 18     87 PGME-SL  ManEst      3       7          D1B       63.33        993.40    255.00       43.10            0
 18     88 PGME-SL  ManEst      3       7          D1B       61.73        919.55    270.00       41.50            1
 18     89 PGME-SL  ManEst      3       7          D1A       65.99       1002.49    280.00       45.77            1
 18     90 PGME-SL  ManEst      3       7          D2B       57.85       1000.61    310.00       37.62            1
 18     91 PGME-SL  ManEst      3       7          D2A       60.57       1001.55    380.00       40.34            0
 18     92 PGME-SL  ManEst      3       7          D2B       64.83        942.58    300.00       44.61            0
 18     93 PGME-SL  ManEst      3       7          D1A       63.49        970.50    260.00       43.26            1
 18     94 PGME-SL  ManEst      3       7          D2B       67.22        906.05    295.00       46.99            0
 18     95 PGME-SL  ManEst      3       7          D1A       64.28       1140.39    430.00       44.05            1
 18     96 PGME-SL  ManEst      3       7          D2B       61.59        991.51    325.00       41.37            0
 18     97 PGME-SL  ManEst      4       7          D1B       60.75       1040.08    355.00       40.74            1
 18     98 PGME-SL  ManEst      4       7          D2A       63.71        898.59    280.00       43.71            1
 18     99 PGME-SL  ManEst      4       7          D1B       66.10       1016.49    375.00       46.10            1
 18    100 PGME-SL  ManEst      4       7          D2B       65.52        920.50    300.00       45.52            1
 18    101 PGME-SL  ManEst      4       7          D1B       62.95        865.48    245.00       42.94            1
 18    102 PGME-SL  ManEst      4       7          D2A       67.00        822.64    275.00       46.99            0
 18    103 PGME-SL  ManEst      4       7          D1A       62.55       1031.52    365.00       42.54            0
 18    104 PGME-SL  ManEst      4       7          D1A       69.91        931.50    280.00       49.90            0
 18    105 PGME-SL  ManEst      4       7          D2A       62.21        988.49    310.00       42.20            0
 18    106 PGME-SL  ManEst      4       7          D2A       70.75       1007.52    315.00       50.74            0
 18    107 PGME-SL  ManEst      4       7          D2A       62.84        952.50    265.00       42.83            1
 18    108 PGME-SL  ManEst      4       7          D1A       72.54       1035.26    355.00       52.54            0
 18    109 PGME-SL  ManEst      4       7          D2A       67.31       1095.39    300.00       47.30            0
 18    110 PGME-SL  ManEst      4       7          D2A       70.46       1171.36    355.00       50.46            0
 18    111 PGME-SL  ManEst      4       7          D1B       64.27       1106.34    355.00       44.26            1
 18    112 PGME-SL  ManEst      4       7          D1A       68.71       1041.51    345.00       48.71            1
 18    113 PGME-SL  ManEst      4       7          D2B       66.67        927.54    295.00       46.66            1
 18    114 PGME-SL  ManEst      4       7          D2B       72.16        852.62    270.00       52.16            0
 18    115 PGME-SL  ManEst      4       7          D2B       73.30        947.52    315.00       53.29            1
 18    116 PGME-SL  ManEst      4       7          D1B       65.37        997.53    335.00       45.36            1
 18    117 PGME-SL  ManEst      4       7          D2A       69.35        926.50    305.00       49.34            1
 18    118 PGME-SL  ManEst      4       7          D2B       67.78        884.65    285.00       47.77            0
 18    119 PGME-SL  ManEst      4       7          D2B       70.89       1052.44    400.00       50.88            1
 18    120 PGME-SL  ManEst      4       8          D1B       68.66        932.31    330.00       48.66            1
 18    121 PGME-SL  ManEst      4       8          D1A       66.18        934.54    275.00       46.17            1
 18    122 PGME-SL  ManEst      4       8          D2B       66.96       1118.40    360.00       46.96            0
 18    123 PGME-SL  ManEst      4       8          D1A       68.74       1164.39    545.00       48.73            0
 18    124 PGME-SL  ManEst      4       8          D1A       64.03        926.63    245.00       44.03            0
 18    125 PGME-SL  ManEst      4       8          D1B       68.10        856.64    315.00       48.09            1
 18    126 PGME-SL  ManEst      4       8          D1B       68.63       1025.44    360.00       48.62            0
 18    127 PGME-SL  ManEst      4       8          D2B       64.80       1153.32    595.00       44.79            1
 18    128 PGME-SL  ManEst      4       8          D1A       64.68       1009.46    350.00       44.67            0
 19      1 MPGE-LS  ManEst      1       0          D2A       48.19       1279.00    385.00       35.24            1
 19      2 MPGE-LS  ManEst      1       0          D2B       56.26       1381.37    305.00       43.31            1
 19      3 MPGE-LS  ManEst      1       0          D2A       50.67       1290.27    280.00       37.72            1
 19      4 MPGE-LS  ManEst      1       0          D1B       50.52       1287.33    230.00       37.57            1
 19      5 MPGE-LS  ManEst      1       0          D2B       56.56       1056.42    195.00       43.62            1
 19      6 MPGE-LS  ManEst      1       0          D2B       55.59       1038.46    270.00       42.65            1
 19      7 MPGE-LS  ManEst      1       0          D1B       51.63       1044.54    220.00       38.68            1
 19      8 MPGE-LS  ManEst      1       0          D1A       52.07        996.49    345.00       39.12            1
 19      9 MPGE-LS  ManEst      1       0          D2A       52.74       1006.46     10.00       39.79            1
 19     10 MPGE-LS  ManEst      1       0          D1B       46.19       1386.22    365.00       33.24            1
 19     11 MPGE-LS  ManEst      1       0          D2A       57.51       1159.50    300.00       44.57            1
 19     12 MPGE-LS  ManEst      1       0          D1B       59.92        979.42    300.00       46.97            1
 19     13 MPGE-LS  ManEst      1       0          D2B       50.01       1025.57    270.00       37.06            1
 19     14 MPGE-LS  ManEst      1       0          D1A       48.61       1031.57    370.00       35.67            1
 19     15 MPGE-LS  ManEst      1       0          D2B       50.07       1051.50    425.00       37.12            1
 19     16 MPGE-LS  ManEst      1       0          D1A       52.71        992.53    290.00       39.76            1
 19     17 MPGE-LS  ManEst      1       0          D1A       47.78       1006.59    295.00       34.84            1
 19     18 MPGE-LS  ManEst      1       0          D2A       50.88       1013.13    260.00       37.93            0
 19     19 MPGE-LS  ManEst      1       0          D1B       52.01       1033.58    330.00       39.06            1
 19     20 MPGE-LS  ManEst      1       0          D2A       53.66       1018.59    260.00       40.71            1
 19     21 MPGE-LS  ManEst      1       0          D1A       48.32       1337.24    265.00       35.37            1
 19     22 MPGE-LS  ManEst      1       0          D1A       53.81       1057.25    285.00       40.86            1
 19     23 MPGE-LS  ManEst      1       0          D2B       47.43       1047.49    295.00       34.48            1
 19     24 MPGE-LS  ManEst      1       0          D2B       50.02       1046.53    305.00       37.07            1
 19     25 MPGE-LS  ManEst      1       0          D1A       49.45        964.57    285.00       36.50            1
 19     26 MPGE-LS  ManEst      1       0          D1A       54.34       1007.51    275.00       41.39            1
 19     27 MPGE-LS  ManEst      1       0          D2A       53.90       1028.49    330.00       40.96            1
 19     28 MPGE-LS  ManEst      1       0          D2A       53.67       1022.49    370.00       40.73            1
 19     29 MPGE-LS  ManEst      1       0          D1B       50.06        936.58    285.00       37.11            1
 19     30 MPGE-LS  ManEst      1       0          D1B       53.93        866.46    175.00       40.99            1
 19     31 MPGE-LS  ManEst      1       0          D2B       50.01        893.63    255.00       37.06            1
 19     32 MPGE-LS  ManEst      1       0          D1B       51.51        893.63    230.00       38.56            1
 19     33 MPGE-LS  ManEst      2       0          D2B       50.85       1128.39    375.00       36.89            0
 19     34 MPGE-LS  ManEst      2       0          D2A       48.39       1040.47    380.00       34.43            1
 19     35 MPGE-LS  ManEst      2       0          D2B       51.07        968.59    285.00       37.11            1
 19     36 MPGE-LS  ManEst      2       0          D1A       55.02       1033.45    345.00       41.06            1
 19     37 MPGE-LS  ManEst      2       0          D1B       60.28       1222.36    585.00       46.32            1
 19     38 MPGE-LS  ManEst      2       0          D1A       50.03        954.61    250.00       36.07            1
 19     39 MPGE-LS  ManEst      2       0          D2A       51.85        950.40    250.00       37.89            0
 19     40 MPGE-LS  ManEst      2       0          D2B       59.83        996.46    290.00       45.87            1
 19     41 MPGE-LS  ManEst      2       0          D1A       50.18        910.59    225.00       36.22            1
 19     42 MPGE-LS  ManEst      2       1          D2A       48.40       1094.58    280.00       34.44            1
 19     43 MPGE-LS  ManEst      2       2          D1B       59.71       1072.44    235.00       45.75            1
 19     44 MPGE-LS  ManEst      2       3          D2A       52.36       1121.45    365.00       38.40            1
 19     45 MPGE-LS  ManEst      2       3          D1B       55.41        958.10    260.00       41.44            1
 19     46 MPGE-LS  ManEst      2       3          D2B       57.54        967.55    240.00       43.58            1
 19     47 MPGE-LS  ManEst      2       3          D2B       56.41       1011.54    320.00       42.45            1
 19     48 MPGE-LS  ManEst      2       3          D1B       54.16       1013.48    305.00       40.20            1
 19     49 MPGE-LS  ManEst      2       3          D2A       58.05       1001.50    320.00       44.08            1
 19     50 MPGE-LS  ManEst      2       3          D2A       59.32       1016.49    325.00       45.35            1
 19     51 MPGE-LS  ManEst      2       3          D1A       55.20        959.34    235.00       41.24            1
 19     52 MPGE-LS  ManEst      2       3          D1B       59.87        842.65    215.00       45.90            1
 19     53 MPGE-LS  ManEst      2       3          D2A       62.75       1128.24    315.00       48.79            1
 19     54 MPGE-LS  ManEst      2       3          D1A       56.74       1114.43    285.00       42.78            1
 19     55 MPGE-LS  ManEst      2       3          D2B       70.20       1100.43    255.00       56.24            1
 19     56 MPGE-LS  ManEst      2       3          D1B       66.01        928.65    240.00       52.05            1
 19     57 MPGE-LS  ManEst      2       3          D2A       66.15        996.51    280.00       52.19            1
 19     58 MPGE-LS  ManEst      2       3          D2B       66.30        964.55    255.00       52.34            1
 19     59 MPGE-LS  ManEst      2       3          D1A       52.01       1036.53    335.00       38.05            0
 19     60 MPGE-LS  ManEst      2       3          D1A       55.26        878.37    250.00       41.30            1
 19     61 MPGE-LS  ManEst      2       3          D1B       62.35       1059.44    205.00       48.39            1
 19     62 MPGE-LS  ManEst      2       3          D1A       62.24       1029.43    255.00       48.28            1
 19     63 MPGE-LS  ManEst      2       3          D1B       53.12        858.65    250.00       39.15            1
 19     64 MPGE-LS  ManEst      2       3          D2B       61.05        944.50    310.00       47.09            1
 19     65 MPGE-LS  ManEst      3       3          D2A       50.10        885.46    255.00       36.72            1
 19     66 MPGE-LS  ManEst      3       3          D1B       57.08        823.71    260.00       43.71            1
 19     67 MPGE-LS  ManEst      3       3          D2A       59.56        826.56    235.00       46.18            1
 19     68 MPGE-LS  ManEst      3       3          D2A       59.87        818.63    260.00       46.50            1
 19     69 MPGE-LS  ManEst      3       3          D2A       65.61        922.67    275.00       52.23            1
 19     70 MPGE-LS  ManEst      3       3          D2A       60.27        877.51    345.00       46.90            1
 19     71 MPGE-LS  ManEst      3       3          D1B       53.96        983.51    305.00       40.58            1
 19     72 MPGE-LS  ManEst      3       3          D2B       58.46        901.85    280.00       45.08            1
 19     73 MPGE-LS  ManEst      3       3          D2B       58.02        965.36    230.00       44.64            1
 19     74 MPGE-LS  ManEst      3       3          D1A       66.09        873.68    215.00       52.72            1
 19     75 MPGE-LS  ManEst      3       3          D2B       63.81        901.59    270.00       50.43            1
 19     76 MPGE-LS  ManEst      3       3          D1B       62.47       1045.52    415.00       49.10            1
 19     77 MPGE-LS  ManEst      3       3          D1A       59.70        954.60    230.00       46.33            1
 19     78 MPGE-LS  ManEst      3       3          D2B       64.50        937.47    320.00       51.12            1
 19     79 MPGE-LS  ManEst      3       3          D2A       61.94        887.64    250.00       48.56            0
 19     80 MPGE-LS  ManEst      3       3          D1B       62.02        933.59    300.00       48.65            1
 19     81 MPGE-LS  ManEst      3       3          D2A       67.91       1024.49    360.00       54.53            1
 19     82 MPGE-LS  ManEst      3       3          D1A       57.42        893.62    230.00       44.04            1
 19     83 MPGE-LS  ManEst      3       3          D1A       59.17       1029.51    275.00       45.80            1
 19     84 MPGE-LS  ManEst      3       3          D1B       62.05        970.54    305.00       48.67            1
 19     85 MPGE-LS  ManEst      3       3          D2B       72.86        944.38    295.00       59.48            1
 19     86 MPGE-LS  ManEst      3       3          D1A       57.93        891.61    250.00       44.55            1
 19     87 MPGE-LS  ManEst      3       4          D1B       67.61        889.58    280.00       54.23            0
 19     88 MPGE-LS  ManEst      3       4          D1A       58.13        954.56    250.00       44.75            1
 19     89 MPGE-LS  ManEst      3       4          D1B       61.68       1078.44    330.00       48.30            0
 19     90 MPGE-LS  ManEst      3       4          D1B       60.42       1024.45    285.00       47.04            0
 19     91 MPGE-LS  ManEst      3       4          D2B       54.36        893.51    255.00       40.98            0
 19     92 MPGE-LS  ManEst      3       4          D2B       58.22        963.55    270.00       44.85            0
 19     93 MPGE-LS  ManEst      3       4          D1A       57.14        898.53    235.00       43.76            0
 19     94 MPGE-LS  ManEst      3       4          D1A       56.83        820.65    235.00       43.45            0
 19     95 MPGE-LS  ManEst      3       4          D2A       60.43        844.65    220.00       47.05            1
 19     96 MPGE-LS  ManEst      3       4          D2B       61.13        944.51    310.00       47.75            1
 19     97 MPGE-LS  ManEst      4       4          D1A       64.28        902.37    280.00       51.23            1
 19     98 MPGE-LS  ManEst      4       4          D1B       56.57        832.49    255.00       43.51            1
 19     99 MPGE-LS  ManEst      4       4          D2B       57.09        824.68    235.00       44.04            1
 19    100 MPGE-LS  ManEst      4       4          D1A       54.31        865.21    240.00       41.26            0
 19    101 MPGE-LS  ManEst      4       4          D1B       55.59        834.65    255.00       42.54            1
 19    102 MPGE-LS  ManEst      4       5          D2B       54.10        930.56    270.00       41.05            1
 19    103 MPGE-LS  ManEst      4       5          D1A       57.60        831.55    235.00       44.55            1
 19    104 MPGE-LS  ManEst      4       5          D2A       55.62        975.30    370.00       42.57            1
 19    105 MPGE-LS  ManEst      4       5          D1B       57.78        849.61    235.00       44.73            1
 19    106 MPGE-LS  ManEst      4       5          D2A       60.30        901.39    250.00       47.25            0
 19    107 MPGE-LS  ManEst      4       5          D1A       66.57        888.57    245.00       53.52            1
 19    108 MPGE-LS  ManEst      4       5          D2A       54.18        883.64    260.00       41.13            1
 19    109 MPGE-LS  ManEst      4       5          D1B       58.43        987.60    250.00       45.38            1
 19    110 MPGE-LS  ManEst      4       5          D1B       62.27        895.66    260.00       49.22            1
 19    111 MPGE-LS  ManEst      4       5          D2A       59.52       1044.43    325.00       46.47            1
 19    112 MPGE-LS  ManEst      4       5          D2B       58.88        972.54    400.00       45.83            1
 19    113 MPGE-LS  ManEst      4       5          D2A       58.13        860.62    300.00       45.08            1
 19    114 MPGE-LS  ManEst      4       5          D2B       66.29        825.59    225.00       53.24            1
 19    115 MPGE-LS  ManEst      4       5          D2B       59.81        865.63    245.00       46.76            1
 19    116 MPGE-LS  ManEst      4       5          D2B       64.95        891.59    275.00       51.90            1
 19    117 MPGE-LS  ManEst      4       5          D2B       55.99        823.60    245.00       42.94            1
 19    118 MPGE-LS  ManEst      4       5          D1B       61.71        864.60    255.00       48.66            1
 19    119 MPGE-LS  ManEst      4       5          D2B       58.67        897.57    220.00       45.61            1
 19    120 MPGE-LS  ManEst      4       5          D2A       60.16        855.52    250.00       47.11            0
 19    121 MPGE-LS  ManEst      4       5          D2A       64.63        984.48    315.00       51.58            1
 19    122 MPGE-LS  ManEst      4       5          D1A       65.36       1039.46    350.00       52.31            1
 19    123 MPGE-LS  ManEst      4       5          D1B       64.00        919.59    265.00       50.95            1
 19    124 MPGE-LS  ManEst      4       5          D1A       62.94        900.50    240.00       49.89            1
 19    125 MPGE-LS  ManEst      4       5          D2A       59.84        879.61    265.00       46.79            1
 19    126 MPGE-LS  ManEst      4       5          D1A       64.72        877.47    230.00       51.67            1
 19    127 MPGE-LS  ManEst      4       5          D1B       63.47        917.43    340.00       50.42            1
 19    128 MPGE-LS  ManEst      4       5          D1A       60.99        927.64    255.00       47.94            1
 20      1 MGPE-LS  ManEst      1       0          D1A       50.56       1271.94    605.00       32.56            1
 20      2 MGPE-LS  ManEst      1       0          D1A       53.03        785.38    260.00       35.03            1
 20      3 MGPE-LS  ManEst      1       0          D1A       49.79        859.10    265.00       31.78            1
 20      4 MGPE-LS  ManEst      1       0          D1A       61.94        928.14    100.00       43.93            1
 20      5 MGPE-LS  ManEst      1       0          D2B       49.76       1002.17    415.00       31.75            1
 20      6 MGPE-LS  ManEst      1       0          D2A       52.75       1060.12    415.00       34.74            1
 20      7 MGPE-LS  ManEst      1       0          D2B       47.64        905.33    370.00       29.64            1
 20      8 MGPE-LS  ManEst      1       0          D2B       50.81        789.11    305.00       32.81            1
 20      9 MGPE-LS  ManEst      1       0          D1A       48.28        930.35    280.00       30.27            1
 20     10 MGPE-LS  ManEst      1       0          D2B       52.66        921.35    260.00       34.65            1
 20     11 MGPE-LS  ManEst      1       0          D2B       51.68        821.36    335.00       33.67            1
 20     12 MGPE-LS  ManEst      1       0          D1A       48.86        837.34    370.00       30.85            1
 20     13 MGPE-LS  ManEst      1       0          D2A       54.66        945.31    390.00       36.65            1
 20     14 MGPE-LS  ManEst      1       1          D1A       51.90        985.21    405.00       33.89            1
 20     15 MGPE-LS  ManEst      1       3          D1B       52.64       1006.93    435.00       34.63            1
 20     16 MGPE-LS  ManEst      1       3          D2B       48.41        910.23    340.00       30.40            1
 20     17 MGPE-LS  ManEst      1       3          D1A       49.57        854.28    270.00       31.56            1
 20     18 MGPE-LS  ManEst      1       4          D1B       51.13       1070.45    355.00       33.12            1
 20     19 MGPE-LS  ManEst      1       4          D2A       48.26       1031.51    475.00       30.25            1
 20     20 MGPE-LS  ManEst      1       5          D1B       48.52        856.30    295.00       30.51            1
 20     21 MGPE-LS  ManEst      1       5          D2A       50.86        783.46    265.00       32.85            1
 20     22 MGPE-LS  ManEst      1       5          D2B       48.92        930.09    445.00       30.91            1
 20     23 MGPE-LS  ManEst      1       5          D2A       48.73        899.30    355.00       30.72            1
 20     24 MGPE-LS  ManEst      1       5          D1B       47.65       1060.00    420.00       29.64            1
 20     25 MGPE-LS  ManEst      1       5          D1B       53.36        811.40    325.00       35.35            1
 20     26 MGPE-LS  ManEst      1       5          D1B       48.03        919.10    505.00       30.02            1
 20     27 MGPE-LS  ManEst      1       5          D2A       48.87        948.27    395.00       30.87            1
 20     28 MGPE-LS  ManEst      1       5          D1B       47.84       1025.08    525.00       29.83            1
 20     29 MGPE-LS  ManEst      1       5          D2A       50.96       1118.92    355.00       32.96            1
 20     30 MGPE-LS  ManEst      1       5          D2B       51.64        957.12    395.00       33.63            1
 20     31 MGPE-LS  ManEst      1       5          D2A       47.80       1032.19    485.00       29.79            1
 20     32 MGPE-LS  ManEst      1       5          D1B       49.35        940.98    415.00       31.34            1
 20     33 MGPE-LS  ManEst      2       6          D1A       54.03        915.09    375.00       36.93            1
 20     34 MGPE-LS  ManEst      2       6          D1B       53.00        866.34    320.00       35.90            1
 20     35 MGPE-LS  ManEst      2       6          D1B       52.01       1007.22    415.00       34.91            1
 20     36 MGPE-LS  ManEst      2       6          D2A       52.52       1019.20    475.00       35.42            1
 20     37 MGPE-LS  ManEst      2       6          D1A       53.49        968.22    375.00       36.39            1
 20     38 MGPE-LS  ManEst      2       6          D1A       53.02        817.39    395.00       35.92            1
 20     39 MGPE-LS  ManEst      2       8          D2A       51.05        823.71    315.00       33.95            1
 20     40 MGPE-LS  ManEst      2       8          D1B       56.48        936.32    280.00       39.38            1
 20     41 MGPE-LS  ManEst      2       8          D2A       55.44        921.22    280.00       38.34            1
 20     42 MGPE-LS  ManEst      2       8          D1B       59.35        898.05    345.00       42.25            1
 20     43 MGPE-LS  ManEst      2       8          D2B       55.67       1025.01    315.00       38.56            1
 20     44 MGPE-LS  ManEst      2       8          D2B       55.90       1042.09    300.00       38.80            1
 20     45 MGPE-LS  ManEst      2       8          D2B       55.51       1085.04    310.00       38.41            1
 20     46 MGPE-LS  ManEst      2       8          D2B       51.21        921.28    305.00       34.11            1
 20     47 MGPE-LS  ManEst      2       8          D1A       51.20        921.23    345.00       34.10            1
