Sub  Trial   Group    Task  Block  Errors      Stimuli      ManEst        RT
  4     36  MGP-SL  ManEst      2       1          D1B       66.45    380.00
  4     37  MGP-SL  ManEst      2       1          D1A       64.39    560.00
  4     38  MGP-SL  ManEst      2       1          D1A       67.64    645.00
  4     39  MGP-SL  ManEst      2       1          D2A       68.75    440.00
  4     40  MGP-SL  ManEst      2       1          D2A       67.27    385.00
  4     41  MGP-SL  ManEst      2       1          D2A       71.51    395.00
  4     42  MGP-SL  ManEst      2       1          D1B       69.72    275.00
  4     43  MGP-SL  ManEst      2       1          D2B       70.59    475.00
  4     44  MGP-SL  ManEst      2       1          D2A       70.67    555.00
  4     45  MGP-SL  ManEst      2       1          D1B       68.32    635.00
  4     46  MGP-SL  ManEst      2       1          D2B       68.42    615.00
  4     47  MGP-SL  ManEst      2       1          D1B       66.24    545.00
  4     48  MGP-SL  ManEst      2       1          D1A       65.16    530.00
  4     49  MGP-SL  ManEst      2       1          D2B       67.76    410.00
  4     50  MGP-SL  ManEst      2       1          D2A       64.01    630.00
  4     51  MGP-SL  ManEst      2       1          D2A       70.31    435.00
  4     52  MGP-SL  ManEst      2       1          D1B       65.84    545.00
  4     53  MGP-SL  ManEst      2       1          D2B       64.47    440.00
  4     54  MGP-SL  ManEst      2       1          D2A       70.68    375.00
  4     55  MGP-SL  ManEst      2       1          D2B       64.24    395.00
  4     56  MGP-SL  ManEst      2       1          D1B       66.20    420.00
  4     57  MGP-SL  ManEst      2       1          D2B       67.37    530.00
  4     58  MGP-SL  ManEst      2       1          D2B       64.01    530.00
  4     59  MGP-SL  ManEst      2       1          D1B       64.88    475.00
  4     60  MGP-SL  ManEst      2       1          D2B       63.26    615.00
  4     61  MGP-SL  ManEst      2       1          D1B       65.66    460.00
  4     62  MGP-SL  ManEst      2       1          D2A       62.76    515.00
  4     63  MGP-SL  ManEst      2       1          D1A       65.48    455.00
  4     64  MGP-SL  ManEst      2       1          D1A       67.23    505.00
  4     65  MGP-SL  ManEst      3       2          D2A       66.61    405.00
  4     66  MGP-SL  ManEst      3       2          D1B       64.93    335.00
  4     67  MGP-SL  ManEst      3       2          D1A       63.80    455.00
  4     68  MGP-SL  ManEst      3       2          D1A       65.56    420.00
  4     69  MGP-SL  ManEst      3       2          D1B       63.33    360.00
  4     70  MGP-SL  ManEst      3       2          D2A       64.21    405.00
  4     71  MGP-SL  ManEst      3       2          D1B       64.88    600.00
  4     72  MGP-SL  ManEst      3       2          D1A       64.19    355.00
  4     73  MGP-SL  ManEst      3       2          D2A       66.66    310.00
  4     74  MGP-SL  ManEst      3       2          D1B       63.70    300.00
  4     75  MGP-SL  ManEst      3       2          D2A       63.31    380.00
  4     76  MGP-SL  ManEst      3       2          D2B       66.05    445.00
  4     77  MGP-SL  ManEst      3       2          D2B       63.30    435.00
  4     78  MGP-SL  ManEst      3       2          D2B       67.40    425.00
  4     79  MGP-SL  ManEst      3       2          D1B       66.39    355.00
  4     80  MGP-SL  ManEst      3       2          D1A       61.16    435.00
  4     81  MGP-SL  ManEst      3       2          D1B       64.31    465.00
  4     82  MGP-SL  ManEst      3       2          D1B       66.76    490.00
  4     83  MGP-SL  ManEst      3       2          D2A       64.48    360.00
  4     84  MGP-SL  ManEst      3       2          D2A       66.17    395.00
  4     85  MGP-SL  ManEst      3       2          D2A       66.01    470.00
  4     86  MGP-SL  ManEst      3       2          D1A       64.12    505.00
  4     87  MGP-SL  ManEst      3       2          D2B       65.34    480.00
  4     88  MGP-SL  ManEst      3       2          D1A       67.57    485.00
  4     89  MGP-SL  ManEst      3       2          D1A       63.25    530.00
  4     90  MGP-SL  ManEst      3       2          D2B       65.70    565.00
  4     91  MGP-SL  ManEst      3       2          D2B       69.54    370.00
  4     92  MGP-SL  ManEst      3       2          D2A       63.59    495.00
  4     93  MGP-SL  ManEst      3       2          D2B       67.45    580.00
  4     94  MGP-SL  ManEst      3       2          D2B       68.76    485.00
  4     95  MGP-SL  ManEst      3       2          D1B       68.99    605.00
  4     96  MGP-SL  ManEst      3       2          D1A       66.79    415.00
  4     97  MGP-SL  ManEst      4       2          D2B       65.85    500.00
  4     98  MGP-SL  ManEst      4       2          D2B       63.36    440.00
  4     99  MGP-SL  ManEst      4       2          D1B       63.39    345.00
  4    100  MGP-SL  ManEst      4       2          D2A       64.75    335.00
  4    101  MGP-SL  ManEst      4       2          D1A       65.16    455.00
  4    102  MGP-SL  ManEst      4       2          D2B       68.52    380.00
  4    103  MGP-SL  ManEst      4       2          D1A       66.58    510.00
  4    104  MGP-SL  ManEst      4       2          D2B       66.78    300.00
  4    105  MGP-SL  ManEst      4       2          D1B       67.09    380.00
  4    106  MGP-SL  ManEst      4       2          D1B       64.13    385.00
  4    107  MGP-SL  ManEst      4       2          D2A       66.85    345.00
  4    108  MGP-SL  ManEst      4       2          D1A       68.02    580.00
  4    109  MGP-SL  ManEst      4       2          D1A       65.47    380.00
  4    110  MGP-SL  ManEst      4       2          D2A       65.99    375.00
  4    111  MGP-SL  ManEst      4       2          D1A       64.62    305.00
  4    112  MGP-SL  ManEst      4       2          D2A       66.28    375.00
  4    113  MGP-SL  ManEst      4       2          D1B       69.79    285.00
  4    114  MGP-SL  ManEst      4       2          D2A       66.58    320.00
  4    115  MGP-SL  ManEst      4       2          D1A       63.68    335.00
  4    116  MGP-SL  ManEst      4       2          D2B       64.63    335.00
  4    117  MGP-SL  ManEst      4       2          D2B       65.74    460.00
  4    118  MGP-SL  ManEst      4       2          D2A       63.22    435.00
  4    119  MGP-SL  ManEst      4       2          D1B       64.88    300.00
  4    120  MGP-SL  ManEst      4       2          D2A       67.50    220.00
  4    121  MGP-SL  ManEst      4       2          D1B       62.49    355.00
  4    122  MGP-SL  ManEst      4       2          D1A       64.31    220.00
  4    123  MGP-SL  ManEst      4       2          D1B       67.36    385.00
  4    124  MGP-SL  ManEst      4       2          D2B       69.24    285.00
  4    125  MGP-SL  ManEst      4       2          D1A       68.65    360.00
  4    126  MGP-SL  ManEst      4       2          D1B       68.31    270.00
  4    127  MGP-SL  ManEst      4       2          D2B       65.87    235.00
  4    128  MGP-SL  ManEst      4       2          D2A       64.09    330.00
  5      1  GPM-SL  ManEst      1       0          D2A       52.94    235.00
  5      2  GPM-SL  ManEst      1       0          D1B       53.54    255.00
  5      3  GPM-SL  ManEst      1       0          D1B       49.67    285.00
  5      4  GPM-SL  ManEst      1       0          D1A       57.68    355.00
  5      5  GPM-SL  ManEst      1       0          D2A       56.54    355.00
  5      6  GPM-SL  ManEst      1       0          D2B       58.21    250.00
  5      7  GPM-SL  ManEst      1       0          D1A       57.03    380.00
  5      8  GPM-SL  ManEst      1       0          D1B       54.03    350.00
  5      9  GPM-SL  ManEst      1       0          D1A       59.30    285.00
  5     10  GPM-SL  ManEst      1       0          D1B       56.09    300.00
  5     11  GPM-SL  ManEst      1       1          D2B       53.13    375.00
  5     12  GPM-SL  ManEst      1       1          D1A       52.11    225.00
  5     13  GPM-SL  ManEst      1       1          D2B       53.02    230.00
  5     14  GPM-SL  ManEst      1       1          D2A       58.24    380.00
  5     15  GPM-SL  ManEst      1       1          D2A       50.88    225.00
  5     16  GPM-SL  ManEst      1       1          D1A       56.41    280.00
  5     17  GPM-SL  ManEst      1       1          D2B       54.80    445.00
  5     18  GPM-SL  ManEst      1       1          D2B       53.97    190.00
  5     19  GPM-SL  ManEst      1       1          D2A       54.02    165.00
  5     20  GPM-SL  ManEst      1       1          D2B       54.11    265.00
  5     21  GPM-SL  ManEst      1       1          D1A       58.44    395.00
  5     22  GPM-SL  ManEst      1       1          D1B       54.95    410.00
  5     23  GPM-SL  ManEst      1       1          D2B       59.37    220.00
  5     24  GPM-SL  ManEst      1       1          D2B       53.79    330.00
  5     25  GPM-SL  ManEst      1       2          D1B       54.30    370.00
  5     26  GPM-SL  ManEst      1       2          D2A       49.30    255.00
  5     27  GPM-SL  ManEst      1       2          D1A       52.01    445.00
  5     28  GPM-SL  ManEst      1       2          D2A       53.59    305.00
  5     29  GPM-SL  ManEst      1       2          D2A       54.31    225.00
  5     30  GPM-SL  ManEst      1       2          D1B       58.63    360.00
  5     31  GPM-SL  ManEst      1       2          D1B       51.88    360.00
  5     32  GPM-SL  ManEst      1       2          D1A       54.15    325.00
  5     33  GPM-SL  ManEst      2       2          D1B       47.66    720.00
  5     34  GPM-SL  ManEst      2       2          D1A       51.20    195.00
  5     35  GPM-SL  ManEst      2       3          D1B       53.73    255.00
  5     36  GPM-SL  ManEst      2       3          D2B       49.11    240.00
  5     37  GPM-SL  ManEst      2       3          D2A       53.54    245.00
  5     38  GPM-SL  ManEst      2       3          D2A       51.75    220.00
  5     39  GPM-SL  ManEst      2       3          D1A       52.02    245.00
  5     40  GPM-SL  ManEst      2       3          D2B       49.15    420.00
  5     41  GPM-SL  ManEst      2       3          D2B       50.33    255.00
  5     42  GPM-SL  ManEst      2       3          D1B       48.33    290.00
  5     43  GPM-SL  ManEst      2       3          D1A       49.88    190.00
  5     44  GPM-SL  ManEst      2       4          D1B       54.76    405.00
  5     45  GPM-SL  ManEst      2       4          D1A       52.56    210.00
  5     46  GPM-SL  ManEst      2       4          D2B       52.79    330.00
  5     47  GPM-SL  ManEst      2       4          D1A       55.94    255.00
  5     48  GPM-SL  ManEst      2       4          D1B       51.23    215.00
  5     49  GPM-SL  ManEst      2       4          D2A       47.05    210.00
  5     50  GPM-SL  ManEst      2       4          D2B       51.09    220.00
  5     51  GPM-SL  ManEst      2       4          D1A       51.66    145.00
  5     52  GPM-SL  ManEst      2       4          D2A       51.07    205.00
  5     53  GPM-SL  ManEst      2       4          D2A       51.72    295.00
  5     54  GPM-SL  ManEst      2       5          D1A       57.94    270.00
  5     55  GPM-SL  ManEst      2       5          D2B       59.87    260.00
  5     56  GPM-SL  ManEst      2       5          D2A       51.90    195.00
  5     57  GPM-SL  ManEst      2       5          D1B       51.53    210.00
  5     58  GPM-SL  ManEst      2       5          D1B       56.76    315.00
  5     59  GPM-SL  ManEst      2       5          D2B       54.94    320.00
  5     60  GPM-SL  ManEst      2       5          D2A       54.93    220.00
  5     61  GPM-SL  ManEst      2       5          D1A       53.08    215.00
  5     62  GPM-SL  ManEst      2       5          D1B       49.64    280.00
  5     63  GPM-SL  ManEst      2       6          D2B       58.44    260.00
  5     64  GPM-SL  ManEst      2       6          D2A       58.31    200.00
  5     65  GPM-SL  ManEst      3       7          D2A       54.35    215.00
  5     66  GPM-SL  ManEst      3       7          D1A       54.65    245.00
  5     67  GPM-SL  ManEst      3       7          D1B       57.70    230.00
  5     68  GPM-SL  ManEst      3       7          D1A       53.02    310.00
  5     69  GPM-SL  ManEst      3       7          D1B       54.99    220.00
  5     70  GPM-SL  ManEst      3       7          D1A       49.19    225.00
  5     71  GPM-SL  ManEst      3       7          D2A       56.38    185.00
  5     72  GPM-SL  ManEst      3       7          D2A       54.99    195.00
  5     73  GPM-SL  ManEst      3       7          D2A       54.73    290.00
  5     74  GPM-SL  ManEst      3       7          D1B       51.72    235.00
  5     75  GPM-SL  ManEst      3       8          D1B       57.36    445.00
  5     76  GPM-SL  ManEst      3       8          D2A       58.13    235.00
  5     77  GPM-SL  ManEst      3       8          D2B       59.71    255.00
  5     78  GPM-SL  ManEst      3       8          D2A       57.54    305.00
  5     79  GPM-SL  ManEst      3       8          D1A       56.41    245.00
  5     80  GPM-SL  ManEst      3       8          D2B       54.32    280.00
  5     81  GPM-SL  ManEst      3       8          D2B       56.55    260.00
  5     82  GPM-SL  ManEst      3       8          D2A       59.96    185.00
  5     83  GPM-SL  ManEst      3       8          D2B       55.43    205.00
  5     84  GPM-SL  ManEst      3       8          D1A       56.05    205.00
  5     85  GPM-SL  ManEst      3       8          D1B       56.55    205.00
  5     86  GPM-SL  ManEst      3       8          D1A       56.54    325.00
  5     87  GPM-SL  ManEst      3       8          D2B       50.15    340.00
  5     88  GPM-SL  ManEst      3       8          D2A       52.72    220.00
  5     89  GPM-SL  ManEst      3       8          D1A       55.41    300.00
  5     90  GPM-SL  ManEst      3       8          D2B       52.27    260.00
  5     91  GPM-SL  ManEst      3       8          D1B       49.61    270.00
  5     92  GPM-SL  ManEst      3       8          D2B       51.49    275.00
  5     93  GPM-SL  ManEst      3       8          D1A       58.18    285.00
  5     94  GPM-SL  ManEst      3       8          D1B       58.96    205.00
  5     95  GPM-SL  ManEst      3       8          D2B       57.88    275.00
  5     96  GPM-SL  ManEst      3       8          D1B       56.06    230.00
  5     97  GPM-SL  ManEst      4       8          D1A       50.49    235.00
  5     98  GPM-SL  ManEst      4       8          D1B       50.52    220.00
  5     99  GPM-SL  ManEst      4       8          D1B       51.55    180.00
  5    100  GPM-SL  ManEst      4       8          D2A       49.61    230.00
  5    101  GPM-SL  ManEst      4       8          D1B       50.86    320.00
  5    102  GPM-SL  ManEst      4       8          D1B       49.69    235.00
  5    103  GPM-SL  ManEst      4       8          D2B       51.19    260.00
  5    104  GPM-SL  ManEst      4       8          D2A       48.78    215.00
  5    105  GPM-SL  ManEst      4       8          D2B       50.99    190.00
  5    106  GPM-SL  ManEst      4       8          D2B       52.35    365.00
  5    107  GPM-SL  ManEst      4       8          D1A       48.58    470.00
  5    108  GPM-SL  ManEst      4       8          D1A       48.11    195.00
  5    109  GPM-SL  ManEst      4       8          D2B       47.86    250.00
  5    110  GPM-SL  ManEst      4       8          D1B       52.08    245.00
  5    111  GPM-SL  ManEst      4       8          D2A       52.87    145.00
  5    112  GPM-SL  ManEst      4       8          D2A       51.61    245.00
  5    113  GPM-SL  ManEst      4       9          D2B       56.87    300.00
  5    114  GPM-SL  ManEst      4       9          D2A       55.40    215.00
  5    115  GPM-SL  ManEst      4       9          D2B       54.59    245.00
  5    116  GPM-SL  ManEst      4       9          D1B       54.36    240.00
  5    117  GPM-SL  ManEst      4       9          D2A       55.69    165.00
  5    118  GPM-SL  ManEst      4       9          D2B       57.91    400.00
  5    119  GPM-SL  ManEst      4       9          D2B       58.07    345.00
  5    120  GPM-SL  ManEst      4       9          D1A       52.66    235.00
  5    121  GPM-SL  ManEst      4       9          D1A       57.35    165.00
  5    122  GPM-SL  ManEst      4       9          D1A       57.63    220.00
  5    123  GPM-SL  ManEst      4       9          D1B       56.83    270.00
  5    124  GPM-SL  ManEst      4       9          D1A       52.40    240.00
  5    125  GPM-SL  ManEst      4       9          D2A       52.39    510.00
  5    126  GPM-SL  ManEst      4       9          D1B       48.92    415.00
  5    127  GPM-SL  ManEst      4       9          D1A       54.87    400.00
  5    128  GPM-SL  ManEst      4       9          D2A       54.78    200.00
  6      1  GMP-SL  ManEst      1       0          D2B       68.86    365.00
  6      2  GMP-SL  ManEst      1       0          D1A       73.97    255.00
  6      3  GMP-SL  ManEst      1       0          D2B       68.96    230.00
  6      4  GMP-SL  ManEst      1       0          D1A       72.53    240.00
  6      5  GMP-SL  ManEst      1       0          D2A       71.48    235.00
  6      6  GMP-SL  ManEst      1       0          D1B       75.25    220.00
  6      7  GMP-SL  ManEst      1       0          D2A       67.57    265.00
  6      8  GMP-SL  ManEst      1       0          D1A       69.02    235.00
  6      9  GMP-SL  ManEst      1       0          D2A       68.14    270.00
  6     10  GMP-SL  ManEst      1       0          D2B       70.54    310.00
  6     11  GMP-SL  ManEst      1       0          D2B       67.22    230.00
  6     12  GMP-SL  ManEst      1       0          D1B       68.84    240.00
  6     13  GMP-SL  ManEst      1       0          D2B       65.21    265.00
  6     14  GMP-SL  ManEst      1       0          D2A       70.71    250.00
  6     15  GMP-SL  ManEst      1       1          D2B       69.58    345.00
  6     16  GMP-SL  ManEst      1       1          D1B       68.84    305.00
  6     17  GMP-SL  ManEst      1       1          D1B       70.29    355.00
  6     18  GMP-SL  ManEst      1       1          D1B       73.04    225.00
  6     19  GMP-SL  ManEst      1       1          D1A       68.23    315.00
  6     20  GMP-SL  ManEst      1       1          D1A       69.16    405.00
  6     21  GMP-SL  ManEst      1       1          D2A       71.72    325.00
  6     22  GMP-SL  ManEst      1       1          D1B       70.65    430.00
  6     23  GMP-SL  ManEst      1       1          D1B       66.54    305.00
  6     24  GMP-SL  ManEst      1       1          D2A       69.55    370.00
  6     25  GMP-SL  ManEst      1       1          D2A       68.34    270.00
  6     26  GMP-SL  ManEst      1       1          D1A       73.77    225.00
  6     27  GMP-SL  ManEst      1       1          D2B       65.10    270.00
  6     28  GMP-SL  ManEst      1       1          D2A       71.11    260.00
  6     29  GMP-SL  ManEst      1       1          D2B       71.47    240.00
  6     30  GMP-SL  ManEst      1       1          D1A       65.45    305.00
  6     31  GMP-SL  ManEst      1       1          D1A       73.13    290.00
  6     32  GMP-SL  ManEst      1       1          D1B       68.04    620.00
  6     33  GMP-SL  ManEst      2       1          D2B       68.58    265.00
  6     34  GMP-SL  ManEst      2       2          D2A       70.19    370.00
  6     35  GMP-SL  ManEst      2       2          D2B       68.10    405.00
  6     36  GMP-SL  ManEst      2       2          D1B       71.49    300.00
  6     37  GMP-SL  ManEst      2       2          D2A       66.64    265.00
  6     38  GMP-SL  ManEst      2       2          D2B       71.43    270.00
  6     39  GMP-SL  ManEst      2       2          D2A       69.05    240.00
  6     40  GMP-SL  ManEst      2       2          D1B       71.67    245.00
  6     41  GMP-SL  ManEst      2       2          D1A       66.49    260.00
  6     42  GMP-SL  ManEst      2       2          D2A       69.11    265.00
  6     43  GMP-SL  ManEst      2       2          D1A       69.81    280.00
  6     44  GMP-SL  ManEst      2       2          D1B       69.54    275.00
  6     45  GMP-SL  ManEst      2       2          D2B       66.27    345.00
  6     46  GMP-SL  ManEst      2       2          D2B       65.81    330.00
  6     47  GMP-SL  ManEst      2       2          D1A       71.72    290.00
  6     48  GMP-SL  ManEst      2       2          D1B       75.21    255.00
  6     49  GMP-SL  ManEst      2       2          D1B       70.22    230.00
  6     50  GMP-SL  ManEst      2       2          D2B       69.99    265.00
  6     51  GMP-SL  ManEst      2       3          D1B       68.61    425.00
  6     52  GMP-SL  ManEst      2       3          D1B       69.94    250.00
  6     53  GMP-SL  ManEst      2       3          D1A       72.17    230.00
  6     54  GMP-SL  ManEst      2       3          D1A       70.40    230.00
  6     55  GMP-SL  ManEst      2       3          D2A       68.76    245.00
  6     56  GMP-SL  ManEst      2       3          D1A       70.32    310.00
  6     57  GMP-SL  ManEst      2       3          D2B       68.19    280.00
  6     58  GMP-SL  ManEst      2       3          D2A       72.54    295.00
  6     59  GMP-SL  ManEst      2       3          D1B       73.45    260.00
  6     60  GMP-SL  ManEst      2       3          D2A       68.80    265.00
  6     61  GMP-SL  ManEst      2       3          D1A       70.25    275.00
  6     62  GMP-SL  ManEst      2       3          D1A       71.73    435.00
  6     63  GMP-SL  ManEst      2       3          D2B       71.29    285.00
  6     64  GMP-SL  ManEst      2       3          D2A       75.19    340.00
  6     65  GMP-SL  ManEst      3       3          D1A       67.26    285.00
  6     66  GMP-SL  ManEst      3       3          D2B       69.23    325.00
  6     67  GMP-SL  ManEst      3       3          D2A       71.52    235.00
  6     68  GMP-SL  ManEst      3       3          D1B       69.56    240.00
  6     69  GMP-SL  ManEst      3       3          D1A       69.61    330.00
  6     70  GMP-SL  ManEst      3       3          D2B       72.18    245.00
  6     71  GMP-SL  ManEst      3       3          D2B       71.66    255.00
  6     72  GMP-SL  ManEst      3       3          D1B       70.02    360.00
  6     73  GMP-SL  ManEst      3       3          D1B       69.72    260.00
  6     74  GMP-SL  ManEst      3       3          D1B       74.50    250.00
  6     75  GMP-SL  ManEst      3       3          D2A       70.49    285.00
  6     76  GMP-SL  ManEst      3       3          D2A       71.15    260.00
  6     77  GMP-SL  ManEst      3       3          D1B       70.80    295.00
  6     78  GMP-SL  ManEst      3       3          D2A       71.51    270.00
  6     79  GMP-SL  ManEst      3       3          D2B       68.12    325.00
  6     80  GMP-SL  ManEst      3       3          D2B       68.07    245.00
  6     81  GMP-SL  ManEst      3       3          D1B       70.52    320.00
  6     82  GMP-SL  ManEst      3       3          D1A       69.63    225.00
  6     83  GMP-SL  ManEst      3       3          D1B       70.31    305.00
  6     84  GMP-SL  ManEst      3       3          D1B       69.29    435.00
  6     85  GMP-SL  ManEst      3       3          D1A       71.09    320.00
  6     86  GMP-SL  ManEst      3       3          D1A       70.26    265.00
  6     87  GMP-SL  ManEst      3       3          D2B       69.28    230.00
  6     88  GMP-SL  ManEst      3       3          D2A       70.28    285.00
  6     89  GMP-SL  ManEst      3       3          D2A       69.29    240.00
  6     90  GMP-SL  ManEst      3       3          D2A       68.91    200.00
  6     91  GMP-SL  ManEst      3       3          D2A       68.87    205.00
  6     92  GMP-SL  ManEst      3       3          D1A       75.37    245.00
  6     93  GMP-SL  ManEst      3       3          D2B       72.52    210.00
  6     94  GMP-SL  ManEst      3       3          D2B       72.90    255.00
  6     95  GMP-SL  ManEst      3       3          D1A       69.83    320.00
  6     96  GMP-SL  ManEst      3       4          D1A       71.60    300.00
  6     97  GMP-SL  ManEst      4       4          D1A       68.78    255.00
  6     98  GMP-SL  ManEst      4       4          D2B       71.49    240.00
  6     99  GMP-SL  ManEst      4       4          D1A       80.00    235.00
  6    100  GMP-SL  ManEst      4       4          D2A       65.99    260.00
  6    101  GMP-SL  ManEst      4       4          D1B       72.66    285.00
  6    102  GMP-SL  ManEst      4       4          D2A       71.68    215.00
  6    103  GMP-SL  ManEst      4       4          D2A       71.95    245.00
  6    104  GMP-SL  ManEst      4       4          D2A       71.74    250.00
  6    105  GMP-SL  ManEst      4       4          D1A       70.65    230.00
  6    106  GMP-SL  ManEst      4       4          D2A       68.86    225.00
  6    107  GMP-SL  ManEst      4       4          D1B       74.56    250.00
  6    108  GMP-SL  ManEst      4       4          D1B       67.36    280.00
  6    109  GMP-SL  ManEst      4       4          D1A       71.67    245.00
  6    110  GMP-SL  ManEst      4       4          D1A       72.00    400.00
  6    111  GMP-SL  ManEst      4       4          D2B       70.99    265.00
  6    112  GMP-SL  ManEst      4       4          D2A       70.25    245.00
  6    113  GMP-SL  ManEst      4       4          D2B       71.67    230.00
  6    114  GMP-SL  ManEst      4       4          D1B       69.37    245.00
  6    115  GMP-SL  ManEst      4       4          D2B       67.62    330.00
  6    116  GMP-SL  ManEst      4       4          D2B       69.46    310.00
  6    117  GMP-SL  ManEst      4       4          D1A       66.74    400.00
  6    118  GMP-SL  ManEst      4       5          D2B       68.62    365.00
  6    119  GMP-SL  ManEst      4       5          D1B       67.31    230.00
  6    120  GMP-SL  ManEst      4       5          D1B       68.49    315.00
  6    121  GMP-SL  ManEst      4       5          D1A       66.13    260.00
  6    122  GMP-SL  ManEst      4       5          D1B       69.50    275.00
  6    123  GMP-SL  ManEst      4       5          D2A       67.52    240.00
  6    124  GMP-SL  ManEst      4       5          D2B       67.13    250.00
  6    125  GMP-SL  ManEst      4       7          D1A       64.06    325.00
  6    126  GMP-SL  ManEst      4       7          D1B       65.33    330.00
  6    127  GMP-SL  ManEst      4       9          D2A       66.91    375.00
  6    128  GMP-SL  ManEst      4       9          D2B       70.90    280.00
  7      1  PMG-LS  ManEst      1       1          D2A       62.15    440.00
  7      2  PMG-LS  ManEst      1       2          D2B       61.10    430.00
  7      3  PMG-LS  ManEst      1       2          D2A       60.24    480.00
  7      4  PMG-LS  ManEst      1       2          D2A       66.23    650.00
  7      5  PMG-LS  ManEst      1       2          D2B       58.63    340.00
  7      6  PMG-LS  ManEst      1       3          D1A       61.34    595.00
  7      7  PMG-LS  ManEst      1       4          D2B       59.58    405.00
  7      8  PMG-LS  ManEst      1       4          D1A       58.33    645.00
  7      9  PMG-LS  ManEst      1       4          D2B       63.13    595.00
  7     10  PMG-LS  ManEst      1       4          D2B       59.52    455.00
  7     11  PMG-LS  ManEst      1       4          D1A       54.90    505.00
  7     12  PMG-LS  ManEst      1       4          D2B       59.75    405.00
  7     13  PMG-LS  ManEst      1       5          D1A       55.18    305.00
  7     14  PMG-LS  ManEst      1       5          D2B       60.13    500.00
  7     15  PMG-LS  ManEst      1       5          D2A       57.39    295.00
  7     16  PMG-LS  ManEst      1       6          D1B       54.37    535.00
  7     17  PMG-LS  ManEst      1       6          D2A       59.94    235.00
  7     18  PMG-LS  ManEst      1       6          D1A       60.89    400.00
  7     19  PMG-LS  ManEst      1       6          D1B       62.08    255.00
  7     20  PMG-LS  ManEst      1       6          D1A       61.13    420.00
  7     21  PMG-LS  ManEst      1       6          D1B       58.77    195.00
  7     22  PMG-LS  ManEst      1       6          D1B       58.06    525.00
  7     23  PMG-LS  ManEst      1       6          D1B       64.36    325.00
  7     24  PMG-LS  ManEst      1       6          D2A       67.84    460.00
  7     25  PMG-LS  ManEst      1       8          D1A       61.92     40.00
  7     26  PMG-LS  ManEst      1       8          D2B       60.62    545.00
  7     27  PMG-LS  ManEst      1       8          D2A       64.26    230.00
  7     28  PMG-LS  ManEst      1       8          D1B       55.16    140.00
  7     29  PMG-LS  ManEst      1       8          D1B       61.73    485.00
  7     30  PMG-LS  ManEst      1       8          D2A       59.38    435.00
  7     31  PMG-LS  ManEst      1       8          D1B       59.11    500.00
  7     32  PMG-LS  ManEst      1       8          D1A       60.44    475.00
  7     33  PMG-LS  ManEst      2       9          D1A       58.30    240.00
  7     34  PMG-LS  ManEst      2      10          D2A       66.95    465.00
  7     35  PMG-LS  ManEst      2      10          D2B       62.90    515.00
  7     36  PMG-LS  ManEst      2      10          D1B       58.12    465.00
  7     37  PMG-LS  ManEst      2      10          D1A       62.54    570.00
  7     38  PMG-LS  ManEst      2      10          D2A       62.89    170.00
  7     39  PMG-LS  ManEst      2      10          D1B       59.72    395.00
  7     40  PMG-LS  ManEst      2      10          D1B       66.87    640.00
  7     41  PMG-LS  ManEst      2      10          D2A       66.71    425.00
  7     42  PMG-LS  ManEst      2      10          D1A       68.27    380.00
  7     43  PMG-LS  ManEst      2      10          D2A       61.19    265.00
  7     44  PMG-LS  ManEst      2      12          D2B       57.33    320.00
  7     45  PMG-LS  ManEst      2      12          D1A       51.63    285.00
  7     46  PMG-LS  ManEst      2      12          D1B       61.22    625.00
  7     47  PMG-LS  ManEst      2      12          D2B       67.76    455.00
  7     48  PMG-LS  ManEst      2      12          D1B       60.38    280.00
  7     49  PMG-LS  ManEst      2      12          D2A       55.40    505.00
  7     50  PMG-LS  ManEst      2      12          D2B       68.03    485.00
  7     51  PMG-LS  ManEst      2      12          D2A       70.23    345.00
  7     52  PMG-LS  ManEst      2      12          D1A       58.29    285.00
  7     53  PMG-LS  ManEst      2      12          D2B       59.12    280.00
  7     54  PMG-LS  ManEst      2      12          D1B       57.63    255.00
  7     55  PMG-LS  ManEst      2      12          D2B       65.63    205.00
  7     56  PMG-LS  ManEst      2      13          D1A       55.75    545.00
  7     57  PMG-LS  ManEst      2      13          D1A       59.37    365.00
  7     58  PMG-LS  ManEst      2      13          D2A       57.23    280.00
  7     59  PMG-LS  ManEst      2      13          D2A       66.31    220.00
  7     60  PMG-LS  ManEst      2      13          D2B       62.62    260.00
  7     61  PMG-LS  ManEst      2      13          D1B       55.60    435.00
  7     62  PMG-LS  ManEst      2      13          D1A       59.69    350.00
  7     63  PMG-LS  ManEst      2      13          D2B       61.24    465.00
  7     64  PMG-LS  ManEst      2      13          D1B       62.63    490.00
  7     65  PMG-LS  ManEst      3      14          D1A       57.77    265.00
  7     66  PMG-LS  ManEst      3      14          D2B       63.15    215.00
  7     67  PMG-LS  ManEst      3      14          D1A       60.20    180.00
  7     68  PMG-LS  ManEst      3      14          D1B       63.93    220.00
  7     69  PMG-LS  ManEst      3      14          D2B       61.15    210.00
  7     70  PMG-LS  ManEst      3      14          D2B       61.58    315.00
  7     71  PMG-LS  ManEst      3      14          D1A       63.10    210.00
  7     72  PMG-LS  ManEst      3      15          D2B       52.81    460.00
  7     73  PMG-LS  ManEst      3      15          D2B       58.52    275.00
  7     74  PMG-LS  ManEst      3      15          D2A       59.16    220.00
