Sub  Trial   Group    Task  Block  Errors      Stimuli      ManEst        RT
  7     75  PMG-LS  ManEst      3      15          D2A       56.11    465.00
  7     76  PMG-LS  ManEst      3      15          D2A       59.32    385.00
  7     77  PMG-LS  ManEst      3      16          D1A       58.31    450.00
  7     78  PMG-LS  ManEst      3      18          D1B       64.71    460.00
  7     79  PMG-LS  ManEst      3      18          D2A       62.03    535.00
  7     80  PMG-LS  ManEst      3      18          D2B       58.34    255.00
  7     81  PMG-LS  ManEst      3      18          D1B       58.78    495.00
  7     82  PMG-LS  ManEst      3      18          D1A       60.04    260.00
  7     83  PMG-LS  ManEst      3      18          D1B       63.11    635.00
  7     84  PMG-LS  ManEst      3      18          D2B       65.52    180.00
  7     85  PMG-LS  ManEst      3      18          D1A       64.40    195.00
  7     86  PMG-LS  ManEst      3      18          D2B       57.96    375.00
  7     87  PMG-LS  ManEst      3      18          D2A       68.21    560.00
  7     88  PMG-LS  ManEst      3      18          D2A       59.88    295.00
  7     89  PMG-LS  ManEst      3      18          D2A       60.38    275.00
  7     90  PMG-LS  ManEst      3      18          D2A       65.54    205.00
  7     91  PMG-LS  ManEst      3      18          D1A       62.97    195.00
  7     92  PMG-LS  ManEst      3      18          D1B       57.82    215.00
  7     93  PMG-LS  ManEst      3      18          D1B       60.86    260.00
  7     94  PMG-LS  ManEst      3      18          D1B       59.49    260.00
  7     95  PMG-LS  ManEst      3      18          D1A       57.03    200.00
  7     96  PMG-LS  ManEst      3      18          D1B       61.51    295.00
  7     97  PMG-LS  ManEst      4      18          D2B       57.66    550.00
  7     98  PMG-LS  ManEst      4      18          D1A       52.28    230.00
  7     99  PMG-LS  ManEst      4      18          D1A       61.93    205.00
  7    100  PMG-LS  ManEst      4      18          D1A       61.53    305.00
  7    101  PMG-LS  ManEst      4      18          D1B       58.18    255.00
  7    102  PMG-LS  ManEst      4      18          D1B       55.66    280.00
  7    103  PMG-LS  ManEst      4      18          D1B       57.38    235.00
  7    104  PMG-LS  ManEst      4      18          D2A       56.70    190.00
  7    105  PMG-LS  ManEst      4      18          D2B       64.50    225.00
  7    106  PMG-LS  ManEst      4      18          D2B       60.01    330.00
  7    107  PMG-LS  ManEst      4      18          D2A       55.12    385.00
  7    108  PMG-LS  ManEst      4      18          D2A       56.41    250.00
  7    109  PMG-LS  ManEst      4      18          D2B       63.25    375.00
  7    110  PMG-LS  ManEst      4      19          D1A       57.68    375.00
  7    111  PMG-LS  ManEst      4      19          D2B       64.65    350.00
  7    112  PMG-LS  ManEst      4      19          D1B       62.47    325.00
  7    113  PMG-LS  ManEst      4      20          D1A       59.31    325.00
  7    114  PMG-LS  ManEst      4      20          D2A       56.34    325.00
  7    115  PMG-LS  ManEst      4      20          D2A       61.37    435.00
  7    116  PMG-LS  ManEst      4      20          D2A       60.95    390.00
  7    117  PMG-LS  ManEst      4      20          D1A       63.77    375.00
  7    118  PMG-LS  ManEst      4      20          D2B       62.86    370.00
  7    119  PMG-LS  ManEst      4      20          D2A       67.06    270.00
  7    120  PMG-LS  ManEst      4      20          D1B       65.50    530.00
  7    121  PMG-LS  ManEst      4      20          D1A       61.13    230.00
  7    122  PMG-LS  ManEst      4      20          D2B       60.91    330.00
  7    123  PMG-LS  ManEst      4      20          D1B       60.82    205.00
  7    124  PMG-LS  ManEst      4      20          D1B       62.03    170.00
  7    125  PMG-LS  ManEst      4      20          D1A       58.64    430.00
  7    126  PMG-LS  ManEst      4      20          D2A       63.64    465.00
  7    127  PMG-LS  ManEst      4      20          D1B       57.21    310.00
  7    128  PMG-LS  ManEst      4      20          D2B       56.10    490.00
  8      1  PGM-LS  ManEst      1       0          D2B       58.85    355.00
  8      2  PGM-LS  ManEst      1       0          D2A       57.70    250.00
  8      3  PGM-LS  ManEst      1       0          D2B       53.99    405.00
  8      4  PGM-LS  ManEst      1       0          D1B       57.54    250.00
  8      5  PGM-LS  ManEst      1       0          D1B       61.57    220.00
  8      6  PGM-LS  ManEst      1       0          D1B       57.76    250.00
  8      7  PGM-LS  ManEst      1       0          D2A       59.96    520.00
  8      8  PGM-LS  ManEst      1       0          D1A       60.50    230.00
  8      9  PGM-LS  ManEst      1       0          D1B       58.70    280.00
  8     10  PGM-LS  ManEst      1       0          D1B       57.11    275.00
  8     11  PGM-LS  ManEst      1       0          D2B       60.73    255.00
  8     12  PGM-LS  ManEst      1       1          D1A       62.05    345.00
  8     13  PGM-LS  ManEst      1       1          D2B       60.48    245.00
  8     14  PGM-LS  ManEst      1       1          D2A       56.82    470.00
  8     15  PGM-LS  ManEst      1       2          D1A       59.54    240.00
  8     16  PGM-LS  ManEst      1       2          D2A       58.57    345.00
  8     17  PGM-LS  ManEst      1       3          D2B       60.20    240.00
  8     18  PGM-LS  ManEst      1       3          D2A       58.14    270.00
  8     19  PGM-LS  ManEst      1       3          D1B       62.30    310.00
  8     20  PGM-LS  ManEst      1       3          D1A       59.69    190.00
  8     21  PGM-LS  ManEst      1       3          D2B       57.11    230.00
  8     22  PGM-LS  ManEst      1       3          D2A       64.48    225.00
  8     23  PGM-LS  ManEst      1       3          D1B       59.88    290.00
  8     24  PGM-LS  ManEst      1       3          D1A       58.04    195.00
  8     25  PGM-LS  ManEst      1       3          D2A       60.18    185.00
  8     26  PGM-LS  ManEst      1       3          D2A       59.73    255.00
  8     27  PGM-LS  ManEst      1       3          D2B       58.03    245.00
  8     28  PGM-LS  ManEst      1       3          D1A       56.00    540.00
  8     29  PGM-LS  ManEst      1       3          D1A       56.78    190.00
  8     30  PGM-LS  ManEst      1       3          D1B       56.55    310.00
  8     31  PGM-LS  ManEst      1       3          D2B       58.46    305.00
  8     32  PGM-LS  ManEst      1       3          D1A       56.77    245.00
  8     33  PGM-LS  ManEst      2       3          D2B       56.20    295.00
  8     34  PGM-LS  ManEst      2       3          D1B       55.93    225.00
  8     35  PGM-LS  ManEst      2       3          D1A       56.47    225.00
  8     36  PGM-LS  ManEst      2       3          D2B       60.45    505.00
  8     37  PGM-LS  ManEst      2       3          D1A       64.31    330.00
  8     38  PGM-LS  ManEst      2       3          D2B       59.15    505.00
  8     39  PGM-LS  ManEst      2       3          D2A       60.71    295.00
  8     40  PGM-LS  ManEst      2       3          D1A       59.85    240.00
  8     41  PGM-LS  ManEst      2       3          D2B       61.64    180.00
  8     42  PGM-LS  ManEst      2       3          D2A       56.64    205.00
  8     43  PGM-LS  ManEst      2       3          D1B       56.41    245.00
  8     44  PGM-LS  ManEst      2       3          D2B       59.51    210.00
  8     45  PGM-LS  ManEst      2       3          D1B       57.36    280.00
  8     46  PGM-LS  ManEst      2       3          D1B       61.95    255.00
  8     47  PGM-LS  ManEst      2       3          D2A       53.90    275.00
  8     48  PGM-LS  ManEst      2       3          D2A       53.97    280.00
  8     49  PGM-LS  ManEst      2       3          D1A       60.99    335.00
  8     50  PGM-LS  ManEst      2       3          D2A       58.90    250.00
  8     51  PGM-LS  ManEst      2       3          D1A       57.14    360.00
  8     52  PGM-LS  ManEst      2       3          D1B       56.94    195.00
  8     53  PGM-LS  ManEst      2       3          D1B       53.59    235.00
  8     54  PGM-LS  ManEst      2       3          D2B       56.71    300.00
  8     55  PGM-LS  ManEst      2       3          D1B       61.81    270.00
  8     56  PGM-LS  ManEst      2       3          D2B       57.75    270.00
  8     57  PGM-LS  ManEst      2       3          D2B       56.11    250.00
  8     58  PGM-LS  ManEst      2       3          D1A       56.68    455.00
  8     59  PGM-LS  ManEst      2       3          D1B       58.85    325.00
  8     60  PGM-LS  ManEst      2       3          D1A       58.77    230.00
  8     61  PGM-LS  ManEst      2       3          D2A       57.57    355.00
  8     62  PGM-LS  ManEst      2       3          D2A       58.91    310.00
  8     63  PGM-LS  ManEst      2       3          D2A       59.32    300.00
  8     64  PGM-LS  ManEst      2       3          D1A       55.88    740.00
  8     65  PGM-LS  ManEst      3       3          D2A       58.26    235.00
  8     66  PGM-LS  ManEst      3       3          D2B       61.64    260.00
  8     67  PGM-LS  ManEst      3       3          D2A       61.61    435.00
  8     68  PGM-LS  ManEst      3       3          D1A       63.02    225.00
  8     69  PGM-LS  ManEst      3       3          D2A       60.03    230.00
  8     70  PGM-LS  ManEst      3       3          D1B       57.58    280.00
  8     71  PGM-LS  ManEst      3       3          D2A       61.33    295.00
  8     72  PGM-LS  ManEst      3       3          D2A       58.74    255.00
  8     73  PGM-LS  ManEst      3       3          D1B       56.42    235.00
  8     74  PGM-LS  ManEst      3       3          D2B       60.60    220.00
  8     75  PGM-LS  ManEst      3       3          D1A       59.18    505.00
  8     76  PGM-LS  ManEst      3       3          D1A       60.86    230.00
  8     77  PGM-LS  ManEst      3       3          D2A       59.90    210.00
  8     78  PGM-LS  ManEst      3       3          D1A       60.18    235.00
  8     79  PGM-LS  ManEst      3       3          D1B       60.27    215.00
  8     80  PGM-LS  ManEst      3       3          D2B       57.56    230.00
  8     81  PGM-LS  ManEst      3       3          D1B       61.31    235.00
  8     82  PGM-LS  ManEst      3       3          D1A       58.62    235.00
  8     83  PGM-LS  ManEst      3       3          D2A       57.07    195.00
  8     84  PGM-LS  ManEst      3       3          D1A       62.57    225.00
  8     85  PGM-LS  ManEst      3       3          D1A       56.55    205.00
  8     86  PGM-LS  ManEst      3       4          D2A       55.41    240.00
  8     87  PGM-LS  ManEst      3       4          D1B       59.61    220.00
  8     88  PGM-LS  ManEst      3       4          D2B       60.03    240.00
  8     89  PGM-LS  ManEst      3       4          D1A       60.48    205.00
  8     90  PGM-LS  ManEst      3       5          D2B       61.67    245.00
  8     91  PGM-LS  ManEst      3       5          D2B       60.28    250.00
  8     92  PGM-LS  ManEst      3       5          D1B       56.66    230.00
  8     93  PGM-LS  ManEst      3       5          D2B       58.66    240.00
  8     94  PGM-LS  ManEst      3       5          D2B       61.98    325.00
  8     95  PGM-LS  ManEst      3       5          D1B       59.53    260.00
  8     96  PGM-LS  ManEst      3       5          D1B       57.78    370.00
  8     97  PGM-LS  ManEst      4       5          D2A       54.99    305.00
  8     98  PGM-LS  ManEst      4       5          D2B       60.39    190.00
  8     99  PGM-LS  ManEst      4       5          D1A       58.03    230.00
  8    100  PGM-LS  ManEst      4       6          D2B       59.47    245.00
  8    101  PGM-LS  ManEst      4       6          D2B       57.92    250.00
  8    102  PGM-LS  ManEst      4       6          D1B       54.39    220.00
  8    103  PGM-LS  ManEst      4       6          D1A       57.51    430.00
  8    104  PGM-LS  ManEst      4       6          D2A       56.13    310.00
  8    105  PGM-LS  ManEst      4       6          D2A       56.63    230.00
  8    106  PGM-LS  ManEst      4       6          D2B       58.76    190.00
  8    107  PGM-LS  ManEst      4       6          D1B       57.80    305.00
  8    108  PGM-LS  ManEst      4       6          D1B       61.53    220.00
  8    109  PGM-LS  ManEst      4       6          D1A       57.36    225.00
  8    110  PGM-LS  ManEst      4       6          D1A       57.19    210.00
  8    111  PGM-LS  ManEst      4       6          D1A       58.02    255.00
  8    112  PGM-LS  ManEst      4       6          D2A       58.52    265.00
  8    113  PGM-LS  ManEst      4       6          D1A       57.52    200.00
  8    114  PGM-LS  ManEst      4       6          D2A       55.52    245.00
  8    115  PGM-LS  ManEst      4       6          D2A       58.33    235.00
  8    116  PGM-LS  ManEst      4       6          D1B       56.92    215.00
  8    117  PGM-LS  ManEst      4       6          D1B       58.62    215.00
  8    118  PGM-LS  ManEst      4       6          D2B       58.62    195.00
  8    119  PGM-LS  ManEst      4       6          D1B       57.94    215.00
  8    120  PGM-LS  ManEst      4       6          D2A       57.41    195.00
  8    121  PGM-LS  ManEst      4       6          D1A       56.52    405.00
  8    122  PGM-LS  ManEst      4       6          D2B       58.10    290.00
  8    123  PGM-LS  ManEst      4       6          D2B       54.55    225.00
  8    124  PGM-LS  ManEst      4       6          D2A       57.16    255.00
  8    125  PGM-LS  ManEst      4       6          D1A       59.15    195.00
  8    126  PGM-LS  ManEst      4       6          D1B       58.82    265.00
  8    127  PGM-LS  ManEst      4       6          D1B       58.19    265.00
  8    128  PGM-LS  ManEst      4       6          D2B       56.57    295.00
  9      1  MPG-LS  ManEst      1       0          D2B       58.23    710.00
  9      2  MPG-LS  ManEst      1       0          D1B       58.77    545.00
  9      3  MPG-LS  ManEst      1       0          D2A       54.84    345.00
  9      4  MPG-LS  ManEst      1       0          D1B       58.45    320.00
  9      5  MPG-LS  ManEst      1       0          D2A       57.69    435.00
  9      6  MPG-LS  ManEst      1       1          D1A       57.48    735.00
  9      7  MPG-LS  ManEst      1       1          D2B       58.47    405.00
  9      8  MPG-LS  ManEst      1       1          D1A       59.68    320.00
  9      9  MPG-LS  ManEst      1       1          D1A       52.53    405.00
  9     10  MPG-LS  ManEst      1       1          D1A       60.68    520.00
  9     11  MPG-LS  ManEst      1       1          D1A       57.21    560.00
  9     12  MPG-LS  ManEst      1       1          D2A       58.64    530.00
  9     13  MPG-LS  ManEst      1       1          D1B       58.24    685.00
  9     14  MPG-LS  ManEst      1       1          D2A       62.70    550.00
  9     15  MPG-LS  ManEst      1       1          D1B       59.32    425.00
  9     16  MPG-LS  ManEst      1       1          D2B       52.56    460.00
  9     17  MPG-LS  ManEst      1       1          D2B       58.79    470.00
  9     18  MPG-LS  ManEst      1       1          D2A       60.19    655.00
  9     19  MPG-LS  ManEst      1       1          D1B       57.31    985.00
  9     20  MPG-LS  ManEst      1       2          D1A       52.99    495.00
  9     21  MPG-LS  ManEst      1       2          D1A       53.43    455.00
  9     22  MPG-LS  ManEst      1       2          D2B       57.66    355.00
  9     23  MPG-LS  ManEst      1       2          D1A       54.82    550.00
  9     24  MPG-LS  ManEst      1       2          D2B       54.45    645.00
  9     25  MPG-LS  ManEst      1       2          D1B       62.59    495.00
  9     26  MPG-LS  ManEst      1       2          D2B       60.57    495.00
  9     27  MPG-LS  ManEst      1       2          D2A       56.19    395.00
  9     28  MPG-LS  ManEst      1       2          D1B       53.75    355.00
  9     29  MPG-LS  ManEst      1       2          D1B       54.81    510.00
  9     30  MPG-LS  ManEst      1       2          D2A       56.86    735.00
  9     31  MPG-LS  ManEst      1       2          D2A       56.08    280.00
  9     32  MPG-LS  ManEst      1       2          D2B       53.03    400.00
  9     33  MPG-LS  ManEst      2       2          D2A       53.89    445.00
  9     34  MPG-LS  ManEst      2       2          D1A       52.72    395.00
  9     35  MPG-LS  ManEst      2       2          D2A       54.47    385.00
  9     36  MPG-LS  ManEst      2       2          D1A       55.26    525.00
  9     37  MPG-LS  ManEst      2       2          D1B       53.86    420.00
  9     38  MPG-LS  ManEst      2       2          D2B       56.34    320.00
  9     39  MPG-LS  ManEst      2       2          D2B       55.54    350.00
  9     40  MPG-LS  ManEst      2       2          D2B       54.85    370.00
  9     41  MPG-LS  ManEst      2       2          D1B       55.08    395.00
  9     42  MPG-LS  ManEst      2       2          D2B       54.69    295.00
  9     43  MPG-LS  ManEst      2       2          D2B       53.70    715.00
  9     44  MPG-LS  ManEst      2       2          D2A       55.57    595.00
  9     45  MPG-LS  ManEst      2       2          D2A       55.27    275.00
  9     46  MPG-LS  ManEst      2       2          D2B       54.24    370.00
  9     47  MPG-LS  ManEst      2       2          D1A       55.58    375.00
  9     48  MPG-LS  ManEst      2       2          D1B       52.85    480.00
  9     49  MPG-LS  ManEst      2       2          D1A       55.01    365.00
  9     50  MPG-LS  ManEst      2       2          D2B       52.69    440.00
  9     51  MPG-LS  ManEst      2       2          D1A       60.39    240.00
  9     52  MPG-LS  ManEst      2       2          D1A       55.73    620.00
  9     53  MPG-LS  ManEst      2       2          D1B       59.09    380.00
  9     54  MPG-LS  ManEst      2       2          D2A       59.52    320.00
  9     55  MPG-LS  ManEst      2       2          D1B       56.21    475.00
  9     56  MPG-LS  ManEst      2       2          D1B       55.83    440.00
  9     57  MPG-LS  ManEst      2       2          D1A       55.76    355.00
  9     58  MPG-LS  ManEst      2       2          D1A       53.70    440.00
  9     59  MPG-LS  ManEst      2       2          D1B       59.75    415.00
  9     60  MPG-LS  ManEst      2       2          D2B       58.61    460.00
  9     61  MPG-LS  ManEst      2       2          D1B       56.83    420.00
  9     62  MPG-LS  ManEst      2       2          D2A       57.99    425.00
  9     63  MPG-LS  ManEst      2       2          D2A       57.92    280.00
  9     64  MPG-LS  ManEst      2       2          D2A       60.40    285.00
  9     65  MPG-LS  ManEst      3       3          D1B       55.34    260.00
  9     66  MPG-LS  ManEst      3       3          D2A       55.17    340.00
  9     67  MPG-LS  ManEst      3       3          D2A       63.42    390.00
  9     68  MPG-LS  ManEst      3       3          D1A       57.72    320.00
  9     69  MPG-LS  ManEst      3       3          D2B       55.91    355.00
  9     70  MPG-LS  ManEst      3       3          D1A       59.18    885.00
  9     71  MPG-LS  ManEst      3       3          D2B       61.08    360.00
  9     72  MPG-LS  ManEst      3       3          D2B       61.44    570.00
  9     73  MPG-LS  ManEst      3       3          D2B       54.30    410.00
  9     74  MPG-LS  ManEst      3       3          D2B       55.86    270.00
  9     75  MPG-LS  ManEst      3       3          D1B       60.81    280.00
  9     76  MPG-LS  ManEst      3       3          D1B       56.35    475.00
  9     77  MPG-LS  ManEst      3       3          D1B       64.24    645.00
  9     78  MPG-LS  ManEst      3       3          D1B       53.35    125.00
  9     79  MPG-LS  ManEst      3       3          D2A       61.41    390.00
  9     80  MPG-LS  ManEst      3       3          D2A       55.61    395.00
  9     81  MPG-LS  ManEst      3       3          D2A       62.65    480.00
  9     82  MPG-LS  ManEst      3       3          D1B       58.08    410.00
  9     83  MPG-LS  ManEst      3       3          D1A       58.42    235.00
  9     84  MPG-LS  ManEst      3       3          D1A       61.02    425.00
  9     85  MPG-LS  ManEst      3       3          D1B       59.59    300.00
  9     86  MPG-LS  ManEst      3       3          D2A       54.96    355.00
  9     87  MPG-LS  ManEst      3       3          D2B       59.32    270.00
  9     88  MPG-LS  ManEst      3       3          D1B       58.32    600.00
  9     89  MPG-LS  ManEst      3       4          D2B       56.37    390.00
  9     90  MPG-LS  ManEst      3       4          D1A       58.10    375.00
  9     91  MPG-LS  ManEst      3       4          D1A       63.18    405.00
  9     92  MPG-LS  ManEst      3       4          D2B       62.98    310.00
  9     93  MPG-LS  ManEst      3       4          D1A       62.84    320.00
  9     94  MPG-LS  ManEst      3       5          D2A       57.57    360.00
  9     95  MPG-LS  ManEst      3       5          D2A       59.17    330.00
  9     96  MPG-LS  ManEst      3       6          D1A       59.70    620.00
  9     97  MPG-LS  ManEst      4       6          D1A       58.10    325.00
  9     98  MPG-LS  ManEst      4       6          D2B       60.66    240.00
  9     99  MPG-LS  ManEst      4       6          D1A       60.69    360.00
  9    100  MPG-LS  ManEst      4       6          D2A       60.60    470.00
  9    101  MPG-LS  ManEst      4       6          D2B       64.37    590.00
  9    102  MPG-LS  ManEst      4       6          D2B       62.39    535.00
  9    103  MPG-LS  ManEst      4       6          D1B       63.14    450.00
  9    104  MPG-LS  ManEst      4       6          D1A       57.20    300.00
  9    105  MPG-LS  ManEst      4       6          D2B       57.68    265.00
  9    106  MPG-LS  ManEst      4       6          D2B       60.67    475.00
  9    107  MPG-LS  ManEst      4       6          D2B       61.75    495.00
  9    108  MPG-LS  ManEst      4       6          D2B       58.51    345.00
  9    109  MPG-LS  ManEst      4       6          D2A       68.21    535.00
  9    110  MPG-LS  ManEst      4       6          D1B       59.99    370.00
  9    111  MPG-LS  ManEst      4       6          D2B       61.95    450.00
  9    112  MPG-LS  ManEst      4       6          D1A       62.86    445.00
  9    113  MPG-LS  ManEst      4       6          D2A       58.10    410.00
  9    114  MPG-LS  ManEst      4       6          D1B       62.91    405.00
  9    115  MPG-LS  ManEst      4       6          D1A       56.70    465.00
  9    116  MPG-LS  ManEst      4       6          D2A       58.72    260.00
  9    117  MPG-LS  ManEst      4       6          D2A       56.07    420.00
  9    118  MPG-LS  ManEst      4       6          D1B       61.17    420.00
  9    119  MPG-LS  ManEst      4       6          D1B       59.09    315.00
  9    120  MPG-LS  ManEst      4       6          D1B       56.76    455.00
  9    121  MPG-LS  ManEst      4       6          D2A       58.37    495.00
  9    122  MPG-LS  ManEst      4       6          D1A       51.37    650.00
  9    123  MPG-LS  ManEst      4       6          D1A       59.12    235.00
  9    124  MPG-LS  ManEst      4       6          D1B       59.59    510.00
  9    125  MPG-LS  ManEst      4       6          D1B       58.25    270.00
  9    126  MPG-LS  ManEst      4       6          D1A       62.79    370.00
  9    127  MPG-LS  ManEst      4       6          D2A       54.93    625.00
  9    128  MPG-LS  ManEst      4       6          D2A       56.19    235.00
 10      1  MGP-LS  ManEst      1       0          D1B       66.04    475.00
 10      2  MGP-LS  ManEst      1       0          D1A       63.43    440.00
 10      3  MGP-LS  ManEst      1       3          D1A       67.94    515.00
 10      4  MGP-LS  ManEst      1       3          D2A       67.76    600.00
 10      5  MGP-LS  ManEst      1       3          D2B       65.50    440.00
 10      6  MGP-LS  ManEst      1       3          D2A       65.30    360.00
 10      7  MGP-LS  ManEst      1       3          D1B       70.48    460.00
 10      8  MGP-LS  ManEst      1       3          D2B       63.04    405.00
 10      9  MGP-LS  ManEst      1       3          D1A       65.64    425.00
 10     10  MGP-LS  ManEst      1       3          D1A       67.68    280.00
 10     11  MGP-LS  ManEst      1       3          D2B       66.39    380.00
 10     12  MGP-LS  ManEst      1       3          D2A       66.12    395.00
 10     13  MGP-LS  ManEst      1       3          D2A       66.13    395.00
 10     14  MGP-LS  ManEst      1       3          D2B       62.50    355.00
 10     15  MGP-LS  ManEst      1       3          D1B       66.16    410.00
 10     16  MGP-LS  ManEst      1       6          D1B       67.93    355.00
 10     17  MGP-LS  ManEst      1       7          D2B       65.15    330.00
 10     18  MGP-LS  ManEst      1       7          D1B       63.62    495.00
 10     19  MGP-LS  ManEst      1       7          D1A       68.17    495.00
 10     20  MGP-LS  ManEst      1       7          D1A       66.86    410.00
 10     21  MGP-LS  ManEst      1       7          D2A       62.98    410.00
 10     22  MGP-LS  ManEst      1       8          D1A       63.76    410.00
 10     23  MGP-LS  ManEst      1       8          D2A       68.99    495.00
 10     24  MGP-LS  ManEst      1       8          D1B       60.22    435.00
 10     25  MGP-LS  ManEst      1       9          D2B       62.80    480.00
 10     26  MGP-LS  ManEst      1       9          D2B       62.19    375.00
 10     27  MGP-LS  ManEst      1       9          D1B       62.71    350.00
 10     28  MGP-LS  ManEst      1       9          D2B       58.40    345.00
 10     29  MGP-LS  ManEst      1       9          D1A       57.34    470.00
 10     30  MGP-LS  ManEst      1       9          D2A       57.42    355.00
 10     31  MGP-LS  ManEst      1       9          D1B       66.49    345.00
 10     32  MGP-LS  ManEst      1       9          D2A       61.88    320.00
 10     33  MGP-LS  ManEst      2       9          D1B       57.77    550.00
 10     34  MGP-LS  ManEst      2       9          D1B       65.25    380.00
 10     35  MGP-LS  ManEst      2       9          D2A       63.91    395.00
 10     36  MGP-LS  ManEst      2       9          D1B       62.25    475.00
 10     37  MGP-LS  ManEst      2       9          D2A       64.77    415.00
 10     38  MGP-LS  ManEst      2       9          D1A       60.81    400.00
 10     39  MGP-LS  ManEst      2       9          D1B       61.79    360.00
 10     40  MGP-LS  ManEst      2       9          D2B       66.02    425.00
 10     41  MGP-LS  ManEst      2       9          D2B       65.96    595.00
 10     42  MGP-LS  ManEst      2      10          D2A       61.29    420.00
 10     43  MGP-LS  ManEst      2      10          D1A       62.64    470.00
 10     44  MGP-LS  ManEst      2      10          D2B       57.93    275.00
 10     45  MGP-LS  ManEst      2      10          D1A       62.99    325.00
 10     46  MGP-LS  ManEst      2      10          D1A       61.13    310.00
 10     47  MGP-LS  ManEst      2      10          D2B       60.75    445.00
 10     48  MGP-LS  ManEst      2      10          D1B       63.39    430.00
 10     49  MGP-LS  ManEst      2      10          D1B       63.02    500.00
 10     50  MGP-LS  ManEst      2      10          D2A       63.14    370.00
 10     51  MGP-LS  ManEst      2      10          D2B       65.62    355.00
 10     52  MGP-LS  ManEst      2      10          D2A       64.79    350.00
 10     53  MGP-LS  ManEst      2      10          D1A       64.63    385.00
 10     54  MGP-LS  ManEst      2      10          D2B       64.14    395.00
 10     55  MGP-LS  ManEst      2      11          D2A       60.78    335.00
 10     56  MGP-LS  ManEst      2      11          D2A       61.02    285.00
 10     57  MGP-LS  ManEst      2      11          D1B       60.57    390.00
 10     58  MGP-LS  ManEst      2      11          D1A       63.64    350.00
 10     59  MGP-LS  ManEst      2      12          D2A       62.33    340.00
 10     60  MGP-LS  ManEst      2      12          D2B       62.79    385.00
 10     61  MGP-LS  ManEst      2      13          D1B       63.18    405.00
 10     62  MGP-LS  ManEst      2      13          D1A       61.18    345.00
 10     63  MGP-LS  ManEst      2      13          D2B       60.34    405.00
 10     64  MGP-LS  ManEst      2      13          D1A       65.48    325.00
 10     65  MGP-LS  ManEst      3      13          D2A       58.37    320.00
 10     66  MGP-LS  ManEst      3      13          D1B       61.67    340.00
 10     67  MGP-LS  ManEst      3      13          D2B       65.22    315.00
 10     68  MGP-LS  ManEst      3      13          D1A       63.26    350.00
 10     69  MGP-LS  ManEst      3      13          D1A       63.48    305.00
 10     70  MGP-LS  ManEst      3      13          D1A       59.94    345.00
 10     71  MGP-LS  ManEst      3      13          D1B       60.95    305.00
 10     72  MGP-LS  ManEst      3      13          D1A       60.00    255.00
 10     73  MGP-LS  ManEst      3      13          D1B       60.48    355.00
 10     74  MGP-LS  ManEst      3      13          D1B       61.20    465.00
 10     75  MGP-LS  ManEst      3      13          D2B       60.46    355.00
 10     76  MGP-LS  ManEst      3      13          D2A       66.43    350.00
 10     77  MGP-LS  ManEst      3      13          D2A       64.33    245.00
 10     78  MGP-LS  ManEst      3      13          D2B       60.61    375.00
 10     79  MGP-LS  ManEst      3      13          D2A       57.31    515.00
 10     80  MGP-LS  ManEst      3      14          D1B       62.29    425.00
 10     81  MGP-LS  ManEst      3      14          D1B       60.12    560.00
 10     82  MGP-LS  ManEst      3      14          D1B       58.27    295.00
 10     83  MGP-LS  ManEst      3      14          D2B       59.38    390.00
 10     84  MGP-LS  ManEst      3      14          D2B       56.97    400.00
 10     85  MGP-LS  ManEst      3      14          D2A       61.24    430.00
 10     86  MGP-LS  ManEst      3      14          D2A       58.52    315.00
 10     87  MGP-LS  ManEst      3      15          D2B       60.95    305.00
 10     88  MGP-LS  ManEst      3      15          D1A       61.15    440.00
 10     89  MGP-LS  ManEst      3      15          D2A       59.10    420.00
 10     90  MGP-LS  ManEst      3      16          D1B       59.23    375.00
 10     91  MGP-LS  ManEst      3      16          D1A       60.16    325.00
 10     92  MGP-LS  ManEst      3      16          D2B       61.49    270.00
 10     93  MGP-LS  ManEst      3      17          D2A       57.61    480.00
 10     94  MGP-LS  ManEst      3      17          D1A       66.78    475.00
 10     95  MGP-LS  ManEst      3      17          D2B       63.40    405.00
 10     96  MGP-LS  ManEst      3      17          D1A       60.54    375.00
 10     97  MGP-LS  ManEst      4      18          D1A       61.93    345.00
 10     98  MGP-LS  ManEst      4      18          D2B       63.85    335.00
 10     99  MGP-LS  ManEst      4      18          D1B       59.68    200.00
 10    100  MGP-LS  ManEst      4      18          D2B       64.16    395.00
 10    101  MGP-LS  ManEst      4      18          D2A       57.57    550.00
 10    102  MGP-LS  ManEst      4      18          D2A       64.79    575.00
 10    103  MGP-LS  ManEst      4      18          D1A       59.06    355.00
 10    104  MGP-LS  ManEst      4      18          D2A       61.77    365.00
 10    105  MGP-LS  ManEst      4      18          D1A       59.90    325.00
 10    106  MGP-LS  ManEst      4      18          D1B       57.87    420.00
 10    107  MGP-LS  ManEst      4      18          D1B       59.59    420.00
 10    108  MGP-LS  ManEst      4      18          D1B       59.00    335.00
 10    109  MGP-LS  ManEst      4      18          D1B       63.59    355.00
 10    110  MGP-LS  ManEst      4      18          D1B       56.18    330.00
 10    111  MGP-LS  ManEst      4      18          D1B       60.70    545.00
 10    112  MGP-LS  ManEst      4      18          D1A       58.78    390.00
 10    113  MGP-LS  ManEst      4      18          D2A       60.83    440.00
