Sub  Trial   Group    Task  Block  Errors      Stimuli    MaxAp        RT  G12MaxAp FGApApproved
 25     34 MPGE-SL   Grasp      2       4          D1B    79.30    220.00     64.42            1
 25     35 MPGE-SL   Grasp      2       4          D1A    72.65    195.00     57.77            1
 25     36 MPGE-SL   Grasp      2       4          D1B    72.87    245.00     57.99            1
 25     37 MPGE-SL   Grasp      2       4          D1B    67.11    215.00     52.24            1
 25     38 MPGE-SL   Grasp      2       4          D2B    64.14    185.00     49.27            1
 25     39 MPGE-SL   Grasp      2       4          D2A    73.87    135.00     58.99            1
 25     40 MPGE-SL   Grasp      2       4          D1B    74.14    200.00     59.26            1
 25     41 MPGE-SL   Grasp      2       4          D2B    67.08    250.00     52.20            1
 25     42 MPGE-SL   Grasp      2       4          D2B    70.77    220.00     55.90            1
 25     43 MPGE-SL   Grasp      2       4          D1B    65.58    190.00     50.70            1
 25     44 MPGE-SL   Grasp      2       4          D2B    77.73    220.00     62.86            1
 25     45 MPGE-SL   Grasp      2       4          D2A    73.01    220.00     58.13            1
 25     46 MPGE-SL   Grasp      2       4          D1B    71.54    165.00     56.67            1
 25     47 MPGE-SL   Grasp      2       4          D2A    71.63    190.00     56.75            1
 25     48 MPGE-SL   Grasp      2       4          D2B    68.74    205.00     53.87            1
 25     49 MPGE-SL   Grasp      2       4          D2B    65.22    210.00     50.35            1
 25     50 MPGE-SL   Grasp      2       4          D2B    66.58    205.00     51.70            1
 25     51 MPGE-SL   Grasp      2       4          D2A    67.31    205.00     52.43            1
 25     52 MPGE-SL   Grasp      2       4          D1A    65.80    115.00     50.93            1
 25     53 MPGE-SL   Grasp      2       4          D2B    60.03    225.00     45.16            1
 25     54 MPGE-SL   Grasp      2       4          D1A    63.60    280.00     48.73            1
 25     55 MPGE-SL   Grasp      2       4          D1B    72.53    270.00     57.65            1
 25     56 MPGE-SL   Grasp      2       4          D1A    71.57    240.00     56.69            1
 25     57 MPGE-SL   Grasp      2       4          D2A    69.27    195.00     54.40            1
 25     58 MPGE-SL   Grasp      2       4          D1A    67.27    255.00     52.40            1
 25     59 MPGE-SL   Grasp      2       4          D2A    70.18    205.00     55.31            1
 25     60 MPGE-SL   Grasp      2       4          D2A    65.91    215.00     51.04            1
 25     61 MPGE-SL   Grasp      2       4          D1B    74.02    240.00     59.15            1
 25     62 MPGE-SL   Grasp      2       4          D1A    70.02    230.00     55.14            1
 25     63 MPGE-SL   Grasp      2       4          D1A    70.95    215.00     56.08            1
 25     64 MPGE-SL   Grasp      2       4          D1A    67.65    215.00     52.78            1
 25     65 MPGE-SL   Grasp      3       4          D1B    70.39    380.00     55.96            1
 25     66 MPGE-SL   Grasp      3       4          D1B    71.65    225.00     57.22            1
 25     67 MPGE-SL   Grasp      3       4          D2A    73.23    225.00     58.80            1
 25     68 MPGE-SL   Grasp      3       4          D1A    73.33    200.00     58.90            1
 25     69 MPGE-SL   Grasp      3       4          D1B    71.39    210.00     56.96            1
 25     70 MPGE-SL   Grasp      3       4          D1A    72.31    175.00     57.89            1
 25     71 MPGE-SL   Grasp      3       4          D2A    69.08    160.00     54.65            1
 25     72 MPGE-SL   Grasp      3       5          D2B    71.90    175.00     57.47            1
 25     73 MPGE-SL   Grasp      3       5          D1B    72.58    175.00     58.16            1
 25     74 MPGE-SL   Grasp      3       6          D2A    72.57    200.00     58.14            1
 25     75 MPGE-SL   Grasp      3       6          D1B    69.31    220.00     54.89            1
 25     76 MPGE-SL   Grasp      3       6          D2B    79.84    110.00     65.41            1
 25     77 MPGE-SL   Grasp      3       6          D2B    71.41    200.00     56.98            1
 25     78 MPGE-SL   Grasp      3       6          D2B    74.76    200.00     60.33            1
 25     79 MPGE-SL   Grasp      3       6          D2B    72.52    220.00     58.09            1
 25     80 MPGE-SL   Grasp      3       6          D1A    70.97    185.00     56.54            1
 25     81 MPGE-SL   Grasp      3       6          D2A    75.73    175.00     61.30            1
 25     82 MPGE-SL   Grasp      3       6          D2A    71.97    200.00     57.54            1
 25     83 MPGE-SL   Grasp      3       6          D1A    74.42    195.00     59.99            1
 25     84 MPGE-SL   Grasp      3       6          D2A    69.59    220.00     55.16            1
 25     85 MPGE-SL   Grasp      3       6          D2B    72.11    175.00     57.69            1
 25     86 MPGE-SL   Grasp      3       6          D2B    76.00    180.00     61.57            1
 25     87 MPGE-SL   Grasp      3       6          D2A    74.26     75.00     59.83            1
 25     88 MPGE-SL   Grasp      3       7          D2B    71.28    225.00     56.85            1
 25     89 MPGE-SL   Grasp      3       7          D1A    76.03    235.00     61.60            1
 25     90 MPGE-SL   Grasp      3       7          D1B    75.45    190.00     61.02            1
 25     91 MPGE-SL   Grasp      3       7          D1B    75.70    175.00     61.27            1
 25     92 MPGE-SL   Grasp      3       7          D1A    76.74    350.00     62.31            1
 25     93 MPGE-SL   Grasp      3       7          D1B    74.74    205.00     60.31            1
 25     94 MPGE-SL   Grasp      3       7          D1A    78.64    225.00     64.21            1
 25     95 MPGE-SL   Grasp      3       7          D2A    82.13    245.00     67.70            1
 25     96 MPGE-SL   Grasp      3       7          D1A    81.00    195.00     66.57            1
 25     97 MPGE-SL   Grasp      4       7          D2A    69.37    205.00     54.72            1
 25     98 MPGE-SL   Grasp      4       7          D2B    74.80    190.00     60.14            1
 25     99 MPGE-SL   Grasp      4       7          D2A    78.45    210.00     63.79            1
 25    100 MPGE-SL   Grasp      4       7          D1B    72.90    195.00     58.25            1
 25    101 MPGE-SL   Grasp      4       7          D1B    78.59    230.00     63.94            1
 25    102 MPGE-SL   Grasp      4       7          D1A    74.37    195.00     59.72            1
 25    103 MPGE-SL   Grasp      4       7          D2B    77.79    230.00     63.14            1
 25    104 MPGE-SL   Grasp      4       7          D2B    74.06    185.00     59.40            1
 25    105 MPGE-SL   Grasp      4       7          D1A    73.65    220.00     59.00            1
 25    106 MPGE-SL   Grasp      4       7          D2B    77.61    165.00     62.96            1
 25    107 MPGE-SL   Grasp      4       7          D2A    74.22    175.00     59.57            1
 25    108 MPGE-SL   Grasp      4       8          D1B    77.84    240.00     63.19            1
 25    109 MPGE-SL   Grasp      4       8          D1A    81.35    245.00     66.69            1
 25    110 MPGE-SL   Grasp      4       8          D1B    81.21    200.00     66.56            1
 25    111 MPGE-SL   Grasp      4       8          D2A    74.77    220.00     60.11            1
 25    112 MPGE-SL   Grasp      4       8          D2B    78.66    220.00     64.01            1
 25    113 MPGE-SL   Grasp      4       8          D2A    75.50    185.00     60.84            1
 25    114 MPGE-SL   Grasp      4       8          D2B    79.02    260.00     64.37            1
 25    115 MPGE-SL   Grasp      4       8          D1B    76.44    215.00     61.79            1
 25    116 MPGE-SL   Grasp      4       8          D2B    75.29    175.00     60.64            1
 25    117 MPGE-SL   Grasp      4       8          D1A    70.90    220.00     56.25            1
 25    118 MPGE-SL   Grasp      4       8          D2A    74.92    230.00     60.27            1
 25    119 MPGE-SL   Grasp      4       8          D2A    76.12    190.00     61.47            1
 25    120 MPGE-SL   Grasp      4       8          D1B    75.53    235.00     60.88            1
 25    121 MPGE-SL   Grasp      4       8          D2B    72.55    195.00     57.90            1
 25    122 MPGE-SL   Grasp      4       8          D1B    75.92    225.00     61.26            1
 25    123 MPGE-SL   Grasp      4       8          D1B    72.84    240.00     58.19            1
 25    124 MPGE-SL   Grasp      4       8          D1A    73.30    270.00     58.65            1
 25    125 MPGE-SL   Grasp      4       8          D1A    71.53    205.00     56.88            1
 25    126 MPGE-SL   Grasp      4       8          D1A    69.07    255.00     54.42            1
 25    127 MPGE-SL   Grasp      4       8          D1A    70.36    200.00     55.70            1
 25    128 MPGE-SL   Grasp      4       8          D2A    73.05    180.00     58.40            1
 26      1 MGPE-SL   Grasp      1       0          D2B    91.62    260.00     69.69            1
 26      2 MGPE-SL   Grasp      1       0          D1A    98.92    280.00     76.98            1
 26      3 MGPE-SL   Grasp      1       0          D1A    94.96    270.00     73.03            1
 26      4 MGPE-SL   Grasp      1       0          D1B    98.78    300.00     76.84            1
 26      5 MGPE-SL   Grasp      1       0          D2A   101.24    285.00     79.30            1
 26      6 MGPE-SL   Grasp      1       0          D1A    99.49    225.00     77.56            1
 26      7 MGPE-SL   Grasp      1       0          D2A   109.33    370.00     87.39            1
 26      8 MGPE-SL   Grasp      1       0          D2B    94.69    255.00     72.75            1
 26      9 MGPE-SL   Grasp      1       0          D2B   101.77    315.00     79.83            1
 26     10 MGPE-SL   Grasp      1       0          D1A   101.11    270.00     79.17            1
 26     11 MGPE-SL   Grasp      1       0          D2B   100.01    285.00     78.07            1
 26     12 MGPE-SL   Grasp      1       0          D2B    90.81    320.00     68.87            1
 26     13 MGPE-SL   Grasp      1       0          D2A    99.22    255.00     77.28            1
 26     14 MGPE-SL   Grasp      1       1          D2A    87.78    245.00     65.84            1
 26     15 MGPE-SL   Grasp      1       1          D1B    87.90    285.00     65.96            1
 26     16 MGPE-SL   Grasp      1       1          D1A    95.39    250.00     73.45            1
 26     17 MGPE-SL   Grasp      1       1          D2A    95.05    245.00     73.11            1
 26     18 MGPE-SL   Grasp      1       1          D1B    96.71    280.00     74.78            1
 26     19 MGPE-SL   Grasp      1       1          D1B    93.04    305.00     71.10            1
 26     20 MGPE-SL   Grasp      1       1          D2B    98.59    310.00     76.66            1
 26     21 MGPE-SL   Grasp      1       1          D1A    94.19    220.00     72.26            1
 26     22 MGPE-SL   Grasp      1       1          D2A    88.33    350.00     66.39            1
 26     23 MGPE-SL   Grasp      1       1          D1B    92.55    240.00     70.61            1
 26     24 MGPE-SL   Grasp      1       1          D1A    93.65    250.00     71.71            1
 26     25 MGPE-SL   Grasp      1       1          D2A   102.00    295.00     80.06            1
 26     26 MGPE-SL   Grasp      1       1          D1B    89.85    290.00     67.91            1
 26     27 MGPE-SL   Grasp      1       1          D2A    90.73    310.00     68.80            1
 26     28 MGPE-SL   Grasp      1       1          D2B    94.67    275.00     72.74            1
 26     29 MGPE-SL   Grasp      1       1          D1B    92.38    380.00     70.45            1
 26     30 MGPE-SL   Grasp      1       1          D2B    96.17    270.00     74.23            1
 26     31 MGPE-SL   Grasp      1       1          D1A    93.02    270.00     71.08            1
 26     32 MGPE-SL   Grasp      1       1          D1B    95.29    365.00     73.36            1
 26     33 MGPE-SL   Grasp      2       1          D1A    99.25    245.00     77.39            1
 26     34 MGPE-SL   Grasp      2       1          D2A    98.20    230.00     76.34            1
 26     35 MGPE-SL   Grasp      2       1          D2B   101.95    255.00     80.09            1
 26     36 MGPE-SL   Grasp      2       1          D2A    87.43    270.00     65.57            1
 26     37 MGPE-SL   Grasp      2       1          D1B    91.89    230.00     70.03            1
 26     38 MGPE-SL   Grasp      2       1          D1A    86.09    240.00     64.24            1
 26     39 MGPE-SL   Grasp      2       1          D2B    90.52    265.00     68.66            1
 26     40 MGPE-SL   Grasp      2       1          D1B    90.20    235.00     68.34            1
 26     41 MGPE-SL   Grasp      2       1          D2B    83.34    270.00     61.49            1
 26     42 MGPE-SL   Grasp      2       1          D1A    87.59    300.00     65.74            1
 26     43 MGPE-SL   Grasp      2       1          D2A    92.37    235.00     70.51            1
 26     44 MGPE-SL   Grasp      2       1          D1B    97.18    290.00     75.33            1
 26     45 MGPE-SL   Grasp      2       1          D2B    92.96    310.00     71.10            1
 26     46 MGPE-SL   Grasp      2       1          D2A    92.21    225.00     70.36            1
 26     47 MGPE-SL   Grasp      2       1          D1B    80.53    265.00     58.67            1
 26     48 MGPE-SL   Grasp      2       1          D2B    98.82    295.00     76.96            1
 26     49 MGPE-SL   Grasp      2       1          D1B    85.33    280.00     63.47            1
 26     50 MGPE-SL   Grasp      2       1          D1A    89.02    215.00     67.16            1
 26     51 MGPE-SL   Grasp      2       1          D2B    91.96    300.00     70.10            1
 26     52 MGPE-SL   Grasp      2       1          D1B    81.57    210.00     59.71            1
 26     53 MGPE-SL   Grasp      2       1          D2A    86.90    260.00     65.04            1
 26     54 MGPE-SL   Grasp      2       1          D1A    73.24    260.00     51.38            1
 26     55 MGPE-SL   Grasp      2       1          D2A    91.41    205.00     69.55            1
 26     56 MGPE-SL   Grasp      2       1          D2A    89.30    315.00     67.44            1
 26     57 MGPE-SL   Grasp      2       1          D2A    98.46    280.00     76.61            1
 26     58 MGPE-SL   Grasp      2       1          D1A    87.87    260.00     66.01            1
 26     59 MGPE-SL   Grasp      2       1          D2B    84.54    255.00     62.68            1
 26     60 MGPE-SL   Grasp      2       1          D1A    83.59    310.00     61.74            1
 26     61 MGPE-SL   Grasp      2       1          D1B    94.30    220.00     72.45            1
 26     62 MGPE-SL   Grasp      2       1          D1B    85.09    355.00     63.23            1
 26     63 MGPE-SL   Grasp      2       1          D1A    85.44    310.00     63.59            1
 26     64 MGPE-SL   Grasp      2       1          D2B    93.23    270.00     71.37            1
 26     65 MGPE-SL   Grasp      3       1          D1B    87.81    230.00     67.48            1
 26     66 MGPE-SL   Grasp      3       1          D2B    87.13    255.00     66.81            1
 26     67 MGPE-SL   Grasp      3       1          D1B    98.08    290.00     77.75            1
 26     68 MGPE-SL   Grasp      3       1          D2A    80.34    250.00     60.02            1
 26     69 MGPE-SL   Grasp      3       1          D2A    80.42    225.00     60.09            1
 26     70 MGPE-SL   Grasp      3       1          D1A    84.53    310.00     64.21            1
 26     71 MGPE-SL   Grasp      3       1          D1A    74.92    305.00     54.59            1
 26     72 MGPE-SL   Grasp      3       1          D1A    85.43    340.00     65.10            1
 26     73 MGPE-SL   Grasp      3       1          D1A    78.13    250.00     57.81            1
 26     74 MGPE-SL   Grasp      3       1          D1B    87.00    255.00     66.68            1
 26     75 MGPE-SL   Grasp      3       1          D1B    80.14    275.00     59.81            1
 26     76 MGPE-SL   Grasp      3       1          D2A    85.15    295.00     64.83            1
 26     77 MGPE-SL   Grasp      3       1          D2B    88.79    240.00     68.46            1
 26     78 MGPE-SL   Grasp      3       1          D2A    79.26    225.00     58.94            1
 26     79 MGPE-SL   Grasp      3       1          D1B    78.12    265.00     57.79            1
 26     80 MGPE-SL   Grasp      3       1          D1B    81.65    280.00     61.32            1
 26     81 MGPE-SL   Grasp      3       1          D1A    80.72    245.00     60.39            1
 26     82 MGPE-SL   Grasp      3       1          D1A    72.05    220.00     51.72            1
 26     83 MGPE-SL   Grasp      3       1          D2B    89.37    270.00     69.04            1
 26     84 MGPE-SL   Grasp      3       1          D1A    79.14    260.00     58.82            1
 26     85 MGPE-SL   Grasp      3       1          D2A    75.25    285.00     54.92            1
 26     86 MGPE-SL   Grasp      3       1          D2A    77.99    230.00     57.66            1
 26     87 MGPE-SL   Grasp      3       1          D1B    83.71    285.00     63.38            1
 26     88 MGPE-SL   Grasp      3       1          D2B    83.32    290.00     63.00            1
 26     89 MGPE-SL   Grasp      3       1          D1A    78.83    220.00     58.50            1
 26     90 MGPE-SL   Grasp      3       1          D1B    81.21    235.00     60.88            1
 26     91 MGPE-SL   Grasp      3       1          D2B    71.73    260.00     51.40            1
 26     92 MGPE-SL   Grasp      3       1          D2B    83.39    280.00     63.06            1
 26     93 MGPE-SL   Grasp      3       1          D2A    86.84    240.00     66.52            1
 26     94 MGPE-SL   Grasp      3       1          D2B    78.88    290.00     58.55            1
 26     95 MGPE-SL   Grasp      3       1          D2B    84.95    290.00     64.63            1
 26     96 MGPE-SL   Grasp      3       1          D2A    94.46    255.00     74.13            1
 26     97 MGPE-SL   Grasp      4       1          D2A    92.57    245.00     72.72            1
 26     98 MGPE-SL   Grasp      4       1          D1B    90.98    250.00     71.13            1
 26     99 MGPE-SL   Grasp      4       1          D2A    77.73    280.00     57.89            1
 26    100 MGPE-SL   Grasp      4       1          D2B    81.55    260.00     61.70            1
 26    101 MGPE-SL   Grasp      4       1          D1B    87.49    275.00     67.65            1
 26    102 MGPE-SL   Grasp      4       1          D2A    83.52    245.00     63.68            1
 26    103 MGPE-SL   Grasp      4       1          D2B    80.95    280.00     61.11            1
 26    104 MGPE-SL   Grasp      4       1          D1B    82.25    290.00     62.41            1
 26    105 MGPE-SL   Grasp      4       1          D1A    77.55    245.00     57.71            1
 26    106 MGPE-SL   Grasp      4       1          D1A    84.70    325.00     64.86            1
 26    107 MGPE-SL   Grasp      4       1          D1B    84.51    225.00     64.67            1
 26    108 MGPE-SL   Grasp      4       1          D1B    91.26    275.00     71.42            1
 26    109 MGPE-SL   Grasp      4       1          D1A    83.45    275.00     63.60            1
 26    110 MGPE-SL   Grasp      4       1          D1B    83.77    395.00     63.93            1
 26    111 MGPE-SL   Grasp      4       1          D2A    89.72    275.00     69.88            1
 26    112 MGPE-SL   Grasp      4       1          D2A    82.05    255.00     62.21            1
 26    113 MGPE-SL   Grasp      4       1          D1A    93.79    225.00     73.94            1
 26    114 MGPE-SL   Grasp      4       1          D2A    76.16    250.00     56.32            1
 26    115 MGPE-SL   Grasp      4       1          D1A    79.58    255.00     59.74            1
 26    116 MGPE-SL   Grasp      4       1          D1B    84.17    240.00     64.33            1
 26    117 MGPE-SL   Grasp      4       1          D2B    84.22    255.00     64.37            1
 26    118 MGPE-SL   Grasp      4       1          D1B    79.54    240.00     59.70            1
 26    119 MGPE-SL   Grasp      4       1          D2B    89.04    230.00     69.20            1
 26    120 MGPE-SL   Grasp      4       1          D1A    76.16    220.00     56.32            1
 26    121 MGPE-SL   Grasp      4       1          D2A    82.83    210.00     62.99            1
 26    122 MGPE-SL   Grasp      4       1          D1A    84.18    210.00     64.34            1
 26    123 MGPE-SL   Grasp      4       1          D2A    87.25    270.00     67.41            1
 26    124 MGPE-SL   Grasp      4       1          D2B    79.41    235.00     59.57            1
 26    125 MGPE-SL   Grasp      4       1          D2B    86.23    215.00     66.39            1
 26    126 MGPE-SL   Grasp      4       1          D2B    88.74    205.00     68.90            1
 26    127 MGPE-SL   Grasp      4       1          D2B    81.95    255.00     62.11            1
 26    128 MGPE-SL   Grasp      4       1          D1A    78.58    185.00     58.74            1
 27      1 GPME-SL   Grasp      1       0          D1A    72.40    205.00     53.71            1
 27      2 GPME-SL   Grasp      1       0          D2A    73.58    225.00     54.88            1
 27      3 GPME-SL   Grasp      1       0          D2B    72.35    200.00     53.65            1
 27      4 GPME-SL   Grasp      1       0          D1A    75.17    215.00     56.48            1
 27      5 GPME-SL   Grasp      1       0          D1B    71.78    225.00     53.08            1
 27      6 GPME-SL   Grasp      1       0          D1B    71.96    210.00     53.27            1
 27      7 GPME-SL   Grasp      1       0          D2B    72.34    230.00     53.65            1
 27      8 GPME-SL   Grasp      1       0          D1A    69.60    430.00     50.91            1
 27      9 GPME-SL   Grasp      1       0          D1A    67.78    245.00     49.08            1
 27     10 GPME-SL   Grasp      1       0          D1A    67.05    275.00     48.35            1
 27     11 GPME-SL   Grasp      1       0          D1B    63.61    260.00     44.91            1
 27     12 GPME-SL   Grasp      1       0          D2A    71.71    300.00     53.02            1
 27     13 GPME-SL   Grasp      1       0          D1B    75.99    275.00     57.30            1
 27     14 GPME-SL   Grasp      1       0          D2B    70.80    320.00     52.11            1
 27     15 GPME-SL   Grasp      1       0          D2A    69.84    265.00     51.14            1
 27     16 GPME-SL   Grasp      1       0          D2B    67.21    235.00     48.51            1
 27     17 GPME-SL   Grasp      1       0          D2A    71.11    270.00     52.42            1
 27     18 GPME-SL   Grasp      1       0          D2A    73.14    310.00     54.44            1
 27     19 GPME-SL   Grasp      1       0          D1A    70.96    350.00     52.27            1
 27     20 GPME-SL   Grasp      1       0          D2B    69.51    280.00     50.81            1
 27     21 GPME-SL   Grasp      1       0          D2B    69.50    265.00     50.81            1
 27     22 GPME-SL   Grasp      1       0          D2A    72.79    290.00     54.10            1
 27     23 GPME-SL   Grasp      1       0          D2B    68.53    230.00     49.84            1
 27     24 GPME-SL   Grasp      1       0          D2A    73.53    310.00     54.84            1
 27     25 GPME-SL   Grasp      1       0          D1A    71.46    350.00     52.77            1
 27     26 GPME-SL   Grasp      1       0          D2B    69.36    215.00     50.67            1
 27     27 GPME-SL   Grasp      1       0          D2A    66.37    230.00     47.67            1
 27     28 GPME-SL   Grasp      1       0          D1B    73.99    225.00     55.29            1
 27     29 GPME-SL   Grasp      1       0          D1B    68.34    275.00     49.65            1
 27     30 GPME-SL   Grasp      1       0          D1B    74.94    220.00     56.24            1
 27     31 GPME-SL   Grasp      1       0          D1A    74.07    240.00     55.37            1
 27     32 GPME-SL   Grasp      1       0          D1B    70.14    230.00     51.45            1
 27     33 GPME-SL   Grasp      2       0          D1A    74.96    495.00     56.28            1
 27     34 GPME-SL   Grasp      2       0          D1A    75.12    210.00     56.44            1
 27     35 GPME-SL   Grasp      2       0          D1B    81.75    200.00     63.08            1
 27     36 GPME-SL   Grasp      2       0          D2A    77.60    225.00     58.93            1
 27     37 GPME-SL   Grasp      2       0          D2A    72.66    235.00     53.98            1
 27     38 GPME-SL   Grasp      2       0          D1B    74.58    205.00     55.90            1
 27     39 GPME-SL   Grasp      2       0          D1B    73.49    265.00     54.81            1
 27     40 GPME-SL   Grasp      2       0          D1B    75.91    230.00     57.23            1
 27     41 GPME-SL   Grasp      2       0          D2B    73.29    220.00     54.61            1
 27     42 GPME-SL   Grasp      2       0          D2B    73.68    225.00     55.01            1
 27     43 GPME-SL   Grasp      2       0          D1A    70.66    200.00     51.98            1
 27     44 GPME-SL   Grasp      2       0          D1B    79.53    210.00     60.85            1
 27     45 GPME-SL   Grasp      2       0          D2B    72.13    220.00     53.45            1
 27     46 GPME-SL   Grasp      2       0          D1A    75.82    235.00     57.14            1
 27     47 GPME-SL   Grasp      2       0          D1A    74.08    190.00     55.40            1
 27     48 GPME-SL   Grasp      2       0          D2B    72.07    245.00     53.39            1
 27     49 GPME-SL   Grasp      2       0          D2B    74.71    270.00     56.03            1
 27     50 GPME-SL   Grasp      2       0          D2A    71.04    195.00     52.36            1
 27     51 GPME-SL   Grasp      2       0          D1B    70.24    265.00     51.56            1
 27     52 GPME-SL   Grasp      2       0          D2A    77.26    195.00     58.59            1
 27     53 GPME-SL   Grasp      2       0          D2A    75.18    175.00     56.51            1
 27     54 GPME-SL   Grasp      2       0          D1A    73.67    220.00     55.00            1
 27     55 GPME-SL   Grasp      2       0          D1A    76.35    230.00     57.68            1
 27     56 GPME-SL   Grasp      2       0          D2B    78.45    225.00     59.77            1
 27     57 GPME-SL   Grasp      2       0          D1A    75.59    245.00     56.91            1
 27     58 GPME-SL   Grasp      2       0          D1B    71.21    230.00     52.53            1
 27     59 GPME-SL   Grasp      2       0          D1B    73.73    235.00     55.06            1
 27     60 GPME-SL   Grasp      2       0          D2B    70.76    225.00     52.08            1
 27     61 GPME-SL   Grasp      2       0          D2A    76.79    235.00     58.11            1
 27     62 GPME-SL   Grasp      2       0          D2A    78.27    210.00     59.59            1
 27     63 GPME-SL   Grasp      2       0          D2B    71.96    195.00     53.28            1
 27     64 GPME-SL   Grasp      2       0          D2A    73.73    395.00     55.05            1
 27     65 GPME-SL   Grasp      3       0          D1B    69.77    365.00     50.58            1
 27     66 GPME-SL   Grasp      3       0          D2A    69.32    205.00     50.12            1
 27     67 GPME-SL   Grasp      3       0          D1B    77.41    210.00     58.21            1
 27     68 GPME-SL   Grasp      3       0          D1A    71.71    240.00     52.51            1
 27     69 GPME-SL   Grasp      3       0          D2B    68.91    240.00     49.72            1
 27     70 GPME-SL   Grasp      3       0          D1A    72.17    215.00     52.98            1
 27     71 GPME-SL   Grasp      3       0          D2A    72.59    245.00     53.39            1
 27     72 GPME-SL   Grasp      3       0          D2B    72.54    245.00     53.35            1
 27     73 GPME-SL   Grasp      3       0          D2B    70.35    265.00     51.16            1
 27     74 GPME-SL   Grasp      3       0          D2B    76.27    250.00     57.07            1
 27     75 GPME-SL   Grasp      3       0          D1B    67.50    250.00     48.30            1
 27     76 GPME-SL   Grasp      3       0          D1A    74.26    210.00     55.06            1
 27     77 GPME-SL   Grasp      3       0          D2A    74.45    200.00     55.26            1
 27     78 GPME-SL   Grasp      3       0          D2B    73.39    250.00     54.19            1
 27     79 GPME-SL   Grasp      3       0          D2A    81.98    230.00     62.79            1
 27     80 GPME-SL   Grasp      3       0          D1A    70.16    210.00     50.97            1
 27     81 GPME-SL   Grasp      3       0          D2A    81.76    370.00     62.56            1
 27     82 GPME-SL   Grasp      3       0          D2B    81.72    235.00     62.53            1
 27     83 GPME-SL   Grasp      3       0          D1A    76.50    180.00     57.30            1
 27     84 GPME-SL   Grasp      3       0          D1A    79.10    255.00     59.90            1
 27     85 GPME-SL   Grasp      3       1          D1B    75.70    220.00     56.50            1
 27     86 GPME-SL   Grasp      3       1          D1B    79.98    410.00     60.78            1
 27     87 GPME-SL   Grasp      3       1          D2B    77.43    215.00     58.23            1
 27     88 GPME-SL   Grasp      3       1          D1A    72.41    235.00     53.21            1
 27     89 GPME-SL   Grasp      3       1          D1B    74.01    230.00     54.82            1
 27     90 GPME-SL   Grasp      3       1          D2A    80.64    280.00     61.44            1
 27     91 GPME-SL   Grasp      3       1          D1B    72.45    240.00     53.25            1
 27     92 GPME-SL   Grasp      3       1          D1B    78.65    220.00     59.45            1
 27     93 GPME-SL   Grasp      3       1          D2A    81.11    210.00     61.91            1
 27     94 GPME-SL   Grasp      3       1          D2B    81.39    215.00     62.20            1
 27     95 GPME-SL   Grasp      3       1          D1A    81.30    225.00     62.10            1
 27     96 GPME-SL   Grasp      3       1          D2A    80.38    220.00     61.19            1
 27     97 GPME-SL   Grasp      4       1          D1B    76.14    265.00     56.92            1
 27     98 GPME-SL   Grasp      4       1          D2A    77.87    225.00     58.65            1
 27     99 GPME-SL   Grasp      4       1          D2A    84.07    210.00     64.85            1
 27    100 GPME-SL   Grasp      4       1          D1B    81.92    215.00     62.70            1
 27    101 GPME-SL   Grasp      4       1          D1B    78.08    230.00     58.86            1
 27    102 GPME-SL   Grasp      4       1          D2A    82.39    200.00     63.17            1
 27    103 GPME-SL   Grasp      4       1          D2B    77.22    230.00     58.00            1
 27    104 GPME-SL   Grasp      4       1          D2B    82.53    230.00     63.31            1
 27    105 GPME-SL   Grasp      4       1          D1B    78.20    210.00     58.98            1
 27    106 GPME-SL   Grasp      4       1          D2B    80.69    235.00     61.47            1
 27    107 GPME-SL   Grasp      4       1          D2A    83.54    260.00     64.31            1
 27    108 GPME-SL   Grasp      4       1          D1A    77.77    205.00     58.55            1
 27    109 GPME-SL   Grasp      4       1          D1A    74.43    215.00     55.21            1
 27    110 GPME-SL   Grasp      4       1          D1B    74.77    225.00     55.55            1
 27    111 GPME-SL   Grasp      4       1          D1A    72.10    255.00     52.88            1
 27    112 GPME-SL   Grasp      4       1          D1A    79.70    235.00     60.48            1
 27    113 GPME-SL   Grasp      4       1          D1B    77.17    245.00     57.94            1
 27    114 GPME-SL   Grasp      4       1          D2B    77.06    220.00     57.83            1
 27    115 GPME-SL   Grasp      4       1          D1A    80.92    250.00     61.70            1
 27    116 GPME-SL   Grasp      4       1          D1A    74.85    215.00     55.63            1
 27    117 GPME-SL   Grasp      4       1          D2B    80.22    245.00     61.00            1
 27    118 GPME-SL   Grasp      4       1          D1A    78.80    240.00     59.57            1
 27    119 GPME-SL   Grasp      4       1          D1A    75.22    225.00     55.99            1
 27    120 GPME-SL   Grasp      4       1          D1B    74.41    255.00     55.18            1
 27    121 GPME-SL   Grasp      4       1          D2A    72.46    225.00     53.24            1
 27    122 GPME-SL   Grasp      4       1          D2B    81.59    300.00     62.36            1
 27    123 GPME-SL   Grasp      4       1          D1B    78.63    225.00     59.41            1
 27    124 GPME-SL   Grasp      4       1          D2A    80.41    245.00     61.19            1
 27    125 GPME-SL   Grasp      4       1          D2B    79.26    240.00     60.04            1
 27    126 GPME-SL   Grasp      4       1          D2A    70.23    235.00     51.01            1
 27    127 GPME-SL   Grasp      4       1          D2B    76.79    275.00     57.56            1
 27    128 GPME-SL   Grasp      4       1          D2A    78.16    230.00     58.94            1
