Sub  Trial   Group    Task  Block  Errors      Stimuli    MaxAp        RT  G12MaxAp FGApApproved
 15     28 GPME-SL   Grasp      1       0          D1A    77.95    190.00     58.59            1
 15     29 GPME-SL   Grasp      1       0          D1B    76.57    245.00     57.21            1
 15     30 GPME-SL   Grasp      1       0          D1A    79.92    210.00     60.57            1
 15     31 GPME-SL   Grasp      1       0          D1B    80.39    170.00     61.03            1
 15     32 GPME-SL   Grasp      1       0          D2A    80.68    170.00     61.32            1
 15     33 GPME-SL   Grasp      2       0          D2B    74.20    250.00     55.44            1
 15     34 GPME-SL   Grasp      2       0          D1A    74.68    195.00     55.92            1
 15     35 GPME-SL   Grasp      2       0          D1A    78.46    280.00     59.71            1
 15     36 GPME-SL   Grasp      2       0          D1A    80.00    160.00     61.25            1
 15     37 GPME-SL   Grasp      2       0          D2B    80.40    170.00     61.64            1
 15     38 GPME-SL   Grasp      2       0          D2A    80.05    170.00     61.29            1
 15     39 GPME-SL   Grasp      2       0          D1B    78.29    185.00     59.53            1
 15     40 GPME-SL   Grasp      2       0          D1A    76.63    165.00     57.87            1
 15     41 GPME-SL   Grasp      2       0          D2A    74.38    240.00     55.62            1
 15     42 GPME-SL   Grasp      2       0          D2B    77.00    215.00     58.24            1
 15     43 GPME-SL   Grasp      2       0          D2A    79.23    165.00     60.47            1
 15     44 GPME-SL   Grasp      2       0          D2A    76.33    175.00     57.57            1
 15     45 GPME-SL   Grasp      2       0          D1B    70.86    180.00     52.10            1
 15     46 GPME-SL   Grasp      2       0          D2B    75.48    225.00     56.72            1
 15     47 GPME-SL   Grasp      2       0          D1A    73.49    170.00     54.73            1
 15     48 GPME-SL   Grasp      2       0          D2B    71.70    185.00     52.94            1
 15     49 GPME-SL   Grasp      2       0          D2B    71.63    180.00     52.87            1
 15     50 GPME-SL   Grasp      2       0          D1B    74.55    195.00     55.79            1
 15     51 GPME-SL   Grasp      2       0          D2B    75.92    245.00     57.16            1
 15     52 GPME-SL   Grasp      2       0          D1B    73.94    190.00     55.18            1
 15     53 GPME-SL   Grasp      2       0          D1B    73.96    230.00     55.20            1
 15     54 GPME-SL   Grasp      2       0          D1A    77.31    190.00     58.55            1
 15     55 GPME-SL   Grasp      2       0          D2A    74.43    200.00     55.67            1
 15     56 GPME-SL   Grasp      2       0          D1A    73.53    240.00     54.77            1
 15     57 GPME-SL   Grasp      2       0          D1A    74.68    195.00     55.92            1
 15     58 GPME-SL   Grasp      2       1          D2A    76.29    190.00     57.54            1
 15     59 GPME-SL   Grasp      2       1          D2B    79.03    175.00     60.27            1
 15     60 GPME-SL   Grasp      2       1          D1B    77.57    205.00     58.81            1
 15     61 GPME-SL   Grasp      2       1          D2A    79.46    185.00     60.70            1
 15     62 GPME-SL   Grasp      2       1          D2A    79.80    185.00     61.04            1
 15     63 GPME-SL   Grasp      2       1          D1B    80.21    195.00     61.45            1
 15     64 GPME-SL   Grasp      2       1          D1B    78.49    190.00     59.73            1
 15     65 GPME-SL   Grasp      3       1          D1B    83.87    560.00     65.81            1
 15     66 GPME-SL   Grasp      3       1          D2A    76.43    195.00     58.37            1
 15     67 GPME-SL   Grasp      3       1          D2B    80.16    170.00     62.10            1
 15     68 GPME-SL   Grasp      3       1          D1B    75.97    175.00     57.91            1
 15     69 GPME-SL   Grasp      3       1          D1A    77.16    180.00     59.11            1
 15     70 GPME-SL   Grasp      3       1          D2B    82.52    180.00     64.47            1
 15     71 GPME-SL   Grasp      3       1          D2B    76.93    175.00     58.87            1
 15     72 GPME-SL   Grasp      3       1          D2A    80.18    170.00     62.12            1
 15     73 GPME-SL   Grasp      3       1          D1A    67.69    160.00     49.63            1
 15     74 GPME-SL   Grasp      3       1          D1B    71.76    160.00     53.70            1
 15     75 GPME-SL   Grasp      3       1          D1A    66.62    210.00     48.57            1
 15     76 GPME-SL   Grasp      3       1          D2B    70.38    195.00     52.32            1
 15     77 GPME-SL   Grasp      3       1          D1A    70.84    180.00     52.78            1
 15     78 GPME-SL   Grasp      3       1          D2A    69.32    195.00     51.26            1
 15     79 GPME-SL   Grasp      3       1          D1B    70.10    200.00     52.05            1
 15     80 GPME-SL   Grasp      3       1          D2B    72.46    185.00     54.40            1
 15     81 GPME-SL   Grasp      3       1          D1B    69.95    180.00     51.89            1
 15     82 GPME-SL   Grasp      3       1          D2A    73.49    190.00     55.43            1
 15     83 GPME-SL   Grasp      3       1          D2A    70.54    220.00     52.48            1
 15     84 GPME-SL   Grasp      3       1          D1B    71.35    235.00     53.29            1
 15     85 GPME-SL   Grasp      3       1          D1B    71.71    225.00     53.66            1
 15     86 GPME-SL   Grasp      3       1          D2A    74.30    165.00     56.25            1
 15     87 GPME-SL   Grasp      3       1          D2B    72.60    200.00     54.54            1
 15     88 GPME-SL   Grasp      3       1          D1B    68.09    265.00     50.03            1
 15     89 GPME-SL   Grasp      3       1          D1A    73.55    225.00     55.49            1
 15     90 GPME-SL   Grasp      3       1          D2B    74.96    170.00     56.90            1
 15     91 GPME-SL   Grasp      3       1          D1A    78.99    175.00     60.93            1
 15     92 GPME-SL   Grasp      3       1          D2A    79.76    175.00     61.70            1
 15     93 GPME-SL   Grasp      3       1          D1A    76.08    165.00     58.03            1
 15     94 GPME-SL   Grasp      3       1          D1A    79.35    215.00     61.29            1
 15     95 GPME-SL   Grasp      3       1          D2A    80.30    220.00     62.25            1
 15     96 GPME-SL   Grasp      3       1          D2B    83.08    210.00     65.02            1
 15     97 GPME-SL   Grasp      4       1          D1A    79.30    285.00     61.93            1
 15     98 GPME-SL   Grasp      4       1          D1B    76.58    190.00     59.22            1
 15     99 GPME-SL   Grasp      4       2          D2A    77.49    225.00     60.12            1
 15    100 GPME-SL   Grasp      4       2          D1B    82.64    195.00     65.27            1
 15    101 GPME-SL   Grasp      4       2          D2A    78.94    175.00     61.57            1
 15    102 GPME-SL   Grasp      4       2          D2A    78.19    175.00     60.82            1
 15    103 GPME-SL   Grasp      4       2          D2B    76.08    215.00     58.71            1
 15    104 GPME-SL   Grasp      4       2          D1A    77.87    225.00     60.50            1
 15    105 GPME-SL   Grasp      4       2          D1A    78.11    190.00     60.74            1
 15    106 GPME-SL   Grasp      4       2          D2B    81.26    180.00     63.89            1
 15    107 GPME-SL   Grasp      4       2          D1A    79.40    180.00     62.03            1
 15    108 GPME-SL   Grasp      4       2          D1B    82.40    210.00     65.03            1
 15    109 GPME-SL   Grasp      4       2          D1B    84.10    200.00     66.73            1
 15    110 GPME-SL   Grasp      4       2          D1A    81.20    195.00     63.83            1
 15    111 GPME-SL   Grasp      4       2          D1A    83.72    195.00     66.36            1
 15    112 GPME-SL   Grasp      4       2          D1B    76.22    145.00     58.85            1
 15    113 GPME-SL   Grasp      4       2          D2A    79.27    175.00     61.90            1
 15    114 GPME-SL   Grasp      4       2          D2B    80.77    180.00     63.40            1
 15    115 GPME-SL   Grasp      4       2          D2B    81.78    185.00     64.42            1
 15    116 GPME-SL   Grasp      4       2          D2B    80.25    205.00     62.88            1
 15    117 GPME-SL   Grasp      4       2          D1A    82.23    170.00     64.86            1
 15    118 GPME-SL   Grasp      4       2          D1B    81.76    225.00     64.39            1
 15    119 GPME-SL   Grasp      4       2          D2A    80.55    195.00     63.18            1
 15    120 GPME-SL   Grasp      4       2          D2B    77.41    165.00     60.04            1
 15    121 GPME-SL   Grasp      4       2          D1B    80.99    195.00     63.62            1
 15    122 GPME-SL   Grasp      4       2          D2A    80.32    200.00     62.95            1
 15    123 GPME-SL   Grasp      4       2          D1A    81.88    175.00     64.52            1
 15    124 GPME-SL   Grasp      4       2          D2B    85.50    180.00     68.13            1
 15    125 GPME-SL   Grasp      4       2          D2A    81.18    165.00     63.82            1
 15    126 GPME-SL   Grasp      4       2          D1B    76.50    195.00     59.13            1
 15    127 GPME-SL   Grasp      4       2          D2B    78.79    240.00     61.42            1
 15    128 GPME-SL   Grasp      4       2          D2A    75.80    190.00     58.43            1
 16      1 GMPE-SL   Grasp      1       0          D1A    80.75    445.00     58.09            1
 16      2 GMPE-SL   Grasp      1       0          D1A    78.16    495.00     55.50            1
 16      3 GMPE-SL   Grasp      1       0          D1A    73.27    410.00     50.61            1
 16      4 GMPE-SL   Grasp      1       0          D1A    79.93    290.00     57.27            1
 16      5 GMPE-SL   Grasp      1       0          D1B    82.72    355.00     60.06            1
 16      6 GMPE-SL   Grasp      1       0          D1B    81.20    365.00     58.54            1
 16      7 GMPE-SL   Grasp      1       0          D1B    82.10    550.00     59.44            1
 16      8 GMPE-SL   Grasp      1       0          D1A    86.07    210.00     63.41            1
 16      9 GMPE-SL   Grasp      1       0          D2B    78.35    335.00     55.69            1
 16     10 GMPE-SL   Grasp      1       0          D2A    74.78    330.00     52.12            1
 16     11 GMPE-SL   Grasp      1       0          D2B    82.87    460.00     60.21            1
 16     12 GMPE-SL   Grasp      1       1          D2B    76.00    385.00     53.34            1
 16     13 GMPE-SL   Grasp      1       1          D1B    82.52    395.00     59.85            1
 16     14 GMPE-SL   Grasp      1       1          D2B    75.55    360.00     52.89            1
 16     15 GMPE-SL   Grasp      1       1          D1A    81.60    285.00     58.94            1
 16     16 GMPE-SL   Grasp      1       1          D1A    81.13    395.00     58.47            1
 16     17 GMPE-SL   Grasp      1       1          D2B    78.61    395.00     55.95            1
 16     18 GMPE-SL   Grasp      1       1          D2B    80.49    420.00     57.83            1
 16     19 GMPE-SL   Grasp      1       5          D1B    79.01    480.00     56.35            1
 16     20 GMPE-SL   Grasp      1       5          D2A    77.78    320.00     55.12            1
 16     21 GMPE-SL   Grasp      1       5          D1B    79.75    295.00     57.09            1
 16     22 GMPE-SL   Grasp      1       5          D2A    77.05    335.00     54.39            1
 16     23 GMPE-SL   Grasp      1       5          D2B    75.45    340.00     52.79            1
 16     24 GMPE-SL   Grasp      1       5          D2A    74.28    370.00     51.62            1
 16     25 GMPE-SL   Grasp      1       5          D2A    78.25    575.00     55.59            1
 16     26 GMPE-SL   Grasp      1       5          D1A    79.09    345.00     56.43            1
 16     27 GMPE-SL   Grasp      1       7          D1B    81.10    445.00     58.44            1
 16     28 GMPE-SL   Grasp      1       7          D2A    77.65    250.00     54.99            1
 16     29 GMPE-SL   Grasp      1       7          D2A    80.67    370.00     58.01            1
 16     30 GMPE-SL   Grasp      1       8          D1B    77.91    285.00     55.25            1
 16     31 GMPE-SL   Grasp      1       8          D2A    77.89    365.00     55.23            1
 16     32 GMPE-SL   Grasp      1       8          D2B    77.37    350.00     54.71            1
 16     33 GMPE-SL   Grasp      2       8          D2A    76.05    625.00     55.26            1
 16     34 GMPE-SL   Grasp      2       8          D2B    72.34    620.00     51.56            1
 16     35 GMPE-SL   Grasp      2       8          D1A    67.44    510.00     46.66            1
 16     36 GMPE-SL   Grasp      2       8          D2A    66.96    625.00     46.18            1
 16     37 GMPE-SL   Grasp      2       8          D1B    73.72    370.00     52.94            1
 16     38 GMPE-SL   Grasp      2       8          D1B    68.55    400.00     47.77            1
 16     39 GMPE-SL   Grasp      2       8          D1A    73.07    520.00     52.29            1
 16     40 GMPE-SL   Grasp      2       8          D2B    74.92    680.00     54.13            1
 16     41 GMPE-SL   Grasp      2       8          D1B    74.09    470.00     53.30            1
 16     42 GMPE-SL   Grasp      2       8          D2A    74.53    590.00     53.75            1
 16     43 GMPE-SL   Grasp      2       8          D1A    74.72    250.00     53.94            1
 16     44 GMPE-SL   Grasp      2       8          D1A    77.68    260.00     56.89            1
 16     45 GMPE-SL   Grasp      2       8          D1B    78.15    240.00     57.37            1
 16     46 GMPE-SL   Grasp      2       8          D1A    80.46    385.00     59.68            1
 16     47 GMPE-SL   Grasp      2       8          D1B    78.54    305.00     57.75            1
 16     48 GMPE-SL   Grasp      2       8          D2A    69.82    275.00     49.04            1
 16     49 GMPE-SL   Grasp      2       8          D2A    72.92    375.00     52.14            1
 16     50 GMPE-SL   Grasp      2       8          D1A    75.08    205.00     54.29            1
 16     51 GMPE-SL   Grasp      2       8          D2B    81.43    220.00     60.64            1
 16     52 GMPE-SL   Grasp      2       8          D2B    74.16    475.00     53.38            1
 16     53 GMPE-SL   Grasp      2       8          D2A    77.10    235.00     56.31            1
 16     54 GMPE-SL   Grasp      2       8          D1B    75.36    440.00     54.58            1
 16     55 GMPE-SL   Grasp      2       8          D2B    74.02    375.00     53.24            1
 16     56 GMPE-SL   Grasp      2       8          D1B    71.59    410.00     50.81            1
 16     57 GMPE-SL   Grasp      2       8          D1A    72.39    360.00     51.60            1
 16     58 GMPE-SL   Grasp      2       8          D2A    75.17    370.00     54.39            1
 16     59 GMPE-SL   Grasp      2       8          D2A    72.09    275.00     51.31            1
 16     60 GMPE-SL   Grasp      2       8          D2B    69.29    355.00     48.50            1
 16     61 GMPE-SL   Grasp      2       8          D2B    69.49    330.00     48.71            1
 16     62 GMPE-SL   Grasp      2       8          D1A    72.33    305.00     51.54            1
 16     63 GMPE-SL   Grasp      2       8          D2B    74.30    395.00     53.51            1
 16     64 GMPE-SL   Grasp      2       8          D1B    70.19    450.00     49.40            1
 16     65 GMPE-SL   Grasp      3       8          D2B    72.43    800.00     51.73            1
 16     66 GMPE-SL   Grasp      3       8          D2A    72.73    560.00     52.04            1
 16     67 GMPE-SL   Grasp      3       8          D1A    74.55    345.00     53.85            1
 16     68 GMPE-SL   Grasp      3       8          D1B    74.00    340.00     53.31            1
 16     69 GMPE-SL   Grasp      3       8          D1B    77.06    315.00     56.37            1
 16     70 GMPE-SL   Grasp      3       8          D2B    76.05    330.00     55.36            1
 16     71 GMPE-SL   Grasp      3       8          D2B    74.35    360.00     53.65            1
 16     72 GMPE-SL   Grasp      3       8          D1A    75.56    400.00     54.86            1
 16     73 GMPE-SL   Grasp      3       8          D2B    71.58    330.00     50.88            1
 16     74 GMPE-SL   Grasp      3       8          D1A    79.60    455.00     58.90            1
 16     75 GMPE-SL   Grasp      3       8          D2B    71.69    305.00     50.99            1
 16     76 GMPE-SL   Grasp      3       8          D2A    78.09    265.00     57.40            1
 16     77 GMPE-SL   Grasp      3       8          D1B    74.41    320.00     53.71            1
 16     78 GMPE-SL   Grasp      3       8          D2A    73.82    260.00     53.12            1
 16     79 GMPE-SL   Grasp      3       8          D2A    75.78    230.00     55.08            1
 16     80 GMPE-SL   Grasp      3       8          D1A    75.90    340.00     55.21            1
 16     81 GMPE-SL   Grasp      3       8          D1A    75.58    410.00     54.88            1
 16     82 GMPE-SL   Grasp      3       8          D2A    73.37    260.00     52.67            1
 16     83 GMPE-SL   Grasp      3       8          D2B    76.47    330.00     55.78            1
 16     84 GMPE-SL   Grasp      3       8          D1B    75.26    340.00     54.56            1
 16     85 GMPE-SL   Grasp      3       8          D2A    78.09    310.00     57.40            1
 16     86 GMPE-SL   Grasp      3       8          D2B    75.46    430.00     54.76            1
 16     87 GMPE-SL   Grasp      3       8          D1A    72.39    280.00     51.69            1
 16     88 GMPE-SL   Grasp      3       8          D2A    80.43    615.00     59.74            1
 16     89 GMPE-SL   Grasp      3       8          D1A    71.82    350.00     51.13            1
 16     90 GMPE-SL   Grasp      3       8          D2A    78.62    445.00     57.93            1
 16     91 GMPE-SL   Grasp      3       8          D2B    78.35    565.00     57.65            1
 16     92 GMPE-SL   Grasp      3       8          D1A    72.08    210.00     51.39            1
 16     93 GMPE-SL   Grasp      3       8          D1B    78.23    300.00     57.53            1
 16     94 GMPE-SL   Grasp      3       8          D1B    77.24    300.00     56.55            1
 16     95 GMPE-SL   Grasp      3       8          D1B    81.56    225.00     60.86            1
 16     96 GMPE-SL   Grasp      3       8          D1B    80.45    330.00     59.75            1
 16     97 GMPE-SL   Grasp      4       8          D2A    75.28    875.00     54.83            1
 16     98 GMPE-SL   Grasp      4       8          D2A    77.33    330.00     56.89            1
 16     99 GMPE-SL   Grasp      4       8          D2B    77.46    415.00     57.02            1
 16    100 GMPE-SL   Grasp      4       8          D2A    78.18    415.00     57.74            1
 16    101 GMPE-SL   Grasp      4       8          D2A    80.22    335.00     59.78            1
 16    102 GMPE-SL   Grasp      4       8          D2B    79.23    295.00     58.79            1
 16    103 GMPE-SL   Grasp      4       8          D2B    73.72    575.00     53.28            1
 16    104 GMPE-SL   Grasp      4       8          D1B    71.92    725.00     51.48            1
 16    105 GMPE-SL   Grasp      4       8          D1B    70.13    350.00     49.69            1
 16    106 GMPE-SL   Grasp      4       8          D1A    74.80    340.00     54.35            1
 16    107 GMPE-SL   Grasp      4       8          D1A    74.06    350.00     53.62            1
 16    108 GMPE-SL   Grasp      4       8          D1B    72.84    345.00     52.40            1
 16    109 GMPE-SL   Grasp      4       8          D1A    73.13    270.00     52.68            1
 16    110 GMPE-SL   Grasp      4       8          D2A    70.21    285.00     49.77            1
 16    111 GMPE-SL   Grasp      4       8          D1B    77.50    275.00     57.05            1
 16    112 GMPE-SL   Grasp      4       8          D2B    73.18    380.00     52.73            1
 16    113 GMPE-SL   Grasp      4       8          D1A    74.38    235.00     53.94            1
 16    114 GMPE-SL   Grasp      4       8          D1A    76.33    295.00     55.89            1
 16    115 GMPE-SL   Grasp      4       8          D1B    78.17    300.00     57.73            1
 16    116 GMPE-SL   Grasp      4       8          D1A    71.16    345.00     50.72            1
 16    117 GMPE-SL   Grasp      4       8          D2B    72.38    425.00     51.94            1
 16    118 GMPE-SL   Grasp      4       8          D1A    67.65    360.00     47.21            1
 16    119 GMPE-SL   Grasp      4       8          D2B    68.93    405.00     48.49            1
 16    120 GMPE-SL   Grasp      4       8          D2A    71.41    330.00     50.97            1
 16    121 GMPE-SL   Grasp      4       8          D1A    74.28    355.00     53.84            1
 16    122 GMPE-SL   Grasp      4       8          D2A    74.58    405.00     54.13            1
 16    123 GMPE-SL   Grasp      4       8          D2B    75.85    575.00     55.40            1
 16    124 GMPE-SL   Grasp      4       8          D1B    67.18    605.00     46.74            1
 16    125 GMPE-SL   Grasp      4       8          D1B    69.09    650.00     48.64            1
 16    126 GMPE-SL   Grasp      4       8          D1B    79.33    290.00     58.89            1
 16    127 GMPE-SL   Grasp      4       8          D2B    79.84    435.00     59.40            1
 16    128 GMPE-SL   Grasp      4       8          D2A    75.35    475.00     54.90            1
 17      1 PMGE-SL   Grasp      1       0          D1A    72.70    245.00     55.58            1
 17      2 PMGE-SL   Grasp      1       0          D2A    75.16    190.00     58.04            1
 17      3 PMGE-SL   Grasp      1       0          D1A    74.49    185.00     57.38            1
 17      4 PMGE-SL   Grasp      1       1          D2B    73.33    250.00     56.21            1
 17      5 PMGE-SL   Grasp      1       1          D1B    78.27    285.00     61.15            1
 17      6 PMGE-SL   Grasp      1       1          D2B    75.50    195.00     58.39            1
 17      7 PMGE-SL   Grasp      1       1          D1B    78.31    185.00     61.19            1
 17      8 PMGE-SL   Grasp      1       1          D1A    73.64    170.00     56.52            1
 17      9 PMGE-SL   Grasp      1       1          D2B    72.11    235.00     55.00            1
 17     10 PMGE-SL   Grasp      1       1          D2A    70.75    205.00     53.64            1
 17     11 PMGE-SL   Grasp      1       1          D2B    70.81    170.00     53.70            1
 17     12 PMGE-SL   Grasp      1       1          D2B    72.84    250.00     55.72            1
 17     13 PMGE-SL   Grasp      1       1          D1B    72.43    215.00     55.31            1
 17     14 PMGE-SL   Grasp      1       1          D2A    73.72    240.00     56.60            1
 17     15 PMGE-SL   Grasp      1       1          D1A    71.05    190.00     53.93            1
 17     16 PMGE-SL   Grasp      1       1          D1B    70.08    220.00     52.96            1
 17     17 PMGE-SL   Grasp      1       1          D1B    72.28    280.00     55.17            1
 17     18 PMGE-SL   Grasp      1       1          D1B    72.71    330.00     55.59            1
 17     19 PMGE-SL   Grasp      1       1          D1A    70.83    205.00     53.72            1
 17     20 PMGE-SL   Grasp      1       1          D2A    75.02    170.00     57.91            1
 17     21 PMGE-SL   Grasp      1       1          D1A    71.92    195.00     54.81            1
 17     22 PMGE-SL   Grasp      1       1          D1A    68.87    220.00     51.76            1
 17     23 PMGE-SL   Grasp      1       1          D2A    72.52    205.00     55.40            1
 17     24 PMGE-SL   Grasp      1       1          D2B    76.38    230.00     59.27            1
 17     25 PMGE-SL   Grasp      1       1          D1B    72.24    175.00     55.13            1
 17     26 PMGE-SL   Grasp      1       1          D2A    76.49    160.00     59.37            1
 17     27 PMGE-SL   Grasp      1       1          D2A    77.31    215.00     60.19            1
 17     28 PMGE-SL   Grasp      1       1          D2B    75.85    185.00     58.73            1
 17     29 PMGE-SL   Grasp      1       1          D1B    71.40    300.00     54.28            1
 17     30 PMGE-SL   Grasp      1       1          D2A    75.75    235.00     58.63            1
 17     31 PMGE-SL   Grasp      1       1          D1A    72.59    295.00     55.48            1
 17     32 PMGE-SL   Grasp      1       1          D2B    72.46    210.00     55.34            1
 17     33 PMGE-SL   Grasp      2       1          D1B    77.17    430.00     60.23            1
 17     34 PMGE-SL   Grasp      2       1          D1B    72.84    215.00     55.89            1
 17     35 PMGE-SL   Grasp      2       1          D2B    70.37    200.00     53.42            1
 17     36 PMGE-SL   Grasp      2       1          D1A    68.60    210.00     51.66            1
 17     37 PMGE-SL   Grasp      2       1          D2B    70.43    190.00     53.49            1
 17     38 PMGE-SL   Grasp      2       1          D2A    69.84    210.00     52.89            1
 17     39 PMGE-SL   Grasp      2       1          D1B    75.42    175.00     58.48            1
 17     40 PMGE-SL   Grasp      2       1          D2B    71.12    190.00     54.17            1
 17     41 PMGE-SL   Grasp      2       1          D1A    66.71    240.00     49.77            1
 17     42 PMGE-SL   Grasp      2       1          D2A    71.91    195.00     54.97            1
 17     43 PMGE-SL   Grasp      2       1          D2A    70.50    175.00     53.55            1
 17     44 PMGE-SL   Grasp      2       1          D2A    72.99    185.00     56.05            1
 17     45 PMGE-SL   Grasp      2       1          D1B    67.53    235.00     50.59            1
 17     46 PMGE-SL   Grasp      2       1          D2A    73.90    205.00     56.96            1
 17     47 PMGE-SL   Grasp      2       1          D2B    73.58    275.00     56.63            1
 17     48 PMGE-SL   Grasp      2       1          D1A    69.44    210.00     52.50            1
 17     49 PMGE-SL   Grasp      2       1          D2A    71.46    225.00     54.52            1
 17     50 PMGE-SL   Grasp      2       1          D1B    67.77    265.00     50.82            1
 17     51 PMGE-SL   Grasp      2       1          D1A    73.41    195.00     56.47            1
 17     52 PMGE-SL   Grasp      2       1          D1A    67.95    260.00     51.01            1
 17     53 PMGE-SL   Grasp      2       1          D2B    70.03    225.00     53.09            1
 17     54 PMGE-SL   Grasp      2       1          D1A    67.95    175.00     51.01            1
 17     55 PMGE-SL   Grasp      2       1          D1A    71.25    220.00     54.30            1
 17     56 PMGE-SL   Grasp      2       1          D1B    64.23    210.00     47.28            1
 17     57 PMGE-SL   Grasp      2       1          D2B    71.41    210.00     54.47            1
 17     58 PMGE-SL   Grasp      2       1          D2A    69.04    215.00     52.10            1
 17     59 PMGE-SL   Grasp      2       1          D1B    73.12    190.00     56.17            1
 17     60 PMGE-SL   Grasp      2       1          D1A    70.69    245.00     53.75            1
 17     61 PMGE-SL   Grasp      2       1          D1B    69.14    240.00     52.20            1
 17     62 PMGE-SL   Grasp      2       1          D2B    73.62    175.00     56.67            1
 17     63 PMGE-SL   Grasp      2       1          D2B    74.15    235.00     57.20            1
 17     64 PMGE-SL   Grasp      2       1          D2A    74.71    155.00     57.77            1
 17     65 PMGE-SL   Grasp      3       1          D2A    76.93    350.00     60.08            1
 17     66 PMGE-SL   Grasp      3       1          D1B    75.62    265.00     58.77            1
 17     67 PMGE-SL   Grasp      3       1          D1B    74.26    230.00     57.41            1
 17     68 PMGE-SL   Grasp      3       1          D1A    71.04    195.00     54.19            1
 17     69 PMGE-SL   Grasp      3       1          D2A    76.72    260.00     59.87            1
 17     70 PMGE-SL   Grasp      3       1          D2A    74.68    195.00     57.84            1
 17     71 PMGE-SL   Grasp      3       1          D1A    80.99    200.00     64.15            1
 17     72 PMGE-SL   Grasp      3       1          D1B    70.12    380.00     53.28            1
 17     73 PMGE-SL   Grasp      3       1          D2B    70.59    260.00     53.74            1
 17     74 PMGE-SL   Grasp      3       1          D2B    68.80    315.00     51.95            1
 17     75 PMGE-SL   Grasp      3       1          D1A    70.94    225.00     54.10            1
 17     76 PMGE-SL   Grasp      3       1          D1A    72.61    215.00     55.77            1
 17     77 PMGE-SL   Grasp      3       1          D2B    71.27    200.00     54.42            1
 17     78 PMGE-SL   Grasp      3       1          D2A    72.23    200.00     55.39            1
 17     79 PMGE-SL   Grasp      3       1          D1B    71.71    185.00     54.86            1
 17     80 PMGE-SL   Grasp      3       1          D1B    67.72    230.00     50.87            1
 17     81 PMGE-SL   Grasp      3       1          D1A    74.26    310.00     57.42            1
 17     82 PMGE-SL   Grasp      3       1          D1B    74.48    190.00     57.63            1
 17     83 PMGE-SL   Grasp      3       1          D2A    76.76    235.00     59.92            1
 17     84 PMGE-SL   Grasp      3       1          D2B    75.08    230.00     58.24            1
 17     85 PMGE-SL   Grasp      3       1          D2B    71.88    215.00     55.03            1
 17     86 PMGE-SL   Grasp      3       1          D2B    73.08    290.00     56.23            1
 17     87 PMGE-SL   Grasp      3       1          D2A    70.33    230.00     53.48            1
 17     88 PMGE-SL   Grasp      3       1          D2A    73.68    210.00     56.84            1
 17     89 PMGE-SL   Grasp      3       1          D2A    70.92    200.00     54.08            1
 17     90 PMGE-SL   Grasp      3       1          D1A    66.25    250.00     49.40            1
 17     91 PMGE-SL   Grasp      3       1          D1A    71.33    195.00     54.48            1
 17     92 PMGE-SL   Grasp      3       1          D2B    67.56    230.00     50.71            1
 17     93 PMGE-SL   Grasp      3       1          D1B    68.71    210.00     51.86            1
 17     94 PMGE-SL   Grasp      3       1          D2B    71.90    210.00     55.06            1
 17     95 PMGE-SL   Grasp      3       1          D1B    68.20    225.00     51.35            1
 17     96 PMGE-SL   Grasp      3       1          D1A    70.27    200.00     53.43            1
 17     97 PMGE-SL   Grasp      4       1          D2A    69.70    265.00     52.65            1
 17     98 PMGE-SL   Grasp      4       1          D1B    73.83    205.00     56.79            1
 17     99 PMGE-SL   Grasp      4       1          D2A    71.04    255.00     54.00            1
 17    100 PMGE-SL   Grasp      4       1          D1A    74.48    235.00     57.44            1
 17    101 PMGE-SL   Grasp      4       1          D2A    70.58    230.00     53.54            1
 17    102 PMGE-SL   Grasp      4       2          D1B    71.76    205.00     54.72            1
 17    103 PMGE-SL   Grasp      4       2          D1B    71.16    230.00     54.12            1
 17    104 PMGE-SL   Grasp      4       2          D2A    74.44    200.00     57.39            1
 17    105 PMGE-SL   Grasp      4       2          D1A    74.36    195.00     57.32            1
 17    106 PMGE-SL   Grasp      4       2          D1B    73.86    225.00     56.82            1
 17    107 PMGE-SL   Grasp      4       2          D2B    76.32    235.00     59.28            1
 17    108 PMGE-SL   Grasp      4       2          D2B    76.44    190.00     59.40            1
 17    109 PMGE-SL   Grasp      4       2          D1A    74.29    325.00     57.25            1
 17    110 PMGE-SL   Grasp      4       2          D2B    73.45    230.00     56.41            1
 17    111 PMGE-SL   Grasp      4       2          D2B    75.84    180.00     58.80            1
 17    112 PMGE-SL   Grasp      4       2          D2B    75.64    210.00     58.60            1
 17    113 PMGE-SL   Grasp      4       2          D2B    75.22    220.00     58.18            1
 17    114 PMGE-SL   Grasp      4       2          D1B    74.30    245.00     57.25            1
 17    115 PMGE-SL   Grasp      4       2          D1A    72.35    260.00     55.31            1
 17    116 PMGE-SL   Grasp      4       2          D1A    77.04    190.00     60.00            1
 17    117 PMGE-SL   Grasp      4       2          D1A    71.83     25.00     54.79            1
 17    118 PMGE-SL   Grasp      4       2          D1B    72.11    195.00     55.07            1
 17    119 PMGE-SL   Grasp      4       2          D1A    72.35    255.00     55.31            1
 17    120 PMGE-SL   Grasp      4       2          D2B    71.92    240.00     54.88            1
 17    121 PMGE-SL   Grasp      4       2          D2B    74.87    235.00     57.83            1
 17    122 PMGE-SL   Grasp      4       2          D2A    72.10    165.00     55.06            1
