Sub  Trial   Group    Task  Block  Errors      Stimuli    MaxAp        RT  G12MaxAp
  3    118  MPG-SL   Grasp      4       5          D1A    76.97    245.00     59.35
  3    119  MPG-SL   Grasp      4       5          D1A    79.66    265.00     62.04
  3    120  MPG-SL   Grasp      4       5          D1B    80.77    295.00     63.16
  3    121  MPG-SL   Grasp      4       5          D1B    86.03    280.00     68.42
  3    122  MPG-SL   Grasp      4       5          D2A    82.97    350.00     65.36
  3    123  MPG-SL   Grasp      4       5          D2B    81.32    220.00     63.70
  3    124  MPG-SL   Grasp      4       5          D1A    80.11    225.00     62.50
  3    125  MPG-SL   Grasp      4       5          D1B    80.06    235.00     62.45
  3    126  MPG-SL   Grasp      4       5          D2B    88.87    330.00     71.26
  3    127  MPG-SL   Grasp      4       5          D1B    80.78    260.00     63.17
  3    128  MPG-SL   Grasp      4       5          D2A    72.00    210.00     54.38
  4      1  MGP-SL   Grasp      1       0          D1B    76.85    420.00     52.41
  4      2  MGP-SL   Grasp      1       0          D2B    75.91    235.00     51.47
  4      3  MGP-SL   Grasp      1       0          D2B    77.83    255.00     53.39
  4      4  MGP-SL   Grasp      1       0          D1A    72.70    280.00     48.26
  4      5  MGP-SL   Grasp      1       0          D2A    75.00    180.00     50.56
  4      6  MGP-SL   Grasp      1       0          D1A    78.27    250.00     53.83
  4      7  MGP-SL   Grasp      1       0          D1A    77.52    315.00     53.08
  4      8  MGP-SL   Grasp      1       0          D2B    77.33    265.00     52.89
  4      9  MGP-SL   Grasp      1       0          D2B    76.15    195.00     51.71
  4     10  MGP-SL   Grasp      1       0          D1B    79.81    265.00     55.37
  4     11  MGP-SL   Grasp      1       0          D2B    77.65    235.00     53.21
  4     12  MGP-SL   Grasp      1       0          D1A    78.82    295.00     54.38
  4     13  MGP-SL   Grasp      1       0          D2A    81.08    305.00     56.64
  4     14  MGP-SL   Grasp      1       0          D1B    78.55    305.00     54.11
  4     15  MGP-SL   Grasp      1       0          D2B    79.96    215.00     55.52
  4     16  MGP-SL   Grasp      1       0          D2A    76.21    230.00     51.77
  4     17  MGP-SL   Grasp      1       0          D1A    81.24    275.00     56.80
  4     18  MGP-SL   Grasp      1       0          D2A    78.20    265.00     53.76
  4     19  MGP-SL   Grasp      1       0          D1A    78.40    315.00     53.96
  4     20  MGP-SL   Grasp      1       0          D1B    79.83    415.00     55.39
  4     21  MGP-SL   Grasp      1       0          D1B    82.45    340.00     58.01
  4     22  MGP-SL   Grasp      1       0          D1B    77.18    265.00     52.74
  4     23  MGP-SL   Grasp      1       0          D2A    77.92    215.00     53.48
  4     24  MGP-SL   Grasp      1       0          D1A    79.41    390.00     54.97
  4     25  MGP-SL   Grasp      1       0          D2A    81.70    255.00     57.26
  4     26  MGP-SL   Grasp      1       0          D2B    80.62    340.00     56.18
  4     27  MGP-SL   Grasp      1       0          D1A    82.22    255.00     57.78
  4     28  MGP-SL   Grasp      1       0          D1B    81.19    375.00     56.75
  4     29  MGP-SL   Grasp      1       0          D2A    74.77    270.00     50.33
  4     30  MGP-SL   Grasp      1       0          D2A    86.32    340.00     61.88
  4     31  MGP-SL   Grasp      1       0          D2B    83.77    220.00     59.33
  4     32  MGP-SL   Grasp      1       0          D1B    79.78    235.00     55.34
  4     33  MGP-SL   Grasp      2       0          D1B    77.52    380.00     53.41
  4     34  MGP-SL   Grasp      2       0          D2A    79.52    335.00     55.41
  4     35  MGP-SL   Grasp      2       0          D2B    79.50    285.00     55.39
  4     36  MGP-SL   Grasp      2       0          D2B    77.23    190.00     53.12
  4     37  MGP-SL   Grasp      2       0          D2A    82.88    305.00     58.77
  4     38  MGP-SL   Grasp      2       0          D2A    76.13    315.00     52.02
  4     39  MGP-SL   Grasp      2       0          D2A    83.70    410.00     59.59
  4     40  MGP-SL   Grasp      2       0          D1A    76.39    275.00     52.28
  4     41  MGP-SL   Grasp      2       0          D1B    76.31    270.00     52.20
  4     42  MGP-SL   Grasp      2       0          D1A    75.62    355.00     51.51
  4     43  MGP-SL   Grasp      2       0          D2B    76.80    260.00     52.69
  4     44  MGP-SL   Grasp      2       0          D1B    73.56    325.00     49.45
  4     45  MGP-SL   Grasp      2       0          D2A    72.93    265.00     48.82
  4     46  MGP-SL   Grasp      2       0          D2B    73.96    400.00     49.85
  4     47  MGP-SL   Grasp      2       0          D2B    72.13    465.00     48.03
  4     48  MGP-SL   Grasp      2       0          D1B    76.98    355.00     52.87
  4     49  MGP-SL   Grasp      2       0          D2A    76.29    345.00     52.19
  4     50  MGP-SL   Grasp      2       0          D1A    80.04    360.00     55.93
  4     51  MGP-SL   Grasp      2       0          D1B    75.54    375.00     51.44
  4     52  MGP-SL   Grasp      2       0          D2B    78.86    330.00     54.76
  4     53  MGP-SL   Grasp      2       0          D2B    80.15    275.00     56.04
  4     54  MGP-SL   Grasp      2       0          D2A    76.75    255.00     52.64
  4     55  MGP-SL   Grasp      2       0          D1B    74.29    375.00     50.18
  4     56  MGP-SL   Grasp      2       0          D1A    75.97    475.00     51.87
  4     57  MGP-SL   Grasp      2       0          D1A    77.36    280.00     53.25
  4     58  MGP-SL   Grasp      2       0          D1A    78.21    515.00     54.11
  4     59  MGP-SL   Grasp      2       0          D1A    78.04    290.00     53.93
  4     60  MGP-SL   Grasp      2       0          D2B    73.67    495.00     49.57
  4     61  MGP-SL   Grasp      2       0          D1B    76.71    540.00     52.60
  4     62  MGP-SL   Grasp      2       0          D1B    74.38    285.00     50.28
  4     63  MGP-SL   Grasp      2       0          D1A    74.67    305.00     50.56
  4     64  MGP-SL   Grasp      2       0          D2A    74.37    395.00     50.27
  4     65  MGP-SL   Grasp      3       0          D2A    77.00    535.00     52.93
  4     66  MGP-SL   Grasp      3       0          D1A    76.58    240.00     52.51
  4     67  MGP-SL   Grasp      3       0          D1A    79.29    250.00     55.22
  4     68  MGP-SL   Grasp      3       0          D2B    75.70    420.00     51.63
  4     69  MGP-SL   Grasp      3       0          D2A    81.91    285.00     57.84
  4     70  MGP-SL   Grasp      3       0          D2B    75.16    425.00     51.09
  4     71  MGP-SL   Grasp      3       0          D1A    74.10    395.00     50.03
  4     72  MGP-SL   Grasp      3       0          D1A    73.34    305.00     49.26
  4     73  MGP-SL   Grasp      3       0          D1B    74.77    300.00     50.70
  4     74  MGP-SL   Grasp      3       0          D2B    75.31    365.00     51.24
  4     75  MGP-SL   Grasp      3       0          D1A    78.38    475.00     54.31
  4     76  MGP-SL   Grasp      3       0          D2A    76.39    350.00     52.32
  4     77  MGP-SL   Grasp      3       0          D1B    76.04    315.00     51.97
  4     78  MGP-SL   Grasp      3       0          D1B    75.71    270.00     51.63
  4     79  MGP-SL   Grasp      3       0          D2B    79.42    260.00     55.35
  4     80  MGP-SL   Grasp      3       0          D2A    79.03    275.00     54.96
  4     81  MGP-SL   Grasp      3       0          D1B    78.62    350.00     54.55
  4     82  MGP-SL   Grasp      3       0          D1A    77.90    360.00     53.82
  4     83  MGP-SL   Grasp      3       0          D2A    80.41    445.00     56.34
  4     84  MGP-SL   Grasp      3       0          D2A    78.80    350.00     54.73
  4     85  MGP-SL   Grasp      3       0          D1B    76.48    410.00     52.41
  4     86  MGP-SL   Grasp      3       0          D2B    78.87    285.00     54.80
  4     87  MGP-SL   Grasp      3       0          D1B    79.97    430.00     55.90
  4     88  MGP-SL   Grasp      3       0          D2B    76.94    350.00     52.87
  4     89  MGP-SL   Grasp      3       0          D2A    77.89    370.00     53.82
  4     90  MGP-SL   Grasp      3       0          D1B    78.62    395.00     54.55
  4     91  MGP-SL   Grasp      3       0          D1A    80.28    380.00     56.21
  4     92  MGP-SL   Grasp      3       0          D2B    83.20    475.00     59.13
  4     93  MGP-SL   Grasp      3       0          D2B    83.06    340.00     58.99
  4     94  MGP-SL   Grasp      3       0          D2A    80.53    375.00     56.46
  4     95  MGP-SL   Grasp      3       0          D1B    82.31    495.00     58.24
  4     96  MGP-SL   Grasp      3       0          D1A    81.88    430.00     57.80
  4     97  MGP-SL   Grasp      4       0          D2B    80.43    415.00     55.87
  4     98  MGP-SL   Grasp      4       0          D1A    81.27    370.00     56.71
  4     99  MGP-SL   Grasp      4       0          D1A    74.71    335.00     50.15
  4    100  MGP-SL   Grasp      4       0          D2A    78.40    245.00     53.84
  4    101  MGP-SL   Grasp      4       0          D2B    74.81    280.00     50.25
  4    102  MGP-SL   Grasp      4       0          D2A    76.79    445.00     52.23
  4    103  MGP-SL   Grasp      4       0          D1A    73.93    350.00     49.38
  4    104  MGP-SL   Grasp      4       0          D1A    76.84    270.00     52.28
  4    105  MGP-SL   Grasp      4       0          D1B    76.55    250.00     51.99
  4    106  MGP-SL   Grasp      4       0          D2A    76.89    305.00     52.34
  4    107  MGP-SL   Grasp      4       0          D2B    77.85    295.00     53.29
  4    108  MGP-SL   Grasp      4       0          D1B    71.14    210.00     46.59
  4    109  MGP-SL   Grasp      4       0          D2B    76.01    370.00     51.45
  4    110  MGP-SL   Grasp      4       0          D1A    76.10    280.00     51.55
  4    111  MGP-SL   Grasp      4       0          D2A    78.59    345.00     54.03
  4    112  MGP-SL   Grasp      4       0          D2B    76.45    415.00     51.89
  4    113  MGP-SL   Grasp      4       0          D2A    75.10    345.00     50.55
  4    114  MGP-SL   Grasp      4       0          D2A    76.75    375.00     52.20
  4    115  MGP-SL   Grasp      4       0          D2B    76.29    290.00     51.74
  4    116  MGP-SL   Grasp      4       0          D1B    76.37    310.00     51.81
  4    117  MGP-SL   Grasp      4       0          D1A    78.66    355.00     54.11
  4    118  MGP-SL   Grasp      4       0          D1B    75.59    440.00     51.03
  4    119  MGP-SL   Grasp      4       0          D2A    79.03    520.00     54.47
  4    120  MGP-SL   Grasp      4       0          D1A    76.72    295.00     52.17
  4    121  MGP-SL   Grasp      4       0          D1B    76.75    330.00     52.19
  4    122  MGP-SL   Grasp      4       0          D1B    77.84    205.00     53.29
  4    123  MGP-SL   Grasp      4       0          D2A    75.83    280.00     51.27
  4    124  MGP-SL   Grasp      4       0          D1B    80.08    295.00     55.52
  4    125  MGP-SL   Grasp      4       0          D1A    81.06    270.00     56.50
  4    126  MGP-SL   Grasp      4       0          D2B    78.68    285.00     54.12
  4    127  MGP-SL   Grasp      4       0          D1B    79.22    420.00     54.66
  4    128  MGP-SL   Grasp      4       0          D2B    78.94    240.00     54.38
  5      1  GPM-SL   Grasp      1       0          D2A    70.29    315.00     50.06
  5      2  GPM-SL   Grasp      1       0          D1A    64.01    275.00     43.78
  5      3  GPM-SL   Grasp      1       0          D1A    65.54    240.00     45.31
  5      4  GPM-SL   Grasp      1       0          D1B    66.25    230.00     46.03
  5      5  GPM-SL   Grasp      1       0          D1A    64.61    285.00     44.38
  5      6  GPM-SL   Grasp      1       0          D2A    66.13    265.00     45.90
  5      7  GPM-SL   Grasp      1       0          D2A    68.38    265.00     48.16
  5      8  GPM-SL   Grasp      1       0          D2B    70.08    230.00     49.85
  5      9  GPM-SL   Grasp      1       0          D2A    66.30    220.00     46.08
  5     10  GPM-SL   Grasp      1       0          D2B    65.49    240.00     45.27
  5     11  GPM-SL   Grasp      1       0          D1A    70.35    400.00     50.12
  5     12  GPM-SL   Grasp      1       0          D1B    68.81    280.00     48.58
  5     13  GPM-SL   Grasp      1       0          D1A    67.29    200.00     47.07
  5     14  GPM-SL   Grasp      1       0          D1A    65.92    275.00     45.70
  5     15  GPM-SL   Grasp      1       0          D2B    66.11    235.00     45.89
  5     16  GPM-SL   Grasp      1       0          D2B    69.35    235.00     49.13
  5     17  GPM-SL   Grasp      1       0          D1B    70.47    255.00     50.25
  5     18  GPM-SL   Grasp      1       0          D2A    73.18    250.00     52.95
  5     19  GPM-SL   Grasp      1       0          D1B    71.28    205.00     51.06
  5     20  GPM-SL   Grasp      1       0          D1B    63.91    260.00     43.68
  5     21  GPM-SL   Grasp      1       0          D2B    67.01    240.00     46.78
  5     22  GPM-SL   Grasp      1       0          D2A    70.43    265.00     50.20
  5     23  GPM-SL   Grasp      1       0          D2A    69.87    395.00     49.64
  5     24  GPM-SL   Grasp      1       0          D1A    71.58    265.00     51.36
  5     25  GPM-SL   Grasp      1       0          D2B    69.57    335.00     49.34
  5     26  GPM-SL   Grasp      1       0          D1B    71.71    220.00     51.48
  5     27  GPM-SL   Grasp      1       0          D1B    65.81    250.00     45.58
  5     28  GPM-SL   Grasp      1       0          D2B    66.06    200.00     45.84
  5     29  GPM-SL   Grasp      1       0          D2B    70.52    250.00     50.29
  5     30  GPM-SL   Grasp      1       0          D1A    69.31    255.00     49.08
  5     31  GPM-SL   Grasp      1       0          D1B    69.57    215.00     49.35
  5     32  GPM-SL   Grasp      1       0          D2A    66.37    250.00     46.14
  5     33  GPM-SL   Grasp      2       2          D2A    69.74    310.00     51.40
  5     34  GPM-SL   Grasp      2       2          D1A    71.30    250.00     52.96
  5     35  GPM-SL   Grasp      2       2          D2B    69.66    250.00     51.32
  5     36  GPM-SL   Grasp      2       2          D2B    71.69    280.00     53.34
  5     37  GPM-SL   Grasp      2       2          D1A    68.84    285.00     50.49
  5     38  GPM-SL   Grasp      2       2          D2A    72.46    300.00     54.11
  5     39  GPM-SL   Grasp      2       2          D1B    71.09    220.00     52.75
  5     40  GPM-SL   Grasp      2       3          D2A    69.41    225.00     51.07
  5     41  GPM-SL   Grasp      2       3          D2B    71.78    235.00     53.44
  5     42  GPM-SL   Grasp      2       3          D1A    70.22    275.00     51.88
  5     43  GPM-SL   Grasp      2       8          D1B    63.77    235.00     45.43
  5     44  GPM-SL   Grasp      2       8          D2B    64.68    295.00     46.33
  5     45  GPM-SL   Grasp      2       8          D2B    64.37    240.00     46.03
  5     46  GPM-SL   Grasp      2       8          D1A    60.08    200.00     41.74
  5     47  GPM-SL   Grasp      2       8          D2A    63.96    240.00     45.61
  5     48  GPM-SL   Grasp      2       8          D1A    70.18    225.00     51.84
  5     49  GPM-SL   Grasp      2       8          D2A    63.55    205.00     45.20
  5     50  GPM-SL   Grasp      2       8          D1B    64.03    160.00     45.68
  5     51  GPM-SL   Grasp      2       8          D1B    65.12    205.00     46.78
  5     52  GPM-SL   Grasp      2       8          D2A    63.95    205.00     45.60
  5     53  GPM-SL   Grasp      2       8          D2A    62.49    300.00     44.14
  5     54  GPM-SL   Grasp      2       8          D2B    60.87    230.00     42.52
  5     55  GPM-SL   Grasp      2       8          D2B    64.39    175.00     46.05
  5     56  GPM-SL   Grasp      2       8          D2A    65.64    240.00     47.29
  5     57  GPM-SL   Grasp      2       8          D2B    66.32    200.00     47.97
  5     58  GPM-SL   Grasp      2       8          D1A    60.55    225.00     42.20
  5     59  GPM-SL   Grasp      2       8          D1A    64.56    230.00     46.22
  5     60  GPM-SL   Grasp      2       8          D1B    61.72    215.00     43.37
  5     61  GPM-SL   Grasp      2       8          D1B    64.34    190.00     46.00
  5     62  GPM-SL   Grasp      2       8          D1A    63.48    195.00     45.13
  5     63  GPM-SL   Grasp      2       8          D1B    68.71    190.00     50.37
  5     64  GPM-SL   Grasp      2       8          D1B    63.74    190.00     45.39
  5     65  GPM-SL   Grasp      3       8          D2B    67.47    310.00     51.20
  5     66  GPM-SL   Grasp      3       8          D2A    66.76    235.00     50.50
  5     67  GPM-SL   Grasp      3       8          D1A    68.00    190.00     51.73
  5     68  GPM-SL   Grasp      3       8          D2A    68.88    280.00     52.61
  5     69  GPM-SL   Grasp      3       8          D1A    66.10    190.00     49.83
  5     70  GPM-SL   Grasp      3       8          D1B    68.70    210.00     52.44
  5     71  GPM-SL   Grasp      3       8          D1A    62.59    180.00     46.32
  5     72  GPM-SL   Grasp      3       8          D2B    65.87    175.00     49.60
  5     73  GPM-SL   Grasp      3       8          D2A    66.84    255.00     50.58
  5     74  GPM-SL   Grasp      3       8          D1A    63.29    240.00     47.02
  5     75  GPM-SL   Grasp      3       8          D1B    64.57    210.00     48.30
  5     76  GPM-SL   Grasp      3       8          D2B    63.71    185.00     47.44
  5     77  GPM-SL   Grasp      3       8          D1B    66.11    230.00     49.84
  5     78  GPM-SL   Grasp      3       8          D1A    62.37    215.00     46.10
  5     79  GPM-SL   Grasp      3       8          D2B    62.02    250.00     45.76
  5     80  GPM-SL   Grasp      3       8          D1A    63.27    240.00     47.00
  5     81  GPM-SL   Grasp      3       8          D1B    61.90    150.00     45.63
  5     82  GPM-SL   Grasp      3       8          D2B    60.39    175.00     44.12
  5     83  GPM-SL   Grasp      3       8          D1B    62.74    240.00     46.48
  5     84  GPM-SL   Grasp      3       8          D2B    64.70    280.00     48.43
  5     85  GPM-SL   Grasp      3       8          D1B    64.59    225.00     48.32
  5     86  GPM-SL   Grasp      3       8          D2A    63.86    210.00     47.59
  5     87  GPM-SL   Grasp      3       8          D1B    62.13    220.00     45.86
  5     88  GPM-SL   Grasp      3       8          D1B    61.24    230.00     44.97
  5     89  GPM-SL   Grasp      3       8          D2B    64.48    260.00     48.21
  5     90  GPM-SL   Grasp      3       8          D1A    64.11    305.00     47.85
  5     91  GPM-SL   Grasp      3       8          D2A    64.98    175.00     48.71
  5     92  GPM-SL   Grasp      3       8          D2A    62.46    220.00     46.19
  5     93  GPM-SL   Grasp      3       8          D1A    62.86    240.00     46.60
  5     94  GPM-SL   Grasp      3       8          D2B    62.73    195.00     46.46
  5     95  GPM-SL   Grasp      3       8          D2A    62.79    170.00     46.53
  5     96  GPM-SL   Grasp      3       8          D2A    64.15    130.00     47.88
  5     97  GPM-SL   Grasp      4       8          D1A    64.49    265.00     49.72
  5     98  GPM-SL   Grasp      4       8          D2A    64.52    205.00     49.76
  5     99  GPM-SL   Grasp      4       8          D2A    66.05    270.00     51.29
  5    100  GPM-SL   Grasp      4       8          D1B    63.49    205.00     48.72
  5    101  GPM-SL   Grasp      4       8          D1A    62.26    255.00     47.50
  5    102  GPM-SL   Grasp      4       8          D1B    61.84    200.00     47.08
  5    103  GPM-SL   Grasp      4       8          D1A    58.91    200.00     44.15
  5    104  GPM-SL   Grasp      4       8          D1A    59.37    190.00     44.60
  5    105  GPM-SL   Grasp      4       8          D2A    62.29    205.00     47.53
  5    106  GPM-SL   Grasp      4       8          D2B    68.44    195.00     53.67
  5    107  GPM-SL   Grasp      4       8          D2B    68.84    175.00     54.07
  5    108  GPM-SL   Grasp      4       8          D2B    65.77    205.00     51.01
  5    109  GPM-SL   Grasp      4       8          D1B    62.60    195.00     47.83
  5    110  GPM-SL   Grasp      4       8          D1B    63.18    190.00     48.41
  5    111  GPM-SL   Grasp      4       8          D1A    64.64    240.00     49.88
  5    112  GPM-SL   Grasp      4       8          D2B    65.13    240.00     50.37
  5    113  GPM-SL   Grasp      4       8          D1A    62.92    185.00     48.16
  5    114  GPM-SL   Grasp      4       8          D2B    64.36    215.00     49.60
  5    115  GPM-SL   Grasp      4       8          D2A    68.07    170.00     53.31
  5    116  GPM-SL   Grasp      4       8          D1B    62.75    215.00     47.99
  5    117  GPM-SL   Grasp      4       8          D2A    67.23    225.00     52.47
  5    118  GPM-SL   Grasp      4       8          D2A    61.74    180.00     46.97
  5    119  GPM-SL   Grasp      4       8          D2A    60.87    205.00     46.11
  5    120  GPM-SL   Grasp      4       8          D1B    63.93    175.00     49.17
  5    121  GPM-SL   Grasp      4       8          D2B    63.77    145.00     49.00
  5    122  GPM-SL   Grasp      4       8          D1A    64.34    130.00     49.58
  5    123  GPM-SL   Grasp      4       8          D1A    63.12    185.00     48.35
  5    124  GPM-SL   Grasp      4       8          D2A    62.34    225.00     47.58
  5    125  GPM-SL   Grasp      4       8          D1B    62.64    240.00     47.88
  5    126  GPM-SL   Grasp      4       8          D2B    61.17    195.00     46.40
  5    127  GPM-SL   Grasp      4       8          D2B    65.87    170.00     51.11
  5    128  GPM-SL   Grasp      4       8          D1B    64.37    260.00     49.61
  6      1  GMP-SL   Grasp      1       0          D2A    77.58    280.00     56.77
  6      2  GMP-SL   Grasp      1       0          D2B    73.90    245.00     53.10
  6      3  GMP-SL   Grasp      1       0          D2A    74.09    300.00     53.28
  6      4  GMP-SL   Grasp      1       0          D2A    77.04    240.00     56.23
  6      5  GMP-SL   Grasp      1       0          D2B    74.18    255.00     53.38
  6      6  GMP-SL   Grasp      1       0          D1A    74.25    255.00     53.45
  6      7  GMP-SL   Grasp      1       0          D1B    72.48    240.00     51.67
  6      8  GMP-SL   Grasp      1       0          D2B    78.73    365.00     57.93
  6      9  GMP-SL   Grasp      1       0          D1A    78.28    430.00     57.48
  6     10  GMP-SL   Grasp      1       0          D1B    74.45    235.00     53.64
  6     11  GMP-SL   Grasp      1       0          D1A    77.74    280.00     56.93
  6     12  GMP-SL   Grasp      1       0          D1B    77.39    260.00     56.59
  6     13  GMP-SL   Grasp      1       0          D1B    76.48    325.00     55.67
  6     14  GMP-SL   Grasp      1       0          D1A    78.98    235.00     58.18
  6     15  GMP-SL   Grasp      1       0          D2B    76.76    235.00     55.95
  6     16  GMP-SL   Grasp      1       0          D1A    75.20    240.00     54.39
  6     17  GMP-SL   Grasp      1       0          D2B    76.70    250.00     55.89
  6     18  GMP-SL   Grasp      1       0          D2A    77.06    250.00     56.25
  6     19  GMP-SL   Grasp      1       0          D1B    81.09    230.00     60.28
  6     20  GMP-SL   Grasp      1       0          D2A    79.07    290.00     58.26
  6     21  GMP-SL   Grasp      1       0          D2A    77.37    315.00     56.56
  6     22  GMP-SL   Grasp      1       0          D1B    76.39    255.00     55.58
  6     23  GMP-SL   Grasp      1       0          D2A    80.60    245.00     59.80
  6     24  GMP-SL   Grasp      1       0          D2B    79.78    260.00     58.98
  6     25  GMP-SL   Grasp      1       0          D1A    77.28    235.00     56.47
  6     26  GMP-SL   Grasp      1       0          D2B    77.78    295.00     56.97
  6     27  GMP-SL   Grasp      1       0          D1A    78.72    240.00     57.91
  6     28  GMP-SL   Grasp      1       0          D2A    79.93    240.00     59.12
  6     29  GMP-SL   Grasp      1       0          D1A    75.77    275.00     54.97
  6     30  GMP-SL   Grasp      1       1          D1B    75.71    310.00     54.90
  6     31  GMP-SL   Grasp      1       1          D1B    77.12    220.00     56.32
  6     32  GMP-SL   Grasp      1       1          D2B    77.82    235.00     57.01
  6     33  GMP-SL   Grasp      2       1          D2A    76.26    255.00     54.83
  6     34  GMP-SL   Grasp      2       1          D2A    75.53    195.00     54.09
  6     35  GMP-SL   Grasp      2       1          D1B    74.06    215.00     52.63
  6     36  GMP-SL   Grasp      2       1          D2B    74.51    200.00     53.07
  6     37  GMP-SL   Grasp      2       1          D2A    74.23    250.00     52.80
  6     38  GMP-SL   Grasp      2       2          D1B    76.20    310.00     54.76
  6     39  GMP-SL   Grasp      2       2          D2A    80.11    270.00     58.67
  6     40  GMP-SL   Grasp      2       2          D2A    76.93    205.00     55.50
  6     41  GMP-SL   Grasp      2       2          D1B    73.21    240.00     51.78
  6     42  GMP-SL   Grasp      2       2          D2B    72.93    235.00     51.49
  6     43  GMP-SL   Grasp      2       2          D2A    74.60    205.00     53.16
  6     44  GMP-SL   Grasp      2       2          D1B    77.09    215.00     55.65
  6     45  GMP-SL   Grasp      2       2          D1B    71.81    260.00     50.37
  6     46  GMP-SL   Grasp      2       3          D2B    77.32    395.00     55.88
  6     47  GMP-SL   Grasp      2       3          D1A    75.51    220.00     54.07
  6     48  GMP-SL   Grasp      2       3          D1A    79.60    245.00     58.16
  6     49  GMP-SL   Grasp      2       3          D1A    77.57    220.00     56.13
  6     50  GMP-SL   Grasp      2       3          D1A    74.17    235.00     52.73
  6     51  GMP-SL   Grasp      2       3          D2B    80.66    255.00     59.23
  6     52  GMP-SL   Grasp      2       3          D1B    77.02    215.00     55.58
  6     53  GMP-SL   Grasp      2       3          D2B    79.04    225.00     57.60
  6     54  GMP-SL   Grasp      2       3          D2B    74.12    215.00     52.69
  6     55  GMP-SL   Grasp      2       3          D1A    74.89    240.00     53.45
  6     56  GMP-SL   Grasp      2       3          D1A    74.92    330.00     53.49
  6     57  GMP-SL   Grasp      2       3          D2A    73.73    210.00     52.29
  6     58  GMP-SL   Grasp      2       4          D1A    78.05    225.00     56.62
  6     59  GMP-SL   Grasp      2       4          D1B    76.18    235.00     54.75
  6     60  GMP-SL   Grasp      2       4          D1B    73.42    225.00     51.99
  6     61  GMP-SL   Grasp      2       4          D2A    78.07    215.00     56.64
  6     62  GMP-SL   Grasp      2       4          D2B    73.95    220.00     52.51
  6     63  GMP-SL   Grasp      2       5          D2B    73.67    245.00     52.23
  6     64  GMP-SL   Grasp      2       5          D1A    72.51    255.00     51.08
  6     65  GMP-SL   Grasp      3       5          D2A    73.07    270.00     51.64
  6     66  GMP-SL   Grasp      3       5          D1B    71.07    215.00     49.64
  6     67  GMP-SL   Grasp      3       5          D2B    75.69    190.00     54.26
  6     68  GMP-SL   Grasp      3       5          D1A    73.82    195.00     52.39
  6     69  GMP-SL   Grasp      3       5          D1A    74.02    175.00     52.59
  6     70  GMP-SL   Grasp      3       5          D1B    74.77    190.00     53.34
  6     71  GMP-SL   Grasp      3       5          D1B    70.11    210.00     48.68
  6     72  GMP-SL   Grasp      3       5          D1A    71.91    200.00     50.48
  6     73  GMP-SL   Grasp      3       5          D2B    69.88    220.00     48.45
  6     74  GMP-SL   Grasp      3       5          D1B    72.28    255.00     50.85
  6     75  GMP-SL   Grasp      3       5          D1A    71.04    225.00     49.61
  6     76  GMP-SL   Grasp      3       5          D2A    70.65    220.00     49.22
  6     77  GMP-SL   Grasp      3       5          D2B    73.28    205.00     51.85
  6     78  GMP-SL   Grasp      3       5          D1A    70.70    195.00     49.27
  6     79  GMP-SL   Grasp      3       5          D2A    70.55    205.00     49.12
  6     80  GMP-SL   Grasp      3       5          D2B    74.64    200.00     53.21
  6     81  GMP-SL   Grasp      3       5          D2A    76.09    185.00     54.66
  6     82  GMP-SL   Grasp      3       5          D1B    73.80    215.00     52.37
  6     83  GMP-SL   Grasp      3       5          D1B    73.53    195.00     52.10
  6     84  GMP-SL   Grasp      3       6          D2B    74.80    210.00     53.36
  6     85  GMP-SL   Grasp      3       6          D2A    76.66    175.00     55.23
  6     86  GMP-SL   Grasp      3       6          D2A    79.75    285.00     58.32
  6     87  GMP-SL   Grasp      3       6          D2A    78.54    200.00     57.11
  6     88  GMP-SL   Grasp      3       6          D1A    78.54    240.00     57.11
  6     89  GMP-SL   Grasp      3       6          D2B    75.91    275.00     54.47
  6     90  GMP-SL   Grasp      3       6          D1A    75.96    215.00     54.53
  6     91  GMP-SL   Grasp      3       6          D2B    78.61    205.00     57.18
  6     92  GMP-SL   Grasp      3       6          D2B    76.81    225.00     55.38
  6     93  GMP-SL   Grasp      3       6          D2A    78.49    210.00     57.06
  6     94  GMP-SL   Grasp      3       7          D1B    74.70    210.00     53.27
  6     95  GMP-SL   Grasp      3       7          D1B    79.00    215.00     57.57
  6     96  GMP-SL   Grasp      3       7          D1A    78.46    210.00     57.03
  6     97  GMP-SL   Grasp      4       7          D2A    76.17    380.00     54.35
  6     98  GMP-SL   Grasp      4       7          D1B    79.14    230.00     57.32
  6     99  GMP-SL   Grasp      4       8          D1A    81.13    225.00     59.31
  6    100  GMP-SL   Grasp      4       8          D1B    77.02    220.00     55.20
  6    101  GMP-SL   Grasp      4       8          D2B    76.66    235.00     54.84
  6    102  GMP-SL   Grasp      4       8          D1A    75.52    250.00     53.70
  6    103  GMP-SL   Grasp      4       8          D1A    76.81    240.00     54.99
  6    104  GMP-SL   Grasp      4       8          D1B    76.94    225.00     55.12
  6    105  GMP-SL   Grasp      4       8          D1B    78.50    210.00     56.68
  6    106  GMP-SL   Grasp      4       8          D1A    77.05    215.00     55.23
  6    107  GMP-SL   Grasp      4       8          D1B    81.94    205.00     60.12
  6    108  GMP-SL   Grasp      4       8          D2A    76.65    190.00     54.83
  6    109  GMP-SL   Grasp      4       8          D2B    76.48    235.00     54.66
  6    110  GMP-SL   Grasp      4       8          D1B    77.45    230.00     55.63
