Sub  Trial   Group    Task  Block  Errors      Stimuli    MaxAp        RT  G12MaxAp
  6    111  GMP-SL   Grasp      4       8          D2A    80.04    180.00     58.22
  6    112  GMP-SL   Grasp      4       8          D2A    74.25    220.00     52.43
  6    113  GMP-SL   Grasp      4       8          D2A    78.86    210.00     57.04
  6    114  GMP-SL   Grasp      4       8          D1B    79.88    395.00     58.06
  6    115  GMP-SL   Grasp      4       8          D2A    81.60    210.00     59.78
  6    116  GMP-SL   Grasp      4       8          D1A    79.18    195.00     57.37
  6    117  GMP-SL   Grasp      4       8          D2B    80.66    225.00     58.84
  6    118  GMP-SL   Grasp      4       8          D2B    78.88    200.00     57.06
  6    119  GMP-SL   Grasp      4       8          D2A    80.31    295.00     58.49
  6    120  GMP-SL   Grasp      4       8          D2B    77.28    210.00     55.46
  6    121  GMP-SL   Grasp      4       8          D1A    77.08    220.00     55.26
  6    122  GMP-SL   Grasp      4       8          D1B    75.81    320.00     53.99
  6    123  GMP-SL   Grasp      4       8          D1A    75.81    205.00     53.99
  6    124  GMP-SL   Grasp      4       8          D2A    75.38    225.00     53.56
  6    125  GMP-SL   Grasp      4       8          D1A    79.33    245.00     57.51
  6    126  GMP-SL   Grasp      4       8          D2B    80.67    315.00     58.85
  6    127  GMP-SL   Grasp      4       8          D2B    76.23    240.00     54.41
  6    128  GMP-SL   Grasp      4       8          D2B    77.89    220.00     56.07
  7      1  PMG-LS   Grasp      1       0          D1A    79.09    190.00     55.40
  7      2  PMG-LS   Grasp      1       0          D1A    76.93    250.00     53.23
  7      3  PMG-LS   Grasp      1       0          D2B    82.68    165.00     58.98
  7      4  PMG-LS   Grasp      1       0          D2B    82.01    360.00     58.31
  7      5  PMG-LS   Grasp      1       0          D1B    78.80    150.00     55.10
  7      6  PMG-LS   Grasp      1       0          D2A    83.70    165.00     60.00
  7      7  PMG-LS   Grasp      1       0          D2A    68.37    200.00     44.68
  7      8  PMG-LS   Grasp      1       0          D2B    72.01    220.00     48.31
  7      9  PMG-LS   Grasp      1       0          D1B    84.78    190.00     61.08
  7     10  PMG-LS   Grasp      1       0          D2A    97.04    245.00     73.34
  7     11  PMG-LS   Grasp      1       0          D2A    88.44    175.00     64.74
  7     12  PMG-LS   Grasp      1       0          D1B    89.17    190.00     65.47
  7     13  PMG-LS   Grasp      1       0          D2B    89.02    190.00     65.32
  7     14  PMG-LS   Grasp      1       0          D2A    87.56    220.00     63.87
  7     15  PMG-LS   Grasp      1       0          D2A    88.73    225.00     65.03
  7     16  PMG-LS   Grasp      1       0          D1A    81.28    235.00     57.58
  7     17  PMG-LS   Grasp      1       0          D1A    86.00    200.00     62.31
  7     18  PMG-LS   Grasp      1       0          D1A    85.65    195.00     61.95
  7     19  PMG-LS   Grasp      1       0          D2B    86.97    230.00     63.27
  7     20  PMG-LS   Grasp      1       0          D2A    83.83    400.00     60.13
  7     21  PMG-LS   Grasp      1       0          D1A    85.10    170.00     61.40
  7     22  PMG-LS   Grasp      1       1          D1B    83.17    220.00     59.47
  7     23  PMG-LS   Grasp      1       1          D1B    86.42    220.00     62.72
  7     24  PMG-LS   Grasp      1       1          D2B    91.65    200.00     67.95
  7     25  PMG-LS   Grasp      1       3          D2B    89.22    705.00     65.52
  7     26  PMG-LS   Grasp      1       3          D2B    89.61    240.00     65.91
  7     27  PMG-LS   Grasp      1       3          D1B    88.71    235.00     65.01
  7     28  PMG-LS   Grasp      1       4          D1A    82.25    135.00     58.55
  7     29  PMG-LS   Grasp      1       4          D1B    85.61    310.00     61.91
  7     30  PMG-LS   Grasp      1       4          D1A    84.39    240.00     60.70
  7     31  PMG-LS   Grasp      1       5          D2A    92.20    205.00     68.50
  7     32  PMG-LS   Grasp      1       5          D1B    82.02    190.00     58.32
  7     33  PMG-LS   Grasp      2       5          D1A    83.16    165.00     61.29
  7     34  PMG-LS   Grasp      2       5          D2A    89.26    220.00     67.39
  7     35  PMG-LS   Grasp      2       7          D2B    77.79    200.00     55.92
  7     36  PMG-LS   Grasp      2       7          D2A    77.90    235.00     56.03
  7     37  PMG-LS   Grasp      2       7          D2A    79.10    260.00     57.24
  7     38  PMG-LS   Grasp      2       7          D1A    77.47    255.00     55.60
  7     39  PMG-LS   Grasp      2       7          D1A    77.91    205.00     56.04
  7     40  PMG-LS   Grasp      2       7          D2B    73.22    210.00     51.36
  7     41  PMG-LS   Grasp      2       7          D1B    76.53    185.00     54.66
  7     42  PMG-LS   Grasp      2       9          D2A    84.70    210.00     62.84
  7     43  PMG-LS   Grasp      2       9          D2B    82.65    185.00     60.78
  7     44  PMG-LS   Grasp      2       9          D1A    83.03    240.00     61.16
  7     45  PMG-LS   Grasp      2       9          D2A    74.89    185.00     53.02
  7     46  PMG-LS   Grasp      2      10          D1B    96.93    190.00     75.07
  7     47  PMG-LS   Grasp      2      10          D1B    90.30    220.00     68.44
  7     48  PMG-LS   Grasp      2      10          D1B    92.66    225.00     70.79
  7     49  PMG-LS   Grasp      2      10          D1B    84.82    180.00     62.95
  7     50  PMG-LS   Grasp      2      10          D2B   100.18    180.00     78.32
  7     51  PMG-LS   Grasp      2      10          D2B    92.90    165.00     71.04
  7     52  PMG-LS   Grasp      2      11          D1A    82.60    255.00     60.73
  7     53  PMG-LS   Grasp      2      12          D1B    80.95    165.00     59.08
  7     54  PMG-LS   Grasp      2      13          D2A    87.98    485.00     66.11
  7     55  PMG-LS   Grasp      2      13          D2B    79.73    255.00     57.87
  7     56  PMG-LS   Grasp      2      13          D1B    80.05    250.00     58.19
  7     57  PMG-LS   Grasp      2      13          D2A    77.18    515.00     55.31
  7     58  PMG-LS   Grasp      2      13          D1A    83.44    495.00     61.58
  7     59  PMG-LS   Grasp      2      13          D1B    89.61    235.00     67.74
  7     60  PMG-LS   Grasp      2      14          D2B    78.31    250.00     56.44
  7     61  PMG-LS   Grasp      2      14          D2B    84.26    190.00     62.39
  7     62  PMG-LS   Grasp      2      14          D1A    86.96    215.00     65.10
  7     63  PMG-LS   Grasp      2      14          D1A    89.14    170.00     67.28
  7     64  PMG-LS   Grasp      2      14          D2A    91.18    215.00     69.31
  7     65  PMG-LS   Grasp      3      14          D2A    88.14    180.00     62.67
  7     66  PMG-LS   Grasp      3      14          D1A    89.25    200.00     63.78
  7     67  PMG-LS   Grasp      3      15          D1B    79.85    255.00     54.38
  7     68  PMG-LS   Grasp      3      15          D1B    90.97    145.00     65.50
  7     69  PMG-LS   Grasp      3      15          D1A    82.72    195.00     57.25
  7     70  PMG-LS   Grasp      3      15          D1A    81.42    180.00     55.95
  7     71  PMG-LS   Grasp      3      15          D2B    88.98    220.00     63.51
  7     72  PMG-LS   Grasp      3      15          D2A    77.84    340.00     52.37
  7     73  PMG-LS   Grasp      3      15          D2B    81.71    210.00     56.24
  7     74  PMG-LS   Grasp      3      15          D1B    85.27    230.00     59.80
  7     75  PMG-LS   Grasp      3      15          D1B    93.08    185.00     67.61
  7     76  PMG-LS   Grasp      3      15          D1A    96.00    235.00     70.53
  7     77  PMG-LS   Grasp      3      15          D2A    90.67    240.00     65.20
  7     78  PMG-LS   Grasp      3      15          D2A    88.77    285.00     63.30
  7     79  PMG-LS   Grasp      3      15          D2A    79.82    280.00     54.35
  7     80  PMG-LS   Grasp      3      15          D2A    84.85    250.00     59.38
  7     81  PMG-LS   Grasp      3      16          D2B    88.85    200.00     63.38
  7     82  PMG-LS   Grasp      3      17          D1B    90.58    250.00     65.11
  7     83  PMG-LS   Grasp      3      17          D1A    85.25    195.00     59.78
  7     84  PMG-LS   Grasp      3      18          D1B    90.48    235.00     65.01
  7     85  PMG-LS   Grasp      3      18          D1A    85.43    185.00     59.96
  7     86  PMG-LS   Grasp      3      18          D1B    88.55    205.00     63.08
  7     87  PMG-LS   Grasp      3      18          D2B    89.85    170.00     64.38
  7     88  PMG-LS   Grasp      3      18          D2A    88.83    205.00     63.36
  7     89  PMG-LS   Grasp      3      18          D2B    89.93    175.00     64.46
  7     90  PMG-LS   Grasp      3      18          D2B    88.70    210.00     63.23
  7     91  PMG-LS   Grasp      3      18          D1B    84.34    205.00     58.87
  7     92  PMG-LS   Grasp      3      19          D2A    90.67    170.00     65.20
  7     93  PMG-LS   Grasp      3      19          D1A    84.49    620.00     59.02
  7     94  PMG-LS   Grasp      3      19          D2B    88.15    270.00     62.68
  7     95  PMG-LS   Grasp      3      20          D2B    79.39    280.00     53.92
  7     96  PMG-LS   Grasp      3      20          D1A    75.89    190.00     50.42
  7     97  PMG-LS   Grasp      4      20          D1B    82.45    240.00     59.27
  7     98  PMG-LS   Grasp      4      20          D2B    82.47    260.00     59.29
  7     99  PMG-LS   Grasp      4      20          D1A    74.26    165.00     51.08
  7    100  PMG-LS   Grasp      4      20          D2A    86.72    195.00     63.55
  7    101  PMG-LS   Grasp      4      20          D1B    75.81    190.00     52.63
  7    102  PMG-LS   Grasp      4      20          D2A    88.70    160.00     65.52
  7    103  PMG-LS   Grasp      4      20          D1A    86.76    170.00     63.58
  7    104  PMG-LS   Grasp      4      20          D1B    88.36    195.00     65.18
  7    105  PMG-LS   Grasp      4      21          D2B    79.62    285.00     56.45
  7    106  PMG-LS   Grasp      4      21          D2B    79.82    255.00     56.64
  7    107  PMG-LS   Grasp      4      21          D2A    83.48    280.00     60.30
  7    108  PMG-LS   Grasp      4      22          D2A    82.94    225.00     59.76
  7    109  PMG-LS   Grasp      4      22          D2A    83.30    215.00     60.12
  7    110  PMG-LS   Grasp      4      22          D2B    79.84    285.00     56.66
  7    111  PMG-LS   Grasp      4      22          D1B    74.99    200.00     51.81
  7    112  PMG-LS   Grasp      4      23          D2B    79.20    315.00     56.02
  7    113  PMG-LS   Grasp      4      23          D1B    74.91    225.00     51.73
  7    114  PMG-LS   Grasp      4      23          D1B    82.91    215.00     59.73
  7    115  PMG-LS   Grasp      4      23          D2B    76.72    220.00     53.55
  7    116  PMG-LS   Grasp      4      23          D1B    77.79    275.00     54.61
  7    117  PMG-LS   Grasp      4      23          D1A    82.31    260.00     59.13
  7    118  PMG-LS   Grasp      4      25          D2A    82.97    210.00     59.79
  7    119  PMG-LS   Grasp      4      25          D2A    77.02    205.00     53.84
  7    120  PMG-LS   Grasp      4      26          D2A    81.03    190.00     57.86
  7    121  PMG-LS   Grasp      4      27          D1A    72.26    255.00     49.08
  7    122  PMG-LS   Grasp      4      27          D1A    69.47    170.00     46.29
  7    123  PMG-LS   Grasp      4      27          D1A    90.50    175.00     67.32
  7    124  PMG-LS   Grasp      4      27          D1B    80.29    215.00     57.11
  7    125  PMG-LS   Grasp      4      28          D2B    68.87    215.00     45.69
  7    126  PMG-LS   Grasp      4      28          D2B    82.19    195.00     59.01
  7    127  PMG-LS   Grasp      4      28          D1A    82.60    175.00     59.42
  7    128  PMG-LS   Grasp      4      28          D1A    82.94    215.00     59.76
  8      1  PGM-LS   Grasp      1       0          D1B    76.68    290.00     59.77
  8      2  PGM-LS   Grasp      1       0          D1B    73.42    225.00     56.52
  8      3  PGM-LS   Grasp      1       3          D2A    69.89    215.00     52.98
  8      4  PGM-LS   Grasp      1       3          D1A    72.79    340.00     55.89
  8      5  PGM-LS   Grasp      1       3          D1B    76.61    305.00     59.70
  8      6  PGM-LS   Grasp      1       4          D2B    72.36    260.00     55.46
  8      7  PGM-LS   Grasp      1       4          D2B    70.72    195.00     53.82
  8      8  PGM-LS   Grasp      1       4          D1B    68.13    265.00     51.22
  8      9  PGM-LS   Grasp      1       4          D2B    85.97    195.00     69.07
  8     10  PGM-LS   Grasp      1       4          D1B    78.72    265.00     61.82
  8     11  PGM-LS   Grasp      1       4          D1A    80.94    215.00     64.04
  8     12  PGM-LS   Grasp      1       4          D2B    77.76    300.00     60.85
  8     13  PGM-LS   Grasp      1       4          D2A    81.65    265.00     64.74
  8     14  PGM-LS   Grasp      1       4          D1A    74.19    240.00     57.28
  8     15  PGM-LS   Grasp      1       4          D2A    71.25    215.00     54.35
  8     16  PGM-LS   Grasp      1       4          D2A    76.13    195.00     59.23
  8     17  PGM-LS   Grasp      1       4          D1B    72.14    260.00     55.23
  8     18  PGM-LS   Grasp      1       4          D2A    66.41    255.00     49.51
  8     19  PGM-LS   Grasp      1       4          D1B    70.16    250.00     53.26
  8     20  PGM-LS   Grasp      1       4          D1A    70.18    225.00     53.28
  8     21  PGM-LS   Grasp      1       4          D2A    70.23    235.00     53.33
  8     22  PGM-LS   Grasp      1       4          D1B    65.07    330.00     48.17
  8     23  PGM-LS   Grasp      1       4          D1A    65.94    235.00     49.04
  8     24  PGM-LS   Grasp      1       4          D1A    74.73    240.00     57.83
  8     25  PGM-LS   Grasp      1       4          D1A    83.11    230.00     66.20
  8     26  PGM-LS   Grasp      1       4          D2A    74.57    200.00     57.67
  8     27  PGM-LS   Grasp      1       5          D2A    74.29    250.00     57.38
  8     28  PGM-LS   Grasp      1       5          D2B    73.01    285.00     56.10
  8     29  PGM-LS   Grasp      1       5          D2B    76.99    235.00     60.09
  8     30  PGM-LS   Grasp      1       5          D1A    78.37    215.00     61.47
  8     31  PGM-LS   Grasp      1       5          D2B    78.27    210.00     61.36
  8     32  PGM-LS   Grasp      1       5          D2B    78.46    285.00     61.56
  8     33  PGM-LS   Grasp      2       5          D2A    70.35    310.00     52.15
  8     34  PGM-LS   Grasp      2       5          D1B    77.09    225.00     58.89
  8     35  PGM-LS   Grasp      2       5          D2B    81.79    250.00     63.59
  8     36  PGM-LS   Grasp      2       5          D1A    72.71    265.00     54.52
  8     37  PGM-LS   Grasp      2       5          D1A    74.46    220.00     56.26
  8     38  PGM-LS   Grasp      2       5          D2A    73.09    240.00     54.89
  8     39  PGM-LS   Grasp      2       5          D2A    75.44    245.00     57.24
  8     40  PGM-LS   Grasp      2       5          D2A    81.76    265.00     63.57
  8     41  PGM-LS   Grasp      2       5          D1B    75.34    310.00     57.14
  8     42  PGM-LS   Grasp      2       5          D1A    69.72    230.00     51.52
  8     43  PGM-LS   Grasp      2       5          D2B    80.59    230.00     62.39
  8     44  PGM-LS   Grasp      2       5          D1B    84.03    250.00     65.83
  8     45  PGM-LS   Grasp      2       5          D2A    72.78    270.00     54.58
  8     46  PGM-LS   Grasp      2       5          D2B    83.64    390.00     65.44
  8     47  PGM-LS   Grasp      2       5          D2B    77.78    255.00     59.58
  8     48  PGM-LS   Grasp      2       5          D2B    78.90    310.00     60.70
  8     49  PGM-LS   Grasp      2       5          D2B    85.22    215.00     67.03
  8     50  PGM-LS   Grasp      2       5          D1A    77.86    210.00     59.66
  8     51  PGM-LS   Grasp      2       5          D1B    84.30    215.00     66.10
  8     52  PGM-LS   Grasp      2       5          D1A    82.35    295.00     64.15
  8     53  PGM-LS   Grasp      2       5          D2B    79.90    225.00     61.70
  8     54  PGM-LS   Grasp      2       5          D1B    76.40    260.00     58.21
  8     55  PGM-LS   Grasp      2       5          D1B    74.21    295.00     56.01
  8     56  PGM-LS   Grasp      2       5          D1B    84.31    195.00     66.11
  8     57  PGM-LS   Grasp      2       5          D1A    78.95    215.00     60.75
  8     58  PGM-LS   Grasp      2       5          D1A    77.29    235.00     59.09
  8     59  PGM-LS   Grasp      2       5          D2A    75.49    235.00     57.29
  8     60  PGM-LS   Grasp      2       5          D2A    70.16    230.00     51.96
  8     61  PGM-LS   Grasp      2       5          D1A    75.25    220.00     57.05
  8     62  PGM-LS   Grasp      2       5          D2A    81.08    245.00     62.88
  8     63  PGM-LS   Grasp      2       5          D2B    76.97    230.00     58.77
  8     64  PGM-LS   Grasp      2       5          D1B    73.82    280.00     55.63
  8     65  PGM-LS   Grasp      3       5          D2A    80.48    220.00     62.06
  8     66  PGM-LS   Grasp      3       5          D1A    65.80    220.00     47.38
  8     67  PGM-LS   Grasp      3       5          D1B    74.56    220.00     56.14
  8     68  PGM-LS   Grasp      3       5          D1A    78.08    235.00     59.66
  8     69  PGM-LS   Grasp      3       5          D2B    62.95    255.00     44.53
  8     70  PGM-LS   Grasp      3       5          D1A    71.61    210.00     53.19
  8     71  PGM-LS   Grasp      3       5          D1B    80.60    290.00     62.18
  8     72  PGM-LS   Grasp      3       5          D2B    69.83    240.00     51.41
  8     73  PGM-LS   Grasp      3       5          D2B    73.18    345.00     54.76
  8     74  PGM-LS   Grasp      3       5          D2B    72.96    230.00     54.54
  8     75  PGM-LS   Grasp      3       5          D2A    80.54    240.00     62.12
  8     76  PGM-LS   Grasp      3       5          D1A    77.95    195.00     59.53
  8     77  PGM-LS   Grasp      3       5          D1B    71.30    205.00     52.88
  8     78  PGM-LS   Grasp      3       5          D2A    81.40    205.00     62.98
  8     79  PGM-LS   Grasp      3       5          D1B    73.25    200.00     54.83
  8     80  PGM-LS   Grasp      3       5          D2A    74.09    250.00     55.67
  8     81  PGM-LS   Grasp      3       5          D1B    77.58    270.00     59.16
  8     82  PGM-LS   Grasp      3       5          D2B    76.87    180.00     58.45
  8     83  PGM-LS   Grasp      3       5          D2B    74.56    330.00     56.14
  8     84  PGM-LS   Grasp      3       5          D2B    77.59    250.00     59.17
  8     85  PGM-LS   Grasp      3       5          D2A    74.53    265.00     56.11
  8     86  PGM-LS   Grasp      3       5          D2A    74.36    235.00     55.94
  8     87  PGM-LS   Grasp      3       6          D1A    78.54    210.00     60.12
  8     88  PGM-LS   Grasp      3       6          D1B    74.79    305.00     56.37
  8     89  PGM-LS   Grasp      3       6          D2A    76.30    255.00     57.88
  8     90  PGM-LS   Grasp      3       6          D1A    71.86    260.00     53.44
  8     91  PGM-LS   Grasp      3       6          D2B    77.27    240.00     58.85
  8     92  PGM-LS   Grasp      3       8          D1A    85.24    245.00     66.82
  8     93  PGM-LS   Grasp      3       8          D1A    82.11    240.00     63.69
  8     94  PGM-LS   Grasp      3       8          D1B    81.15    225.00     62.73
  8     95  PGM-LS   Grasp      3       8          D2A    82.78    235.00     64.36
  8     96  PGM-LS   Grasp      3       9          D1B    80.92    320.00     62.50
  8     97  PGM-LS   Grasp      4       9          D2B    85.24    320.00     67.56
  8     98  PGM-LS   Grasp      4       9          D2A    84.61    230.00     66.93
  8     99  PGM-LS   Grasp      4       9          D2A    75.32    245.00     57.64
  8    100  PGM-LS   Grasp      4       9          D1A    80.74    290.00     63.06
  8    101  PGM-LS   Grasp      4       9          D1B    77.52    245.00     59.84
  8    102  PGM-LS   Grasp      4       9          D2B    82.83    195.00     65.15
  8    103  PGM-LS   Grasp      4       9          D2A    80.84    240.00     63.16
  8    104  PGM-LS   Grasp      4       9          D1A    71.79    265.00     54.11
  8    105  PGM-LS   Grasp      4       9          D2A    75.70    200.00     58.02
  8    106  PGM-LS   Grasp      4       9          D2B    84.48    255.00     66.80
  8    107  PGM-LS   Grasp      4       9          D1B    81.24    245.00     63.56
  8    108  PGM-LS   Grasp      4       9          D2B    81.62    235.00     63.94
  8    109  PGM-LS   Grasp      4       9          D1A    78.95    295.00     61.27
  8    110  PGM-LS   Grasp      4       9          D1A    81.17    250.00     63.49
  8    111  PGM-LS   Grasp      4       9          D2B    79.00    360.00     61.32
  8    112  PGM-LS   Grasp      4       9          D1A    78.07    350.00     60.39
  8    113  PGM-LS   Grasp      4       9          D1A    82.28    240.00     64.61
  8    114  PGM-LS   Grasp      4       9          D2A    83.30    265.00     65.62
  8    115  PGM-LS   Grasp      4       9          D2A    85.28    260.00     67.60
  8    116  PGM-LS   Grasp      4       9          D2A    79.33    250.00     61.65
  8    117  PGM-LS   Grasp      4       9          D2B    80.39    260.00     62.71
  8    118  PGM-LS   Grasp      4       9          D1B    89.18    225.00     71.50
  8    119  PGM-LS   Grasp      4       9          D1A    85.50    215.00     67.83
  8    120  PGM-LS   Grasp      4       9          D1B    80.06    280.00     62.38
  8    121  PGM-LS   Grasp      4       9          D2B    74.67    240.00     56.99
  8    122  PGM-LS   Grasp      4       9          D1B    80.95    245.00     63.27
  8    123  PGM-LS   Grasp      4       9          D1A    81.17    195.00     63.49
  8    124  PGM-LS   Grasp      4       9          D2B    80.22    220.00     62.54
  8    125  PGM-LS   Grasp      4       9          D1B    83.00    270.00     65.32
  8    126  PGM-LS   Grasp      4       9          D1B    79.60    255.00     61.92
  8    127  PGM-LS   Grasp      4       9          D2A    80.98    240.00     63.30
  8    128  PGM-LS   Grasp      4       9          D1B    83.69    255.00     66.01
  9      1  MPG-LS   Grasp      1       0          D2A    73.29    490.00     55.92
  9      2  MPG-LS   Grasp      1       0          D1A    74.36    575.00     57.00
  9      3  MPG-LS   Grasp      1       0          D1B    68.05    345.00     50.69
  9      4  MPG-LS   Grasp      1       0          D1B    69.24    230.00     51.87
  9      5  MPG-LS   Grasp      1       0          D1B    70.63    350.00     53.26
  9      6  MPG-LS   Grasp      1       0          D1B    76.16    315.00     58.80
  9      7  MPG-LS   Grasp      1       0          D1A    76.05    285.00     58.68
  9      8  MPG-LS   Grasp      1       0          D2A    71.09    350.00     53.72
  9      9  MPG-LS   Grasp      1       0          D2A    75.69    345.00     58.32
  9     10  MPG-LS   Grasp      1       0          D2B    75.33    620.00     57.96
  9     11  MPG-LS   Grasp      1       0          D2A    74.92    485.00     57.55
  9     12  MPG-LS   Grasp      1       0          D1A    78.90    475.00     61.53
  9     13  MPG-LS   Grasp      1       0          D1B    76.47    495.00     59.10
  9     14  MPG-LS   Grasp      1       0          D2B    74.61    405.00     57.24
  9     15  MPG-LS   Grasp      1       0          D1A    76.57    470.00     59.20
  9     16  MPG-LS   Grasp      1       0          D2A    70.35    655.00     52.98
  9     17  MPG-LS   Grasp      1       0          D2B    67.74    335.00     50.37
  9     18  MPG-LS   Grasp      1       0          D2A    68.28    395.00     50.91
  9     19  MPG-LS   Grasp      1       0          D2A    80.09    365.00     62.72
  9     20  MPG-LS   Grasp      1       1          D1B    71.59    440.00     54.22
  9     21  MPG-LS   Grasp      1       1          D1A    67.15    410.00     49.78
  9     22  MPG-LS   Grasp      1       1          D2A    75.20    320.00     57.84
  9     23  MPG-LS   Grasp      1       1          D2B    72.90    550.00     55.54
  9     24  MPG-LS   Grasp      1       1          D2B    75.32    495.00     57.95
  9     25  MPG-LS   Grasp      1       1          D2B    67.62    305.00     50.25
  9     26  MPG-LS   Grasp      1       1          D2B    75.62    505.00     58.25
  9     27  MPG-LS   Grasp      1       1          D1A    69.42    390.00     52.05
  9     28  MPG-LS   Grasp      1       1          D2B    77.86    420.00     60.49
  9     29  MPG-LS   Grasp      1       1          D1A    73.77    255.00     56.40
  9     30  MPG-LS   Grasp      1       1          D1B    81.77    770.00     64.40
  9     31  MPG-LS   Grasp      1       1          D1A    76.67    345.00     59.30
  9     32  MPG-LS   Grasp      1       2          D1B    69.09    320.00     51.73
  9     33  MPG-LS   Grasp      2       2          D2A    71.80    565.00     52.82
  9     34  MPG-LS   Grasp      2       2          D1B    73.88    375.00     54.89
  9     35  MPG-LS   Grasp      2       2          D2B    82.26    370.00     63.28
  9     36  MPG-LS   Grasp      2       3          D1A    63.54    550.00     44.55
  9     37  MPG-LS   Grasp      2       3          D2B    73.70    345.00     54.71
  9     38  MPG-LS   Grasp      2       3          D2A    64.95    345.00     45.96
  9     39  MPG-LS   Grasp      2       3          D2A    68.16    355.00     49.18
  9     40  MPG-LS   Grasp      2       3          D2B    66.09    310.00     47.11
  9     41  MPG-LS   Grasp      2       3          D1B    71.31    315.00     52.33
  9     42  MPG-LS   Grasp      2       3          D2B    72.07    225.00     53.08
  9     43  MPG-LS   Grasp      2       3          D1A    72.15    540.00     53.17
  9     44  MPG-LS   Grasp      2       3          D1A    71.01    210.00     52.03
  9     45  MPG-LS   Grasp      2       3          D1A    70.70    225.00     51.71
  9     46  MPG-LS   Grasp      2       3          D2B    76.90    300.00     57.92
  9     47  MPG-LS   Grasp      2       3          D2A    71.24    375.00     52.26
  9     48  MPG-LS   Grasp      2       3          D2A    70.60    470.00     51.62
  9     49  MPG-LS   Grasp      2       3          D2B    73.82    300.00     54.84
  9     50  MPG-LS   Grasp      2       3          D1B    77.61    520.00     58.62
  9     51  MPG-LS   Grasp      2       3          D2B    78.43    405.00     59.45
  9     52  MPG-LS   Grasp      2       3          D2B    72.82    595.00     53.84
  9     53  MPG-LS   Grasp      2       3          D1B    70.73    315.00     51.75
  9     54  MPG-LS   Grasp      2       3          D1B    67.66    375.00     48.67
  9     55  MPG-LS   Grasp      2       3          D1B    72.56    355.00     53.58
  9     56  MPG-LS   Grasp      2       3          D1A    78.09   1125.00     59.11
  9     57  MPG-LS   Grasp      2       3          D2A    76.53    710.00     57.55
  9     58  MPG-LS   Grasp      2       3          D2A    78.66    750.00     59.68
  9     59  MPG-LS   Grasp      2       3          D1B    73.16    600.00     54.18
  9     60  MPG-LS   Grasp      2       3          D1B    74.02    430.00     55.04
  9     61  MPG-LS   Grasp      2       4          D1A    75.61    370.00     56.62
  9     62  MPG-LS   Grasp      2       4          D1A    74.52    290.00     55.54
  9     63  MPG-LS   Grasp      2       4          D1A    69.52    465.00     50.54
  9     64  MPG-LS   Grasp      2       4          D2A    73.26    305.00     54.28
  9     65  MPG-LS   Grasp      3       4          D1B    80.42    420.00     61.36
  9     66  MPG-LS   Grasp      3       4          D2A    76.93    285.00     57.87
  9     67  MPG-LS   Grasp      3       4          D2A    73.44    320.00     54.38
  9     68  MPG-LS   Grasp      3       4          D2A    74.14    235.00     55.08
  9     69  MPG-LS   Grasp      3       4          D1A    82.10    255.00     63.04
  9     70  MPG-LS   Grasp      3       5          D1B    69.22    370.00     50.16
  9     71  MPG-LS   Grasp      3       5          D2B    75.39    430.00     56.33
  9     72  MPG-LS   Grasp      3       5          D1B    71.03    495.00     51.97
  9     73  MPG-LS   Grasp      3       5          D2A    76.17    385.00     57.11
  9     74  MPG-LS   Grasp      3       5          D1B    72.11    290.00     53.05
  9     75  MPG-LS   Grasp      3       5          D2B    74.39    420.00     55.33
  9     76  MPG-LS   Grasp      3       5          D2A    69.99    435.00     50.93
  9     77  MPG-LS   Grasp      3       5          D1A    72.81    525.00     53.75
  9     78  MPG-LS   Grasp      3       6          D2A    72.90    445.00     53.84
  9     79  MPG-LS   Grasp      3       6          D2B    76.04    260.00     56.98
  9     80  MPG-LS   Grasp      3       6          D2B    80.61    220.00     61.55
  9     81  MPG-LS   Grasp      3       6          D1A    76.04    235.00     56.98
  9     82  MPG-LS   Grasp      3       6          D2A    77.28    265.00     58.22
  9     83  MPG-LS   Grasp      3       6          D1B    75.47    185.00     56.41
  9     84  MPG-LS   Grasp      3       6          D1B    71.67    315.00     52.61
  9     85  MPG-LS   Grasp      3       6          D2B    71.95    355.00     52.89
  9     86  MPG-LS   Grasp      3       6          D1A    74.83    230.00     55.77
  9     87  MPG-LS   Grasp      3       6          D1B    74.06    265.00     55.00
  9     88  MPG-LS   Grasp      3       6          D2B    70.96    360.00     51.90
  9     89  MPG-LS   Grasp      3       7          D2B    72.05    470.00     52.99
  9     90  MPG-LS   Grasp      3       7          D1A    69.09    280.00     50.03
  9     91  MPG-LS   Grasp      3       7          D1A    70.94    390.00     51.88
  9     92  MPG-LS   Grasp      3       7          D1A    72.76    360.00     53.70
  9     93  MPG-LS   Grasp      3       7          D1A    70.06    270.00     51.00
  9     94  MPG-LS   Grasp      3       7          D1B    73.00    355.00     53.94
  9     95  MPG-LS   Grasp      3       7          D2B    72.80    335.00     53.74
  9     96  MPG-LS   Grasp      3       8          D2A    70.10    470.00     51.04
  9     97  MPG-LS   Grasp      4       8          D1A    78.08    420.00     60.87
  9     98  MPG-LS   Grasp      4       8          D1A    70.06    260.00     52.85
  9     99  MPG-LS   Grasp      4       8          D1A    69.27    255.00     52.06
  9    100  MPG-LS   Grasp      4       8          D2B    71.43    295.00     54.21
  9    101  MPG-LS   Grasp      4       8          D2A    77.67    310.00     60.46
  9    102  MPG-LS   Grasp      4       8          D2B    73.00    415.00     55.78
  9    103  MPG-LS   Grasp      4       8          D2B    79.06    210.00     61.85
