Sub  Trial   Group    Task  Block  Errors      Stimuli      ManEst    ManEstTime    G12FGAp        RT       MT    GGManEst    GGManEstTime      GGRT
  3     88  MPG-SL  ManEst      3      50          D1B       60.96       1355.82      60.72    235.00  1120.82       61.00         1365.00    270.00
  3     89  MPG-SL  ManEst      3      50          D2A       62.32       1524.46      61.00    390.00  1134.46       63.92          990.00    415.00
  3     90  MPG-SL  ManEst      3      50          D2B       63.86       1509.62      60.74    255.00  1254.62       62.94          955.00    255.00
  3     91  MPG-SL  ManEst      3      50          D1B       63.88       1275.82      60.25    250.00  1025.82       63.90         1285.00    260.00
  3     92  MPG-SL  ManEst      3      50          D1B       64.68       1545.24      59.49    415.00  1130.24       64.69         1555.00    425.00
  3     93  MPG-SL  ManEst      3      50          D1A       64.74       1374.72      59.54    300.00  1074.72       62.87          995.00    310.00
  3     94  MPG-SL  ManEst      3      50          D1A       65.01       1675.38      60.71    225.00  1450.38       62.33         1120.00    450.00
  3     95  MPG-SL  ManEst      3      50          D2A       64.22       1544.28      60.70    315.00  1229.28       70.14         1050.00    525.00
  3     96  MPG-SL  ManEst      3      50          D1B       62.59       1552.60      59.83    280.00  1272.60       62.61         1560.00    260.00
  3     97  MPG-SL  ManEst      4      50          D2A       62.24       1340.57      60.36    425.00   915.57       62.76          795.00    425.00
  3     98  MPG-SL  ManEst      4      50          D2B       64.04       1235.71      60.15    295.00   940.71       64.04         1245.00    295.00
  3     99  MPG-SL  ManEst      4      50          D2B       64.46       1422.51      61.62    230.00  1192.51       65.52          980.00    275.00
  3    100  MPG-SL  ManEst      4      51          D2A       62.93       1262.83      60.28    200.00  1062.83       63.88          915.00    220.00
  3    101  MPG-SL  ManEst      4      51          D1B       58.42       1330.68      60.07    225.00  1105.68       58.37         1340.00    295.00
  3    102  MPG-SL  ManEst      4      51          D2B       61.33       1561.57      59.92    445.00  1116.57       57.74         1180.00    455.00
  3    103  MPG-SL  ManEst      4      51          D2A       66.44       1686.92      60.83    460.00  1226.92       63.19         1245.00    460.00
  3    104  MPG-SL  ManEst      4      51          D2B       65.47       1370.87      60.66    260.00  1110.87       66.35          990.00    285.00
  3    105  MPG-SL  ManEst      4      51          D2A       64.36       1390.62      60.40    235.00  1155.62       66.20          990.00    340.00
  3    106  MPG-SL  ManEst      4      51          D1A       64.52       1520.53      60.36    375.00  1145.53       62.68         1085.00    380.00
  3    107  MPG-SL  ManEst      4      51          D1A       64.21       1803.35      60.20    405.00  1398.35       64.19         1105.00    405.00
  3    108  MPG-SL  ManEst      4      51          D2A       62.03       1464.65      60.59    260.00  1204.65       59.18         1065.00    260.00
  3    109  MPG-SL  ManEst      4      51          D1B       63.91       1542.68      60.15    330.00  1212.68       62.30         1100.00    365.00
  3    110  MPG-SL  ManEst      4      51          D1B       63.67       1513.68      60.09    290.00  1223.68       61.15         1080.00    280.00
  3    111  MPG-SL  ManEst      4      51          D1B       64.48       1451.53      59.84    280.00  1171.53       64.97         1060.00    300.00
  3    112  MPG-SL  ManEst      4      51          D2B       64.93       1800.21      61.10    265.00  1535.21       64.11         1090.00    840.00
  3    113  MPG-SL  ManEst      4      51          D2A       60.46       1505.64      60.88    365.00  1140.64       59.97         1105.00    365.00
  3    114  MPG-SL  ManEst      4      51          D1B       72.03       1373.59      60.31    220.00  1153.59       69.24         1020.00    210.00
  3    115  MPG-SL  ManEst      4      51          D1A       62.55       1683.34      60.61    180.00  1503.34       63.67         1110.00    405.00
  3    116  MPG-SL  ManEst      4      51          D2A       62.94       1778.34      59.71    390.00  1388.34       55.37         1095.00    425.00
  3    117  MPG-SL  ManEst      4      51          D1B       63.98       1601.43      60.35    405.00  1196.43       65.79         1150.00    440.00
  3    118  MPG-SL  ManEst      4      51          D2A       64.90       1479.68      60.37    260.00  1219.68       64.90         1485.00    320.00
  3    119  MPG-SL  ManEst      4      51          D1A       64.43       1372.67      58.89    215.00  1157.67       64.45         1380.00    215.00
  3    120  MPG-SL  ManEst      4      51          D2B       63.39       1354.70      60.06    250.00  1104.70       62.85         1130.00    245.00
  3    121  MPG-SL  ManEst      4      51          D1A       63.01       1248.75      58.39    195.00  1053.75       63.04         1255.00    200.00
  3    122  MPG-SL  ManEst      4      51          D2B       62.37       1361.76      59.30    265.00  1096.76       60.42          950.00    265.00
  3    123  MPG-SL  ManEst      4      52          D1A       61.37       1239.68      59.13    335.00   904.68       61.35         1245.00    340.00
  3    124  MPG-SL  ManEst      4      52          D1A       66.20       1428.99      58.78    385.00  1043.99       65.78          930.00    385.00
  3    125  MPG-SL  ManEst      4      52          D2B       64.28       1294.81      60.43    300.00   994.81       67.36          925.00    300.00
  3    126  MPG-SL  ManEst      4      52          D1B       63.84       1432.50      59.72    250.00  1182.50       65.04         1035.00    245.00
  3    127  MPG-SL  ManEst      4      52          D1A       62.20       1315.73      60.40    290.00  1025.73       59.38          970.00    285.00
  3    128  MPG-SL  ManEst      4      52          D1B       61.77       1307.24      60.28    220.00  1087.24       61.81         1315.00    215.00
  4      1  MGP-SL  ManEst      1       0          D2B       69.57       1345.65      65.20    535.00   810.65       69.18         1055.00    540.00
  4      2  MGP-SL  ManEst      1       0          D2A       69.93       1402.16      65.53    525.00   877.16       67.95         1050.00    745.00
  4      3  MGP-SL  ManEst      1       0          D1B       73.02       1311.85      64.44    490.00   821.85       71.65         1010.00    500.00
  4      4  MGP-SL  ManEst      1       0          D1B       70.64       1315.80      63.51    520.00   795.80       69.55         1095.00    520.00
  4      5  MGP-SL  ManEst      1       0          D2B       72.39       1264.91      64.47    480.00   784.91       71.19         1010.00    670.00
  4      6  MGP-SL  ManEst      1       0          D2A       74.00       1472.70      65.39    550.00   922.70       73.57         1315.00    620.00
  4      7  MGP-SL  ManEst      1       0          D2A       73.94       1449.70      64.44    495.00   954.70       75.42          975.00    500.00
  4      8  MGP-SL  ManEst      1       0          D2A       71.92       1420.59      64.46    475.00   945.59       71.92         1070.00    680.00
  4      9  MGP-SL  ManEst      1       0          D1A       68.46       1372.81      63.81    455.00   917.81       65.92         1000.00    685.00
  4     10  MGP-SL  ManEst      1       0          D2B       68.90       1318.82      63.61    455.00   863.82       67.16          890.00    515.00
  4     11  MGP-SL  ManEst      1       0          D1B       72.00       1501.59      63.91    570.00   931.59       71.17         1205.00    730.00
  4     12  MGP-SL  ManEst      1       0          D2A       77.02       1542.52      64.66    490.00  1052.52       77.46         1080.00    685.00
  4     13  MGP-SL  ManEst      1       0          D2B       69.25       1377.85      64.26    330.00  1047.85       71.66         1000.00    365.00
  4     14  MGP-SL  ManEst      1       0          D1B       69.43       1463.70      64.64    460.00  1003.70       64.74          895.00    465.00
  4     15  MGP-SL  ManEst      1       0          D2B       67.61       1394.21      64.97    440.00   954.21       67.53         1170.00    660.00
  4     16  MGP-SL  ManEst      1       0          D1A       65.63       1230.93      63.76    425.00   805.93       65.75         1000.00    520.00
  4     17  MGP-SL  ManEst      1       0          D2A       67.33       1437.22      63.68    435.00  1002.22       63.55         1060.00    580.00
  4     18  MGP-SL  ManEst      1       1          D1B       65.64       1265.70      63.49    515.00   750.70       66.02          915.00    620.00
  4     19  MGP-SL  ManEst      1       1          D1A       66.76       1255.86      63.62    430.00   825.86       67.26          930.00    550.00
  4     20  MGP-SL  ManEst      1       1          D1B       68.66       1172.68      63.65    480.00   692.68       68.10          985.00    660.00
  4     21  MGP-SL  ManEst      1       1          D2B       66.24       1065.05      64.86    380.00   685.05       67.74          970.00    385.00
  4     22  MGP-SL  ManEst      1       1          D2B       65.15       1140.07      64.03    425.00   715.07       63.61          810.00    585.00
  4     23  MGP-SL  ManEst      1       1          D1A       68.70       1056.07      64.93    325.00   731.07       67.55          875.00    325.00
  4     24  MGP-SL  ManEst      1       1          D1A       68.00       1198.92      64.20    365.00   833.92       67.43          820.00    375.00
  4     25  MGP-SL  ManEst      1       1          D2B       68.52       1295.88      64.10    465.00   830.88       69.63          990.00    470.00
  4     26  MGP-SL  ManEst      1       1          D2A       67.78       1388.71      63.63    590.00   798.71       66.13         1065.00    595.00
  4     27  MGP-SL  ManEst      1       1          D1A       69.11       1448.63      63.19    550.00   898.63       68.59         1165.00    790.00
  4     28  MGP-SL  ManEst      1       1          D1A       65.04       1342.62      63.42    410.00   932.62       63.77          960.00    460.00
  4     29  MGP-SL  ManEst      1       1          D1A       71.68       1445.67      63.41    515.00   930.67       70.54         1080.00    750.00
  4     30  MGP-SL  ManEst      1       1          D1B       66.54       1823.22      63.40    675.00  1148.22       64.88         1180.00    690.00
  4     31  MGP-SL  ManEst      1       1          D2A       69.53       1130.13      64.88    385.00   745.13       69.72          910.00    485.00
  4     32  MGP-SL  ManEst      1       1          D1B       70.43       1427.74      64.32    645.00   782.74       71.17         1100.00    670.00
  4     33  MGP-SL  ManEst      2       1          D1A       64.45       1578.50      63.35    710.00   868.50       64.67         1100.00    885.00
  4     34  MGP-SL  ManEst      2       1          D1A       67.74       1202.93      63.75    405.00   797.93       68.03          940.00    630.00
  4     35  MGP-SL  ManEst      2       1          D1A       70.45       1399.77      63.71    445.00   954.77       71.68         1145.00    465.00
  4     36  MGP-SL  ManEst      2       1          D1B       66.45       1259.94      64.30    380.00   879.94       66.39         1055.00    380.00
  4     37  MGP-SL  ManEst      2       1          D1A       64.39       1685.40      64.22    560.00  1125.40       62.51         1290.00    775.00
  4     38  MGP-SL  ManEst      2       1          D1A       67.64       1643.49      63.36    645.00   998.49       66.40         1215.00    840.00
  4     39  MGP-SL  ManEst      2       1          D2A       68.75       1469.70      64.33    440.00  1029.70       66.55         1100.00    435.00
  4     40  MGP-SL  ManEst      2       1          D2A       67.27       1375.79      63.87    385.00   990.79       62.34          830.00    620.00
  4     41  MGP-SL  ManEst      2       1          D2A       71.51       1296.68      65.50    395.00   901.68       70.54         1015.00    605.00
  4     42  MGP-SL  ManEst      2       1          D1B       69.72       1292.87      62.42    275.00  1017.87       70.64          870.00    285.00
  4     43  MGP-SL  ManEst      2       1          D2B       70.59       1354.77      63.44    475.00   879.77       69.70          980.00    480.00
  4     44  MGP-SL  ManEst      2       1          D2A       70.67       1600.56      64.40    555.00  1045.56       66.98         1150.00    730.00
  4     45  MGP-SL  ManEst      2       1          D1B       68.32       1644.41      62.40    635.00  1009.41       66.79         1190.00    680.00
  4     46  MGP-SL  ManEst      2       1          D2B       68.42       1539.57      64.31    615.00   924.57       64.97         1145.00    685.00
  4     47  MGP-SL  ManEst      2       1          D1B       66.24       1547.61      63.93    545.00  1002.61       63.36         1045.00    745.00
  4     48  MGP-SL  ManEst      2       1          D1A       65.16       1468.69      63.70    530.00   938.69       63.86          950.00    520.00
  4     49  MGP-SL  ManEst      2       1          D2B       67.76       1496.61      63.96    410.00  1086.61       67.06         1220.00    600.00
  4     50  MGP-SL  ManEst      2       1          D2A       64.01       1643.40      63.97    630.00  1013.40       59.48         1165.00    630.00
  4     51  MGP-SL  ManEst      2       1          D2A       70.31       1460.55      64.53    435.00  1025.55       70.03         1065.00    615.00
  4     52  MGP-SL  ManEst      2       1          D1B       65.84       1516.64      64.40    545.00   971.64       66.13         1215.00    550.00
  4     53  MGP-SL  ManEst      2       1          D2B       64.47       1504.49      64.37    440.00  1064.49       65.20         1170.00    645.00
  4     54  MGP-SL  ManEst      2       1          D2A       70.68       1489.24      65.02    375.00  1114.24       70.35         1190.00    575.00
  4     55  MGP-SL  ManEst      2       1          D2B       64.24       1406.38      64.11    395.00  1011.38       64.56         1045.00    415.00
  4     56  MGP-SL  ManEst      2       1          D1B       66.20       1522.58      63.26    420.00  1102.58       65.77         1070.00    630.00
  4     57  MGP-SL  ManEst      2       1          D2B       67.37       1490.56      63.93    530.00   960.56       67.35         1080.00    525.00
  4     58  MGP-SL  ManEst      2       1          D2B       64.01       1660.50      65.39    530.00  1130.50       63.32         1075.00    545.00
  4     59  MGP-SL  ManEst      2       1          D1B       64.88       1573.49      63.50    475.00  1098.49       63.55         1145.00    695.00
  4     60  MGP-SL  ManEst      2       1          D2B       63.26       1685.44      64.18    615.00  1070.44       64.18         1290.00    620.00
  4     61  MGP-SL  ManEst      2       1          D1B       65.66       1436.17      62.30    460.00   976.17       66.57         1105.00    660.00
  4     62  MGP-SL  ManEst      2       1          D2A       62.76       1529.49      64.52    515.00  1014.49       60.66         1125.00    765.00
  4     63  MGP-SL  ManEst      2       1          D1A       65.48       1574.60      64.15    455.00  1119.60       65.13         1065.00    725.00
  4     64  MGP-SL  ManEst      2       1          D1A       67.23       1639.48      64.57    505.00  1134.48       68.32         1170.00    775.00
  4     65  MGP-SL  ManEst      3       2          D2A       66.61       1385.70      63.88    405.00   980.70       67.59         1045.00    410.00
  4     66  MGP-SL  ManEst      3       2          D1B       64.93       1288.39      63.15    335.00   953.39       66.13          860.00    550.00
  4     67  MGP-SL  ManEst      3       2          D1A       63.80       1348.24      63.99    455.00   893.24       65.65          910.00    625.00
  4     68  MGP-SL  ManEst      3       2          D1A       65.56       1438.68      64.12    420.00  1018.68       65.50         1005.00    420.00
  4     69  MGP-SL  ManEst      3       2          D1B       63.33       1429.25      63.70    360.00  1069.25       64.52          930.00    370.00
  4     70  MGP-SL  ManEst      3       2          D2A       64.21       1477.61      64.63    405.00  1072.61       64.35          940.00    415.00
  4     71  MGP-SL  ManEst      3       2          D1B       64.88       1702.44      64.09    600.00  1102.44       63.60         1130.00    790.00
  4     72  MGP-SL  ManEst      3       2          D1A       64.19       1395.70      63.42    355.00  1040.70       64.27          880.00    550.00
  4     73  MGP-SL  ManEst      3       2          D2A       66.66       1389.31      64.71    310.00  1079.31       66.66          975.00    645.00
  4     74  MGP-SL  ManEst      3       2          D1B       63.70       1388.76      64.44    300.00  1088.76       64.14         1000.00    310.00
  4     75  MGP-SL  ManEst      3       2          D2A       63.31       1419.63      65.30    380.00  1039.63       60.45          885.00    585.00
  4     76  MGP-SL  ManEst      3       2          D2B       66.05       1532.59      64.55    445.00  1087.59       66.55         1080.00    630.00
  4     77  MGP-SL  ManEst      3       2          D2B       63.30       1532.62      64.43    435.00  1097.62       60.56          945.00    425.00
  4     78  MGP-SL  ManEst      3       2          D2B       67.40       1566.63      64.95    425.00  1141.63       68.19         1035.00    620.00
  4     79  MGP-SL  ManEst      3       2          D1B       66.39       1416.65      63.28    355.00  1061.65       66.70         1005.00    560.00
  4     80  MGP-SL  ManEst      3       2          D1A       61.16       1595.43      64.73    435.00  1160.43       61.33         1045.00    630.00
  4     81  MGP-SL  ManEst      3       2          D1B       64.31       1605.54      64.73    465.00  1140.54       65.03         1075.00    670.00
  4     82  MGP-SL  ManEst      3       2          D1B       66.76       1643.43      64.07    490.00  1153.43       66.13         1115.00    670.00
  4     83  MGP-SL  ManEst      3       2          D2A       64.48       1492.65      64.71    360.00  1132.65       65.20          870.00    555.00
  4     84  MGP-SL  ManEst      3       2          D2A       66.17       1645.53      64.17    395.00  1250.53       67.04         1310.00    575.00
  4     85  MGP-SL  ManEst      3       2          D2A       66.01       1465.57      64.30    470.00   995.57       66.47         1085.00    690.00
  4     86  MGP-SL  ManEst      3       2          D1A       64.12       1559.52      63.98    505.00  1054.52       65.34         1180.00    665.00
  4     87  MGP-SL  ManEst      3       2          D2B       65.34       1520.66      64.41    480.00  1040.66       65.03         1005.00    660.00
  4     88  MGP-SL  ManEst      3       2          D1A       67.57       1503.72      63.25    485.00  1018.72       67.78         1020.00    675.00
  4     89  MGP-SL  ManEst      3       2          D1A       63.25       1519.62      64.17    530.00   989.62       63.29         1130.00    625.00
  4     90  MGP-SL  ManEst      3       2          D2B       65.70       1668.45      63.78    565.00  1103.45       66.31         1060.00    755.00
  4     91  MGP-SL  ManEst      3       2          D2B       69.54       1534.05      65.46    370.00  1164.05       70.15         1040.00    380.00
  4     92  MGP-SL  ManEst      3       2          D2A       63.59       1606.58      64.28    495.00  1111.58       63.79         1120.00    490.00
  4     93  MGP-SL  ManEst      3       2          D2B       67.45       1669.40      63.44    580.00  1089.40       66.46         1105.00    830.00
  4     94  MGP-SL  ManEst      3       2          D2B       68.76       1510.48      65.37    485.00  1025.48       68.97         1010.00    700.00
  4     95  MGP-SL  ManEst      3       2          D1B       68.99       1706.43      65.01    605.00  1101.43       69.89         1150.00    830.00
  4     96  MGP-SL  ManEst      3       2          D1A       66.79       1424.72      63.54    415.00  1009.72       67.85          960.00    510.00
  4     97  MGP-SL  ManEst      4       2          D2B       65.85       1497.22      63.64    500.00   997.22       65.88         1010.00    685.00
  4     98  MGP-SL  ManEst      4       2          D2B       63.36       1422.69      63.09    440.00   982.69       64.57          965.00    625.00
  4     99  MGP-SL  ManEst      4       2          D1B       63.39       1433.64      64.33    345.00  1088.64       62.66         1040.00    580.00
  4    100  MGP-SL  ManEst      4       2          D2A       64.75       1416.71      65.17    335.00  1081.71       65.16         1065.00    565.00
  4    101  MGP-SL  ManEst      4       2          D1A       65.16       1444.25      63.83    455.00   989.25       65.29          995.00    615.00
  4    102  MGP-SL  ManEst      4       2          D2B       68.52       1452.64      65.19    380.00  1072.64       68.90          975.00    375.00
  4    103  MGP-SL  ManEst      4       2          D1A       66.58       1608.52      63.94    510.00  1098.52       67.36         1150.00    525.00
  4    104  MGP-SL  ManEst      4       2          D2B       66.78       1335.79      64.41    300.00  1035.79       66.42          910.00    535.00
  4    105  MGP-SL  ManEst      4       2          D1B       67.09       1496.59      64.25    380.00  1116.59       67.69         1010.00    380.00
  4    106  MGP-SL  ManEst      4       2          D1B       64.13       1462.62      64.25    385.00  1077.62       63.88         1065.00    415.00
  4    107  MGP-SL  ManEst      4       2          D2A       66.85       1372.70      64.25    345.00  1027.70       67.58          995.00    580.00
  4    108  MGP-SL  ManEst      4       2          D1A       68.02       1543.06      64.06    580.00   963.06       66.30         1095.00    775.00
  4    109  MGP-SL  ManEst      4       2          D1A       65.47       1363.80      63.31    380.00   983.80       65.55         1355.00    600.00
  4    110  MGP-SL  ManEst      4       2          D2A       65.99       1401.61      65.51    375.00  1026.61       64.27          915.00    540.00
  4    111  MGP-SL  ManEst      4       2          D1A       64.62       1269.84      64.42    305.00   964.84       63.37          890.00    520.00
  4    112  MGP-SL  ManEst      4       2          D2A       66.28       1405.21      64.28    375.00  1030.21       64.59          950.00    655.00
  4    113  MGP-SL  ManEst      4       2          D1B       69.79       1454.61      64.23    285.00  1169.61       71.25         1030.00    540.00
  4    114  MGP-SL  ManEst      4       2          D2A       66.58       1355.81      63.67    320.00  1035.81       66.90          960.00    465.00
  4    115  MGP-SL  ManEst      4       2          D1A       63.68       1267.83      64.12    335.00   932.83       62.30          830.00    495.00
  4    116  MGP-SL  ManEst      4       2          D2B       64.63       1382.81      64.08    335.00  1047.81       62.36          830.00    530.00
  4    117  MGP-SL  ManEst      4       2          D2B       65.74       1527.15      65.32    460.00  1067.15       66.38         1065.00    685.00
  4    118  MGP-SL  ManEst      4       2          D2A       63.22       1475.69      65.16    435.00  1040.69       64.34          985.00    595.00
  4    119  MGP-SL  ManEst      4       2          D1B       64.88       1363.72      64.39    300.00  1063.72       63.81          900.00    300.00
  4    120  MGP-SL  ManEst      4       2          D2A       67.50       1172.98      64.59    220.00   952.98       67.31          800.00    440.00
  4    121  MGP-SL  ManEst      4       2          D1B       62.49       1323.82      64.37    355.00   968.82       63.84          895.00    545.00
  4    122  MGP-SL  ManEst      4       2          D1A       64.31       1326.76      64.51    220.00  1106.76       64.15          925.00    245.00
  4    123  MGP-SL  ManEst      4       2          D1B       67.36       1479.60      63.52    385.00  1094.60       65.40         1000.00    625.00
  4    124  MGP-SL  ManEst      4       2          D2B       69.24       1249.86      65.26    285.00   964.86       69.42          900.00    285.00
  4    125  MGP-SL  ManEst      4       2          D1A       68.65       1350.78      64.49    360.00   990.78       67.95          925.00    575.00
  4    126  MGP-SL  ManEst      4       2          D1B       68.31       1414.76      64.13    270.00  1144.76       69.28          985.00    280.00
  4    127  MGP-SL  ManEst      4       2          D2B       65.87       1323.88      63.82    235.00  1088.88       66.56          950.00    475.00
  4    128  MGP-SL  ManEst      4       2          D2A       64.09       1285.79      64.77    330.00   955.79       64.93          980.00    540.00
  5      1  GPM-SL  ManEst      1       0          D2A       52.94       1312.72      53.89    235.00  1077.72       56.05         1000.00    245.00
  5      2  GPM-SL  ManEst      1       0          D1B       53.54       1352.84      53.11    255.00  1097.84       53.36          930.00    245.00
  5      3  GPM-SL  ManEst      1       0          D1B       49.67       1383.79      53.46    285.00  1098.79       52.10         1040.00    295.00
  5      4  GPM-SL  ManEst      1       0          D1A       57.68       1320.88      53.02    355.00   965.88       55.26          800.00    360.00
  5      5  GPM-SL  ManEst      1       0          D2A       56.54       1392.68      53.87    355.00  1037.68       55.57          740.00    345.00
  5      6  GPM-SL  ManEst      1       0          D2B       58.21       1220.86      54.10    250.00   970.86       58.17         1230.00    245.00
  5      7  GPM-SL  ManEst      1       0          D1A       57.03       1363.83      52.81    380.00   983.83       58.22          950.00    365.00
  5      8  GPM-SL  ManEst      1       0          D1B       54.03       1425.68      53.13    350.00  1075.68       55.19          755.00    365.00
  5      9  GPM-SL  ManEst      1       0          D1A       59.30       1392.73      53.44    285.00  1107.73       56.20          955.00    295.00
  5     10  GPM-SL  ManEst      1       0          D1B       56.09       1179.92      55.81    300.00   879.92       57.33          805.00    310.00
  5     11  GPM-SL  ManEst      1       1          D2B       53.13       1341.79      53.18    375.00   966.79       54.99         1165.00    380.00
  5     12  GPM-SL  ManEst      1       1          D1A       52.11       1181.93      51.79    225.00   956.93       54.67          735.00    220.00
  5     13  GPM-SL  ManEst      1       1          D2B       53.02       1211.40      54.31    230.00   981.40       54.89         1040.00    235.00
  5     14  GPM-SL  ManEst      1       1          D2A       58.24       1527.49      54.71    380.00  1147.49       60.38         1155.00    370.00
  5     15  GPM-SL  ManEst      1       1          D2A       50.88       1332.81      55.33    225.00  1107.81       51.85          895.00    205.00
  5     16  GPM-SL  ManEst      1       1          D1A       56.41       1664.45      53.16    280.00  1384.45       55.78         1235.00    275.00
  5     17  GPM-SL  ManEst      1       1          D2B       54.80       1386.88      56.94    445.00   941.88       54.04          935.00    445.00
  5     18  GPM-SL  ManEst      1       1          D2B       53.97       1419.53      54.82    190.00  1229.53       51.65          570.00    180.00
  5     19  GPM-SL  ManEst      1       1          D2A       54.02       1392.79      57.13    165.00  1227.79       49.34          785.00    170.00
  5     20  GPM-SL  ManEst      1       1          D2B       54.11       1681.26      57.90    265.00  1416.26       55.10         1075.00    285.00
  5     21  GPM-SL  ManEst      1       1          D1A       58.44       1583.53      56.50    395.00  1188.53       56.89         1030.00    390.00
  5     22  GPM-SL  ManEst      1       1          D1B       54.95       1391.75      56.53    410.00   981.75       53.46          930.00    400.00
  5     23  GPM-SL  ManEst      1       1          D2B       59.37       1435.75      57.47    220.00  1215.75       57.38          805.00    210.00
  5     24  GPM-SL  ManEst      1       1          D2B       53.79       1427.70      59.07    330.00  1097.70       57.09         1000.00    340.00
  5     25  GPM-SL  ManEst      1       2          D1B       54.30       1512.54      55.67    370.00  1142.54       55.55         1360.00    360.00
  5     26  GPM-SL  ManEst      1       2          D2A       49.30       1362.75      55.76    255.00  1107.75       48.53          940.00    245.00
  5     27  GPM-SL  ManEst      1       2          D1A       52.01       1535.55      57.19    445.00  1090.55       48.77          970.00    440.00
  5     28  GPM-SL  ManEst      1       2          D2A       53.59       1527.52      59.05    305.00  1222.52       54.55         1195.00    300.00
  5     29  GPM-SL  ManEst      1       2          D2A       54.31       1545.56      57.59    225.00  1320.56       50.03          920.00    220.00
  5     30  GPM-SL  ManEst      1       2          D1B       58.63       1586.54      57.24    360.00  1226.54       57.50         1170.00    390.00
  5     31  GPM-SL  ManEst      1       2          D1B       51.88       1554.58      55.80    360.00  1194.58       57.68         1060.00    365.00
  5     32  GPM-SL  ManEst      1       2          D1A       54.15       1466.70      56.17    325.00  1141.70       54.45          855.00    310.00
  5     33  GPM-SL  ManEst      2       2          D1B       47.66       1606.59      55.87    720.00   886.59       47.95         1230.00    720.00
  5     34  GPM-SL  ManEst      2       2          D1A       51.20       1389.83      51.93    195.00  1194.83       50.60          725.00    180.00
  5     35  GPM-SL  ManEst      2       3          D1B       53.73       1387.65      52.38    255.00  1132.65       55.15         1025.00    295.00
  5     36  GPM-SL  ManEst      2       3          D2B       49.11       1418.46      55.60    240.00  1178.46       51.06         1000.00    230.00
  5     37  GPM-SL  ManEst      2       3          D2A       53.54       1429.64      53.34    245.00  1184.64       52.24          705.00    245.00
  5     38  GPM-SL  ManEst      2       3          D2A       51.75       1332.78      55.52    220.00  1112.78       52.90          835.00    220.00
  5     39  GPM-SL  ManEst      2       3          D1A       52.02       1196.92      53.50    245.00   951.92       46.83          695.00    270.00
  5     40  GPM-SL  ManEst      2       3          D2B       49.15       1530.57      52.61    420.00  1110.57       50.51          905.00    425.00
  5     41  GPM-SL  ManEst      2       3          D2B       50.33       1243.91      56.86    255.00   988.91       45.96          700.00    265.00
  5     42  GPM-SL  ManEst      2       3          D1B       48.33       1430.66      55.23    290.00  1140.66       48.41          795.00    315.00
  5     43  GPM-SL  ManEst      2       3          D1A       49.88       1270.83      52.45    190.00  1080.83       47.92          565.00    195.00
  5     44  GPM-SL  ManEst      2       4          D1B       54.76       1330.63      53.98    405.00   925.63       51.15          785.00    410.00
  5     45  GPM-SL  ManEst      2       4          D1A       52.56       1112.53      54.97    210.00   902.53       52.91          615.00    215.00
  5     46  GPM-SL  ManEst      2       4          D2B       52.79       1282.93      57.14    330.00   952.93       51.62          845.00    325.00
  5     47  GPM-SL  ManEst      2       4          D1A       55.94       1317.78      53.12    255.00  1062.78       52.41          760.00    275.00
  5     48  GPM-SL  ManEst      2       4          D1B       51.23       1317.73      52.60    215.00  1102.73       49.85          770.00    250.00
  5     49  GPM-SL  ManEst      2       4          D2A       47.05       1268.84      52.71    210.00  1058.84       50.27          995.00    255.00
  5     50  GPM-SL  ManEst      2       4          D2B       51.09       1363.78      52.11    220.00  1143.78       49.97          700.00    280.00
  5     51  GPM-SL  ManEst      2       4          D1A       51.66       1147.94      54.58    145.00  1002.94       55.16          600.00    185.00
  5     52  GPM-SL  ManEst      2       4          D2A       51.07       1229.04      53.12    205.00  1024.04       49.53          730.00    195.00
  5     53  GPM-SL  ManEst      2       4          D2A       51.72       1393.67      53.00    295.00  1098.67       52.34          895.00    305.00
  5     54  GPM-SL  ManEst      2       5          D1A       57.94       1339.84      52.68    270.00  1069.84       54.29          830.00    340.00
  5     55  GPM-SL  ManEst      2       5          D2B       59.87       1538.54      51.79    260.00  1278.54       62.87          795.00    285.00
  5     56  GPM-SL  ManEst      2       5          D2A       51.90       1253.62      56.86    195.00  1058.62       52.22          645.00    200.00
  5     57  GPM-SL  ManEst      2       5          D1B       51.53       1476.68      55.19    210.00  1266.68       53.64         1280.00    210.00
  5     58  GPM-SL  ManEst      2       5          D1B       56.76       1282.82      56.76    315.00   967.82       55.45          800.00    330.00
  5     59  GPM-SL  ManEst      2       5          D2B       54.94       1476.60      55.40    320.00  1156.60       54.10          850.00    340.00
  5     60  GPM-SL  ManEst      2       5          D2A       54.93       1603.46      57.26    220.00  1383.46       51.90          660.00    215.00
  5     61  GPM-SL  ManEst      2       5          D1A       53.08       1384.73      53.44    215.00  1169.73       48.18          675.00    235.00
  5     62  GPM-SL  ManEst      2       5          D1B       49.64       1438.68      53.11    280.00  1158.68       51.74          750.00    280.00
  5     63  GPM-SL  ManEst      2       6          D2B       58.44       1451.63      56.71    260.00  1191.63       54.95          715.00    260.00
  5     64  GPM-SL  ManEst      2       6          D2A       58.31       1327.13      58.16    200.00  1127.13       52.87          715.00    185.00
  5     65  GPM-SL  ManEst      3       7          D2A       54.35       1362.77      52.54    215.00  1147.77       56.16          900.00    205.00
  5     66  GPM-SL  ManEst      3       7          D1A       54.65       1391.72      52.66    245.00  1146.72       57.12          825.00    255.00
