Sub  Trial   Group    Task  Block  Errors      Stimuli      ManEst    ManEstTime    G12FGAp        RT       MT    GGManEst    GGManEstTime      GGRT
  7     36  PMG-LS  ManEst      2      10          D1B       58.12       1324.23      66.44    465.00   859.23       56.51          955.00    475.00
  7     37  PMG-LS  ManEst      2      10          D1A       62.54       1488.11      66.31    570.00   918.11       61.14         1275.00    865.00
  7     38  PMG-LS  ManEst      2      10          D2A       62.89       1033.49      64.54    170.00   863.49       62.15          740.00    165.00
  7     39  PMG-LS  ManEst      2      10          D1B       59.72       1251.12      65.77    395.00   856.12       60.81          845.00    405.00
  7     40  PMG-LS  ManEst      2      10          D1B       66.87       1494.14      67.28    640.00   854.14       64.82         1010.00    650.00
  7     41  PMG-LS  ManEst      2      10          D2A       66.71       1251.28      66.19    425.00   826.28       69.40          975.00    420.00
  7     42  PMG-LS  ManEst      2      10          D1A       68.27       1439.27      66.15    380.00  1059.27       67.06          905.00    395.00
  7     43  PMG-LS  ManEst      2      10          D2A       61.19       1355.18      64.85    265.00  1090.18       64.81          840.00    450.00
  7     44  PMG-LS  ManEst      2      12          D2B       57.33       1462.18      66.12    320.00  1142.18       57.68         1195.00    315.00
  7     45  PMG-LS  ManEst      2      12          D1A       51.63       1156.05      64.28    285.00   871.05       43.38          415.00    280.00
  7     46  PMG-LS  ManEst      2      12          D1B       61.22       1725.05      68.85    625.00  1100.05       58.68         1290.00    630.00
  7     47  PMG-LS  ManEst      2      12          D2B       67.76       1653.06      70.39    455.00  1198.06       68.12         1475.00    480.00
  7     48  PMG-LS  ManEst      2      12          D1B       60.38       1504.13      66.82    280.00  1224.13       61.59         1245.00    430.00
  7     49  PMG-LS  ManEst      2      12          D2A       55.40       1349.80      65.54    505.00   844.80       56.44         1000.00    500.00
  7     50  PMG-LS  ManEst      2      12          D2B       68.03       1496.04      63.79    485.00  1011.04       66.24         1250.00    505.00
  7     51  PMG-LS  ManEst      2      12          D2A       70.23       1254.33      66.03    345.00   909.33       70.46         1040.00    355.00
  7     52  PMG-LS  ManEst      2      12          D1A       58.29       1829.85      63.12    285.00  1544.85       56.56          945.00    275.00
  7     53  PMG-LS  ManEst      2      12          D2B       59.12       1324.23      64.80    280.00  1044.23       53.65          890.00    280.00
  7     54  PMG-LS  ManEst      2      12          D1B       57.63       1440.18      66.37    255.00  1185.18       56.48         1335.00    290.00
  7     55  PMG-LS  ManEst      2      12          D2B       65.63       1098.20      65.16    205.00   893.20       67.05          725.00    220.00
  7     56  PMG-LS  ManEst      2      13          D1A       55.75       1511.12      64.07    545.00   966.12       55.49         1075.00    580.00
  7     57  PMG-LS  ManEst      2      13          D1A       59.37       1432.15      65.95    365.00  1067.15       57.41          925.00    370.00
  7     58  PMG-LS  ManEst      2      13          D2A       57.23       1141.40      66.55    280.00   861.40       54.44          840.00    295.00
  7     59  PMG-LS  ManEst      2      13          D2A       66.31       1276.36      64.09    220.00  1056.36       65.99         1060.00    210.00
  7     60  PMG-LS  ManEst      2      13          D2B       62.62       1110.43      65.17    260.00   850.43       60.78          910.00    280.00
  7     61  PMG-LS  ManEst      2      13          D1B       55.60       1825.83      64.60    435.00  1390.83       54.16         1665.00   1150.00
  7     62  PMG-LS  ManEst      2      13          D1A       59.69       1598.93      66.70    350.00  1248.93       60.48         1180.00    370.00
  7     63  PMG-LS  ManEst      2      13          D2B       61.24       1462.06      64.46    465.00   997.06       60.50         1005.00    790.00
  7     64  PMG-LS  ManEst      2      13          D1B       62.63       1459.08      64.45    490.00   969.08       61.42         1235.00    505.00
  7     65  PMG-LS  ManEst      3      14          D1A       57.77       1151.44      63.79    265.00   886.44       55.76          950.00    300.00
  7     66  PMG-LS  ManEst      3      14          D2B       63.15       1071.42      65.02    215.00   856.42       61.44          875.00    240.00
  7     67  PMG-LS  ManEst      3      14          D1A       60.20        989.54      65.77    180.00   809.54       58.29          730.00    190.00
  7     68  PMG-LS  ManEst      3      14          D1B       63.93       1112.34      65.78    220.00   892.34       63.96          855.00    230.00
  7     69  PMG-LS  ManEst      3      14          D2B       61.15       1073.47      64.47    210.00   863.47       61.24          780.00    305.00
  7     70  PMG-LS  ManEst      3      14          D2B       61.58       1057.47      64.98    315.00   742.47       61.72          935.00    350.00
  7     71  PMG-LS  ManEst      3      14          D1A       63.10       1136.31      62.60    210.00   926.31       63.98          825.00    230.00
  7     72  PMG-LS  ManEst      3      15          D2B       52.81       1626.99      61.98    460.00  1166.99       49.78         1160.00    455.00
  7     73  PMG-LS  ManEst      3      15          D2B       58.52       1339.27      69.19    275.00  1064.27       57.95         1025.00    280.00
  7     74  PMG-LS  ManEst      3      15          D2A       59.16       1232.30      72.02    220.00  1012.30       61.85          710.00    235.00
  7     75  PMG-LS  ManEst      3      15          D2A       56.11       1275.64      68.34    465.00   810.64       55.56         1125.00    485.00
  7     76  PMG-LS  ManEst      3      15          D2A       59.32       1329.97      67.76    385.00   944.97       58.21          955.00    385.00
  7     77  PMG-LS  ManEst      3      16          D1A       58.31       1528.16      66.93    450.00  1078.16       63.22         1135.00    480.00
  7     78  PMG-LS  ManEst      3      18          D1B       64.71       1518.12      68.27    460.00  1058.12       63.46         1150.00    455.00
  7     79  PMG-LS  ManEst      3      18          D2A       62.03       1453.16        NaN    535.00   918.16       55.51         1070.00    530.00
  7     80  PMG-LS  ManEst      3      18          D2B       58.34       1270.33      67.33    255.00  1015.33       55.02          760.00    275.00
  7     81  PMG-LS  ManEst      3      18          D1B       58.78       1489.19      66.76    495.00   994.19       59.90         1000.00    475.00
  7     82  PMG-LS  ManEst      3      18          D1A       60.04       1281.36      71.70    260.00  1021.36       60.22          840.00    255.00
  7     83  PMG-LS  ManEst      3      18          D1B       63.11       1555.59      67.77    635.00   920.59       62.74         1175.00    650.00
  7     84  PMG-LS  ManEst      3      18          D2B       65.52        989.08      66.86    180.00   809.08       64.75          760.00    190.00
  7     85  PMG-LS  ManEst      3      18          D1A       64.40       1080.39      68.90    195.00   885.39       63.51          845.00    195.00
  7     86  PMG-LS  ManEst      3      18          D2B       57.96       1258.31      69.62    375.00   883.31       58.14         1010.00    390.00
  7     87  PMG-LS  ManEst      3      18          D2A       68.21       1539.16      66.42    560.00   979.16       68.53         1370.00    575.00
  7     88  PMG-LS  ManEst      3      18          D2A       59.88       1375.19        NaN    295.00  1080.19       60.90          840.00    290.00
  7     89  PMG-LS  ManEst      3      18          D2A       60.38       1264.33      67.79    275.00   989.33       59.21          835.00    385.00
  7     90  PMG-LS  ManEst      3      18          D2A       65.54       1472.13      66.92    205.00  1267.13       66.60          735.00    280.00
  7     91  PMG-LS  ManEst      3      18          D1A       62.97       1175.41      68.53    195.00   980.41       62.97         1185.00    390.00
  7     92  PMG-LS  ManEst      3      18          D1B       57.82       1205.31      66.16    215.00   990.31       56.42          910.00    225.00
  7     93  PMG-LS  ManEst      3      18          D1B       60.86       1203.36      69.01    260.00   943.36       59.53          775.00    355.00
  7     94  PMG-LS  ManEst      3      18          D1B       59.49       1561.08      66.60    260.00  1301.08       60.86         1390.00    390.00
  7     95  PMG-LS  ManEst      3      18          D1A       57.03       1315.21      67.51    200.00  1115.21       56.87         1140.00    200.00
  7     96  PMG-LS  ManEst      3      18          D1B       61.51       1192.38      65.39    295.00   897.38       61.47         1200.00    345.00
  7     97  PMG-LS  ManEst      4      18          D2B       57.66       1560.07      67.86    550.00  1010.07       57.86         1475.00    650.00
  7     98  PMG-LS  ManEst      4      18          D1A       52.28       1272.31      64.26    230.00  1042.31       52.03          840.00    235.00
  7     99  PMG-LS  ManEst      4      18          D1A       61.93       1269.31      67.28    205.00  1064.31       59.36          825.00    220.00
  7    100  PMG-LS  ManEst      4      18          D1A       61.53       1504.18      68.07    305.00  1199.18       61.54         1510.00    330.00
  7    101  PMG-LS  ManEst      4      18          D1B       58.18       1198.31      67.33    255.00   943.31       57.32          810.00    255.00
  7    102  PMG-LS  ManEst      4      18          D1B       55.66       1317.31      65.72    280.00  1037.31       54.68          845.00    310.00
  7    103  PMG-LS  ManEst      4      18          D1B       57.38       1169.32      64.80    235.00   934.32       58.66          895.00    265.00
  7    104  PMG-LS  ManEst      4      18          D2A       56.70       1093.48      69.54    190.00   903.48       52.48          690.00    205.00
  7    105  PMG-LS  ManEst      4      18          D2B       64.50       1140.34      66.31    225.00   915.34       65.59          845.00    220.00
  7    106  PMG-LS  ManEst      4      18          D2B       60.01       1257.21      65.04    330.00   927.21       58.14          900.00    330.00
  7    107  PMG-LS  ManEst      4      18          D2A       55.12       1334.21      65.17    385.00   949.21       54.43          935.00    395.00
  7    108  PMG-LS  ManEst      4      18          D2A       56.41       1306.25      64.84    250.00  1056.25       57.16         1050.00    285.00
  7    109  PMG-LS  ManEst      4      18          D2B       63.25       1434.05      65.78    375.00  1059.05       61.30          845.00    555.00
  7    110  PMG-LS  ManEst      4      19          D1A       57.68       1352.29      64.53    375.00   977.29       59.42          985.00    405.00
  7    111  PMG-LS  ManEst      4      19          D2B       64.65       1123.19      67.13    350.00   773.19       64.46          840.00    355.00
  7    112  PMG-LS  ManEst      4      19          D1B       62.47       1360.13      64.96    325.00  1035.13       62.46         1370.00    340.00
  7    113  PMG-LS  ManEst      4      20          D1A       59.31       1536.15      67.74    325.00  1211.15       60.27         1280.00    350.00
  7    114  PMG-LS  ManEst      4      20          D2A       56.34       1584.08      66.39    325.00  1259.08       55.89         1200.00    560.00
  7    115  PMG-LS  ManEst      4      20          D2A       61.37       1586.05      65.20    435.00  1151.05       58.21         1010.00    555.00
  7    116  PMG-LS  ManEst      4      20          D2A       60.95       1622.01      63.84    390.00  1232.01       61.48         1480.00    675.00
  7    117  PMG-LS  ManEst      4      20          D1A       63.77       1435.17      65.37    375.00  1060.17       63.26         1150.00    390.00
  7    118  PMG-LS  ManEst      4      20          D2B       62.86       1759.88      68.79    370.00  1389.88       63.60         1495.00    365.00
  7    119  PMG-LS  ManEst      4      20          D2A       67.06       1529.02      68.54    270.00  1259.02       68.09         1270.00    260.00
  7    120  PMG-LS  ManEst      4      20          D1B       65.50       1794.90      64.71    530.00  1264.90       62.81         1045.00    545.00
  7    121  PMG-LS  ManEst      4      20          D1A       61.13       1424.17      60.77    230.00  1194.17       60.47         1000.00    315.00
  7    122  PMG-LS  ManEst      4      20          D2B       60.91       1598.06      65.76    330.00  1268.06       61.68         1090.00    330.00
  7    123  PMG-LS  ManEst      4      20          D1B       60.82       1534.05      63.51    205.00  1329.05       62.52         1275.00    230.00
  7    124  PMG-LS  ManEst      4      20          D1B       62.03       1658.02      65.83    170.00  1488.02       62.42         1305.00    280.00
  7    125  PMG-LS  ManEst      4      20          D1A       58.64       2018.74      64.07    430.00  1588.74       58.86         1765.00    845.00
  7    126  PMG-LS  ManEst      4      20          D2A       63.64       2174.58      65.72    465.00  1709.58       62.43         1170.00    555.00
  7    127  PMG-LS  ManEst      4      20          D1B       57.21       1459.21      67.14    310.00  1149.21       57.33         1230.00    320.00
  7    128  PMG-LS  ManEst      4      20          D2B       56.10       1486.12      64.68    490.00   996.12       55.70         1080.00    635.00
  8      1  PGM-LS  ManEst      1       0          D2B       58.85       1244.50      57.81    355.00   889.50       58.81         1250.00    345.00
  8      2  PGM-LS  ManEst      1       0          D2A       57.70       1056.02      57.33    250.00   806.02       59.56          825.00    240.00
  8      3  PGM-LS  ManEst      1       0          D2B       53.99       1329.72      57.25    405.00   924.72       51.82          985.00    395.00
  8      4  PGM-LS  ManEst      1       0          D1B       57.54       1108.10      57.35    250.00   858.10       57.55         1115.00    245.00
  8      5  PGM-LS  ManEst      1       0          D1B       61.57       1139.05      58.20    220.00   919.05       62.41          755.00    220.00
  8      6  PGM-LS  ManEst      1       0          D1B       57.76       1316.83      56.57    250.00  1066.83       57.77         1325.00    240.00
  8      7  PGM-LS  ManEst      1       0          D2A       59.96       1363.73      57.23    520.00   843.73       60.70         1075.00    515.00
  8      8  PGM-LS  ManEst      1       0          D1A       60.50       1094.98      56.61    230.00   864.98       61.63          630.00    225.00
  8      9  PGM-LS  ManEst      1       0          D1B       58.70       1144.03      57.55    280.00   864.03       61.09          800.00    305.00
  8     10  PGM-LS  ManEst      1       0          D1B       57.11       1169.89      56.46    275.00   894.89       56.10          795.00    270.00
  8     11  PGM-LS  ManEst      1       0          D2B       60.73       1100.02      58.03    255.00   845.02       62.00          705.00    245.00
  8     12  PGM-LS  ManEst      1       1          D1A       62.05       1272.87      57.82    345.00   927.87       62.01         1280.00    330.00
  8     13  PGM-LS  ManEst      1       1          D2B       60.48       1225.92      58.83    245.00   980.92       63.34          770.00    230.00
  8     14  PGM-LS  ManEst      1       1          D2A       56.82       1369.71      58.04    470.00   899.71       60.17         1010.00    465.00
  8     15  PGM-LS  ManEst      1       2          D1A       59.54       1098.21      57.05    240.00   858.21       61.20          680.00    240.00
  8     16  PGM-LS  ManEst      1       2          D2A       58.57       1259.82      58.12    345.00   914.82       59.61          895.00    330.00
  8     17  PGM-LS  ManEst      1       3          D2B       60.20       1139.01      58.61    240.00   899.01       63.71          460.00    235.00
  8     18  PGM-LS  ManEst      1       3          D2A       58.14       1327.86      58.95    270.00  1057.86       61.48          740.00    265.00
  8     19  PGM-LS  ManEst      1       3          D1B       62.30       1227.95      57.91    310.00   917.95       63.20          695.00    305.00
  8     20  PGM-LS  ManEst      1       3          D1A       59.69       1067.04      59.42    190.00   877.04       62.88          705.00    190.00
  8     21  PGM-LS  ManEst      1       3          D2B       57.11       1098.02      57.80    230.00   868.02       57.41          850.00    230.00
  8     22  PGM-LS  ManEst      1       3          D2A       64.48       1068.74      57.28    225.00   843.74       66.84          750.00    225.00
  8     23  PGM-LS  ManEst      1       3          D1B       59.88       1111.90      56.88    290.00   821.90       62.54          775.00    285.00
  8     24  PGM-LS  ManEst      1       3          D1A       58.04       1042.18      57.67    195.00   847.18       58.42          710.00    185.00
  8     25  PGM-LS  ManEst      1       3          D2A       60.18       1030.01      57.67    185.00   845.01       61.35          680.00    180.00
  8     26  PGM-LS  ManEst      1       3          D2A       59.73       1123.01      58.15    255.00   868.01       60.39          785.00    250.00
  8     27  PGM-LS  ManEst      1       3          D2B       58.03        978.19      58.63    245.00   733.19       60.69          805.00    235.00
  8     28  PGM-LS  ManEst      1       3          D1A       56.00       1599.79      58.84    540.00  1059.79       56.71         1235.00    535.00
  8     29  PGM-LS  ManEst      1       3          D1A       56.78       1088.11      58.90    190.00   898.11       57.64          750.00    190.00
  8     30  PGM-LS  ManEst      1       3          D1B       56.55       1123.00      57.85    310.00   813.00       57.45          950.00    295.00
  8     31  PGM-LS  ManEst      1       3          D2B       58.46       1177.64      58.65    305.00   872.64       59.50          900.00    290.00
  8     32  PGM-LS  ManEst      1       3          D1A       56.77       1151.53      57.84    245.00   906.53       58.11          690.00    230.00
  8     33  PGM-LS  ManEst      2       3          D2B       56.20       1242.83      57.57    295.00   947.83       56.42          975.00    300.00
  8     34  PGM-LS  ManEst      2       3          D1B       55.93       1251.88      56.39    225.00  1026.88       55.22          815.00    215.00
  8     35  PGM-LS  ManEst      2       3          D1A       56.47       1184.99      58.05    225.00   959.99       56.66          875.00    215.00
  8     36  PGM-LS  ManEst      2       3          D2B       60.45       1299.86      59.42    505.00   794.86       61.94         1030.00    495.00
  8     37  PGM-LS  ManEst      2       3          D1A       64.31       1181.90      57.47    330.00   851.90       66.94          815.00    320.00
  8     38  PGM-LS  ManEst      2       3          D2B       59.15       1262.92      58.17    505.00   757.92       59.18         1045.00    495.00
  8     39  PGM-LS  ManEst      2       3          D2A       60.71       1140.90      58.82    295.00   845.90       62.97          795.00    275.00
  8     40  PGM-LS  ManEst      2       3          D1A       59.85       1194.85      57.78    240.00   954.85       59.57          590.00    230.00
  8     41  PGM-LS  ManEst      2       3          D2B       61.64       1105.11      57.65    180.00   925.11       62.74          480.00    165.00
  8     42  PGM-LS  ManEst      2       3          D2A       56.64       1109.05      57.55    205.00   904.05       57.01          815.00    195.00
  8     43  PGM-LS  ManEst      2       3          D1B       56.41       1115.05      57.23    245.00   870.05       56.45          840.00    230.00
  8     44  PGM-LS  ManEst      2       3          D2B       59.51       1183.79      57.45    210.00   973.79       60.65          550.00    200.00
  8     45  PGM-LS  ManEst      2       3          D1B       57.36       1273.80      56.62    280.00   993.80       58.17          825.00    270.00
  8     46  PGM-LS  ManEst      2       3          D1B       61.95       1269.79      57.79    255.00  1014.79       62.75          775.00    255.00
  8     47  PGM-LS  ManEst      2       3          D2A       53.90       1274.91      58.33    275.00   999.91       56.56          855.00    265.00
  8     48  PGM-LS  ManEst      2       3          D2A       53.97       1185.92      58.05    280.00   905.92       54.12          780.00    275.00
  8     49  PGM-LS  ManEst      2       3          D1A       60.99       1277.96      57.80    335.00   942.96       61.75          885.00    330.00
  8     50  PGM-LS  ManEst      2       3          D2A       58.90       1183.07      58.19    250.00   933.07       58.87          805.00    240.00
  8     51  PGM-LS  ManEst      2       3          D1A       57.14       1310.72      56.56    360.00   950.72       57.40          600.00    345.00
  8     52  PGM-LS  ManEst      2       3          D1B       56.94       1088.09      56.89    195.00   893.09       58.36          750.00    180.00
  8     53  PGM-LS  ManEst      2       3          D1B       53.59       1183.86      57.38    235.00   948.86       54.26          580.00    225.00
  8     54  PGM-LS  ManEst      2       3          D2B       56.71       1118.03      58.82    300.00   818.03       60.39          800.00    295.00
  8     55  PGM-LS  ManEst      2       3          D1B       61.81       1181.02      56.27    270.00   911.02       63.90          895.00    265.00
  8     56  PGM-LS  ManEst      2       3          D2B       57.75       1343.79      58.06    270.00  1073.79       57.04          940.00    270.00
  8     57  PGM-LS  ManEst      2       3          D2B       56.11       1159.03      58.01    250.00   909.03       59.05          740.00    245.00
  8     58  PGM-LS  ManEst      2       3          D1A       56.68       1358.79      57.93    455.00   903.79       58.61         1025.00    450.00
  8     59  PGM-LS  ManEst      2       3          D1B       58.85       1369.71      59.01    325.00  1044.71       59.01          955.00    310.00
  8     60  PGM-LS  ManEst      2       3          D1A       58.77       1167.93      58.08    230.00   937.93       61.57          770.00    225.00
  8     61  PGM-LS  ManEst      2       3          D2A       57.57       1329.39      57.23    355.00   974.39       58.95         1000.00    375.00
  8     62  PGM-LS  ManEst      2       3          D2A       58.91       1275.78      60.47    310.00   965.78       57.97          560.00    360.00
  8     63  PGM-LS  ManEst      2       3          D2A       59.32       1366.88      57.53    300.00  1066.88       62.60          855.00    295.00
  8     64  PGM-LS  ManEst      2       3          D1A       55.88       1603.42      57.00    740.00   863.42       55.87         1610.00    735.00
  8     65  PGM-LS  ManEst      3       3          D2A       58.26       1274.72      56.43    235.00  1039.72       56.29          850.00    230.00
  8     66  PGM-LS  ManEst      3       3          D2B       61.64       1245.97      56.27    260.00   985.97       62.66          825.00    260.00
  8     67  PGM-LS  ManEst      3       3          D2A       61.61       1426.62      57.88    435.00   991.62       57.40          550.00    425.00
  8     68  PGM-LS  ManEst      3       3          D1A       63.02       1235.91      57.18    225.00  1010.91       64.27          860.00    215.00
  8     69  PGM-LS  ManEst      3       3          D2A       60.03       1140.05      57.89    230.00   910.05       60.80          870.00    215.00
  8     70  PGM-LS  ManEst      3       3          D1B       57.58       1293.82      56.84    280.00  1013.82       61.41          620.00    270.00
  8     71  PGM-LS  ManEst      3       3          D2A       61.33       1205.02      57.21    295.00   910.02       63.60          830.00    285.00
  8     72  PGM-LS  ManEst      3       3          D2A       58.74       1177.95      58.14    255.00   922.95       61.16          765.00    240.00
  8     73  PGM-LS  ManEst      3       3          D1B       56.42       1219.93      56.90    235.00   984.93       59.19          840.00    220.00
  8     74  PGM-LS  ManEst      3       3          D2B       60.60       1236.71      56.92    220.00  1016.71       62.16          480.00    200.00
  8     75  PGM-LS  ManEst      3       3          D1A       59.18       1657.45      57.84    505.00  1152.45       60.12         1115.00    495.00
  8     76  PGM-LS  ManEst      3       3          D1A       60.86       1178.93      57.22    230.00   948.93       64.42          725.00    215.00
  8     77  PGM-LS  ManEst      3       3          D2A       59.90       1189.90      57.11    210.00   979.90       61.86          620.00    200.00
  8     78  PGM-LS  ManEst      3       3          D1A       60.18       1247.84      56.59    235.00  1012.84       63.84          520.00    220.00
  8     79  PGM-LS  ManEst      3       3          D1B       60.27       1188.91      55.75    215.00   973.91       63.12          755.00    200.00
  8     80  PGM-LS  ManEst      3       3          D2B       57.56       1257.89      55.92    230.00  1027.89       58.12          825.00    220.00
  8     81  PGM-LS  ManEst      3       3          D1B       61.31       1139.89      57.72    235.00   904.89       65.32          630.00    215.00
  8     82  PGM-LS  ManEst      3       3          D1A       58.62       1252.78      57.52    235.00  1017.78       58.87          835.00    225.00
  8     83  PGM-LS  ManEst      3       3          D2A       57.07       1088.07      57.14    195.00   893.07       58.61          405.00    195.00
  8     84  PGM-LS  ManEst      3       3          D1A       62.57       1125.99      56.85    225.00   900.99       63.87          785.00    215.00
  8     85  PGM-LS  ManEst      3       3          D1A       56.55       1111.09      56.51    205.00   906.09       57.24          730.00    195.00
  8     86  PGM-LS  ManEst      3       4          D2A       55.41       1260.80      58.08    240.00  1020.80       55.86         1165.00    230.00
  8     87  PGM-LS  ManEst      3       4          D1B       59.61       1174.85      58.53    220.00   954.85       60.50          890.00    210.00
  8     88  PGM-LS  ManEst      3       4          D2B       60.03       1174.98      58.53    240.00   934.98       60.97          825.00    230.00
  8     89  PGM-LS  ManEst      3       4          D1A       60.48       1101.07      58.90    205.00   896.07       60.24          805.00    190.00
  8     90  PGM-LS  ManEst      3       5          D2B       61.67       1180.82      56.08    245.00   935.82       65.45          640.00    235.00
  8     91  PGM-LS  ManEst      3       5          D2B       60.28       1446.67      56.44    250.00  1196.67       59.81          885.00    245.00
  8     92  PGM-LS  ManEst      3       5          D1B       56.66       1108.84      56.60    230.00   878.84       57.67          765.00    220.00
  8     93  PGM-LS  ManEst      3       5          D2B       58.66       1215.76      57.88    240.00   975.76       59.60          855.00    225.00
  8     94  PGM-LS  ManEst      3       5          D2B       61.98       1213.90      57.22    325.00   888.90       64.33          795.00    310.00
  8     95  PGM-LS  ManEst      3       5          D1B       59.53       1259.87      57.10    260.00   999.87       61.20          810.00    250.00
  8     96  PGM-LS  ManEst      3       5          D1B       57.78       1245.93      58.48    370.00   875.93       61.89          750.00    355.00
  8     97  PGM-LS  ManEst      4       5          D2A       54.99       1157.89      56.98    305.00   852.89       57.36          840.00    305.00
  8     98  PGM-LS  ManEst      4       5          D2B       60.39       1296.87      57.81    190.00  1106.87       62.01          815.00    175.00
  8     99  PGM-LS  ManEst      4       5          D1A       58.03       1256.72      57.40    230.00  1026.72       59.25          845.00    220.00
  8    100  PGM-LS  ManEst      4       6          D2B       59.47       1167.03      58.95    245.00   922.03       61.73          565.00    240.00
  8    101  PGM-LS  ManEst      4       6          D2B       57.92       1156.86      57.25    250.00   906.86       58.59          760.00    240.00
  8    102  PGM-LS  ManEst      4       6          D1B       54.39       1171.04      58.10    220.00   951.04       56.49          645.00    210.00
  8    103  PGM-LS  ManEst      4       6          D1A       57.51       1336.69      56.24    430.00   906.69       57.51         1345.00    430.00
  8    104  PGM-LS  ManEst      4       6          D2A       56.13       1101.08      58.29    310.00   791.08       56.99          775.00    300.00
  8    105  PGM-LS  ManEst      4       6          D2A       56.63       1301.85      59.25    230.00  1071.85       57.03          540.00    220.00
  8    106  PGM-LS  ManEst      4       6          D2B       58.76       1093.87      58.73    190.00   903.87       61.09          670.00    175.00
  8    107  PGM-LS  ManEst      4       6          D1B       57.80       1208.00      54.97    305.00   903.00       58.33          835.00    300.00
  8    108  PGM-LS  ManEst      4       6          D1B       61.53       1175.92      56.72    220.00   955.92       62.62          810.00    210.00
  8    109  PGM-LS  ManEst      4       6          D1A       57.36       1315.79      57.48    225.00  1090.79       59.07          780.00    215.00
  8    110  PGM-LS  ManEst      4       6          D1A       57.19       1265.72      57.29    210.00  1055.72       62.87          560.00    200.00
  8    111  PGM-LS  ManEst      4       6          D1A       58.02       1248.84      56.73    255.00   993.84       58.50          850.00    240.00
  8    112  PGM-LS  ManEst      4       6          D2A       58.52       1364.71      57.78    265.00  1099.71       60.21          895.00    260.00
  8    113  PGM-LS  ManEst      4       6          D1A       57.52       1145.94      59.14    200.00   945.94       58.28          790.00    190.00
  8    114  PGM-LS  ManEst      4       6          D2A       55.52       1368.92      56.90    245.00  1123.92       56.60          755.00    235.00
  8    115  PGM-LS  ManEst      4       6          D2A       58.33       1371.50      56.81    235.00  1136.50       59.38          715.00    225.00
  8    116  PGM-LS  ManEst      4       6          D1B       56.92       1373.88      57.23    215.00  1158.88       58.11          775.00    205.00
  8    117  PGM-LS  ManEst      4       6          D1B       58.62       1345.65      57.43    215.00  1130.65       58.94          820.00    200.00
  8    118  PGM-LS  ManEst      4       6          D2B       58.62       1253.38      57.68    195.00  1058.38       62.17          480.00    185.00
  8    119  PGM-LS  ManEst      4       6          D1B       57.94       1132.98      56.40    215.00   917.98       60.03          725.00    205.00
  8    120  PGM-LS  ManEst      4       6          D2A       57.41       1164.90      56.01    195.00   969.90       57.78          780.00    180.00
  8    121  PGM-LS  ManEst      4       6          D1A       56.52       1264.85      57.97    405.00   859.85       56.93          965.00    405.00
  8    122  PGM-LS  ManEst      4       6          D2B       58.10       1263.71      57.05    290.00   973.71       60.07          835.00    285.00
  8    123  PGM-LS  ManEst      4       6          D2B       54.55       1200.90      57.03    225.00   975.90       58.07          665.00    215.00
  8    124  PGM-LS  ManEst      4       6          D2A       57.16       1265.83      57.98    255.00  1010.83       61.36          570.00    240.00
  8    125  PGM-LS  ManEst      4       6          D1A       59.15       1180.81      56.27    195.00   985.81       61.84          780.00    195.00
  8    126  PGM-LS  ManEst      4       6          D1B       58.82       1251.86      57.36    265.00   986.86       60.80          835.00    260.00
  8    127  PGM-LS  ManEst      4       6          D1B       58.19       1280.95      56.89    265.00  1015.95       59.11          900.00    255.00
  8    128  PGM-LS  ManEst      4       6          D2B       56.57       1181.00      63.33    295.00   886.00       58.48          835.00    290.00
  9      1  MPG-LS  ManEst      1       0          D2B       58.23       1525.18      60.65    710.00   815.18       57.82         1280.00    725.00
  9      2  MPG-LS  ManEst      1       0          D1B       58.77       1603.03      60.25    545.00  1058.03       57.72         1100.00    545.00
  9      3  MPG-LS  ManEst      1       0          D2A       54.84       1442.17      59.65    345.00  1097.17       53.41          925.00    335.00
  9      4  MPG-LS  ManEst      1       0          D1B       58.45       1485.15      60.70    320.00  1165.15       57.26          955.00    305.00
  9      5  MPG-LS  ManEst      1       0          D2A       57.69       1648.96      61.02    435.00  1213.96       52.99         1040.00    400.00
  9      6  MPG-LS  ManEst      1       1          D1A       57.48       1700.70      59.83    735.00   965.70       57.98         1345.00    725.00
  9      7  MPG-LS  ManEst      1       1          D2B       58.47       1584.06      62.02    405.00  1179.06       58.55         1110.00    395.00
  9      8  MPG-LS  ManEst      1       1          D1A       59.68       1424.19      61.12    320.00  1104.19       58.41         1030.00    390.00
  9      9  MPG-LS  ManEst      1       1          D1A       52.53       1319.29      61.57    405.00   914.29       51.08         1035.00    400.00
  9     10  MPG-LS  ManEst      1       1          D1A       60.68       1769.87      61.22    520.00  1249.87       58.45         1280.00    495.00
  9     11  MPG-LS  ManEst      1       1          D1A       57.21       1862.83      61.90    560.00  1302.83       57.11         1655.00    530.00
  9     12  MPG-LS  ManEst      1       1          D2A       58.64       1488.11      62.37    530.00   958.11       56.46         1120.00    530.00
  9     13  MPG-LS  ManEst      1       1          D1B       58.24       2021.68      60.86    685.00  1336.68       56.04         1800.00    700.00
  9     14  MPG-LS  ManEst      1       1          D2A       62.70       1633.89      60.91    550.00  1083.89       63.28         1210.00    570.00
  9     15  MPG-LS  ManEst      1       1          D1B       59.32       1595.99      60.68    425.00  1170.99       57.37         1210.00    420.00
  9     16  MPG-LS  ManEst      1       1          D2B       52.56       1599.08      62.24    460.00  1139.08       47.65         1055.00    485.00
