Sub  Trial   Group    Task  Block  Errors      Stimuli    MaxAp     MaxApTime       G12FGAp        RT  TouchedAp  TouchedTime       GGRT
  8     69  PGM-LS   Grasp      3       5          D2B    62.95        810.00         58.64    255.00      62.94       815.00     250.00
  8     70  PGM-LS   Grasp      3       5          D1A    71.61        635.00         60.25    210.00      62.05       775.00     210.00
  8     71  PGM-LS   Grasp      3       5          D1B    80.60        600.00         57.60    290.00      71.55       725.00     295.00
  8     72  PGM-LS   Grasp      3       5          D2B    69.83        675.00         59.35    240.00      64.74       735.00     235.00
  8     73  PGM-LS   Grasp      3       5          D2B    73.18        735.00         56.92    345.00      70.12       800.00     355.00
  8     74  PGM-LS   Grasp      3       5          D2B    72.96        575.00         59.60    230.00      68.88       695.00     220.00
  8     75  PGM-LS   Grasp      3       5          D2A    80.54        560.00         59.22    240.00      65.93       720.00     235.00
  8     76  PGM-LS   Grasp      3       5          D1A    77.95        560.00         58.84    195.00      68.03       720.00     195.00
  8     77  PGM-LS   Grasp      3       5          D1B    71.30        625.00         58.10    205.00      66.38       695.00     200.00
  8     78  PGM-LS   Grasp      3       5          D2A    81.40        540.00         55.61    205.00      80.48       575.00     205.00
  8     79  PGM-LS   Grasp      3       5          D1B    73.25        600.00         57.03    200.00      70.55       650.00     200.00
  8     80  PGM-LS   Grasp      3       5          D2A    74.09        565.00         60.48    250.00      59.15       775.00     260.00
  8     81  PGM-LS   Grasp      3       5          D1B    77.58        515.00         57.88    270.00      63.63       760.00     265.00
  8     82  PGM-LS   Grasp      3       5          D2B    76.87        555.00         58.11    180.00      72.52       715.00     175.00
  8     83  PGM-LS   Grasp      3       5          D2B    74.56        655.00         57.96    330.00      70.17       755.00     345.00
  8     84  PGM-LS   Grasp      3       5          D2B    77.59        580.00         58.81    250.00      69.52       670.00     240.00
  8     85  PGM-LS   Grasp      3       5          D2A    74.53        630.00         60.01    265.00      71.99       680.00     260.00
  8     86  PGM-LS   Grasp      3       5          D2A    74.36        700.00         58.24    235.00      72.98       725.00     225.00
  8     87  PGM-LS   Grasp      3       6          D1A    78.54        585.00         58.96    210.00      75.13       630.00     200.00
  8     88  PGM-LS   Grasp      3       6          D1B    74.79        675.00         58.18    305.00      69.26       795.00     300.00
  8     89  PGM-LS   Grasp      3       6          D2A    76.30        620.00         59.77    255.00      70.56       690.00     245.00
  8     90  PGM-LS   Grasp      3       6          D1A    71.86        620.00         57.76    260.00      66.14       710.00     250.00
  8     91  PGM-LS   Grasp      3       6          D2B    77.27        615.00         57.11    240.00      73.74       670.00     240.00
  8     92  PGM-LS   Grasp      3       8          D1A    85.24        585.00         58.54    245.00      76.78       685.00     250.00
  8     93  PGM-LS   Grasp      3       8          D1A    82.11        600.00         59.04    240.00      77.16       700.00     230.00
  8     94  PGM-LS   Grasp      3       8          D1B    81.15        560.00         57.41    225.00      78.32       620.00     230.00
  8     95  PGM-LS   Grasp      3       8          D2A    82.78        575.00         57.23    235.00      79.01       655.00     225.00
  8     96  PGM-LS   Grasp      3       9          D1B    80.92        645.00         59.60    320.00      64.45       870.00     325.00
  8     97  PGM-LS   Grasp      4       9          D2B    85.24        735.00         58.86    320.00      73.74       890.00     325.00
  8     98  PGM-LS   Grasp      4       9          D2A    84.61        610.00         57.42    230.00      84.08       640.00     220.00
  8     99  PGM-LS   Grasp      4       9          D2A    75.32        670.00         56.63    245.00      74.92       680.00     245.00
  8    100  PGM-LS   Grasp      4       9          D1A    80.74        740.00         57.49    290.00      76.20       845.00     290.00
  8    101  PGM-LS   Grasp      4       9          D1B    77.52        705.00         57.41    245.00      75.51       780.00     240.00
  8    102  PGM-LS   Grasp      4       9          D2B    82.83        625.00         58.45    195.00      78.83       690.00     195.00
  8    103  PGM-LS   Grasp      4       9          D2A    80.84        625.00         58.49    240.00      78.11       720.00     245.00
  8    104  PGM-LS   Grasp      4       9          D1A    71.79        715.00         56.13    265.00      71.29       730.00     260.00
  8    105  PGM-LS   Grasp      4       9          D2A    75.70        560.00         58.18    200.00      73.14       645.00     190.00
  8    106  PGM-LS   Grasp      4       9          D2B    84.48        635.00         58.20    255.00      69.76       785.00     260.00
  8    107  PGM-LS   Grasp      4       9          D1B    81.24        605.00         58.72    245.00      79.94       635.00     240.00
  8    108  PGM-LS   Grasp      4       9          D2B    81.62        645.00         58.00    235.00      74.10       795.00     240.00
  8    109  PGM-LS   Grasp      4       9          D1A    78.95        760.00         57.21    295.00      75.50       820.00     300.00
  8    110  PGM-LS   Grasp      4       9          D1A    81.17        615.00         56.85    250.00      74.93       740.00     260.00
  8    111  PGM-LS   Grasp      4       9          D2B    79.00        765.00         57.58    360.00      69.29       925.00     365.00
  8    112  PGM-LS   Grasp      4       9          D1A    78.07        770.00         58.29    350.00      73.59       865.00     350.00
  8    113  PGM-LS   Grasp      4       9          D1A    82.28        620.00         58.16    240.00      80.64       650.00     240.00
  8    114  PGM-LS   Grasp      4       9          D2A    83.30        700.00         57.03    265.00      81.68       745.00     260.00
  8    115  PGM-LS   Grasp      4       9          D2A    85.28        650.00         57.20    260.00      73.56       790.00     250.00
  8    116  PGM-LS   Grasp      4       9          D2A    79.33        635.00         57.09    250.00      71.25       785.00     250.00
  8    117  PGM-LS   Grasp      4       9          D2B    80.39        695.00         58.73    260.00      77.87       770.00     255.00
  8    118  PGM-LS   Grasp      4       9          D1B    89.18        575.00         58.11    225.00      74.90       730.00     215.00
  8    119  PGM-LS   Grasp      4       9          D1A    85.50        650.00         56.84    215.00      82.81       700.00     210.00
  8    120  PGM-LS   Grasp      4       9          D1B    80.06        660.00         58.04    280.00      74.00       825.00     280.00
  8    121  PGM-LS   Grasp      4       9          D2B    74.67        660.00         56.87    240.00      73.09       715.00     235.00
  8    122  PGM-LS   Grasp      4       9          D1B    80.95        585.00         57.21    245.00      69.67       715.00     230.00
  8    123  PGM-LS   Grasp      4       9          D1A    81.17        570.00         57.23    195.00      75.64       635.00     195.00
  8    124  PGM-LS   Grasp      4       9          D2B    80.22        625.00         57.69    220.00      73.33       745.00     220.00
  8    125  PGM-LS   Grasp      4       9          D1B    83.00        620.00         58.00    270.00      73.18       820.00     260.00
  8    126  PGM-LS   Grasp      4       9          D1B    79.60        555.00         56.87    255.00      69.95       775.00     255.00
  8    127  PGM-LS   Grasp      4       9          D2A    80.98        645.00         58.10    240.00      67.40       810.00     245.00
  8    128  PGM-LS   Grasp      4       9          D1B    83.69        565.00         58.66    255.00      71.34       760.00     250.00
  9      1  MPG-LS   Grasp      1       0          D2A    72.86       1025.00         58.19    490.00      72.86      1025.00     520.00
  9      2  MPG-LS   Grasp      1       0          D1A    67.12       1020.00         57.93    575.00      67.12      1020.00     605.00
  9      3  MPG-LS   Grasp      1       0          D1B    65.93        800.00         55.56    345.00      65.93       800.00     360.00
  9      4  MPG-LS   Grasp      1       0          D1B    67.01        730.00         58.55    230.00      67.01       730.00     240.00
  9      5  MPG-LS   Grasp      1       0          D1B    70.21        875.00         58.16    350.00      70.21       875.00     355.00
  9      6  MPG-LS   Grasp      1       0          D1B    70.17        780.00         58.48    315.00      70.17       780.00     320.00
  9      7  MPG-LS   Grasp      1       0          D1A    72.48        825.00         58.38    285.00      72.48       825.00     285.00
  9      8  MPG-LS   Grasp      1       0          D2A    70.40        910.00         55.67    350.00      70.40       910.00     355.00
  9      9  MPG-LS   Grasp      1       0          D2A    75.69        955.00         57.36    345.00      75.23       995.00     365.00
  9     10  MPG-LS   Grasp      1       0          D2B    74.70       1220.00         57.58    620.00      74.70      1220.00     655.00
  9     11  MPG-LS   Grasp      1       0          D2A    74.92       1045.00         57.44    485.00      74.91      1060.00     495.00
  9     12  MPG-LS   Grasp      1       0          D1A    75.40        900.00         53.44    475.00      75.40       900.00     480.00
  9     13  MPG-LS   Grasp      1       0          D1B    76.47        955.00         55.90    495.00      75.62      1040.00     500.00
  9     14  MPG-LS   Grasp      1       0          D2B    71.70        840.00         58.20    405.00      71.70       840.00     420.00
  9     15  MPG-LS   Grasp      1       0          D1A    75.15       1050.00         55.68    470.00      75.15      1050.00     500.00
  9     16  MPG-LS   Grasp      1       0          D2A    69.18       1205.00         59.26    655.00      69.18      1205.00     665.00
  9     17  MPG-LS   Grasp      1       0          D2B    61.32        865.00         56.93    335.00      61.32       865.00     350.00
  9     18  MPG-LS   Grasp      1       0          D2A    58.99        895.00         59.26    395.00      58.99       895.00     410.00
  9     19  MPG-LS   Grasp      1       0          D2A    80.09        790.00         57.06    365.00      79.01       850.00     385.00
  9     20  MPG-LS   Grasp      1       1          D1B    70.04        865.00         57.31    440.00      70.04       865.00     450.00
  9     21  MPG-LS   Grasp      1       1          D1A    64.94        885.00         55.73    410.00      64.94       885.00     415.00
  9     22  MPG-LS   Grasp      1       1          D2A    74.40        875.00         55.80    320.00      74.40       875.00     340.00
  9     23  MPG-LS   Grasp      1       1          D2B    71.75        990.00         57.21    550.00      71.75       990.00     560.00
  9     24  MPG-LS   Grasp      1       1          D2B    65.88        890.00         59.31    495.00      65.88       890.00     495.00
  9     25  MPG-LS   Grasp      1       1          D2B    67.57        830.00         56.22    305.00      67.57       830.00     325.00
  9     26  MPG-LS   Grasp      1       1          D2B    74.17        995.00         60.00    505.00      74.17       995.00     520.00
  9     27  MPG-LS   Grasp      1       1          D1A    68.36        855.00         57.35    390.00      68.36       855.00     410.00
  9     28  MPG-LS   Grasp      1       1          D2B    76.63        925.00         58.90    420.00      76.63       925.00     425.00
  9     29  MPG-LS   Grasp      1       1          D1A    72.12        835.00         56.62    255.00      72.12       835.00     280.00
  9     30  MPG-LS   Grasp      1       1          D1B    80.90       1195.00         57.18    770.00      80.90      1195.00     775.00
  9     31  MPG-LS   Grasp      1       1          D1A    66.97        755.00         58.38    345.00      66.97       755.00     360.00
  9     32  MPG-LS   Grasp      1       2          D1B    66.28        825.00         56.68    320.00      66.28       825.00     340.00
  9     33  MPG-LS   Grasp      2       2          D2A    71.46        990.00         59.65    565.00      71.46       990.00     575.00
  9     34  MPG-LS   Grasp      2       2          D1B    67.46        835.00         59.32    375.00      67.46       835.00     400.00
  9     35  MPG-LS   Grasp      2       2          D2B    67.54        790.00         61.17    370.00      67.54       790.00     400.00
  9     36  MPG-LS   Grasp      2       3          D1A    60.08       1130.00         55.72    550.00      60.08      1130.00     570.00
  9     37  MPG-LS   Grasp      2       3          D2B    71.89        890.00         60.35    345.00      71.89       890.00     365.00
  9     38  MPG-LS   Grasp      2       3          D2A    58.30        805.00         57.08    345.00      58.22       875.00     345.00
  9     39  MPG-LS   Grasp      2       3          D2A    59.54        870.00         54.90    355.00      59.54       870.00     365.00
  9     40  MPG-LS   Grasp      2       3          D2B    61.67        730.00         56.92    310.00      61.67       730.00     310.00
  9     41  MPG-LS   Grasp      2       3          D1B    61.04        770.00         60.17    315.00      61.04       770.00     320.00
  9     42  MPG-LS   Grasp      2       3          D2B    62.31        730.00         60.41    225.00      62.31       730.00     235.00
  9     43  MPG-LS   Grasp      2       3          D1A    65.07        950.00         57.77    540.00      65.07       950.00     515.00
  9     44  MPG-LS   Grasp      2       3          D1A    62.75        725.00         58.39    210.00      62.75       725.00     235.00
  9     45  MPG-LS   Grasp      2       3          D1A    65.45        700.00         58.16    225.00      65.45       700.00     230.00
  9     46  MPG-LS   Grasp      2       3          D2B    65.42        845.00         59.41    300.00      65.42       845.00     305.00
  9     47  MPG-LS   Grasp      2       3          D2A    58.86        830.00         60.68    375.00      58.86       830.00     380.00
  9     48  MPG-LS   Grasp      2       3          D2A    56.60        895.00         59.23    470.00      56.60       895.00     485.00
  9     49  MPG-LS   Grasp      2       3          D2B    61.13        805.00         59.32    300.00      61.13       805.00     310.00
  9     50  MPG-LS   Grasp      2       3          D1B    67.84       1035.00         62.32    520.00      67.84      1035.00     565.00
  9     51  MPG-LS   Grasp      2       3          D2B    70.52        840.00         60.17    405.00      70.52       840.00     410.00
  9     52  MPG-LS   Grasp      2       3          D2B    66.35       1170.00         58.68    595.00      66.35      1170.00     595.00
  9     53  MPG-LS   Grasp      2       3          D1B    56.56        745.00         57.94    315.00      56.56       745.00     340.00
  9     54  MPG-LS   Grasp      2       3          D1B    61.32        785.00         56.81    375.00      61.32       785.00     375.00
  9     55  MPG-LS   Grasp      2       3          D1B    64.08        830.00         60.16    355.00      63.81       845.00     450.00
  9     56  MPG-LS   Grasp      2       3          D1A    61.97       1430.00         58.88   1125.00      61.97      1430.00    1135.00
  9     57  MPG-LS   Grasp      2       3          D2A    63.69       1160.00         59.32    710.00      63.69      1160.00     720.00
  9     58  MPG-LS   Grasp      2       3          D2A    73.05       1220.00         61.50    750.00      73.05      1220.00     765.00
  9     59  MPG-LS   Grasp      2       3          D1B    54.88        915.00         60.25    600.00      54.88       915.00     620.00
  9     60  MPG-LS   Grasp      2       3          D1B    74.02        965.00         64.55    430.00      73.87       980.00     425.00
  9     61  MPG-LS   Grasp      2       4          D1A    75.61        880.00         56.35    370.00      75.61       880.00     375.00
  9     62  MPG-LS   Grasp      2       4          D1A    74.27        730.00         57.17    290.00      74.27       730.00     305.00
  9     63  MPG-LS   Grasp      2       4          D1A    64.09        915.00         57.54    465.00      64.09       915.00     475.00
  9     64  MPG-LS   Grasp      2       4          D2A    63.84        700.00         57.20    305.00      63.84       700.00     320.00
  9     65  MPG-LS   Grasp      3       4          D1B    79.74        880.00         57.97    420.00      79.74       880.00     440.00
  9     66  MPG-LS   Grasp      3       4          D2A    69.27        715.00         60.52    285.00      69.27       715.00     300.00
  9     67  MPG-LS   Grasp      3       4          D2A    64.31        715.00         60.23    320.00      64.31       715.00     340.00
  9     68  MPG-LS   Grasp      3       4          D2A    65.29        680.00         61.78    235.00      65.29       680.00     255.00
  9     69  MPG-LS   Grasp      3       4          D1A    80.27        710.00         59.37    255.00      80.27       710.00     265.00
  9     70  MPG-LS   Grasp      3       5          D1B    57.00        865.00         58.71    370.00      57.00       865.00     390.00
  9     71  MPG-LS   Grasp      3       5          D2B    69.13        895.00         60.22    430.00      69.13       895.00     455.00
  9     72  MPG-LS   Grasp      3       5          D1B    65.85       1020.00         59.68    495.00      65.85      1020.00     530.00
  9     73  MPG-LS   Grasp      3       5          D2A    72.22        875.00         60.29    385.00      72.22       875.00     405.00
  9     74  MPG-LS   Grasp      3       5          D1B    63.15        770.00         61.14    290.00      63.15       770.00     300.00
  9     75  MPG-LS   Grasp      3       5          D2B    64.53        850.00         63.52    420.00      64.53       850.00     435.00
  9     76  MPG-LS   Grasp      3       5          D2A    63.72        880.00         59.67    435.00      63.72       880.00     450.00
  9     77  MPG-LS   Grasp      3       5          D1A    54.07        830.00         59.16    525.00      54.07       830.00     545.00
  9     78  MPG-LS   Grasp      3       6          D2A    68.63        835.00         58.91    445.00      68.63       835.00     460.00
  9     79  MPG-LS   Grasp      3       6          D2B    68.83        590.00         59.19    260.00      68.83       590.00     275.00
  9     80  MPG-LS   Grasp      3       6          D2B    66.08        580.00         56.99    220.00      66.08       580.00     230.00
  9     81  MPG-LS   Grasp      3       6          D1A    65.44        600.00         57.53    235.00      65.44       600.00     240.00
  9     82  MPG-LS   Grasp      3       6          D2A    74.10        680.00         58.14    265.00      74.10       680.00     285.00
  9     83  MPG-LS   Grasp      3       6          D1B    66.37        600.00         59.78    185.00      66.37       600.00     195.00
  9     84  MPG-LS   Grasp      3       6          D1B    66.73        815.00         59.05    315.00      66.73       815.00     430.00
  9     85  MPG-LS   Grasp      3       6          D2B    50.12        630.00         59.88    355.00      50.12       630.00     365.00
  9     86  MPG-LS   Grasp      3       6          D1A    65.59        710.00         60.23    230.00      65.59       710.00     235.00
  9     87  MPG-LS   Grasp      3       6          D1B    62.98        740.00         55.70    265.00      62.98       740.00     280.00
  9     88  MPG-LS   Grasp      3       6          D2B    55.23        865.00         58.25    360.00      55.23       865.00     390.00
  9     89  MPG-LS   Grasp      3       7          D2B    56.51        810.00         58.00    470.00      56.51       810.00     490.00
  9     90  MPG-LS   Grasp      3       7          D1A    65.44        680.00         57.80    280.00      65.44       680.00     300.00
  9     91  MPG-LS   Grasp      3       7          D1A    62.81        810.00         57.85    390.00      62.81       810.00     415.00
  9     92  MPG-LS   Grasp      3       7          D1A    67.24        855.00         57.57    360.00      67.24       855.00     360.00
  9     93  MPG-LS   Grasp      3       7          D1A    67.22        745.00         58.45    270.00      67.22       745.00     290.00
  9     94  MPG-LS   Grasp      3       7          D1B    73.00        840.00         57.46    355.00      72.77       860.00     375.00
  9     95  MPG-LS   Grasp      3       7          D2B    72.12        995.00         58.51    335.00      72.12       995.00     355.00
  9     96  MPG-LS   Grasp      3       8          D2A    70.10       1205.00         58.41    470.00      70.10      1205.00     480.00
  9     97  MPG-LS   Grasp      4       8          D1A    77.95        970.00         59.02    420.00      77.95       970.00     440.00
  9     98  MPG-LS   Grasp      4       8          D1A    67.32        710.00         57.05    260.00      67.32       710.00     300.00
  9     99  MPG-LS   Grasp      4       8          D1A    65.22        760.00         57.74    255.00      65.22       760.00     265.00
  9    100  MPG-LS   Grasp      4       8          D2B    68.34        730.00         58.63    295.00      68.34       730.00     310.00
  9    101  MPG-LS   Grasp      4       8          D2A    72.68        890.00         60.65    310.00      72.68       890.00     340.00
  9    102  MPG-LS   Grasp      4       8          D2B    54.89        750.00         59.18    415.00      54.89       750.00     530.00
  9    103  MPG-LS   Grasp      4       8          D2B    68.85        710.00         61.49    210.00      68.85       710.00     225.00
  9    104  MPG-LS   Grasp      4       8          D1B    59.83        645.00         58.50    235.00      59.83       645.00     255.00
  9    105  MPG-LS   Grasp      4       8          D2A    65.44        695.00         59.01    260.00      65.44       695.00     280.00
  9    106  MPG-LS   Grasp      4       8          D1B    76.08        650.00         57.33    340.00      76.08       650.00     350.00
  9    107  MPG-LS   Grasp      4      10          D2B    72.05        960.00         58.31    475.00      72.05       960.00     485.00
  9    108  MPG-LS   Grasp      4      10          D2A    72.64        785.00         57.39    295.00      72.64       785.00     295.00
  9    109  MPG-LS   Grasp      4      10          D1B    68.70        885.00         55.82    410.00      68.18       965.00     410.00
  9    110  MPG-LS   Grasp      4      11          D2B    61.49        775.00         58.38    325.00      61.49       775.00     340.00
  9    111  MPG-LS   Grasp      4      11          D2A    75.04        800.00         56.17    315.00      75.00       810.00     320.00
  9    112  MPG-LS   Grasp      4      11          D1A    73.11       1025.00         58.43    395.00      73.11      1025.00     410.00
  9    113  MPG-LS   Grasp      4      11          D1A    70.69       1080.00         58.03    480.00      70.69      1080.00     475.00
  9    114  MPG-LS   Grasp      4      11          D1B    67.09        785.00         55.12    285.00      67.09       785.00     290.00
  9    115  MPG-LS   Grasp      4      11          D1A    72.36        780.00         54.51    225.00      72.36       780.00     230.00
  9    116  MPG-LS   Grasp      4      11          D1B    71.13        975.00         54.58    275.00      69.70      1030.00     300.00
  9    117  MPG-LS   Grasp      4      11          D2B    70.13        960.00         57.07    340.00      69.88       990.00     380.00
  9    118  MPG-LS   Grasp      4      11          D2A    70.58       1085.00         57.10    510.00      70.58      1085.00     535.00
  9    119  MPG-LS   Grasp      4      11          D2A    61.86        760.00         57.06    250.00      61.86       760.00     295.00
  9    120  MPG-LS   Grasp      4      11          D1B    68.35        965.00         56.10    430.00      68.35       965.00     440.00
  9    121  MPG-LS   Grasp      4      11          D2B    70.63        850.00         55.02    360.00      69.96       875.00     375.00
  9    122  MPG-LS   Grasp      4      11          D2B    59.94        790.00         56.71    350.00      59.94       790.00     380.00
  9    123  MPG-LS   Grasp      4      11          D2A    65.82       1035.00         56.73    495.00      65.82      1035.00     490.00
  9    124  MPG-LS   Grasp      4      11          D1A    57.89        785.00         56.39    340.00      57.89       785.00     350.00
  9    125  MPG-LS   Grasp      4      11          D2A    67.97        790.00         55.11    305.00      67.97       790.00     330.00
  9    126  MPG-LS   Grasp      4      11          D1B    63.27        790.00         57.00    280.00      63.27       790.00     290.00
  9    127  MPG-LS   Grasp      4      11          D1B    67.73        835.00         56.22    280.00      67.73       835.00     295.00
  9    128  MPG-LS   Grasp      4      12          D1A    68.45       1080.00         54.93    635.00      68.45      1080.00     650.00
 10      1  MGP-LS   Grasp      1       0          D2B    69.67       1070.00         59.71    425.00      69.67      1070.00     430.00
 10      2  MGP-LS   Grasp      1       0          D2A    74.65        945.00         59.30    395.00      73.94      1000.00     390.00
 10      3  MGP-LS   Grasp      1       0          D2A    71.03       1010.00         58.97    405.00      70.56      1075.00     410.00
 10      4  MGP-LS   Grasp      1       0          D1A    67.79        845.00         57.11    375.00      67.79       845.00     365.00
 10      5  MGP-LS   Grasp      1       0          D1A    68.81        940.00         58.68    375.00      68.81       940.00     390.00
 10      6  MGP-LS   Grasp      1       0          D1B    68.81        885.00         58.79    325.00      68.71       895.00     330.00
 10      7  MGP-LS   Grasp      1       0          D2A    67.11        920.00         59.17    295.00      66.37       990.00     305.00
 10      8  MGP-LS   Grasp      1       0          D2B    68.54        840.00         58.63    335.00      68.16       860.00     330.00
 10      9  MGP-LS   Grasp      1       0          D1A    65.63        885.00         58.63    360.00      65.50       900.00     345.00
 10     10  MGP-LS   Grasp      1       0          D1A    68.94        960.00         58.36    370.00      68.94       960.00     360.00
 10     11  MGP-LS   Grasp      1       0          D2A    72.90        865.00         57.30    350.00      72.90       865.00     335.00
 10     12  MGP-LS   Grasp      1       0          D1B    74.49        860.00         57.09    350.00      74.40       875.00     350.00
 10     13  MGP-LS   Grasp      1       0          D2B    71.54        940.00         58.72    390.00      71.54       940.00     395.00
 10     14  MGP-LS   Grasp      1       0          D1A    70.96        885.00         57.11    375.00      70.96       885.00     370.00
 10     15  MGP-LS   Grasp      1       0          D1B    72.45        890.00         58.45    385.00      72.45       890.00     385.00
 10     16  MGP-LS   Grasp      1       0          D1A    69.19        970.00         57.25    410.00      68.97      1000.00     410.00
 10     17  MGP-LS   Grasp      1       0          D2A    74.58        835.00         57.96    330.00      74.58       835.00     325.00
 10     18  MGP-LS   Grasp      1       0          D1B    69.76        865.00         58.25    335.00      69.76       865.00     320.00
 10     19  MGP-LS   Grasp      1       0          D1A    68.36        815.00         56.13    360.00      68.36       815.00     340.00
 10     20  MGP-LS   Grasp      1       0          D1A    70.99        915.00         57.14    355.00      70.99       915.00     340.00
 10     21  MGP-LS   Grasp      1       0          D1B    72.56       1055.00         57.88    465.00      72.29      1120.00     455.00
 10     22  MGP-LS   Grasp      1       0          D2A    70.86        880.00         58.15    355.00      70.86       880.00     320.00
 10     23  MGP-LS   Grasp      1       0          D1B    63.79        865.00         57.22    320.00      63.79       865.00     330.00
 10     24  MGP-LS   Grasp      1       0          D2B    69.56       1125.00         59.78    430.00      69.56      1125.00     415.00
 10     25  MGP-LS   Grasp      1       0          D1B    66.18        885.00         58.40    345.00      66.18       885.00     335.00
 10     26  MGP-LS   Grasp      1       0          D2B    66.97       1000.00         58.98    430.00      66.42      1050.00     430.00
 10     27  MGP-LS   Grasp      1       0          D2B    65.18        875.00         59.42    320.00      65.17       880.00     320.00
 10     28  MGP-LS   Grasp      1       0          D2A    65.39        885.00         59.15    335.00      65.39       885.00     315.00
 10     29  MGP-LS   Grasp      1       0          D2B    66.70        920.00         59.20    320.00      65.91       975.00     320.00
 10     30  MGP-LS   Grasp      1       0          D2B    68.78        915.00         58.69    425.00      68.78       915.00     420.00
 10     31  MGP-LS   Grasp      1       0          D1B    67.38       1050.00         58.60    500.00      67.38      1050.00     500.00
 10     32  MGP-LS   Grasp      1       0          D2A    68.95        825.00         59.03    300.00      68.54       890.00     295.00
 10     33  MGP-LS   Grasp      2       0          D1A    72.24        925.00         58.36    405.00      72.22       930.00     410.00
 10     34  MGP-LS   Grasp      2       0          D2A    70.50        855.00         60.84    265.00      70.50       855.00     270.00
 10     35  MGP-LS   Grasp      2       0          D2B    71.12        900.00         60.83    295.00      67.74       950.00     300.00
 10     36  MGP-LS   Grasp      2       0          D1B    62.35        935.00         59.98    380.00      62.35       935.00     370.00
 10     37  MGP-LS   Grasp      2       0          D1A    68.21        865.00         59.26    305.00      68.21       865.00     310.00
 10     38  MGP-LS   Grasp      2       1          D2B    76.41        900.00         60.09    400.00      75.94       950.00     405.00
 10     39  MGP-LS   Grasp      2       1          D2B    75.44       1030.00         61.74    405.00      75.44      1030.00     410.00
 10     40  MGP-LS   Grasp      2       1          D2A    73.42        925.00         60.42    430.00      73.42       930.00     425.00
 10     41  MGP-LS   Grasp      2       1          D1B    70.77       1010.00         59.82    390.00      70.74      1025.00     385.00
 10     42  MGP-LS   Grasp      2       1          D1B    70.33        995.00         59.37    365.00      70.33       995.00     355.00
 10     43  MGP-LS   Grasp      2       1          D1B    69.99        795.00         59.48    270.00      69.96       800.00     260.00
 10     44  MGP-LS   Grasp      2       1          D1A    72.61        860.00         57.72    320.00      72.57       885.00     300.00
 10     45  MGP-LS   Grasp      2       1          D1A    73.14        880.00         58.48    260.00      73.14       880.00     250.00
 10     46  MGP-LS   Grasp      2       1          D2B    71.48        925.00         60.20    290.00      71.48       925.00     280.00
 10     47  MGP-LS   Grasp      2       1          D1B    73.57        950.00         58.16    345.00      73.57       950.00     335.00
 10     48  MGP-LS   Grasp      2       1          D2A    73.05        920.00         59.60    335.00      73.05       920.00     325.00
 10     49  MGP-LS   Grasp      2       1          D2A    72.70       1035.00         58.65    300.00      71.93      1070.00     295.00
 10     50  MGP-LS   Grasp      2       1          D1A    68.47        925.00         57.26    345.00      68.47       925.00     345.00
 10     51  MGP-LS   Grasp      2       1          D1A    70.83        960.00         57.39    355.00      70.83       960.00     335.00
 10     52  MGP-LS   Grasp      2       1          D1A    68.00        920.00         57.34    350.00      68.00       920.00     365.00
 10     53  MGP-LS   Grasp      2       1          D2A    73.99        945.00         57.48    385.00      73.99       945.00     405.00
 10     54  MGP-LS   Grasp      2       1          D1B    71.18        945.00         56.07    400.00      71.18       945.00     395.00
 10     55  MGP-LS   Grasp      2       1          D2B    70.21        960.00         57.91    445.00      70.21       960.00     470.00
 10     56  MGP-LS   Grasp      2       1          D1B    70.97        945.00         58.88    340.00      70.04      1025.00     330.00
 10     57  MGP-LS   Grasp      2       1          D2A    69.99        985.00         58.20    390.00      69.97       990.00     390.00
 10     58  MGP-LS   Grasp      2       1          D2B    67.81        950.00         57.54    420.00      67.81       950.00     425.00
 10     59  MGP-LS   Grasp      2       1          D2A    69.99       1045.00         60.24    460.00      68.83      1110.00     455.00
 10     60  MGP-LS   Grasp      2       1          D1A    73.79       1070.00         57.34    380.00      73.79      1070.00     395.00
 10     61  MGP-LS   Grasp      2       1          D1B    71.41       1100.00         58.46    415.00      70.96      1140.00     425.00
 10     62  MGP-LS   Grasp      2       1          D2B    74.60       1010.00         58.21    365.00      74.60      1010.00     375.00
 10     63  MGP-LS   Grasp      2       1          D2A    70.76       1045.00         58.15    410.00      70.37      1085.00     410.00
 10     64  MGP-LS   Grasp      2       1          D2B    75.23        970.00         58.15    405.00      75.23       970.00     405.00
 10     65  MGP-LS   Grasp      3       1          D2B    70.43       1020.00         58.68    420.00      70.06      1120.00     440.00
 10     66  MGP-LS   Grasp      3       1          D1A    70.54        935.00         59.14    305.00      70.19       965.00     315.00
 10     67  MGP-LS   Grasp      3       1          D1B    68.24       1095.00         59.89    400.00      68.24      1095.00     415.00
 10     68  MGP-LS   Grasp      3       1          D1B    73.26        915.00         60.26    375.00      72.95       960.00     365.00
 10     69  MGP-LS   Grasp      3       1          D2A    69.87        930.00         59.14    330.00      69.32       950.00     315.00
 10     70  MGP-LS   Grasp      3       1          D2B    67.86        965.00         59.84    330.00      67.86       965.00     320.00
 10     71  MGP-LS   Grasp      3       1          D2B    70.49        885.00         58.09    340.00      70.49       885.00     340.00
 10     72  MGP-LS   Grasp      3       1          D2A    74.01        895.00         57.98    345.00      74.01       895.00     345.00
 10     73  MGP-LS   Grasp      3       1          D2B    72.48        950.00         59.59    365.00      72.48       950.00     370.00
