Sub  Trial   Group    Task  Block  Errors      Stimuli    MaxAp     MaxApTime       G12FGAp        RT  TouchedAp  TouchedTime       GGRT
  4     83  MGP-SL   Grasp      3       0          D2A    80.41        890.00         64.28    445.00      79.80       945.00     440.00
  4     84  MGP-SL   Grasp      3       0          D2A    78.80        835.00         64.08    350.00      78.29       865.00     345.00
  4     85  MGP-SL   Grasp      3       0          D1B    76.47        890.00         63.15    410.00      76.47       890.00     400.00
  4     86  MGP-SL   Grasp      3       0          D2B    78.87        755.00         64.62    285.00      73.63       870.00     270.00
  4     87  MGP-SL   Grasp      3       0          D1B    79.97        850.00         63.76    430.00      77.11       945.00     420.00
  4     88  MGP-SL   Grasp      3       0          D2B    76.94        835.00         64.63    350.00      76.27       885.00     340.00
  4     89  MGP-SL   Grasp      3       0          D2A    77.82        890.00         65.12    370.00      77.82       890.00     360.00
  4     90  MGP-SL   Grasp      3       0          D1B    78.62        845.00         64.07    395.00      77.71       875.00     390.00
  4     91  MGP-SL   Grasp      3       0          D1A    80.28        850.00         62.89    380.00      79.92       890.00     380.00
  4     92  MGP-SL   Grasp      3       0          D2B    83.20        885.00         64.97    475.00      79.82       975.00     475.00
  4     93  MGP-SL   Grasp      3       0          D2B    83.06        800.00         63.97    340.00      82.92       820.00     325.00
  4     94  MGP-SL   Grasp      3       0          D2A    80.42        860.00         64.32    375.00      80.42       860.00     370.00
  4     95  MGP-SL   Grasp      3       0          D1B    82.31        955.00         64.24    495.00      79.51      1015.00     490.00
  4     96  MGP-SL   Grasp      3       0          D1A    81.88        820.00         63.50    430.00      81.14       870.00     430.00
  4     97  MGP-SL   Grasp      4       0          D2B    80.43        835.00         63.86    415.00      78.62       905.00     425.00
  4     98  MGP-SL   Grasp      4       0          D1A    80.68        795.00         62.99    370.00      80.68       795.00     365.00
  4     99  MGP-SL   Grasp      4       0          D1A    74.71        795.00         64.14    335.00      74.33       820.00     325.00
  4    100  MGP-SL   Grasp      4       0          D2A    78.40        775.00         64.71    245.00      78.40       775.00     240.00
  4    101  MGP-SL   Grasp      4       0          D2B    74.81        785.00         63.79    280.00      74.78       795.00     280.00
  4    102  MGP-SL   Grasp      4       0          D2A    76.79        855.00         65.28    445.00      76.15       905.00     435.00
  4    103  MGP-SL   Grasp      4       0          D1A    71.68        795.00         64.10    350.00      71.68       795.00     340.00
  4    104  MGP-SL   Grasp      4       0          D1A    76.84        740.00         64.65    270.00      75.21       830.00     260.00
  4    105  MGP-SL   Grasp      4       0          D1B    76.55        780.00         64.18    250.00      76.47       790.00     245.00
  4    106  MGP-SL   Grasp      4       0          D2A    76.89        765.00         64.99    305.00      75.11       885.00     300.00
  4    107  MGP-SL   Grasp      4       0          D2B    77.85        695.00         64.93    295.00      72.32       820.00     285.00
  4    108  MGP-SL   Grasp      4       0          D1B    71.14        695.00         64.73    210.00      71.14       695.00     205.00
  4    109  MGP-SL   Grasp      4       0          D2B    76.01        860.00         64.94    370.00      76.01       860.00     360.00
  4    110  MGP-SL   Grasp      4       0          D1A    76.10        705.00         64.11    280.00      75.89       750.00     280.00
  4    111  MGP-SL   Grasp      4       0          D2A    78.59        835.00         65.73    345.00      78.59       840.00     330.00
  4    112  MGP-SL   Grasp      4       0          D2B    76.18        880.00         65.17    415.00      76.18       880.00     410.00
  4    113  MGP-SL   Grasp      4       0          D2A    75.10        855.00         64.89    345.00      75.07       860.00     340.00
  4    114  MGP-SL   Grasp      4       0          D2A    76.75        875.00         64.62    375.00      76.75       875.00     370.00
  4    115  MGP-SL   Grasp      4       0          D2B    76.29        810.00         64.98    290.00      74.89       870.00     285.00
  4    116  MGP-SL   Grasp      4       0          D1B    76.37        780.00         64.44    310.00      76.30       790.00     305.00
  4    117  MGP-SL   Grasp      4       0          D1A    78.47        840.00         64.33    355.00      78.47       840.00     345.00
  4    118  MGP-SL   Grasp      4       0          D1B    75.28        895.00         64.47    440.00      75.28       895.00     435.00
  4    119  MGP-SL   Grasp      4       0          D2A    79.03       1030.00         64.89    520.00      78.88      1060.00     515.00
  4    120  MGP-SL   Grasp      4       0          D1A    76.72        785.00         64.51    295.00      76.72       785.00     285.00
  4    121  MGP-SL   Grasp      4       0          D1B    76.75        860.00         64.47    330.00      76.15       885.00     325.00
  4    122  MGP-SL   Grasp      4       0          D1B    77.84        625.00         64.47    205.00      74.67       740.00     195.00
  4    123  MGP-SL   Grasp      4       0          D2A    75.58        795.00         64.81    280.00      75.58       795.00     280.00
  4    124  MGP-SL   Grasp      4       0          D1B    80.08        750.00         63.92    295.00      79.36       780.00     285.00
  4    125  MGP-SL   Grasp      4       0          D1A    78.74        635.00         64.83    270.00      78.74       635.00     265.00
  4    126  MGP-SL   Grasp      4       0          D2B    78.68        755.00         64.72    285.00      78.28       785.00     285.00
  4    127  MGP-SL   Grasp      4       0          D1B    79.22        915.00         64.34    420.00      78.07       960.00     425.00
  4    128  MGP-SL   Grasp      4       0          D2B    78.94        735.00         64.87    240.00      75.30       805.00     240.00
  5      1  GPM-SL   Grasp      1       0          D2A    70.29        845.00         60.26    315.00      70.26       850.00     295.00
  5      2  GPM-SL   Grasp      1       0          D1A    64.01        735.00         59.08    275.00      63.80       775.00     285.00
  5      3  GPM-SL   Grasp      1       0          D1A    65.54        720.00         59.14    240.00      65.35       735.00     245.00
  5      4  GPM-SL   Grasp      1       0          D1B    66.25        700.00         59.11    230.00      65.94       740.00     235.00
  5      5  GPM-SL   Grasp      1       0          D1A    64.61        725.00         58.81    285.00      63.79       790.00     280.00
  5      6  GPM-SL   Grasp      1       0          D2A    65.97        740.00         59.82    265.00      65.97       740.00     285.00
  5      7  GPM-SL   Grasp      1       0          D2A    68.38        755.00         60.65    265.00      67.80       795.00     260.00
  5      8  GPM-SL   Grasp      1       0          D2B    70.08        680.00         60.89    230.00      69.50       760.00     225.00
  5      9  GPM-SL   Grasp      1       0          D2A    66.30        650.00         59.66    220.00      65.61       705.00     220.00
  5     10  GPM-SL   Grasp      1       0          D2B    65.41        735.00         59.97    240.00      65.41       735.00     230.00
  5     11  GPM-SL   Grasp      1       0          D1A    70.35        825.00         60.06    400.00      70.12       905.00     395.00
  5     12  GPM-SL   Grasp      1       0          D1B    68.81        700.00         59.50    280.00      65.74       830.00     280.00
  5     13  GPM-SL   Grasp      1       0          D1A    67.29        615.00         60.63    200.00      65.57       690.00     210.00
  5     14  GPM-SL   Grasp      1       0          D1A    63.33        605.00         59.74    275.00      63.33       605.00     265.00
  5     15  GPM-SL   Grasp      1       0          D2B    65.88        810.00         60.74    235.00      65.85       820.00     215.00
  5     16  GPM-SL   Grasp      1       0          D2B    69.35        625.00         60.79    235.00      67.55       750.00     230.00
  5     17  GPM-SL   Grasp      1       0          D1B    70.47        720.00         60.02    255.00      69.45       780.00     250.00
  5     18  GPM-SL   Grasp      1       0          D2A    73.18        690.00         60.66    250.00      68.32       795.00     230.00
  5     19  GPM-SL   Grasp      1       0          D1B    71.28        670.00         60.78    205.00      71.11       695.00     205.00
  5     20  GPM-SL   Grasp      1       0          D1B    63.91        720.00         59.78    260.00      63.16       830.00     260.00
  5     21  GPM-SL   Grasp      1       0          D2B    67.01        765.00         60.77    240.00      67.01       765.00     230.00
  5     22  GPM-SL   Grasp      1       0          D2A    70.43        745.00         61.09    265.00      70.04       780.00     260.00
  5     23  GPM-SL   Grasp      1       0          D2A    69.87        880.00         61.13    395.00      68.98       950.00     395.00
  5     24  GPM-SL   Grasp      1       0          D1A    71.58        715.00         60.09    265.00      70.39       790.00     260.00
  5     25  GPM-SL   Grasp      1       0          D2B    69.57        775.00         61.11    335.00      68.21       835.00     330.00
  5     26  GPM-SL   Grasp      1       0          D1B    71.71        640.00         61.08    220.00      70.47       710.00     215.00
  5     27  GPM-SL   Grasp      1       0          D1B    65.81        695.00         59.73    250.00      65.43       730.00     255.00
  5     28  GPM-SL   Grasp      1       0          D2B    66.00        665.00         60.03    200.00      66.00       665.00     195.00
  5     29  GPM-SL   Grasp      1       0          D2B    70.52        655.00         61.26    250.00      70.42       695.00     240.00
  5     30  GPM-SL   Grasp      1       0          D1A    69.31        735.00         60.56    255.00      69.31       735.00     250.00
  5     31  GPM-SL   Grasp      1       0          D1B    69.57        670.00         60.13    215.00      69.26       695.00     215.00
  5     32  GPM-SL   Grasp      1       0          D2A    66.37        695.00         60.13    250.00      64.42       750.00     250.00
  5     33  GPM-SL   Grasp      2       2          D2A    63.59        810.00         62.28    310.00      63.59       810.00     320.00
  5     34  GPM-SL   Grasp      2       2          D1A    71.30        780.00         59.93    250.00      71.25       795.00     235.00
  5     35  GPM-SL   Grasp      2       2          D2B    69.66        780.00         60.32    250.00      68.75       835.00     280.00
  5     36  GPM-SL   Grasp      2       2          D2B    71.69        800.00         60.38    280.00      71.65       805.00     320.00
  5     37  GPM-SL   Grasp      2       2          D1A    68.84        755.00         59.87    285.00      68.74       775.00     280.00
  5     38  GPM-SL   Grasp      2       2          D2A    72.46        840.00         64.19    300.00      71.96       885.00     300.00
  5     39  GPM-SL   Grasp      2       2          D1B    71.09        760.00         61.71    220.00      70.95       775.00     250.00
  5     40  GPM-SL   Grasp      2       3          D2A    69.40        760.00         61.80    225.00      69.23       775.00     265.00
  5     41  GPM-SL   Grasp      2       3          D2B    71.78        735.00         61.90    235.00      71.40       770.00     265.00
  5     42  GPM-SL   Grasp      2       3          D1A    70.22        785.00         62.33    275.00      70.06       820.00     275.00
  5     43  GPM-SL   Grasp      2       8          D1B    63.77        735.00         57.53    235.00      63.44       755.00     250.00
  5     44  GPM-SL   Grasp      2       8          D2B    64.49        865.00         56.55    295.00      64.49       865.00     315.00
  5     45  GPM-SL   Grasp      2       8          D2B    64.37        745.00         57.95    240.00      63.51       805.00     260.00
  5     46  GPM-SL   Grasp      2       8          D1A    58.98        685.00         58.53    200.00      58.98       685.00     205.00
  5     47  GPM-SL   Grasp      2       8          D2A    62.84        690.00         57.87    240.00      62.84       690.00     235.00
  5     48  GPM-SL   Grasp      2       8          D1A    70.18        690.00         58.15    225.00      68.69       765.00     225.00
  5     49  GPM-SL   Grasp      2       8          D2A    63.26        735.00         59.20    205.00      63.26       735.00     215.00
  5     50  GPM-SL   Grasp      2       8          D1B    62.48        635.00         57.86    160.00      62.48       635.00     170.00
  5     51  GPM-SL   Grasp      2       8          D1B    60.38        665.00         56.90    205.00      60.38       665.00     215.00
  5     52  GPM-SL   Grasp      2       8          D2A    63.40        690.00         57.12    205.00      63.40       690.00     240.00
  5     53  GPM-SL   Grasp      2       8          D2A    62.22        830.00         57.04    300.00      62.22       830.00     310.00
  5     54  GPM-SL   Grasp      2       8          D2B    59.45        730.00         56.63    230.00      59.45       730.00     285.00
  5     55  GPM-SL   Grasp      2       8          D2B    63.02        570.00         58.28    175.00      63.02       570.00     180.00
  5     56  GPM-SL   Grasp      2       8          D2A    65.64        650.00         55.33    240.00      65.42       705.00     245.00
  5     57  GPM-SL   Grasp      2       8          D2B    66.19        665.00         56.74    200.00      66.19       665.00     225.00
  5     58  GPM-SL   Grasp      2       8          D1A    59.61        685.00         56.41    225.00      59.61       685.00     250.00
  5     59  GPM-SL   Grasp      2       8          D1A    64.56        710.00         56.28    230.00      64.41       735.00     250.00
  5     60  GPM-SL   Grasp      2       8          D1B    59.73        730.00         54.77    215.00      59.73       730.00     260.00
  5     61  GPM-SL   Grasp      2       8          D1B    60.15        600.00         58.23    190.00      60.15       600.00     210.00
  5     62  GPM-SL   Grasp      2       8          D1A    62.50        760.00         54.40    195.00      62.50       760.00     215.00
  5     63  GPM-SL   Grasp      2       8          D1B    67.18        630.00         56.71    190.00      67.18       630.00     200.00
  5     64  GPM-SL   Grasp      2       8          D1B    63.65        700.00         53.88    190.00      63.65       700.00     180.00
  5     65  GPM-SL   Grasp      3       8          D2B    67.37        950.00         57.80    310.00      67.37       950.00     300.00
  5     66  GPM-SL   Grasp      3       8          D2A    66.76        665.00         57.28    235.00      66.46       695.00     240.00
  5     67  GPM-SL   Grasp      3       8          D1A    67.34        625.00         55.71    190.00      67.34       625.00     190.00
  5     68  GPM-SL   Grasp      3       8          D2A    67.16        735.00         58.28    280.00      67.16       735.00     305.00
  5     69  GPM-SL   Grasp      3       8          D1A    66.10        625.00         56.53    190.00      65.62       650.00     205.00
  5     70  GPM-SL   Grasp      3       8          D1B    68.33        670.00         57.68    210.00      68.33       670.00     215.00
  5     71  GPM-SL   Grasp      3       8          D1A    62.59        610.00         54.54    180.00      62.57       620.00     195.00
  5     72  GPM-SL   Grasp      3       8          D2B    65.23        585.00         55.70    175.00      65.23       585.00     190.00
  5     73  GPM-SL   Grasp      3       8          D2A    66.84        700.00         56.67    255.00      66.81       705.00     245.00
  5     74  GPM-SL   Grasp      3       8          D1A    63.29        740.00         54.24    240.00      62.04       825.00     245.00
  5     75  GPM-SL   Grasp      3       8          D1B    64.50        720.00         54.25    210.00      64.50       720.00     225.00
  5     76  GPM-SL   Grasp      3       8          D2B    63.71        635.00         56.61    185.00      63.41       665.00     190.00
  5     77  GPM-SL   Grasp      3       8          D1B    66.11        695.00         56.16    230.00      66.11       695.00     225.00
  5     78  GPM-SL   Grasp      3       8          D1A    62.37        675.00         55.94    215.00      62.37       675.00     220.00
  5     79  GPM-SL   Grasp      3       8          D2B    61.40        685.00         54.89    250.00      61.40       685.00     265.00
  5     80  GPM-SL   Grasp      3       8          D1A    63.27        680.00         54.56    240.00      62.34       900.00     250.00
  5     81  GPM-SL   Grasp      3       8          D1B    61.90        690.00         56.03    150.00      61.90       690.00     140.00
  5     82  GPM-SL   Grasp      3       8          D2B    60.26        620.00         58.10    175.00      60.26       620.00     170.00
  5     83  GPM-SL   Grasp      3       8          D1B    61.73        735.00         57.44    240.00      61.73       735.00     235.00
  5     84  GPM-SL   Grasp      3       8          D2B    64.70        760.00         56.65    280.00      64.34       800.00     290.00
  5     85  GPM-SL   Grasp      3       8          D1B    64.59        715.00         55.20    225.00      62.60       805.00     230.00
  5     86  GPM-SL   Grasp      3       8          D2A    63.07        730.00         56.48    210.00      63.07       730.00     210.00
  5     87  GPM-SL   Grasp      3       8          D1B    58.70        660.00         55.64    220.00      58.70       660.00     230.00
  5     88  GPM-SL   Grasp      3       8          D1B    61.24        725.00         55.06    230.00      61.24       725.00     235.00
  5     89  GPM-SL   Grasp      3       8          D2B    64.48        760.00         58.13    260.00      63.92       785.00     270.00
  5     90  GPM-SL   Grasp      3       8          D1A    64.11        740.00         57.40    305.00      64.11       740.00     310.00
  5     91  GPM-SL   Grasp      3       8          D2A    64.85        670.00         59.26    175.00      64.85       670.00     200.00
  5     92  GPM-SL   Grasp      3       8          D2A    60.12        755.00         55.04    220.00      60.12       755.00     250.00
  5     93  GPM-SL   Grasp      3       8          D1A    60.85        735.00         56.08    240.00      60.85       735.00     260.00
  5     94  GPM-SL   Grasp      3       8          D2B    62.00        695.00         55.11    195.00      62.00       695.00     255.00
  5     95  GPM-SL   Grasp      3       8          D2A    62.16        630.00         55.81    170.00      62.16       630.00     180.00
  5     96  GPM-SL   Grasp      3       8          D2A    60.99        640.00         56.29    130.00      60.99       640.00     155.00
  5     97  GPM-SL   Grasp      4       8          D1A    64.49        850.00         56.15    265.00      62.80       905.00     295.00
  5     98  GPM-SL   Grasp      4       8          D2A    62.58        670.00         56.51    205.00      62.58       670.00     210.00
  5     99  GPM-SL   Grasp      4       8          D2A    62.32        660.00         54.70    270.00      62.32       660.00     265.00
  5    100  GPM-SL   Grasp      4       8          D1B    62.87        650.00         55.90    205.00      62.87       650.00     210.00
  5    101  GPM-SL   Grasp      4       8          D1A    61.11        745.00         54.06    255.00      61.11       745.00     275.00
  5    102  GPM-SL   Grasp      4       8          D1B    61.84        665.00         53.85    200.00      61.46       690.00     215.00
  5    103  GPM-SL   Grasp      4       8          D1A    58.91        650.00         55.61    200.00      58.87       660.00     210.00
  5    104  GPM-SL   Grasp      4       8          D1A    56.14        615.00         55.31    190.00      56.14       615.00     225.00
  5    105  GPM-SL   Grasp      4       8          D2A    61.41        690.00         55.90    205.00      61.41       690.00     225.00
  5    106  GPM-SL   Grasp      4       8          D2B    67.65        695.00         56.73    195.00      67.65       695.00     195.00
  5    107  GPM-SL   Grasp      4       8          D2B    68.26        600.00         54.58    175.00      68.26       600.00     185.00
  5    108  GPM-SL   Grasp      4       8          D2B    65.77        730.00         53.39    205.00      65.40       760.00     230.00
  5    109  GPM-SL   Grasp      4       8          D1B    59.78        660.00         53.07    195.00      59.78       660.00     240.00
  5    110  GPM-SL   Grasp      4       8          D1B    61.64        625.00         54.32    190.00      61.64       625.00     200.00
  5    111  GPM-SL   Grasp      4       8          D1A    63.98        745.00         54.24    240.00      63.98       745.00     265.00
  5    112  GPM-SL   Grasp      4       8          D2B    64.17        760.00         53.75    240.00      64.17       760.00     260.00
  5    113  GPM-SL   Grasp      4       8          D1A    62.42        690.00         53.28    185.00      62.42       690.00     220.00
  5    114  GPM-SL   Grasp      4       8          D2B    62.70        610.00         53.41    215.00      62.70       610.00     240.00
  5    115  GPM-SL   Grasp      4       8          D2A    66.57        625.00         53.37    170.00      66.57       625.00     190.00
  5    116  GPM-SL   Grasp      4       8          D1B    54.52        540.00         53.15    215.00      54.52       540.00     225.00
  5    117  GPM-SL   Grasp      4       8          D2A    67.23        655.00         52.70    225.00      66.09       690.00     220.00
  5    118  GPM-SL   Grasp      4       8          D2A    60.77        715.00         52.96    180.00      60.77       715.00     190.00
  5    119  GPM-SL   Grasp      4       8          D2A    60.50        735.00         54.75    205.00      60.50       735.00     230.00
  5    120  GPM-SL   Grasp      4       8          D1B    62.05        670.00         54.02    175.00      62.05       670.00     185.00
  5    121  GPM-SL   Grasp      4       8          D2B    58.80        660.00         55.26    145.00      58.80       660.00     155.00
  5    122  GPM-SL   Grasp      4       8          D1A    59.45        505.00         54.08    130.00      59.45       505.00     135.00
  5    123  GPM-SL   Grasp      4       8          D1A    62.65        645.00         54.80    185.00      62.65       645.00     185.00
  5    124  GPM-SL   Grasp      4       8          D2A    59.27        660.00         54.34    225.00      59.27       660.00     235.00
  5    125  GPM-SL   Grasp      4       8          D1B    62.32        865.00         55.62    240.00      62.32       865.00     265.00
  5    126  GPM-SL   Grasp      4       8          D2B    59.48        700.00         56.55    195.00      59.48       700.00     200.00
  5    127  GPM-SL   Grasp      4       8          D2B    63.19        610.00         57.89    170.00      63.19       610.00     170.00
  5    128  GPM-SL   Grasp      4       8          D1B    64.37        775.00         58.14    260.00      64.37       775.00     265.00
  6      1  GMP-SL   Grasp      1       0          D2A    77.58        675.00         60.99    280.00      75.23       720.00     280.00
  6      2  GMP-SL   Grasp      1       0          D2B    73.90        700.00         60.97    245.00      73.73       730.00     250.00
  6      3  GMP-SL   Grasp      1       0          D2A    74.09        725.00         60.56    300.00      73.65       750.00     310.00
  6      4  GMP-SL   Grasp      1       0          D2A    77.04        690.00         60.57    240.00      77.04       690.00     245.00
  6      5  GMP-SL   Grasp      1       0          D2B    74.18        700.00         61.25    255.00      73.78       715.00     245.00
  6      6  GMP-SL   Grasp      1       0          D1A    74.25        720.00         60.56    255.00      72.53       755.00     285.00
  6      7  GMP-SL   Grasp      1       0          D1B    72.48        675.00         59.17    240.00      65.07       760.00     245.00
  6      8  GMP-SL   Grasp      1       0          D2B    78.73        740.00         60.77    365.00      76.23       795.00     365.00
  6      9  GMP-SL   Grasp      1       0          D1A    78.28        810.00         59.93    430.00      78.22       815.00     450.00
  6     10  GMP-SL   Grasp      1       0          D1B    74.45        675.00         60.69    235.00      71.53       715.00     255.00
  6     11  GMP-SL   Grasp      1       0          D1A    77.74        675.00         60.42    280.00      73.84       750.00     280.00
  6     12  GMP-SL   Grasp      1       0          D1B    77.39        680.00         61.12    260.00      75.75       740.00     265.00
  6     13  GMP-SL   Grasp      1       0          D1B    76.48        715.00         60.83    325.00      73.93       765.00     325.00
  6     14  GMP-SL   Grasp      1       0          D1A    78.98        690.00         60.74    235.00      78.72       700.00     230.00
  6     15  GMP-SL   Grasp      1       0          D2B    76.76        690.00         61.47    235.00      75.53       720.00     240.00
  6     16  GMP-SL   Grasp      1       0          D1A    75.20        655.00         60.31    240.00      70.30       735.00     250.00
  6     17  GMP-SL   Grasp      1       0          D2B    76.70        685.00         61.25    250.00      76.60       690.00     255.00
  6     18  GMP-SL   Grasp      1       0          D2A    77.06        625.00         60.64    250.00      77.02       630.00     255.00
  6     19  GMP-SL   Grasp      1       0          D1B    81.09        630.00         60.85    230.00      78.73       690.00     245.00
  6     20  GMP-SL   Grasp      1       0          D2A    79.07        720.00         61.52    290.00      78.52       740.00     315.00
  6     21  GMP-SL   Grasp      1       0          D2A    77.37        750.00         61.50    315.00      73.38       790.00     335.00
  6     22  GMP-SL   Grasp      1       0          D1B    76.39        665.00         60.91    255.00      76.14       685.00     265.00
  6     23  GMP-SL   Grasp      1       0          D2A    79.10        655.00         61.17    245.00      79.10       655.00     245.00
  6     24  GMP-SL   Grasp      1       0          D2B    79.78        630.00         61.19    260.00      79.67       640.00     265.00
  6     25  GMP-SL   Grasp      1       0          D1A    77.28        645.00         60.63    235.00      75.09       690.00     230.00
  6     26  GMP-SL   Grasp      1       0          D2B    77.78        675.00         61.57    295.00      65.03       765.00     305.00
  6     27  GMP-SL   Grasp      1       0          D1A    78.72        635.00         60.77    240.00      76.21       680.00     245.00
  6     28  GMP-SL   Grasp      1       0          D2A    79.91        620.00         60.80    240.00      79.91       620.00     230.00
  6     29  GMP-SL   Grasp      1       0          D1A    75.77        685.00         60.52    275.00      75.24       710.00     285.00
  6     30  GMP-SL   Grasp      1       1          D1B    75.71        660.00         60.49    310.00      75.36       675.00     315.00
  6     31  GMP-SL   Grasp      1       1          D1B    77.12        585.00         60.65    220.00      74.14       625.00     220.00
  6     32  GMP-SL   Grasp      1       1          D2B    77.82        620.00         61.04    235.00      68.30       695.00     235.00
  6     33  GMP-SL   Grasp      2       1          D2A    76.26        670.00         61.15    255.00      76.21       675.00     275.00
  6     34  GMP-SL   Grasp      2       1          D2A    75.47        600.00         61.41    195.00      75.47       600.00     190.00
  6     35  GMP-SL   Grasp      2       1          D1B    74.06        635.00         60.70    215.00      73.27       665.00     210.00
  6     36  GMP-SL   Grasp      2       1          D2B    74.51        595.00         61.23    200.00      72.11       650.00     195.00
  6     37  GMP-SL   Grasp      2       1          D2A    73.51        690.00         61.28    250.00      73.51       690.00     260.00
  6     38  GMP-SL   Grasp      2       2          D1B    76.09        765.00         60.75    310.00      76.09       765.00     305.00
  6     39  GMP-SL   Grasp      2       2          D2A    80.11        640.00         61.77    270.00      74.32       695.00     275.00
  6     40  GMP-SL   Grasp      2       2          D2A    76.93        610.00         61.61    205.00      76.73       625.00     195.00
  6     41  GMP-SL   Grasp      2       2          D1B    73.21        630.00         61.01    240.00      70.76       705.00     250.00
  6     42  GMP-SL   Grasp      2       2          D2B    72.93        700.00         61.19    235.00      72.58       715.00     230.00
  6     43  GMP-SL   Grasp      2       2          D2A    74.58        565.00         61.64    205.00      74.58       565.00     200.00
  6     44  GMP-SL   Grasp      2       2          D1B    77.09        620.00         61.52    215.00      76.28       670.00     220.00
  6     45  GMP-SL   Grasp      2       2          D1B    71.81        645.00         61.33    260.00      71.77       650.00     275.00
  6     46  GMP-SL   Grasp      2       3          D2B    77.32        725.00         61.50    395.00      77.25       730.00     390.00
  6     47  GMP-SL   Grasp      2       3          D1A    75.51        615.00         61.47    220.00      71.04       665.00     215.00
  6     48  GMP-SL   Grasp      2       3          D1A    79.60        640.00         61.15    245.00      76.12       690.00     245.00
  6     49  GMP-SL   Grasp      2       3          D1A    77.51        590.00         61.30    220.00      77.51       590.00     220.00
  6     50  GMP-SL   Grasp      2       3          D1A    74.17        630.00         61.30    235.00      71.66       675.00     245.00
  6     51  GMP-SL   Grasp      2       3          D2B    80.66        630.00         61.86    255.00      79.19       665.00     255.00
  6     52  GMP-SL   Grasp      2       3          D1B    77.02        560.00         65.62    215.00      76.52       580.00     220.00
  6     53  GMP-SL   Grasp      2       3          D2B    79.04        605.00         61.32    225.00      78.92       615.00     230.00
  6     54  GMP-SL   Grasp      2       3          D2B    74.12        605.00         60.93    215.00      73.60       625.00     210.00
  6     55  GMP-SL   Grasp      2       3          D1A    74.89        595.00         61.39    240.00      72.53       690.00     230.00
  6     56  GMP-SL   Grasp      2       3          D1A    74.92        725.00         60.57    330.00      74.90       730.00     330.00
  6     57  GMP-SL   Grasp      2       3          D2A    73.73        595.00         61.09    210.00      72.49       635.00     210.00
  6     58  GMP-SL   Grasp      2       4          D1A    78.05        605.00         60.98    225.00      77.94       630.00     230.00
  6     59  GMP-SL   Grasp      2       4          D1B    76.18        645.00         61.49    235.00      74.61       675.00     230.00
  6     60  GMP-SL   Grasp      2       4          D1B    73.42        600.00         60.99    225.00      72.33       650.00     235.00
  6     61  GMP-SL   Grasp      2       4          D2A    78.07        570.00         62.57    215.00      75.40       620.00     230.00
  6     62  GMP-SL   Grasp      2       4          D2B    73.95        605.00         61.85    220.00      73.73       625.00     225.00
  6     63  GMP-SL   Grasp      2       5          D2B    73.67        600.00         61.14    245.00      71.71       630.00     255.00
  6     64  GMP-SL   Grasp      2       5          D1A    72.51        665.00         60.84    255.00      72.07       685.00     255.00
  6     65  GMP-SL   Grasp      3       5          D2A    72.01        605.00         61.09    270.00      72.01       605.00     275.00
  6     66  GMP-SL   Grasp      3       5          D1B    71.07        615.00         60.98    215.00      70.41       630.00     215.00
  6     67  GMP-SL   Grasp      3       5          D2B    75.69        595.00         61.09    190.00      75.69       595.00     190.00
  6     68  GMP-SL   Grasp      3       5          D1A    73.82        605.00         61.10    195.00      73.56       625.00     200.00
  6     69  GMP-SL   Grasp      3       5          D1A    74.02        575.00         60.75    175.00      73.44       615.00     185.00
  6     70  GMP-SL   Grasp      3       5          D1B    74.73        560.00         61.19    190.00      74.73       560.00     200.00
  6     71  GMP-SL   Grasp      3       5          D1B    69.97        640.00         60.70    210.00      69.97       640.00     215.00
  6     72  GMP-SL   Grasp      3       5          D1A    71.91        605.00         59.92    200.00      67.71       650.00     200.00
  6     73  GMP-SL   Grasp      3       5          D2B    69.88        635.00         60.70    220.00      68.68       675.00     215.00
  6     74  GMP-SL   Grasp      3       5          D1B    72.28        640.00         60.75    255.00      70.99       685.00     255.00
  6     75  GMP-SL   Grasp      3       5          D1A    71.04        650.00         60.89    225.00      70.85       665.00     230.00
  6     76  GMP-SL   Grasp      3       5          D2A    70.65        590.00         61.23    220.00      68.62       640.00     225.00
  6     77  GMP-SL   Grasp      3       5          D2B    73.28        600.00         61.40    205.00      72.13       635.00     195.00
  6     78  GMP-SL   Grasp      3       5          D1A    70.70        550.00         61.24    195.00      70.70       550.00     205.00
  6     79  GMP-SL   Grasp      3       5          D2A    70.55        605.00         61.45    205.00      67.61       650.00     205.00
  6     80  GMP-SL   Grasp      3       5          D2B    74.48        545.00         61.09    200.00      74.48       545.00     205.00
  6     81  GMP-SL   Grasp      3       5          D2A    75.27        555.00         61.60    185.00      75.27       555.00     200.00
  6     82  GMP-SL   Grasp      3       5          D1B    73.80        610.00         61.26    215.00      73.48       620.00     225.00
  6     83  GMP-SL   Grasp      3       5          D1B    73.41        535.00         61.61    195.00      73.41       535.00     205.00
  6     84  GMP-SL   Grasp      3       6          D2B    74.80        595.00         61.91    210.00      74.08       620.00     210.00
  6     85  GMP-SL   Grasp      3       6          D2A    76.66        555.00         61.82    175.00      76.51       565.00     180.00
  6     86  GMP-SL   Grasp      3       6          D2A    79.73        635.00         61.63    285.00      79.73       635.00     285.00
  6     87  GMP-SL   Grasp      3       6          D2A    78.54        565.00         61.98    200.00      76.50       620.00     205.00
  6     88  GMP-SL   Grasp      3       6          D1A    78.54        580.00         61.96    240.00      76.74       620.00     245.00
