Sub  Trial   Group    Task  Block  Errors      Stimuli      ManEst        RT   G12ManEst
  6    111  GMP-SL  ManEst      4       4          D2B       70.99    265.00       49.29
  6    112  GMP-SL  ManEst      4       4          D2A       70.25    245.00       48.54
  6    113  GMP-SL  ManEst      4       4          D2B       71.67    230.00       49.96
  6    114  GMP-SL  ManEst      4       4          D1B       69.37    245.00       47.67
  6    115  GMP-SL  ManEst      4       4          D2B       67.62    330.00       45.91
  6    116  GMP-SL  ManEst      4       4          D2B       69.46    310.00       47.75
  6    117  GMP-SL  ManEst      4       4          D1A       66.74    400.00       45.03
  6    118  GMP-SL  ManEst      4       5          D2B       68.62    365.00       46.91
  6    119  GMP-SL  ManEst      4       5          D1B       67.31    230.00       45.60
  6    120  GMP-SL  ManEst      4       5          D1B       68.49    315.00       46.78
  6    121  GMP-SL  ManEst      4       5          D1A       66.13    260.00       44.43
  6    122  GMP-SL  ManEst      4       5          D1B       69.50    275.00       47.79
  6    123  GMP-SL  ManEst      4       5          D2A       67.52    240.00       45.82
  6    124  GMP-SL  ManEst      4       5          D2B       67.13    250.00       45.43
  6    125  GMP-SL  ManEst      4       7          D1A       64.06    325.00       42.35
  6    126  GMP-SL  ManEst      4       7          D1B       65.33    330.00       43.62
  6    127  GMP-SL  ManEst      4       9          D2A       66.91    375.00       45.21
  6    128  GMP-SL  ManEst      4       9          D2B       70.90    280.00       49.20
  7      1  PMG-LS  ManEst      1       1          D2A       62.15    440.00       36.63
  7      2  PMG-LS  ManEst      1       2          D2B       61.10    430.00       35.58
  7      3  PMG-LS  ManEst      1       2          D2A       60.24    480.00       34.71
  7      4  PMG-LS  ManEst      1       2          D2A       66.23    650.00       40.71
  7      5  PMG-LS  ManEst      1       2          D2B       58.63    340.00       33.11
  7      6  PMG-LS  ManEst      1       3          D1A       61.34    595.00       35.82
  7      7  PMG-LS  ManEst      1       4          D2B       59.58    405.00       34.06
  7      8  PMG-LS  ManEst      1       4          D1A       58.33    645.00       32.81
  7      9  PMG-LS  ManEst      1       4          D2B       63.13    595.00       37.61
  7     10  PMG-LS  ManEst      1       4          D2B       59.52    455.00       34.00
  7     11  PMG-LS  ManEst      1       4          D1A       54.90    505.00       29.38
  7     12  PMG-LS  ManEst      1       4          D2B       59.75    405.00       34.23
  7     13  PMG-LS  ManEst      1       5          D1A       55.18    305.00       29.66
  7     14  PMG-LS  ManEst      1       5          D2B       60.13    500.00       34.61
  7     15  PMG-LS  ManEst      1       5          D2A       57.39    295.00       31.87
  7     16  PMG-LS  ManEst      1       6          D1B       54.37    535.00       28.85
  7     17  PMG-LS  ManEst      1       6          D2A       59.94    235.00       34.42
  7     18  PMG-LS  ManEst      1       6          D1A       60.89    400.00       35.37
  7     19  PMG-LS  ManEst      1       6          D1B       62.08    255.00       36.56
  7     20  PMG-LS  ManEst      1       6          D1A       61.13    420.00       35.61
  7     21  PMG-LS  ManEst      1       6          D1B       58.77    195.00       33.24
  7     22  PMG-LS  ManEst      1       6          D1B       58.06    525.00       32.54
  7     23  PMG-LS  ManEst      1       6          D1B       64.36    325.00       38.84
  7     24  PMG-LS  ManEst      1       6          D2A       67.84    460.00       42.32
  7     25  PMG-LS  ManEst      1       8          D1A       61.92     40.00       36.40
  7     26  PMG-LS  ManEst      1       8          D2B       60.62    545.00       35.10
  7     27  PMG-LS  ManEst      1       8          D2A       64.26    230.00       38.74
  7     28  PMG-LS  ManEst      1       8          D1B       55.16    140.00       29.64
  7     29  PMG-LS  ManEst      1       8          D1B       61.73    485.00       36.21
  7     30  PMG-LS  ManEst      1       8          D2A       59.38    435.00       33.86
  7     31  PMG-LS  ManEst      1       8          D1B       59.11    500.00       33.59
  7     32  PMG-LS  ManEst      1       8          D1A       60.44    475.00       34.91
  7     33  PMG-LS  ManEst      2       9          D1A       58.30    240.00       32.57
  7     34  PMG-LS  ManEst      2      10          D2A       66.95    465.00       41.23
  7     35  PMG-LS  ManEst      2      10          D2B       62.90    515.00       37.18
  7     36  PMG-LS  ManEst      2      10          D1B       58.12    465.00       32.39
  7     37  PMG-LS  ManEst      2      10          D1A       62.54    570.00       36.81
  7     38  PMG-LS  ManEst      2      10          D2A       62.89    170.00       37.16
  7     39  PMG-LS  ManEst      2      10          D1B       59.72    395.00       33.99
  7     40  PMG-LS  ManEst      2      10          D1B       66.87    640.00       41.14
  7     41  PMG-LS  ManEst      2      10          D2A       66.71    425.00       40.99
  7     42  PMG-LS  ManEst      2      10          D1A       68.27    380.00       42.54
  7     43  PMG-LS  ManEst      2      10          D2A       61.19    265.00       35.46
  7     44  PMG-LS  ManEst      2      12          D2B       57.33    320.00       31.60
  7     45  PMG-LS  ManEst      2      12          D1A       51.63    285.00       25.91
  7     46  PMG-LS  ManEst      2      12          D1B       61.22    625.00       35.50
  7     47  PMG-LS  ManEst      2      12          D2B       67.76    455.00       42.04
  7     48  PMG-LS  ManEst      2      12          D1B       60.38    280.00       34.65
  7     49  PMG-LS  ManEst      2      12          D2A       55.40    505.00       29.67
  7     50  PMG-LS  ManEst      2      12          D2B       68.03    485.00       42.31
  7     51  PMG-LS  ManEst      2      12          D2A       70.23    345.00       44.50
  7     52  PMG-LS  ManEst      2      12          D1A       58.29    285.00       32.56
  7     53  PMG-LS  ManEst      2      12          D2B       59.12    280.00       33.39
  7     54  PMG-LS  ManEst      2      12          D1B       57.63    255.00       31.91
  7     55  PMG-LS  ManEst      2      12          D2B       65.63    205.00       39.91
  7     56  PMG-LS  ManEst      2      13          D1A       55.75    545.00       30.02
  7     57  PMG-LS  ManEst      2      13          D1A       59.37    365.00       33.65
  7     58  PMG-LS  ManEst      2      13          D2A       57.23    280.00       31.51
  7     59  PMG-LS  ManEst      2      13          D2A       66.31    220.00       40.58
  7     60  PMG-LS  ManEst      2      13          D2B       62.62    260.00       36.89
  7     61  PMG-LS  ManEst      2      13          D1B       55.60    435.00       29.87
  7     62  PMG-LS  ManEst      2      13          D1A       59.69    350.00       33.97
  7     63  PMG-LS  ManEst      2      13          D2B       61.24    465.00       35.51
  7     64  PMG-LS  ManEst      2      13          D1B       62.63    490.00       36.91
  7     65  PMG-LS  ManEst      3      14          D1A       57.77    265.00       30.76
  7     66  PMG-LS  ManEst      3      14          D2B       63.15    215.00       36.15
  7     67  PMG-LS  ManEst      3      14          D1A       60.20    180.00       33.19
  7     68  PMG-LS  ManEst      3      14          D1B       63.93    220.00       36.93
  7     69  PMG-LS  ManEst      3      14          D2B       61.15    210.00       34.15
  7     70  PMG-LS  ManEst      3      14          D2B       61.58    315.00       34.57
  7     71  PMG-LS  ManEst      3      14          D1A       63.10    210.00       36.10
  7     72  PMG-LS  ManEst      3      15          D2B       52.81    460.00       25.81
  7     73  PMG-LS  ManEst      3      15          D2B       58.52    275.00       31.51
  7     74  PMG-LS  ManEst      3      15          D2A       59.16    220.00       32.16
  7     75  PMG-LS  ManEst      3      15          D2A       56.11    465.00       29.11
  7     76  PMG-LS  ManEst      3      15          D2A       59.32    385.00       32.31
  7     77  PMG-LS  ManEst      3      16          D1A       58.31    450.00       31.31
  7     78  PMG-LS  ManEst      3      18          D1B       64.71    460.00       37.71
  7     79  PMG-LS  ManEst      3      18          D2A       62.03    535.00       35.03
  7     80  PMG-LS  ManEst      3      18          D2B       58.34    255.00       31.33
  7     81  PMG-LS  ManEst      3      18          D1B       58.78    495.00       31.78
  7     82  PMG-LS  ManEst      3      18          D1A       60.04    260.00       33.03
  7     83  PMG-LS  ManEst      3      18          D1B       63.11    635.00       36.11
  7     84  PMG-LS  ManEst      3      18          D2B       65.52    180.00       38.51
  7     85  PMG-LS  ManEst      3      18          D1A       64.40    195.00       37.40
  7     86  PMG-LS  ManEst      3      18          D2B       57.96    375.00       30.95
  7     87  PMG-LS  ManEst      3      18          D2A       68.21    560.00       41.21
  7     88  PMG-LS  ManEst      3      18          D2A       59.88    295.00       32.87
  7     89  PMG-LS  ManEst      3      18          D2A       60.38    275.00       33.38
  7     90  PMG-LS  ManEst      3      18          D2A       65.54    205.00       38.54
  7     91  PMG-LS  ManEst      3      18          D1A       62.97    195.00       35.97
  7     92  PMG-LS  ManEst      3      18          D1B       57.82    215.00       30.81
  7     93  PMG-LS  ManEst      3      18          D1B       60.86    260.00       33.85
  7     94  PMG-LS  ManEst      3      18          D1B       59.49    260.00       32.48
  7     95  PMG-LS  ManEst      3      18          D1A       57.03    200.00       30.03
  7     96  PMG-LS  ManEst      3      18          D1B       61.51    295.00       34.51
  7     97  PMG-LS  ManEst      4      18          D2B       57.66    550.00       31.83
  7     98  PMG-LS  ManEst      4      18          D1A       52.28    230.00       26.44
  7     99  PMG-LS  ManEst      4      18          D1A       61.93    205.00       36.10
  7    100  PMG-LS  ManEst      4      18          D1A       61.53    305.00       35.69
  7    101  PMG-LS  ManEst      4      18          D1B       58.18    255.00       32.34
  7    102  PMG-LS  ManEst      4      18          D1B       55.66    280.00       29.83
  7    103  PMG-LS  ManEst      4      18          D1B       57.38    235.00       31.55
  7    104  PMG-LS  ManEst      4      18          D2A       56.70    190.00       30.86
  7    105  PMG-LS  ManEst      4      18          D2B       64.50    225.00       38.67
  7    106  PMG-LS  ManEst      4      18          D2B       60.01    330.00       34.18
  7    107  PMG-LS  ManEst      4      18          D2A       55.12    385.00       29.28
  7    108  PMG-LS  ManEst      4      18          D2A       56.41    250.00       30.58
  7    109  PMG-LS  ManEst      4      18          D2B       63.25    375.00       37.41
  7    110  PMG-LS  ManEst      4      19          D1A       57.68    375.00       31.84
  7    111  PMG-LS  ManEst      4      19          D2B       64.65    350.00       38.81
  7    112  PMG-LS  ManEst      4      19          D1B       62.47    325.00       36.64
  7    113  PMG-LS  ManEst      4      20          D1A       59.31    325.00       33.47
  7    114  PMG-LS  ManEst      4      20          D2A       56.34    325.00       30.51
  7    115  PMG-LS  ManEst      4      20          D2A       61.37    435.00       35.54
  7    116  PMG-LS  ManEst      4      20          D2A       60.95    390.00       35.12
  7    117  PMG-LS  ManEst      4      20          D1A       63.77    375.00       37.93
  7    118  PMG-LS  ManEst      4      20          D2B       62.86    370.00       37.02
  7    119  PMG-LS  ManEst      4      20          D2A       67.06    270.00       41.23
  7    120  PMG-LS  ManEst      4      20          D1B       65.50    530.00       39.67
  7    121  PMG-LS  ManEst      4      20          D1A       61.13    230.00       35.30
  7    122  PMG-LS  ManEst      4      20          D2B       60.91    330.00       35.08
  7    123  PMG-LS  ManEst      4      20          D1B       60.82    205.00       34.99
  7    124  PMG-LS  ManEst      4      20          D1B       62.03    170.00       36.20
  7    125  PMG-LS  ManEst      4      20          D1A       58.64    430.00       32.81
  7    126  PMG-LS  ManEst      4      20          D2A       63.64    465.00       37.81
  7    127  PMG-LS  ManEst      4      20          D1B       57.21    310.00       31.38
  7    128  PMG-LS  ManEst      4      20          D2B       56.10    490.00       30.27
  8      1  PGM-LS  ManEst      1       0          D2B       58.85    355.00       41.00
  8      2  PGM-LS  ManEst      1       0          D2A       57.70    250.00       39.85
  8      3  PGM-LS  ManEst      1       0          D2B       53.99    405.00       36.14
  8      4  PGM-LS  ManEst      1       0          D1B       57.54    250.00       39.69
  8      5  PGM-LS  ManEst      1       0          D1B       61.57    220.00       43.72
  8      6  PGM-LS  ManEst      1       0          D1B       57.76    250.00       39.90
  8      7  PGM-LS  ManEst      1       0          D2A       59.96    520.00       42.11
  8      8  PGM-LS  ManEst      1       0          D1A       60.50    230.00       42.65
  8      9  PGM-LS  ManEst      1       0          D1B       58.70    280.00       40.84
  8     10  PGM-LS  ManEst      1       0          D1B       57.11    275.00       39.26
  8     11  PGM-LS  ManEst      1       0          D2B       60.73    255.00       42.88
  8     12  PGM-LS  ManEst      1       1          D1A       62.05    345.00       44.20
  8     13  PGM-LS  ManEst      1       1          D2B       60.48    245.00       42.63
  8     14  PGM-LS  ManEst      1       1          D2A       56.82    470.00       38.97
  8     15  PGM-LS  ManEst      1       2          D1A       59.54    240.00       41.69
  8     16  PGM-LS  ManEst      1       2          D2A       58.57    345.00       40.71
  8     17  PGM-LS  ManEst      1       3          D2B       60.20    240.00       42.35
  8     18  PGM-LS  ManEst      1       3          D2A       58.14    270.00       40.29
  8     19  PGM-LS  ManEst      1       3          D1B       62.30    310.00       44.44
  8     20  PGM-LS  ManEst      1       3          D1A       59.69    190.00       41.83
  8     21  PGM-LS  ManEst      1       3          D2B       57.11    230.00       39.26
  8     22  PGM-LS  ManEst      1       3          D2A       64.48    225.00       46.62
  8     23  PGM-LS  ManEst      1       3          D1B       59.88    290.00       42.02
  8     24  PGM-LS  ManEst      1       3          D1A       58.04    195.00       40.18
  8     25  PGM-LS  ManEst      1       3          D2A       60.18    185.00       42.33
  8     26  PGM-LS  ManEst      1       3          D2A       59.73    255.00       41.88
  8     27  PGM-LS  ManEst      1       3          D2B       58.03    245.00       40.18
  8     28  PGM-LS  ManEst      1       3          D1A       56.00    540.00       38.15
  8     29  PGM-LS  ManEst      1       3          D1A       56.78    190.00       38.93
  8     30  PGM-LS  ManEst      1       3          D1B       56.55    310.00       38.69
  8     31  PGM-LS  ManEst      1       3          D2B       58.46    305.00       40.60
  8     32  PGM-LS  ManEst      1       3          D1A       56.77    245.00       38.91
  8     33  PGM-LS  ManEst      2       3          D2B       56.20    295.00       38.40
  8     34  PGM-LS  ManEst      2       3          D1B       55.93    225.00       38.13
  8     35  PGM-LS  ManEst      2       3          D1A       56.47    225.00       38.67
  8     36  PGM-LS  ManEst      2       3          D2B       60.45    505.00       42.65
  8     37  PGM-LS  ManEst      2       3          D1A       64.31    330.00       46.51
  8     38  PGM-LS  ManEst      2       3          D2B       59.15    505.00       41.35
  8     39  PGM-LS  ManEst      2       3          D2A       60.71    295.00       42.91
  8     40  PGM-LS  ManEst      2       3          D1A       59.85    240.00       42.05
  8     41  PGM-LS  ManEst      2       3          D2B       61.64    180.00       43.84
  8     42  PGM-LS  ManEst      2       3          D2A       56.64    205.00       38.84
  8     43  PGM-LS  ManEst      2       3          D1B       56.41    245.00       38.61
  8     44  PGM-LS  ManEst      2       3          D2B       59.51    210.00       41.71
  8     45  PGM-LS  ManEst      2       3          D1B       57.36    280.00       39.56
  8     46  PGM-LS  ManEst      2       3          D1B       61.95    255.00       44.15
  8     47  PGM-LS  ManEst      2       3          D2A       53.90    275.00       36.10
  8     48  PGM-LS  ManEst      2       3          D2A       53.97    280.00       36.17
  8     49  PGM-LS  ManEst      2       3          D1A       60.99    335.00       43.19
  8     50  PGM-LS  ManEst      2       3          D2A       58.90    250.00       41.10
  8     51  PGM-LS  ManEst      2       3          D1A       57.14    360.00       39.34
  8     52  PGM-LS  ManEst      2       3          D1B       56.94    195.00       39.14
  8     53  PGM-LS  ManEst      2       3          D1B       53.59    235.00       35.79
  8     54  PGM-LS  ManEst      2       3          D2B       56.71    300.00       38.91
  8     55  PGM-LS  ManEst      2       3          D1B       61.81    270.00       44.01
  8     56  PGM-LS  ManEst      2       3          D2B       57.75    270.00       39.95
  8     57  PGM-LS  ManEst      2       3          D2B       56.11    250.00       38.31
  8     58  PGM-LS  ManEst      2       3          D1A       56.68    455.00       38.88
  8     59  PGM-LS  ManEst      2       3          D1B       58.85    325.00       41.05
  8     60  PGM-LS  ManEst      2       3          D1A       58.77    230.00       40.97
  8     61  PGM-LS  ManEst      2       3          D2A       57.57    355.00       39.77
  8     62  PGM-LS  ManEst      2       3          D2A       58.91    310.00       41.11
  8     63  PGM-LS  ManEst      2       3          D2A       59.32    300.00       41.52
  8     64  PGM-LS  ManEst      2       3          D1A       55.88    740.00       38.08
  8     65  PGM-LS  ManEst      3       3          D2A       58.26    235.00       41.02
  8     66  PGM-LS  ManEst      3       3          D2B       61.64    260.00       44.40
  8     67  PGM-LS  ManEst      3       3          D2A       61.61    435.00       44.37
  8     68  PGM-LS  ManEst      3       3          D1A       63.02    225.00       45.78
  8     69  PGM-LS  ManEst      3       3          D2A       60.03    230.00       42.79
  8     70  PGM-LS  ManEst      3       3          D1B       57.58    280.00       40.34
  8     71  PGM-LS  ManEst      3       3          D2A       61.33    295.00       44.09
  8     72  PGM-LS  ManEst      3       3          D2A       58.74    255.00       41.50
  8     73  PGM-LS  ManEst      3       3          D1B       56.42    235.00       39.17
  8     74  PGM-LS  ManEst      3       3          D2B       60.60    220.00       43.36
  8     75  PGM-LS  ManEst      3       3          D1A       59.18    505.00       41.94
  8     76  PGM-LS  ManEst      3       3          D1A       60.86    230.00       43.62
  8     77  PGM-LS  ManEst      3       3          D2A       59.90    210.00       42.66
  8     78  PGM-LS  ManEst      3       3          D1A       60.18    235.00       42.94
  8     79  PGM-LS  ManEst      3       3          D1B       60.27    215.00       43.03
  8     80  PGM-LS  ManEst      3       3          D2B       57.56    230.00       40.32
  8     81  PGM-LS  ManEst      3       3          D1B       61.31    235.00       44.07
  8     82  PGM-LS  ManEst      3       3          D1A       58.62    235.00       41.38
  8     83  PGM-LS  ManEst      3       3          D2A       57.07    195.00       39.83
  8     84  PGM-LS  ManEst      3       3          D1A       62.57    225.00       45.33
  8     85  PGM-LS  ManEst      3       3          D1A       56.55    205.00       39.31
  8     86  PGM-LS  ManEst      3       4          D2A       55.41    240.00       38.17
  8     87  PGM-LS  ManEst      3       4          D1B       59.61    220.00       42.37
  8     88  PGM-LS  ManEst      3       4          D2B       60.03    240.00       42.79
  8     89  PGM-LS  ManEst      3       4          D1A       60.48    205.00       43.24
  8     90  PGM-LS  ManEst      3       5          D2B       61.67    245.00       44.43
  8     91  PGM-LS  ManEst      3       5          D2B       60.28    250.00       43.04
  8     92  PGM-LS  ManEst      3       5          D1B       56.66    230.00       39.42
  8     93  PGM-LS  ManEst      3       5          D2B       58.66    240.00       41.42
  8     94  PGM-LS  ManEst      3       5          D2B       61.98    325.00       44.74
  8     95  PGM-LS  ManEst      3       5          D1B       59.53    260.00       42.29
  8     96  PGM-LS  ManEst      3       5          D1B       57.78    370.00       40.54
  8     97  PGM-LS  ManEst      4       5          D2A       54.99    305.00       37.44
  8     98  PGM-LS  ManEst      4       5          D2B       60.39    190.00       42.85
  8     99  PGM-LS  ManEst      4       5          D1A       58.03    230.00       40.48
  8    100  PGM-LS  ManEst      4       6          D2B       59.47    245.00       41.92
  8    101  PGM-LS  ManEst      4       6          D2B       57.92    250.00       40.37
  8    102  PGM-LS  ManEst      4       6          D1B       54.39    220.00       36.84
  8    103  PGM-LS  ManEst      4       6          D1A       57.51    430.00       39.97
  8    104  PGM-LS  ManEst      4       6          D2A       56.13    310.00       38.59
  8    105  PGM-LS  ManEst      4       6          D2A       56.63    230.00       39.08
  8    106  PGM-LS  ManEst      4       6          D2B       58.76    190.00       41.22
  8    107  PGM-LS  ManEst      4       6          D1B       57.80    305.00       40.25
  8    108  PGM-LS  ManEst      4       6          D1B       61.53    220.00       43.99
  8    109  PGM-LS  ManEst      4       6          D1A       57.36    225.00       39.81
  8    110  PGM-LS  ManEst      4       6          D1A       57.19    210.00       39.65
  8    111  PGM-LS  ManEst      4       6          D1A       58.02    255.00       40.48
  8    112  PGM-LS  ManEst      4       6          D2A       58.52    265.00       40.97
  8    113  PGM-LS  ManEst      4       6          D1A       57.52    200.00       39.98
  8    114  PGM-LS  ManEst      4       6          D2A       55.52    245.00       37.98
  8    115  PGM-LS  ManEst      4       6          D2A       58.33    235.00       40.78
  8    116  PGM-LS  ManEst      4       6          D1B       56.92    215.00       39.37
  8    117  PGM-LS  ManEst      4       6          D1B       58.62    215.00       41.08
  8    118  PGM-LS  ManEst      4       6          D2B       58.62    195.00       41.08
  8    119  PGM-LS  ManEst      4       6          D1B       57.94    215.00       40.39
  8    120  PGM-LS  ManEst      4       6          D2A       57.41    195.00       39.86
  8    121  PGM-LS  ManEst      4       6          D1A       56.52    405.00       38.98
  8    122  PGM-LS  ManEst      4       6          D2B       58.10    290.00       40.56
  8    123  PGM-LS  ManEst      4       6          D2B       54.55    225.00       37.01
  8    124  PGM-LS  ManEst      4       6          D2A       57.16    255.00       39.61
  8    125  PGM-LS  ManEst      4       6          D1A       59.15    195.00       41.61
  8    126  PGM-LS  ManEst      4       6          D1B       58.82    265.00       41.27
  8    127  PGM-LS  ManEst      4       6          D1B       58.19    265.00       40.65
  8    128  PGM-LS  ManEst      4       6          D2B       56.57    295.00       39.02
  9      1  MPG-LS  ManEst      1       0          D2B       58.23    710.00       37.19
  9      2  MPG-LS  ManEst      1       0          D1B       58.77    545.00       37.72
  9      3  MPG-LS  ManEst      1       0          D2A       54.84    345.00       33.79
  9      4  MPG-LS  ManEst      1       0          D1B       58.45    320.00       37.40
  9      5  MPG-LS  ManEst      1       0          D2A       57.69    435.00       36.64
  9      6  MPG-LS  ManEst      1       1          D1A       57.48    735.00       36.43
  9      7  MPG-LS  ManEst      1       1          D2B       58.47    405.00       37.42
  9      8  MPG-LS  ManEst      1       1          D1A       59.68    320.00       38.63
  9      9  MPG-LS  ManEst      1       1          D1A       52.53    405.00       31.48
  9     10  MPG-LS  ManEst      1       1          D1A       60.68    520.00       39.63
  9     11  MPG-LS  ManEst      1       1          D1A       57.21    560.00       36.16
  9     12  MPG-LS  ManEst      1       1          D2A       58.64    530.00       37.59
  9     13  MPG-LS  ManEst      1       1          D1B       58.24    685.00       37.19
  9     14  MPG-LS  ManEst      1       1          D2A       62.70    550.00       41.65
  9     15  MPG-LS  ManEst      1       1          D1B       59.32    425.00       38.27
  9     16  MPG-LS  ManEst      1       1          D2B       52.56    460.00       31.51
  9     17  MPG-LS  ManEst      1       1          D2B       58.79    470.00       37.74
  9     18  MPG-LS  ManEst      1       1          D2A       60.19    655.00       39.14
  9     19  MPG-LS  ManEst      1       1          D1B       57.31    985.00       36.26
  9     20  MPG-LS  ManEst      1       2          D1A       52.99    495.00       31.94
  9     21  MPG-LS  ManEst      1       2          D1A       53.43    455.00       32.38
  9     22  MPG-LS  ManEst      1       2          D2B       57.66    355.00       36.61
  9     23  MPG-LS  ManEst      1       2          D1A       54.82    550.00       33.77
  9     24  MPG-LS  ManEst      1       2          D2B       54.45    645.00       33.40
  9     25  MPG-LS  ManEst      1       2          D1B       62.59    495.00       41.54
  9     26  MPG-LS  ManEst      1       2          D2B       60.57    495.00       39.52
  9     27  MPG-LS  ManEst      1       2          D2A       56.19    395.00       35.14
  9     28  MPG-LS  ManEst      1       2          D1B       53.75    355.00       32.70
  9     29  MPG-LS  ManEst      1       2          D1B       54.81    510.00       33.76
  9     30  MPG-LS  ManEst      1       2          D2A       56.86    735.00       35.81
  9     31  MPG-LS  ManEst      1       2          D2A       56.08    280.00       35.03
  9     32  MPG-LS  ManEst      1       2          D2B       53.03    400.00       31.98
  9     33  MPG-LS  ManEst      2       2          D2A       53.89    445.00       32.86
  9     34  MPG-LS  ManEst      2       2          D1A       52.72    395.00       31.68
  9     35  MPG-LS  ManEst      2       2          D2A       54.47    385.00       33.43
  9     36  MPG-LS  ManEst      2       2          D1A       55.26    525.00       34.23
  9     37  MPG-LS  ManEst      2       2          D1B       53.86    420.00       32.83
  9     38  MPG-LS  ManEst      2       2          D2B       56.34    320.00       35.31
  9     39  MPG-LS  ManEst      2       2          D2B       55.54    350.00       34.51
  9     40  MPG-LS  ManEst      2       2          D2B       54.85    370.00       33.82
  9     41  MPG-LS  ManEst      2       2          D1B       55.08    395.00       34.05
  9     42  MPG-LS  ManEst      2       2          D2B       54.69    295.00       33.66
  9     43  MPG-LS  ManEst      2       2          D2B       53.70    715.00       32.67
  9     44  MPG-LS  ManEst      2       2          D2A       55.57    595.00       34.54
  9     45  MPG-LS  ManEst      2       2          D2A       55.27    275.00       34.24
  9     46  MPG-LS  ManEst      2       2          D2B       54.24    370.00       33.21
  9     47  MPG-LS  ManEst      2       2          D1A       55.58    375.00       34.55
  9     48  MPG-LS  ManEst      2       2          D1B       52.85    480.00       31.82
  9     49  MPG-LS  ManEst      2       2          D1A       55.01    365.00       33.98
  9     50  MPG-LS  ManEst      2       2          D2B       52.69    440.00       31.66
  9     51  MPG-LS  ManEst      2       2          D1A       60.39    240.00       39.36
  9     52  MPG-LS  ManEst      2       2          D1A       55.73    620.00       34.70
  9     53  MPG-LS  ManEst      2       2          D1B       59.09    380.00       38.06
  9     54  MPG-LS  ManEst      2       2          D2A       59.52    320.00       38.49
  9     55  MPG-LS  ManEst      2       2          D1B       56.21    475.00       35.18
  9     56  MPG-LS  ManEst      2       2          D1B       55.83    440.00       34.80
  9     57  MPG-LS  ManEst      2       2          D1A       55.76    355.00       34.73
  9     58  MPG-LS  ManEst      2       2          D1A       53.70    440.00       32.67
  9     59  MPG-LS  ManEst      2       2          D1B       59.75    415.00       38.72
  9     60  MPG-LS  ManEst      2       2          D2B       58.61    460.00       37.58
  9     61  MPG-LS  ManEst      2       2          D1B       56.83    420.00       35.80
  9     62  MPG-LS  ManEst      2       2          D2A       57.99    425.00       36.96
  9     63  MPG-LS  ManEst      2       2          D2A       57.92    280.00       36.89
  9     64  MPG-LS  ManEst      2       2          D2A       60.40    285.00       39.37
  9     65  MPG-LS  ManEst      3       3          D1B       55.34    260.00       32.70
  9     66  MPG-LS  ManEst      3       3          D2A       55.17    340.00       32.53
  9     67  MPG-LS  ManEst      3       3          D2A       63.42    390.00       40.78
  9     68  MPG-LS  ManEst      3       3          D1A       57.72    320.00       35.08
  9     69  MPG-LS  ManEst      3       3          D2B       55.91    355.00       33.26
  9     70  MPG-LS  ManEst      3       3          D1A       59.18    885.00       36.54
  9     71  MPG-LS  ManEst      3       3          D2B       61.08    360.00       38.44
  9     72  MPG-LS  ManEst      3       3          D2B       61.44    570.00       38.80
  9     73  MPG-LS  ManEst      3       3          D2B       54.30    410.00       31.66
  9     74  MPG-LS  ManEst      3       3          D2B       55.86    270.00       33.22
  9     75  MPG-LS  ManEst      3       3          D1B       60.81    280.00       38.17
  9     76  MPG-LS  ManEst      3       3          D1B       56.35    475.00       33.71
  9     77  MPG-LS  ManEst      3       3          D1B       64.24    645.00       41.60
  9     78  MPG-LS  ManEst      3       3          D1B       53.35    125.00       30.71
  9     79  MPG-LS  ManEst      3       3          D2A       61.41    390.00       38.77
  9     80  MPG-LS  ManEst      3       3          D2A       55.61    395.00       32.97
  9     81  MPG-LS  ManEst      3       3          D2A       62.65    480.00       40.01
  9     82  MPG-LS  ManEst      3       3          D1B       58.08    410.00       35.44
  9     83  MPG-LS  ManEst      3       3          D1A       58.42    235.00       35.78
  9     84  MPG-LS  ManEst      3       3          D1A       61.02    425.00       38.38
  9     85  MPG-LS  ManEst      3       3          D1B       59.59    300.00       36.95
  9     86  MPG-LS  ManEst      3       3          D2A       54.96    355.00       32.32
  9     87  MPG-LS  ManEst      3       3          D2B       59.32    270.00       36.68
  9     88  MPG-LS  ManEst      3       3          D1B       58.32    600.00       35.68
  9     89  MPG-LS  ManEst      3       4          D2B       56.37    390.00       33.73
  9     90  MPG-LS  ManEst      3       4          D1A       58.10    375.00       35.46
  9     91  MPG-LS  ManEst      3       4          D1A       63.18    405.00       40.54
  9     92  MPG-LS  ManEst      3       4          D2B       62.98    310.00       40.34
  9     93  MPG-LS  ManEst      3       4          D1A       62.84    320.00       40.20
  9     94  MPG-LS  ManEst      3       5          D2A       57.57    360.00       34.93
  9     95  MPG-LS  ManEst      3       5          D2A       59.17    330.00       36.53
  9     96  MPG-LS  ManEst      3       6          D1A       59.70    620.00       37.06
  9     97  MPG-LS  ManEst      4       6          D1A       58.10    325.00       35.79
  9     98  MPG-LS  ManEst      4       6          D2B       60.66    240.00       38.36
  9     99  MPG-LS  ManEst      4       6          D1A       60.69    360.00       38.38
  9    100  MPG-LS  ManEst      4       6          D2A       60.60    470.00       38.30
  9    101  MPG-LS  ManEst      4       6          D2B       64.37    590.00       42.06
  9    102  MPG-LS  ManEst      4       6          D2B       62.39    535.00       40.08
  9    103  MPG-LS  ManEst      4       6          D1B       63.14    450.00       40.84
