Sub  Trial   Group    Task  Block  Errors      Stimuli      ManEst        RT   G12ManEst
  3    118  MPG-SL  ManEst      4      51          D2A       64.90    260.00       44.77
  3    119  MPG-SL  ManEst      4      51          D1A       64.43    215.00       44.30
  3    120  MPG-SL  ManEst      4      51          D2B       63.39    250.00       43.26
  3    121  MPG-SL  ManEst      4      51          D1A       63.01    195.00       42.87
  3    122  MPG-SL  ManEst      4      51          D2B       62.37    265.00       42.24
  3    123  MPG-SL  ManEst      4      52          D1A       61.37    335.00       41.24
  3    124  MPG-SL  ManEst      4      52          D1A       66.20    385.00       46.06
  3    125  MPG-SL  ManEst      4      52          D2B       64.28    300.00       44.15
  3    126  MPG-SL  ManEst      4      52          D1B       63.84    250.00       43.71
  3    127  MPG-SL  ManEst      4      52          D1A       62.20    290.00       42.07
  3    128  MPG-SL  ManEst      4      52          D1B       61.77    220.00       41.63
  4      1  MGP-SL  ManEst      1       0          D2B       69.57    535.00       45.39
  4      2  MGP-SL  ManEst      1       0          D2A       69.93    525.00       45.75
  4      3  MGP-SL  ManEst      1       0          D1B       73.02    490.00       48.84
  4      4  MGP-SL  ManEst      1       0          D1B       70.64    520.00       46.45
  4      5  MGP-SL  ManEst      1       0          D2B       72.39    480.00       48.21
  4      6  MGP-SL  ManEst      1       0          D2A       74.00    550.00       49.82
  4      7  MGP-SL  ManEst      1       0          D2A       73.94    495.00       49.75
  4      8  MGP-SL  ManEst      1       0          D2A       71.92    475.00       47.74
  4      9  MGP-SL  ManEst      1       0          D1A       68.46    455.00       44.28
  4     10  MGP-SL  ManEst      1       0          D2B       68.90    455.00       44.72
  4     11  MGP-SL  ManEst      1       0          D1B       72.00    570.00       47.82
  4     12  MGP-SL  ManEst      1       0          D2A       77.02    490.00       52.83
  4     13  MGP-SL  ManEst      1       0          D2B       69.25    330.00       45.07
  4     14  MGP-SL  ManEst      1       0          D1B       69.43    460.00       45.25
  4     15  MGP-SL  ManEst      1       0          D2B       67.61    440.00       43.43
  4     16  MGP-SL  ManEst      1       0          D1A       65.63    425.00       41.44
  4     17  MGP-SL  ManEst      1       0          D2A       67.33    435.00       43.15
  4     18  MGP-SL  ManEst      1       1          D1B       65.64    515.00       41.46
  4     19  MGP-SL  ManEst      1       1          D1A       66.76    430.00       42.58
  4     20  MGP-SL  ManEst      1       1          D1B       68.66    480.00       44.47
  4     21  MGP-SL  ManEst      1       1          D2B       66.24    380.00       42.05
  4     22  MGP-SL  ManEst      1       1          D2B       65.15    425.00       40.97
  4     23  MGP-SL  ManEst      1       1          D1A       68.70    325.00       44.51
  4     24  MGP-SL  ManEst      1       1          D1A       68.00    365.00       43.82
  4     25  MGP-SL  ManEst      1       1          D2B       68.52    465.00       44.34
  4     26  MGP-SL  ManEst      1       1          D2A       67.78    590.00       43.60
  4     27  MGP-SL  ManEst      1       1          D1A       69.11    550.00       44.92
  4     28  MGP-SL  ManEst      1       1          D1A       65.04    410.00       40.85
  4     29  MGP-SL  ManEst      1       1          D1A       71.68    515.00       47.50
  4     30  MGP-SL  ManEst      1       1          D1B       66.54    675.00       42.35
  4     31  MGP-SL  ManEst      1       1          D2A       69.53    385.00       45.35
  4     32  MGP-SL  ManEst      1       1          D1B       70.43    645.00       46.25
  4     33  MGP-SL  ManEst      2       1          D1A       64.45    710.00       40.48
  4     34  MGP-SL  ManEst      2       1          D1A       67.74    405.00       43.77
  4     35  MGP-SL  ManEst      2       1          D1A       70.45    445.00       46.47
  4     36  MGP-SL  ManEst      2       1          D1B       66.45    380.00       42.47
  4     37  MGP-SL  ManEst      2       1          D1A       64.39    560.00       40.42
  4     38  MGP-SL  ManEst      2       1          D1A       67.64    645.00       43.66
  4     39  MGP-SL  ManEst      2       1          D2A       68.75    440.00       44.78
  4     40  MGP-SL  ManEst      2       1          D2A       67.27    385.00       43.29
  4     41  MGP-SL  ManEst      2       1          D2A       71.51    395.00       47.54
  4     42  MGP-SL  ManEst      2       1          D1B       69.72    275.00       45.75
  4     43  MGP-SL  ManEst      2       1          D2B       70.59    475.00       46.61
  4     44  MGP-SL  ManEst      2       1          D2A       70.67    555.00       46.70
  4     45  MGP-SL  ManEst      2       1          D1B       68.32    635.00       44.34
  4     46  MGP-SL  ManEst      2       1          D2B       68.42    615.00       44.45
  4     47  MGP-SL  ManEst      2       1          D1B       66.24    545.00       42.26
  4     48  MGP-SL  ManEst      2       1          D1A       65.16    530.00       41.19
  4     49  MGP-SL  ManEst      2       1          D2B       67.76    410.00       43.79
  4     50  MGP-SL  ManEst      2       1          D2A       64.01    630.00       40.04
  4     51  MGP-SL  ManEst      2       1          D2A       70.31    435.00       46.34
  4     52  MGP-SL  ManEst      2       1          D1B       65.84    545.00       41.87
  4     53  MGP-SL  ManEst      2       1          D2B       64.47    440.00       40.50
  4     54  MGP-SL  ManEst      2       1          D2A       70.68    375.00       46.71
  4     55  MGP-SL  ManEst      2       1          D2B       64.24    395.00       40.26
  4     56  MGP-SL  ManEst      2       1          D1B       66.20    420.00       42.22
  4     57  MGP-SL  ManEst      2       1          D2B       67.37    530.00       43.39
  4     58  MGP-SL  ManEst      2       1          D2B       64.01    530.00       40.04
  4     59  MGP-SL  ManEst      2       1          D1B       64.88    475.00       40.90
  4     60  MGP-SL  ManEst      2       1          D2B       63.26    615.00       39.29
  4     61  MGP-SL  ManEst      2       1          D1B       65.66    460.00       41.69
  4     62  MGP-SL  ManEst      2       1          D2A       62.76    515.00       38.79
  4     63  MGP-SL  ManEst      2       1          D1A       65.48    455.00       41.51
  4     64  MGP-SL  ManEst      2       1          D1A       67.23    505.00       43.25
  4     65  MGP-SL  ManEst      3       2          D2A       66.61    405.00       42.35
  4     66  MGP-SL  ManEst      3       2          D1B       64.93    335.00       40.68
  4     67  MGP-SL  ManEst      3       2          D1A       63.80    455.00       39.55
  4     68  MGP-SL  ManEst      3       2          D1A       65.56    420.00       41.31
  4     69  MGP-SL  ManEst      3       2          D1B       63.33    360.00       39.08
  4     70  MGP-SL  ManEst      3       2          D2A       64.21    405.00       39.96
  4     71  MGP-SL  ManEst      3       2          D1B       64.88    600.00       40.62
  4     72  MGP-SL  ManEst      3       2          D1A       64.19    355.00       39.93
  4     73  MGP-SL  ManEst      3       2          D2A       66.66    310.00       42.41
  4     74  MGP-SL  ManEst      3       2          D1B       63.70    300.00       39.45
  4     75  MGP-SL  ManEst      3       2          D2A       63.31    380.00       39.06
  4     76  MGP-SL  ManEst      3       2          D2B       66.05    445.00       41.80
  4     77  MGP-SL  ManEst      3       2          D2B       63.30    435.00       39.05
  4     78  MGP-SL  ManEst      3       2          D2B       67.40    425.00       43.14
  4     79  MGP-SL  ManEst      3       2          D1B       66.39    355.00       42.14
  4     80  MGP-SL  ManEst      3       2          D1A       61.16    435.00       36.91
  4     81  MGP-SL  ManEst      3       2          D1B       64.31    465.00       40.06
  4     82  MGP-SL  ManEst      3       2          D1B       66.76    490.00       42.51
  4     83  MGP-SL  ManEst      3       2          D2A       64.48    360.00       40.23
  4     84  MGP-SL  ManEst      3       2          D2A       66.17    395.00       41.92
  4     85  MGP-SL  ManEst      3       2          D2A       66.01    470.00       41.75
  4     86  MGP-SL  ManEst      3       2          D1A       64.12    505.00       39.87
  4     87  MGP-SL  ManEst      3       2          D2B       65.34    480.00       41.09
  4     88  MGP-SL  ManEst      3       2          D1A       67.57    485.00       43.32
  4     89  MGP-SL  ManEst      3       2          D1A       63.25    530.00       39.00
  4     90  MGP-SL  ManEst      3       2          D2B       65.70    565.00       41.45
  4     91  MGP-SL  ManEst      3       2          D2B       69.54    370.00       45.29
  4     92  MGP-SL  ManEst      3       2          D2A       63.59    495.00       39.34
  4     93  MGP-SL  ManEst      3       2          D2B       67.45    580.00       43.20
  4     94  MGP-SL  ManEst      3       2          D2B       68.76    485.00       44.51
  4     95  MGP-SL  ManEst      3       2          D1B       68.99    605.00       44.74
  4     96  MGP-SL  ManEst      3       2          D1A       66.79    415.00       42.53
  4     97  MGP-SL  ManEst      4       2          D2B       65.85    500.00       41.52
  4     98  MGP-SL  ManEst      4       2          D2B       63.36    440.00       39.03
  4     99  MGP-SL  ManEst      4       2          D1B       63.39    345.00       39.07
  4    100  MGP-SL  ManEst      4       2          D2A       64.75    335.00       40.42
  4    101  MGP-SL  ManEst      4       2          D1A       65.16    455.00       40.84
  4    102  MGP-SL  ManEst      4       2          D2B       68.52    380.00       44.19
  4    103  MGP-SL  ManEst      4       2          D1A       66.58    510.00       42.25
  4    104  MGP-SL  ManEst      4       2          D2B       66.78    300.00       42.45
  4    105  MGP-SL  ManEst      4       2          D1B       67.09    380.00       42.76
  4    106  MGP-SL  ManEst      4       2          D1B       64.13    385.00       39.81
  4    107  MGP-SL  ManEst      4       2          D2A       66.85    345.00       42.53
  4    108  MGP-SL  ManEst      4       2          D1A       68.02    580.00       43.70
  4    109  MGP-SL  ManEst      4       2          D1A       65.47    380.00       41.14
  4    110  MGP-SL  ManEst      4       2          D2A       65.99    375.00       41.66
  4    111  MGP-SL  ManEst      4       2          D1A       64.62    305.00       40.30
  4    112  MGP-SL  ManEst      4       2          D2A       66.28    375.00       41.96
  4    113  MGP-SL  ManEst      4       2          D1B       69.79    285.00       45.47
  4    114  MGP-SL  ManEst      4       2          D2A       66.58    320.00       42.26
  4    115  MGP-SL  ManEst      4       2          D1A       63.68    335.00       39.35
  4    116  MGP-SL  ManEst      4       2          D2B       64.63    335.00       40.31
  4    117  MGP-SL  ManEst      4       2          D2B       65.74    460.00       41.41
  4    118  MGP-SL  ManEst      4       2          D2A       63.22    435.00       38.89
  4    119  MGP-SL  ManEst      4       2          D1B       64.88    300.00       40.56
  4    120  MGP-SL  ManEst      4       2          D2A       67.50    220.00       43.18
  4    121  MGP-SL  ManEst      4       2          D1B       62.49    355.00       38.16
  4    122  MGP-SL  ManEst      4       2          D1A       64.31    220.00       39.99
  4    123  MGP-SL  ManEst      4       2          D1B       67.36    385.00       43.03
  4    124  MGP-SL  ManEst      4       2          D2B       69.24    285.00       44.91
  4    125  MGP-SL  ManEst      4       2          D1A       68.65    360.00       44.33
  4    126  MGP-SL  ManEst      4       2          D1B       68.31    270.00       43.98
  4    127  MGP-SL  ManEst      4       2          D2B       65.87    235.00       41.55
  4    128  MGP-SL  ManEst      4       2          D2A       64.09    330.00       39.77
  5      1  GPM-SL  ManEst      1       0          D2A       52.94    235.00       37.63
  5      2  GPM-SL  ManEst      1       0          D1B       53.54    255.00       38.23
  5      3  GPM-SL  ManEst      1       0          D1B       49.67    285.00       34.36
  5      4  GPM-SL  ManEst      1       0          D1A       57.68    355.00       42.37
  5      5  GPM-SL  ManEst      1       0          D2A       56.54    355.00       41.23
  5      6  GPM-SL  ManEst      1       0          D2B       58.21    250.00       42.90
  5      7  GPM-SL  ManEst      1       0          D1A       57.03    380.00       41.72
  5      8  GPM-SL  ManEst      1       0          D1B       54.03    350.00       38.72
  5      9  GPM-SL  ManEst      1       0          D1A       59.30    285.00       43.99
  5     10  GPM-SL  ManEst      1       0          D1B       56.09    300.00       40.78
  5     11  GPM-SL  ManEst      1       1          D2B       53.13    375.00       37.82
  5     12  GPM-SL  ManEst      1       1          D1A       52.11    225.00       36.80
  5     13  GPM-SL  ManEst      1       1          D2B       53.02    230.00       37.71
  5     14  GPM-SL  ManEst      1       1          D2A       58.24    380.00       42.93
  5     15  GPM-SL  ManEst      1       1          D2A       50.88    225.00       35.57
  5     16  GPM-SL  ManEst      1       1          D1A       56.41    280.00       41.10
  5     17  GPM-SL  ManEst      1       1          D2B       54.80    445.00       39.49
  5     18  GPM-SL  ManEst      1       1          D2B       53.97    190.00       38.66
  5     19  GPM-SL  ManEst      1       1          D2A       54.02    165.00       38.71
  5     20  GPM-SL  ManEst      1       1          D2B       54.11    265.00       38.80
  5     21  GPM-SL  ManEst      1       1          D1A       58.44    395.00       43.13
  5     22  GPM-SL  ManEst      1       1          D1B       54.95    410.00       39.63
  5     23  GPM-SL  ManEst      1       1          D2B       59.37    220.00       44.06
  5     24  GPM-SL  ManEst      1       1          D2B       53.79    330.00       38.48
  5     25  GPM-SL  ManEst      1       2          D1B       54.30    370.00       38.99
  5     26  GPM-SL  ManEst      1       2          D2A       49.30    255.00       33.99
  5     27  GPM-SL  ManEst      1       2          D1A       52.01    445.00       36.70
  5     28  GPM-SL  ManEst      1       2          D2A       53.59    305.00       38.28
  5     29  GPM-SL  ManEst      1       2          D2A       54.31    225.00       39.00
  5     30  GPM-SL  ManEst      1       2          D1B       58.63    360.00       43.32
  5     31  GPM-SL  ManEst      1       2          D1B       51.88    360.00       36.57
  5     32  GPM-SL  ManEst      1       2          D1A       54.15    325.00       38.84
  5     33  GPM-SL  ManEst      2       2          D1B       47.66    720.00       33.29
  5     34  GPM-SL  ManEst      2       2          D1A       51.20    195.00       36.82
  5     35  GPM-SL  ManEst      2       3          D1B       53.73    255.00       39.35
  5     36  GPM-SL  ManEst      2       3          D2B       49.11    240.00       34.73
  5     37  GPM-SL  ManEst      2       3          D2A       53.54    245.00       39.17
  5     38  GPM-SL  ManEst      2       3          D2A       51.75    220.00       37.37
  5     39  GPM-SL  ManEst      2       3          D1A       52.02    245.00       37.65
  5     40  GPM-SL  ManEst      2       3          D2B       49.15    420.00       34.78
  5     41  GPM-SL  ManEst      2       3          D2B       50.33    255.00       35.96
  5     42  GPM-SL  ManEst      2       3          D1B       48.33    290.00       33.96
  5     43  GPM-SL  ManEst      2       3          D1A       49.88    190.00       35.50
  5     44  GPM-SL  ManEst      2       4          D1B       54.76    405.00       40.39
  5     45  GPM-SL  ManEst      2       4          D1A       52.56    210.00       38.18
  5     46  GPM-SL  ManEst      2       4          D2B       52.79    330.00       38.42
  5     47  GPM-SL  ManEst      2       4          D1A       55.94    255.00       41.56
  5     48  GPM-SL  ManEst      2       4          D1B       51.23    215.00       36.86
  5     49  GPM-SL  ManEst      2       4          D2A       47.05    210.00       32.67
  5     50  GPM-SL  ManEst      2       4          D2B       51.09    220.00       36.72
  5     51  GPM-SL  ManEst      2       4          D1A       51.66    145.00       37.28
  5     52  GPM-SL  ManEst      2       4          D2A       51.07    205.00       36.69
  5     53  GPM-SL  ManEst      2       4          D2A       51.72    295.00       37.34
  5     54  GPM-SL  ManEst      2       5          D1A       57.94    270.00       43.57
  5     55  GPM-SL  ManEst      2       5          D2B       59.87    260.00       45.50
  5     56  GPM-SL  ManEst      2       5          D2A       51.90    195.00       37.53
  5     57  GPM-SL  ManEst      2       5          D1B       51.53    210.00       37.15
  5     58  GPM-SL  ManEst      2       5          D1B       56.76    315.00       42.39
  5     59  GPM-SL  ManEst      2       5          D2B       54.94    320.00       40.56
  5     60  GPM-SL  ManEst      2       5          D2A       54.93    220.00       40.56
  5     61  GPM-SL  ManEst      2       5          D1A       53.08    215.00       38.70
  5     62  GPM-SL  ManEst      2       5          D1B       49.64    280.00       35.27
  5     63  GPM-SL  ManEst      2       6          D2B       58.44    260.00       44.07
  5     64  GPM-SL  ManEst      2       6          D2A       58.31    200.00       43.93
  5     65  GPM-SL  ManEst      3       7          D2A       54.35    215.00       39.17
  5     66  GPM-SL  ManEst      3       7          D1A       54.65    245.00       39.47
  5     67  GPM-SL  ManEst      3       7          D1B       57.70    230.00       42.52
  5     68  GPM-SL  ManEst      3       7          D1A       53.02    310.00       37.83
  5     69  GPM-SL  ManEst      3       7          D1B       54.99    220.00       39.80
  5     70  GPM-SL  ManEst      3       7          D1A       49.19    225.00       34.01
  5     71  GPM-SL  ManEst      3       7          D2A       56.38    185.00       41.20
  5     72  GPM-SL  ManEst      3       7          D2A       54.99    195.00       39.81
  5     73  GPM-SL  ManEst      3       7          D2A       54.73    290.00       39.55
  5     74  GPM-SL  ManEst      3       7          D1B       51.72    235.00       36.54
  5     75  GPM-SL  ManEst      3       8          D1B       57.36    445.00       42.18
  5     76  GPM-SL  ManEst      3       8          D2A       58.13    235.00       42.95
  5     77  GPM-SL  ManEst      3       8          D2B       59.71    255.00       44.53
  5     78  GPM-SL  ManEst      3       8          D2A       57.54    305.00       42.35
  5     79  GPM-SL  ManEst      3       8          D1A       56.41    245.00       41.22
  5     80  GPM-SL  ManEst      3       8          D2B       54.32    280.00       39.14
  5     81  GPM-SL  ManEst      3       8          D2B       56.55    260.00       41.37
  5     82  GPM-SL  ManEst      3       8          D2A       59.96    185.00       44.78
  5     83  GPM-SL  ManEst      3       8          D2B       55.43    205.00       40.25
  5     84  GPM-SL  ManEst      3       8          D1A       56.05    205.00       40.87
  5     85  GPM-SL  ManEst      3       8          D1B       56.55    205.00       41.37
  5     86  GPM-SL  ManEst      3       8          D1A       56.54    325.00       41.35
  5     87  GPM-SL  ManEst      3       8          D2B       50.15    340.00       34.97
  5     88  GPM-SL  ManEst      3       8          D2A       52.72    220.00       37.54
  5     89  GPM-SL  ManEst      3       8          D1A       55.41    300.00       40.23
  5     90  GPM-SL  ManEst      3       8          D2B       52.27    260.00       37.08
  5     91  GPM-SL  ManEst      3       8          D1B       49.61    270.00       34.43
  5     92  GPM-SL  ManEst      3       8          D2B       51.49    275.00       36.31
  5     93  GPM-SL  ManEst      3       8          D1A       58.18    285.00       43.00
  5     94  GPM-SL  ManEst      3       8          D1B       58.96    205.00       43.78
  5     95  GPM-SL  ManEst      3       8          D2B       57.88    275.00       42.70
  5     96  GPM-SL  ManEst      3       8          D1B       56.06    230.00       40.88
  5     97  GPM-SL  ManEst      4       8          D1A       50.49    235.00       36.28
  5     98  GPM-SL  ManEst      4       8          D1B       50.52    220.00       36.30
  5     99  GPM-SL  ManEst      4       8          D1B       51.55    180.00       37.34
  5    100  GPM-SL  ManEst      4       8          D2A       49.61    230.00       35.40
  5    101  GPM-SL  ManEst      4       8          D1B       50.86    320.00       36.65
  5    102  GPM-SL  ManEst      4       8          D1B       49.69    235.00       35.48
  5    103  GPM-SL  ManEst      4       8          D2B       51.19    260.00       36.98
  5    104  GPM-SL  ManEst      4       8          D2A       48.78    215.00       34.57
  5    105  GPM-SL  ManEst      4       8          D2B       50.99    190.00       36.77
  5    106  GPM-SL  ManEst      4       8          D2B       52.35    365.00       38.14
  5    107  GPM-SL  ManEst      4       8          D1A       48.58    470.00       34.37
  5    108  GPM-SL  ManEst      4       8          D1A       48.11    195.00       33.89
  5    109  GPM-SL  ManEst      4       8          D2B       47.86    250.00       33.64
  5    110  GPM-SL  ManEst      4       8          D1B       52.08    245.00       37.87
  5    111  GPM-SL  ManEst      4       8          D2A       52.87    145.00       38.66
  5    112  GPM-SL  ManEst      4       8          D2A       51.61    245.00       37.40
  5    113  GPM-SL  ManEst      4       9          D2B       56.87    300.00       42.65
  5    114  GPM-SL  ManEst      4       9          D2A       55.40    215.00       41.18
  5    115  GPM-SL  ManEst      4       9          D2B       54.59    245.00       40.37
  5    116  GPM-SL  ManEst      4       9          D1B       54.36    240.00       40.15
  5    117  GPM-SL  ManEst      4       9          D2A       55.69    165.00       41.47
  5    118  GPM-SL  ManEst      4       9          D2B       57.91    400.00       43.70
  5    119  GPM-SL  ManEst      4       9          D2B       58.07    345.00       43.85
  5    120  GPM-SL  ManEst      4       9          D1A       52.66    235.00       38.44
  5    121  GPM-SL  ManEst      4       9          D1A       57.35    165.00       43.13
  5    122  GPM-SL  ManEst      4       9          D1A       57.63    220.00       43.41
  5    123  GPM-SL  ManEst      4       9          D1B       56.83    270.00       42.61
  5    124  GPM-SL  ManEst      4       9          D1A       52.40    240.00       38.19
  5    125  GPM-SL  ManEst      4       9          D2A       52.39    510.00       38.18
  5    126  GPM-SL  ManEst      4       9          D1B       48.92    415.00       34.71
  5    127  GPM-SL  ManEst      4       9          D1A       54.87    400.00       40.66
  5    128  GPM-SL  ManEst      4       9          D2A       54.78    200.00       40.56
  6      1  GMP-SL  ManEst      1       0          D2B       68.86    365.00       46.57
  6      2  GMP-SL  ManEst      1       0          D1A       73.97    255.00       51.68
  6      3  GMP-SL  ManEst      1       0          D2B       68.96    230.00       46.67
  6      4  GMP-SL  ManEst      1       0          D1A       72.53    240.00       50.24
  6      5  GMP-SL  ManEst      1       0          D2A       71.48    235.00       49.19
  6      6  GMP-SL  ManEst      1       0          D1B       75.25    220.00       52.96
  6      7  GMP-SL  ManEst      1       0          D2A       67.57    265.00       45.28
  6      8  GMP-SL  ManEst      1       0          D1A       69.02    235.00       46.73
  6      9  GMP-SL  ManEst      1       0          D2A       68.14    270.00       45.85
  6     10  GMP-SL  ManEst      1       0          D2B       70.54    310.00       48.25
  6     11  GMP-SL  ManEst      1       0          D2B       67.22    230.00       44.93
  6     12  GMP-SL  ManEst      1       0          D1B       68.84    240.00       46.55
  6     13  GMP-SL  ManEst      1       0          D2B       65.21    265.00       42.92
  6     14  GMP-SL  ManEst      1       0          D2A       70.71    250.00       48.42
  6     15  GMP-SL  ManEst      1       1          D2B       69.58    345.00       47.29
  6     16  GMP-SL  ManEst      1       1          D1B       68.84    305.00       46.55
  6     17  GMP-SL  ManEst      1       1          D1B       70.29    355.00       47.99
  6     18  GMP-SL  ManEst      1       1          D1B       73.04    225.00       50.75
  6     19  GMP-SL  ManEst      1       1          D1A       68.23    315.00       45.93
  6     20  GMP-SL  ManEst      1       1          D1A       69.16    405.00       46.87
  6     21  GMP-SL  ManEst      1       1          D2A       71.72    325.00       49.43
  6     22  GMP-SL  ManEst      1       1          D1B       70.65    430.00       48.36
  6     23  GMP-SL  ManEst      1       1          D1B       66.54    305.00       44.25
  6     24  GMP-SL  ManEst      1       1          D2A       69.55    370.00       47.26
  6     25  GMP-SL  ManEst      1       1          D2A       68.34    270.00       46.05
  6     26  GMP-SL  ManEst      1       1          D1A       73.77    225.00       51.48
  6     27  GMP-SL  ManEst      1       1          D2B       65.10    270.00       42.81
  6     28  GMP-SL  ManEst      1       1          D2A       71.11    260.00       48.82
  6     29  GMP-SL  ManEst      1       1          D2B       71.47    240.00       49.18
  6     30  GMP-SL  ManEst      1       1          D1A       65.45    305.00       43.15
  6     31  GMP-SL  ManEst      1       1          D1A       73.13    290.00       50.83
  6     32  GMP-SL  ManEst      1       1          D1B       68.04    620.00       45.75
  6     33  GMP-SL  ManEst      2       1          D2B       68.58    265.00       46.23
  6     34  GMP-SL  ManEst      2       2          D2A       70.19    370.00       47.85
  6     35  GMP-SL  ManEst      2       2          D2B       68.10    405.00       45.75
  6     36  GMP-SL  ManEst      2       2          D1B       71.49    300.00       49.15
  6     37  GMP-SL  ManEst      2       2          D2A       66.64    265.00       44.30
  6     38  GMP-SL  ManEst      2       2          D2B       71.43    270.00       49.08
  6     39  GMP-SL  ManEst      2       2          D2A       69.05    240.00       46.71
  6     40  GMP-SL  ManEst      2       2          D1B       71.67    245.00       49.33
  6     41  GMP-SL  ManEst      2       2          D1A       66.49    260.00       44.14
  6     42  GMP-SL  ManEst      2       2          D2A       69.11    265.00       46.77
  6     43  GMP-SL  ManEst      2       2          D1A       69.81    280.00       47.47
  6     44  GMP-SL  ManEst      2       2          D1B       69.54    275.00       47.19
  6     45  GMP-SL  ManEst      2       2          D2B       66.27    345.00       43.92
  6     46  GMP-SL  ManEst      2       2          D2B       65.81    330.00       43.47
  6     47  GMP-SL  ManEst      2       2          D1A       71.72    290.00       49.37
  6     48  GMP-SL  ManEst      2       2          D1B       75.21    255.00       52.86
  6     49  GMP-SL  ManEst      2       2          D1B       70.22    230.00       47.87
  6     50  GMP-SL  ManEst      2       2          D2B       69.99    265.00       47.65
  6     51  GMP-SL  ManEst      2       3          D1B       68.61    425.00       46.27
  6     52  GMP-SL  ManEst      2       3          D1B       69.94    250.00       47.59
  6     53  GMP-SL  ManEst      2       3          D1A       72.17    230.00       49.82
  6     54  GMP-SL  ManEst      2       3          D1A       70.40    230.00       48.06
  6     55  GMP-SL  ManEst      2       3          D2A       68.76    245.00       46.42
  6     56  GMP-SL  ManEst      2       3          D1A       70.32    310.00       47.98
  6     57  GMP-SL  ManEst      2       3          D2B       68.19    280.00       45.85
  6     58  GMP-SL  ManEst      2       3          D2A       72.54    295.00       50.20
  6     59  GMP-SL  ManEst      2       3          D1B       73.45    260.00       51.11
  6     60  GMP-SL  ManEst      2       3          D2A       68.80    265.00       46.46
  6     61  GMP-SL  ManEst      2       3          D1A       70.25    275.00       47.91
  6     62  GMP-SL  ManEst      2       3          D1A       71.73    435.00       49.39
  6     63  GMP-SL  ManEst      2       3          D2B       71.29    285.00       48.95
  6     64  GMP-SL  ManEst      2       3          D2A       75.19    340.00       52.84
  6     65  GMP-SL  ManEst      3       3          D1A       67.26    285.00       45.01
  6     66  GMP-SL  ManEst      3       3          D2B       69.23    325.00       46.98
  6     67  GMP-SL  ManEst      3       3          D2A       71.52    235.00       49.26
  6     68  GMP-SL  ManEst      3       3          D1B       69.56    240.00       47.30
  6     69  GMP-SL  ManEst      3       3          D1A       69.61    330.00       47.35
  6     70  GMP-SL  ManEst      3       3          D2B       72.18    245.00       49.92
  6     71  GMP-SL  ManEst      3       3          D2B       71.66    255.00       49.40
  6     72  GMP-SL  ManEst      3       3          D1B       70.02    360.00       47.76
  6     73  GMP-SL  ManEst      3       3          D1B       69.72    260.00       47.47
  6     74  GMP-SL  ManEst      3       3          D1B       74.50    250.00       52.24
  6     75  GMP-SL  ManEst      3       3          D2A       70.49    285.00       48.23
  6     76  GMP-SL  ManEst      3       3          D2A       71.15    260.00       48.89
  6     77  GMP-SL  ManEst      3       3          D1B       70.80    295.00       48.54
  6     78  GMP-SL  ManEst      3       3          D2A       71.51    270.00       49.25
  6     79  GMP-SL  ManEst      3       3          D2B       68.12    325.00       45.87
  6     80  GMP-SL  ManEst      3       3          D2B       68.07    245.00       45.81
  6     81  GMP-SL  ManEst      3       3          D1B       70.52    320.00       48.26
  6     82  GMP-SL  ManEst      3       3          D1A       69.63    225.00       47.37
  6     83  GMP-SL  ManEst      3       3          D1B       70.31    305.00       48.05
  6     84  GMP-SL  ManEst      3       3          D1B       69.29    435.00       47.04
  6     85  GMP-SL  ManEst      3       3          D1A       71.09    320.00       48.83
  6     86  GMP-SL  ManEst      3       3          D1A       70.26    265.00       48.00
  6     87  GMP-SL  ManEst      3       3          D2B       69.28    230.00       47.02
  6     88  GMP-SL  ManEst      3       3          D2A       70.28    285.00       48.02
  6     89  GMP-SL  ManEst      3       3          D2A       69.29    240.00       47.03
  6     90  GMP-SL  ManEst      3       3          D2A       68.91    200.00       46.65
  6     91  GMP-SL  ManEst      3       3          D2A       68.87    205.00       46.62
  6     92  GMP-SL  ManEst      3       3          D1A       75.37    245.00       53.11
  6     93  GMP-SL  ManEst      3       3          D2B       72.52    210.00       50.27
  6     94  GMP-SL  ManEst      3       3          D2B       72.90    255.00       50.64
  6     95  GMP-SL  ManEst      3       3          D1A       69.83    320.00       47.57
  6     96  GMP-SL  ManEst      3       4          D1A       71.60    300.00       49.34
  6     97  GMP-SL  ManEst      4       4          D1A       68.78    255.00       47.08
  6     98  GMP-SL  ManEst      4       4          D2B       71.49    240.00       49.79
  6     99  GMP-SL  ManEst      4       4          D1A       80.00    235.00       58.29
  6    100  GMP-SL  ManEst      4       4          D2A       65.99    260.00       44.29
  6    101  GMP-SL  ManEst      4       4          D1B       72.66    285.00       50.96
  6    102  GMP-SL  ManEst      4       4          D2A       71.68    215.00       49.98
  6    103  GMP-SL  ManEst      4       4          D2A       71.95    245.00       50.25
  6    104  GMP-SL  ManEst      4       4          D2A       71.74    250.00       50.03
  6    105  GMP-SL  ManEst      4       4          D1A       70.65    230.00       48.94
  6    106  GMP-SL  ManEst      4       4          D2A       68.86    225.00       47.16
  6    107  GMP-SL  ManEst      4       4          D1B       74.56    250.00       52.85
  6    108  GMP-SL  ManEst      4       4          D1B       67.36    280.00       45.65
  6    109  GMP-SL  ManEst      4       4          D1A       71.67    245.00       49.97
  6    110  GMP-SL  ManEst      4       4          D1A       72.00    400.00       50.30
