Sub  Trial   Group    Task  Block  Errors      Stimuli  Subtask       RT     Button  T/F
  3     37  MPG-SL    Perc      2       0  R:D1B-L:D2B        S  1126.43   SubjLeft    F
  3     38  MPG-SL    Perc      2       0  R:D2B-L:D1A        S  1118.59   SubjLeft    C
  3     39  MPG-SL    Perc      2       0  R:D1B-L:D2B        S  1413.83  SubjRight    C
  3     40  MPG-SL    Perc      2       0  R:D2B-L:D1B        S  1075.37   SubjLeft    C
  3     41  MPG-SL    Perc      2       0  R:D2B-L:D1B        S   844.03   SubjLeft    C
  3     42  MPG-SL    Perc      2       0  R:D1B-L:D2A        S  1151.82  SubjRight    C
  3     43  MPG-SL    Perc      2       0  R:D1B-L:D2A        S  1526.58  SubjRight    C
  3     44  MPG-SL    Perc      2       0  R:D2A-L:D1B        S  1257.05   SubjLeft    C
  3     45  MPG-SL    Perc      2       0  R:D2B-L:D1A        S  1257.29   SubjLeft    C
  3     46  MPG-SL    Perc      2       0  R:D1A-L:D2A        S  1487.64  SubjRight    C
  3     47  MPG-SL    Perc      2       0  R:D2A-L:D1B        S  1466.25  SubjRight    F
  3     48  MPG-SL    Perc      2       0  R:D2A-L:D1B        S  1066.19   SubjLeft    C
  3     49  MPG-SL    Perc      2       0  R:D1A-L:D2A        S  1175.18  SubjRight    C
  3     50  MPG-SL    Perc      2       0  R:D2B-L:D1B        S   961.90   SubjLeft    C
  3     51  MPG-SL    Perc      2       0  R:D1A-L:D2B        S  1157.89  SubjRight    C
  3     52  MPG-SL    Perc      2       0  R:D2B-L:D1A        S  1095.66   SubjLeft    C
  3     53  MPG-SL    Perc      2       0  R:D2A-L:D1A        S   992.33  SubjRight    F
  3     54  MPG-SL    Perc      2       0  R:D2B-L:D1A        S   752.27   SubjLeft    C
  3     55  MPG-SL    Perc      2       0  R:D1A-L:D2A        S  1528.33  SubjRight    C
  3     56  MPG-SL    Perc      2       0  R:D1A-L:D2B        S  1468.80  SubjRight    C
  3     57  MPG-SL    Perc      2       0  R:D2A-L:D1B        S  1147.29   SubjLeft    C
  3     58  MPG-SL    Perc      2       0  R:D1A-L:D2A        S  1174.57  SubjRight    C
  3     59  MPG-SL    Perc      2       0  R:D2A-L:D1A        S  1277.49   SubjLeft    C
  3     60  MPG-SL    Perc      2       0  R:D1B-L:D2A        S  1376.11   SubjLeft    F
  3     61  MPG-SL    Perc      2       0  R:D1A-L:D2B        S  1309.87   SubjLeft    F
  3     62  MPG-SL    Perc      2       0  R:D2B-L:D1B        S  1276.19   SubjLeft    C
  3     63  MPG-SL    Perc      2       0  R:D2A-L:D1A        S  1021.20   SubjLeft    C
  3     64  MPG-SL    Perc      2       0  R:D1A-L:D2B        S  1074.31  SubjRight    C
  3     65  MPG-SL    Perc      1       0  R:D1B-L:D2B        L  1308.88  SubjRight    F
  3     66  MPG-SL    Perc      1       0  R:D2B-L:D1A        L  1462.60  SubjRight    C
  3     67  MPG-SL    Perc      1       0  R:D2A-L:D1B        L  2103.64   SubjLeft    F
  3     68  MPG-SL    Perc      1       0  R:D1A-L:D2A        L  2307.71  SubjRight    F
  3     69  MPG-SL    Perc      1       0  R:D2A-L:D1B        L  1626.25   SubjLeft    F
  3     70  MPG-SL    Perc      1       0  R:D1B-L:D2A        L  1396.06   SubjLeft    C
  3     71  MPG-SL    Perc      1       0  R:D2B-L:D1A        L   859.05  SubjRight    C
  3     72  MPG-SL    Perc      1       0  R:D2A-L:D1A        L  1114.91   SubjLeft    F
  3     73  MPG-SL    Perc      1       0  R:D1B-L:D2B        L  1620.07  SubjRight    F
  3     74  MPG-SL    Perc      1       0  R:D1A-L:D2B        L  1196.97   SubjLeft    C
  3     75  MPG-SL    Perc      1       0  R:D1A-L:D2B        L  1523.79   SubjLeft    C
  3     76  MPG-SL    Perc      1       0  R:D1A-L:D2A        L  2082.65  SubjRight    F
  3     77  MPG-SL    Perc      1       0  R:D2B-L:D1A        L  1592.43  SubjRight    C
  3     78  MPG-SL    Perc      1       0  R:D1B-L:D2B        L  1368.61   SubjLeft    C
  3     79  MPG-SL    Perc      1       0  R:D1B-L:D2A        L  1538.47   SubjLeft    C
  3     80  MPG-SL    Perc      1       0  R:D2A-L:D1B        L  1667.58   SubjLeft    F
  3     81  MPG-SL    Perc      1       0  R:D1A-L:D2A        L  1230.66   SubjLeft    C
  3     82  MPG-SL    Perc      1       0  R:D2B-L:D1B        L  1491.88  SubjRight    C
  3     83  MPG-SL    Perc      1       0  R:D1B-L:D2B        L  1162.51  SubjRight    F
  3     84  MPG-SL    Perc      1       0  R:D1A-L:D2A        L  1342.40   SubjLeft    C
  3     85  MPG-SL    Perc      1       0  R:D2A-L:D1B        L   940.10  SubjRight    C
  3     86  MPG-SL    Perc      1       0  R:D2B-L:D1B        L  1120.29  SubjRight    C
  3     87  MPG-SL    Perc      1       0  R:D1A-L:D2B        L   904.33  SubjRight    F
  3     88  MPG-SL    Perc      1       0  R:D2B-L:D1B        L  1378.48   SubjLeft    F
  3     89  MPG-SL    Perc      1       0  R:D2A-L:D1A        L  1404.16   SubjLeft    F
  3     90  MPG-SL    Perc      1       0  R:D1B-L:D2A        L  1301.21  SubjRight    F
  3     91  MPG-SL    Perc      1       0  R:D2A-L:D1A        L  1676.52  SubjRight    C
  3     92  MPG-SL    Perc      1       0  R:D2A-L:D1A        L  2072.81   SubjLeft    F
  3     93  MPG-SL    Perc      1       0  R:D2B-L:D1B        L  1507.27  SubjRight    C
  3     94  MPG-SL    Perc      1       0  R:D1A-L:D2B        L   992.86  SubjRight    F
  3     95  MPG-SL    Perc      1       0  R:D2B-L:D1A        L  1955.82  SubjRight    C
  3     96  MPG-SL    Perc      1       0  R:D1B-L:D2A        L  1312.62   SubjLeft    C
  3     97  MPG-SL    Perc      2       0  R:D2B-L:D1B        L  1205.31   SubjLeft    F
  3     98  MPG-SL    Perc      2       0  R:D1A-L:D2B        L  1206.97  SubjRight    F
  3     99  MPG-SL    Perc      2       0  R:D1A-L:D2A        L  1536.61   SubjLeft    C
  3    100  MPG-SL    Perc      2       0  R:D1A-L:D2A        L  1562.70   SubjLeft    C
  3    101  MPG-SL    Perc      2       0  R:D1B-L:D2B        L  1164.22   SubjLeft    C
  3    102  MPG-SL    Perc      2       0  R:D2B-L:D1B        L  1453.36   SubjLeft    F
  3    103  MPG-SL    Perc      2       0  R:D2A-L:D1A        L  1503.62  SubjRight    C
  3    104  MPG-SL    Perc      2       0  R:D1B-L:D2A        L  1066.41  SubjRight    F
  3    105  MPG-SL    Perc      2       0  R:D2A-L:D1B        L  1544.05  SubjRight    C
  3    106  MPG-SL    Perc      2       0  R:D2B-L:D1A        L  1270.71  SubjRight    C
  3    107  MPG-SL    Perc      2       0  R:D2A-L:D1A        L  1554.40  SubjRight    C
  3    108  MPG-SL    Perc      2       0  R:D1B-L:D2B        L  1515.03  SubjRight    F
  3    109  MPG-SL    Perc      2       0  R:D2A-L:D1B        L  1829.22  SubjRight    C
  3    110  MPG-SL    Perc      2       0  R:D1B-L:D2B        L   870.80   SubjLeft    C
  3    111  MPG-SL    Perc      2       0  R:D2A-L:D1A        L   900.55  SubjRight    C
  3    112  MPG-SL    Perc      2       0  R:D2B-L:D1B        L  1345.76  SubjRight    C
  3    113  MPG-SL    Perc      2       0  R:D1B-L:D2A        L  1054.30  SubjRight    F
  3    114  MPG-SL    Perc      2       0  R:D1A-L:D2A        L  1235.56   SubjLeft    C
  3    115  MPG-SL    Perc      2       0  R:D1B-L:D2A        L   959.16   SubjLeft    C
  3    116  MPG-SL    Perc      2       0  R:D2A-L:D1B        L   933.58  SubjRight    C
  3    117  MPG-SL    Perc      2       0  R:D2B-L:D1B        L  1108.99  SubjRight    C
  3    118  MPG-SL    Perc      2       0  R:D2B-L:D1A        L  1143.58  SubjRight    C
  3    119  MPG-SL    Perc      2       0  R:D1B-L:D2B        L  1051.42   SubjLeft    C
  3    120  MPG-SL    Perc      2       0  R:D1A-L:D2B        L  1226.08   SubjLeft    C
  3    121  MPG-SL    Perc      2       0  R:D1B-L:D2A        L  2561.74  SubjRight    F
  3    122  MPG-SL    Perc      2       0  R:D2A-L:D1A        L   989.35  SubjRight    C
  3    123  MPG-SL    Perc      2       0  R:D2B-L:D1A        L  1330.29  SubjRight    C
  3    124  MPG-SL    Perc      2       0  R:D1A-L:D2B        L   557.03   SubjLeft    C
  3    125  MPG-SL    Perc      2       0  R:D1A-L:D2A        L  1465.56   SubjLeft    C
  3    126  MPG-SL    Perc      2       0  R:D2B-L:D1A        L  1444.17   SubjLeft    F
  3    127  MPG-SL    Perc      2       0  R:D2A-L:D1B        L  1549.61  SubjRight    C
  3    128  MPG-SL    Perc      2       0  R:D1A-L:D2B        L  1636.86  SubjRight    F
  4      1  MGP-SL    Perc      1       0  R:D1A-L:D2B        S  1109.06   SubjLeft    F
  4      2  MGP-SL    Perc      1       0  R:D2B-L:D1B        S  1096.97   SubjLeft    C
  4      3  MGP-SL    Perc      1       0  R:D2B-L:D1A        S  1228.80   SubjLeft    C
  4      4  MGP-SL    Perc      1       0  R:D2A-L:D1A        S   864.72  SubjRight    F
  4      5  MGP-SL    Perc      1       0  R:D2B-L:D1B        S  1727.53   SubjLeft    C
  4      6  MGP-SL    Perc      1       0  R:D1A-L:D2A        S  1518.74   SubjLeft    F
  4      7  MGP-SL    Perc      1       0  R:D2B-L:D1B        S  2359.89   SubjLeft    C
  4      8  MGP-SL    Perc      1       1  R:D2A-L:D1A        S  2620.08  SubjRight    F
  4      9  MGP-SL    Perc      1       1  R:D1B-L:D2A        S  2366.68   SubjLeft    F
  4     10  MGP-SL    Perc      1       1  R:D2A-L:D1A        S  2616.45   SubjLeft    C
  4     11  MGP-SL    Perc      1       2  R:D1B-L:D2B        S  1912.33  SubjRight    C
  4     12  MGP-SL    Perc      1       2  R:D1A-L:D2A        S  2101.91   SubjLeft    F
  4     13  MGP-SL    Perc      1       2  R:D2A-L:D1B        S  1543.09   SubjLeft    C
  4     14  MGP-SL    Perc      1       2  R:D2B-L:D1A        S  1873.90   SubjLeft    C
  4     15  MGP-SL    Perc      1       2  R:D2B-L:D1A        S  1606.54  SubjRight    F
  4     16  MGP-SL    Perc      1       2  R:D2B-L:D1A        S  1533.21   SubjLeft    C
  4     17  MGP-SL    Perc      1       2  R:D2A-L:D1B        S  1836.26   SubjLeft    C
  4     18  MGP-SL    Perc      1       2  R:D2B-L:D1B        S  1239.60   SubjLeft    C
  4     19  MGP-SL    Perc      1       2  R:D1A-L:D2A        S  1590.35  SubjRight    C
  4     20  MGP-SL    Perc      1       2  R:D1B-L:D2B        S  1884.11   SubjLeft    F
  4     21  MGP-SL    Perc      1       2  R:D1B-L:D2B        S  2074.30  SubjRight    C
  4     22  MGP-SL    Perc      1       2  R:D1B-L:D2B        S  1925.32   SubjLeft    F
  4     23  MGP-SL    Perc      1       2  R:D1A-L:D2B        S  2282.50  SubjRight    C
  4     24  MGP-SL    Perc      1       2  R:D1B-L:D2A        S  2461.88  SubjRight    C
  4     25  MGP-SL    Perc      1       2  R:D1A-L:D2B        S  2248.49   SubjLeft    F
  4     26  MGP-SL    Perc      1       2  R:D1A-L:D2A        S  2329.95   SubjLeft    F
  4     27  MGP-SL    Perc      1       2  R:D2A-L:D1B        S  1792.93   SubjLeft    C
  4     28  MGP-SL    Perc      1       2  R:D2A-L:D1A        S  1970.35   SubjLeft    C
  4     29  MGP-SL    Perc      1       3  R:D1A-L:D2B        S  1271.05   SubjLeft    F
  4     30  MGP-SL    Perc      1       3  R:D2A-L:D1B        S  1172.54   SubjLeft    C
  4     31  MGP-SL    Perc      1       3  R:D1B-L:D2A        S  1624.94  SubjRight    C
  4     32  MGP-SL    Perc      1       3  R:D1B-L:D2A        S  1401.81   SubjLeft    F
  4     33  MGP-SL    Perc      2       3  R:D1A-L:D2B        S  1092.83   SubjLeft    F
  4     34  MGP-SL    Perc      2       3  R:D1A-L:D2A        S  1175.20  SubjRight    C
  4     35  MGP-SL    Perc      2       3  R:D2B-L:D1B        S  1013.17   SubjLeft    C
  4     36  MGP-SL    Perc      2       3  R:D2A-L:D1B        S  1181.94   SubjLeft    C
  4     37  MGP-SL    Perc      2       3  R:D1B-L:D2B        S  1339.71   SubjLeft    F
  4     38  MGP-SL    Perc      2       3  R:D1B-L:D2B        S  1838.32   SubjLeft    F
  4     39  MGP-SL    Perc      2       3  R:D1B-L:D2A        S  1448.25  SubjRight    C
  4     40  MGP-SL    Perc      2       3  R:D1A-L:D2B        S  1055.35  SubjRight    C
  4     41  MGP-SL    Perc      2       3  R:D1A-L:D2B        S  1512.22  SubjRight    C
  4     42  MGP-SL    Perc      2       3  R:D1B-L:D2B        S  1378.81  SubjRight    C
  4     43  MGP-SL    Perc      2       3  R:D1A-L:D2A        S   999.03   SubjLeft    F
  4     44  MGP-SL    Perc      2       3  R:D2A-L:D1A        S  1138.65   SubjLeft    C
  4     45  MGP-SL    Perc      2       3  R:D2A-L:D1A        S  1191.99   SubjLeft    C
  4     46  MGP-SL    Perc      2       3  R:D2A-L:D1B        S  1291.24   SubjLeft    C
  4     47  MGP-SL    Perc      2       3  R:D2B-L:D1A        S  1841.89   SubjLeft    C
  4     48  MGP-SL    Perc      2       3  R:D2B-L:D1A        S  1578.82   SubjLeft    C
  4     49  MGP-SL    Perc      2       3  R:D2B-L:D1B        S  1363.89   SubjLeft    C
  4     50  MGP-SL    Perc      2       3  R:D2B-L:D1A        S  1864.75   SubjLeft    C
  4     51  MGP-SL    Perc      2       3  R:D1A-L:D2A        S  1884.88   SubjLeft    F
  4     52  MGP-SL    Perc      2       3  R:D1A-L:D2A        S  2045.44  SubjRight    C
  4     53  MGP-SL    Perc      2       3  R:D2B-L:D1A        S  2427.45   SubjLeft    C
  4     54  MGP-SL    Perc      2       3  R:D2A-L:D1A        S  1985.81   SubjLeft    C
  4     55  MGP-SL    Perc      2       3  R:D1B-L:D2A        S  2695.19  SubjRight    C
  4     56  MGP-SL    Perc      2       3  R:D2A-L:D1B        S  2727.53   SubjLeft    C
  4     57  MGP-SL    Perc      2       3  R:D1B-L:D2B        S  2787.41  SubjRight    C
  4     58  MGP-SL    Perc      2       3  R:D2B-L:D1B        S  1707.26  SubjRight    F
  4     59  MGP-SL    Perc      2       3  R:D1B-L:D2A        S  2441.19  SubjRight    C
  4     60  MGP-SL    Perc      2       3  R:D1B-L:D2A        S  2558.15  SubjRight    C
  4     61  MGP-SL    Perc      2       3  R:D2B-L:D1B        S  2053.73   SubjLeft    C
  4     62  MGP-SL    Perc      2       3  R:D2A-L:D1B        S  2131.51   SubjLeft    C
  4     63  MGP-SL    Perc      2       3  R:D1A-L:D2B        S  2119.97  SubjRight    C
  4     64  MGP-SL    Perc      2       3  R:D2A-L:D1A        S  2300.09   SubjLeft    C
  4     65  MGP-SL    Perc      1       3  R:D1A-L:D2A        L  1751.96  SubjRight    F
  4     66  MGP-SL    Perc      1       3  R:D2B-L:D1A        L  2613.91  SubjRight    C
  4     67  MGP-SL    Perc      1       3  R:D1A-L:D2B        L  2897.86  SubjRight    F
  4     68  MGP-SL    Perc      1       4  R:D2B-L:D1A        L  1568.03  SubjRight    C
  4     69  MGP-SL    Perc      1       4  R:D2A-L:D1A        L  1257.22  SubjRight    C
  4     70  MGP-SL    Perc      1       4  R:D2B-L:D1B        L  1893.24  SubjRight    C
  4     71  MGP-SL    Perc      1       4  R:D2A-L:D1B        L  2237.86  SubjRight    C
  4     72  MGP-SL    Perc      1       4  R:D1A-L:D2A        L  1931.80   SubjLeft    C
  4     73  MGP-SL    Perc      1       4  R:D1B-L:D2A        L  2120.74   SubjLeft    C
  4     74  MGP-SL    Perc      1       4  R:D1B-L:D2B        L  1770.07  SubjRight    F
  4     75  MGP-SL    Perc      1       4  R:D1B-L:D2B        L  1837.48  SubjRight    F
  4     76  MGP-SL    Perc      1       4  R:D2B-L:D1A        L  1853.67   SubjLeft    F
  4     77  MGP-SL    Perc      1       4  R:D2A-L:D1A        L  1729.17  SubjRight    C
  4     78  MGP-SL    Perc      1       4  R:D1B-L:D2B        L  2086.08   SubjLeft    C
  4     79  MGP-SL    Perc      1       4  R:D1B-L:D2A        L  1786.92  SubjRight    F
  4     80  MGP-SL    Perc      1       4  R:D2B-L:D1B        L  1617.44  SubjRight    C
  4     81  MGP-SL    Perc      1       4  R:D1A-L:D2B        L  1625.68  SubjRight    F
  4     82  MGP-SL    Perc      1       4  R:D1B-L:D2B        L  2171.56   SubjLeft    C
  4     83  MGP-SL    Perc      1       4  R:D1A-L:D2A        L  2323.95   SubjLeft    C
  4     84  MGP-SL    Perc      1       4  R:D2B-L:D1A        L  1879.78  SubjRight    C
  4     85  MGP-SL    Perc      1       4  R:D1A-L:D2B        L  2260.21  SubjRight    F
  4     86  MGP-SL    Perc      1       4  R:D2A-L:D1A        L  2556.45  SubjRight    C
  4     87  MGP-SL    Perc      1       4  R:D1A-L:D2A        L  2775.54   SubjLeft    C
  4     88  MGP-SL    Perc      1       4  R:D2B-L:D1B        L  2054.79  SubjRight    C
  4     89  MGP-SL    Perc      1       4  R:D2A-L:D1B        L  2513.03   SubjLeft    F
  4     90  MGP-SL    Perc      1       4  R:D2B-L:D1B        L  2110.04  SubjRight    C
  4     91  MGP-SL    Perc      1       4  R:D1A-L:D2B        L  2265.32   SubjLeft    C
  4     92  MGP-SL    Perc      1       4  R:D2A-L:D1B        L  2110.71  SubjRight    C
  4     93  MGP-SL    Perc      1       4  R:D1B-L:D2A        L  1718.45   SubjLeft    C
  4     94  MGP-SL    Perc      1       4  R:D1B-L:D2A        L  1343.82  SubjRight    F
  4     95  MGP-SL    Perc      1       4  R:D2A-L:D1A        L  1937.62  SubjRight    C
  4     96  MGP-SL    Perc      1       4  R:D2A-L:D1B        L  1883.00  SubjRight    C
  4     97  MGP-SL    Perc      2       4  R:D2A-L:D1B        L  1783.36  SubjRight    C
  4     98  MGP-SL    Perc      2       4  R:D2A-L:D1B        L  1580.78  SubjRight    C
  4     99  MGP-SL    Perc      2       4  R:D1B-L:D2A        L  2028.37   SubjLeft    C
  4    100  MGP-SL    Perc      2       4  R:D1A-L:D2A        L  1994.11   SubjLeft    C
  4    101  MGP-SL    Perc      2       4  R:D1B-L:D2B        L  1879.79  SubjRight    F
  4    102  MGP-SL    Perc      2       4  R:D1B-L:D2A        L  1780.19   SubjLeft    C
  4    103  MGP-SL    Perc      2       4  R:D2A-L:D1A        L  1626.35  SubjRight    C
  4    104  MGP-SL    Perc      2       4  R:D2A-L:D1A        L  2203.38  SubjRight    C
  4    105  MGP-SL    Perc      2       4  R:D2A-L:D1A        L  1879.27  SubjRight    C
  4    106  MGP-SL    Perc      2       4  R:D1A-L:D2A        L  1786.18   SubjLeft    C
  4    107  MGP-SL    Perc      2       4  R:D1A-L:D2A        L  1584.51   SubjLeft    C
  4    108  MGP-SL    Perc      2       4  R:D1A-L:D2B        L  1931.57  SubjRight    F
  4    109  MGP-SL    Perc      2       4  R:D2A-L:D1A        L  1955.91  SubjRight    C
  4    110  MGP-SL    Perc      2       4  R:D1B-L:D2B        L  2125.47  SubjRight    F
  4    111  MGP-SL    Perc      2       4  R:D2B-L:D1B        L  2558.17  SubjRight    C
  4    112  MGP-SL    Perc      2       4  R:D2B-L:D1A        L  2235.92   SubjLeft    F
  4    113  MGP-SL    Perc      2       4  R:D2B-L:D1A        L  2620.63  SubjRight    C
  4    114  MGP-SL    Perc      2       4  R:D1A-L:D2A        L  1603.84   SubjLeft    C
  4    115  MGP-SL    Perc      2       4  R:D1A-L:D2B        L  1762.93   SubjLeft    C
  4    116  MGP-SL    Perc      2       4  R:D1A-L:D2B        L  1581.66  SubjRight    F
  4    117  MGP-SL    Perc      2       4  R:D2A-L:D1B        L  1831.03  SubjRight    C
  4    118  MGP-SL    Perc      2       4  R:D2A-L:D1B        L  1775.27  SubjRight    C
  4    119  MGP-SL    Perc      2       4  R:D1B-L:D2B        L  1318.17   SubjLeft    C
  4    120  MGP-SL    Perc      2       4  R:D1B-L:D2A        L  1845.97   SubjLeft    C
  4    121  MGP-SL    Perc      2       4  R:D2B-L:D1B        L  1605.31  SubjRight    C
  4    122  MGP-SL    Perc      2       4  R:D2B-L:D1B        L  2060.32  SubjRight    C
  4    123  MGP-SL    Perc      2       4  R:D2B-L:D1A        L  2501.67  SubjRight    C
  4    124  MGP-SL    Perc      2       4  R:D1B-L:D2A        L  2189.83   SubjLeft    C
  4    125  MGP-SL    Perc      2       4  R:D1B-L:D2B        L  2110.96  SubjRight    F
  4    126  MGP-SL    Perc      2       4  R:D1A-L:D2B        L  1767.23   SubjLeft    C
  4    127  MGP-SL    Perc      2       4  R:D2B-L:D1A        L  2046.74  SubjRight    C
  4    128  MGP-SL    Perc      2       4  R:D2B-L:D1B        L  2335.72  SubjRight    C
  5      1  GPM-SL    Perc      1       0  R:D2B-L:D1B        S   879.73   SubjLeft    C
  5      2  GPM-SL    Perc      1       0  R:D1B-L:D2A        S   826.85   SubjLeft    F
  5      3  GPM-SL    Perc      1       0  R:D1A-L:D2A        S   573.47  SubjRight    C
  5      4  GPM-SL    Perc      1       0  R:D2A-L:D1A        S   746.93  SubjRight    F
  5      5  GPM-SL    Perc      1       0  R:D2B-L:D1A        S   647.97   SubjLeft    C
  5      6  GPM-SL    Perc      1       0  R:D1A-L:D2A        S  1158.00   SubjLeft    F
  5      7  GPM-SL    Perc      1       0  R:D1B-L:D2B        S   997.49  SubjRight    C
  5      8  GPM-SL    Perc      1       0  R:D1B-L:D2A        S  1280.05  SubjRight    C
  5      9  GPM-SL    Perc      1       0  R:D2A-L:D1B        S   697.40   SubjLeft    C
  5     10  GPM-SL    Perc      1       0  R:D2A-L:D1B        S  1037.16  SubjRight    F
  5     11  GPM-SL    Perc      1       0  R:D1B-L:D2B        S   807.63  SubjRight    C
  5     12  GPM-SL    Perc      1       0  R:D2B-L:D1A        S   860.82   SubjLeft    C
  5     13  GPM-SL    Perc      1       0  R:D2B-L:D1A        S  1079.74  SubjRight    F
  5     14  GPM-SL    Perc      1       0  R:D1A-L:D2B        S  1299.03   SubjLeft    F
  5     15  GPM-SL    Perc      1       0  R:D2A-L:D1A        S  1279.45  SubjRight    F
  5     16  GPM-SL    Perc      1       0  R:D2B-L:D1A        S  1068.13   SubjLeft    C
  5     17  GPM-SL    Perc      1       0  R:D1B-L:D2B        S   987.17   SubjLeft    F
  5     18  GPM-SL    Perc      1       0  R:D1B-L:D2B        S  1064.43  SubjRight    C
  5     19  GPM-SL    Perc      1       0  R:D1B-L:D2A        S  1169.46  SubjRight    C
  5     20  GPM-SL    Perc      1       0  R:D1A-L:D2A        S  1292.72   SubjLeft    F
  5     21  GPM-SL    Perc      1       0  R:D1B-L:D2A        S  1113.41  SubjRight    C
  5     22  GPM-SL    Perc      1       0  R:D2A-L:D1A        S  1271.30   SubjLeft    C
  5     23  GPM-SL    Perc      1       0  R:D2A-L:D1B        S  1363.96   SubjLeft    C
  5     24  GPM-SL    Perc      1       0  R:D1A-L:D2B        S  1018.38  SubjRight    C
  5     25  GPM-SL    Perc      1       0  R:D2B-L:D1B        S  1205.41  SubjRight    F
  5     26  GPM-SL    Perc      1       0  R:D2A-L:D1B        S  1238.10   SubjLeft    C
  5     27  GPM-SL    Perc      1       0  R:D1A-L:D2B        S  1473.35  SubjRight    C
  5     28  GPM-SL    Perc      1       0  R:D2B-L:D1B        S  1139.72   SubjLeft    C
  5     29  GPM-SL    Perc      1       0  R:D1A-L:D2B        S  1044.17  SubjRight    C
  5     30  GPM-SL    Perc      1       0  R:D1A-L:D2A        S  1457.41  SubjRight    C
  5     31  GPM-SL    Perc      1       0  R:D2A-L:D1A        S  1349.60  SubjRight    F
  5     32  GPM-SL    Perc      1       0  R:D2B-L:D1B        S  1246.96   SubjLeft    C
  5     33  GPM-SL    Perc      2       0  R:D2A-L:D1B        S  1586.77  SubjRight    F
  5     34  GPM-SL    Perc      2       0  R:D1B-L:D2B        S  1234.30  SubjRight    C
  5     35  GPM-SL    Perc      2       0  R:D1B-L:D2B        S  1577.21   SubjLeft    F
  5     36  GPM-SL    Perc      2       0  R:D1B-L:D2B        S  1188.19   SubjLeft    F
  5     37  GPM-SL    Perc      2       0  R:D2A-L:D1B        S  1807.40   SubjLeft    C
  5     38  GPM-SL    Perc      2       0  R:D1B-L:D2A        S  1229.98  SubjRight    C
  5     39  GPM-SL    Perc      2       0  R:D2B-L:D1A        S   818.68   SubjLeft    C
  5     40  GPM-SL    Perc      2       0  R:D1B-L:D2B        S  1596.56  SubjRight    C
  5     41  GPM-SL    Perc      2       0  R:D2A-L:D1A        S  1262.24   SubjLeft    C
  5     42  GPM-SL    Perc      2       0  R:D2A-L:D1B        S  1821.19   SubjLeft    C
  5     43  GPM-SL    Perc      2       0  R:D2A-L:D1A        S  1586.41   SubjLeft    C
  5     44  GPM-SL    Perc      2       0  R:D2B-L:D1B        S  1846.49   SubjLeft    C
  5     45  GPM-SL    Perc      2       0  R:D1A-L:D2B        S   933.94  SubjRight    C
  5     46  GPM-SL    Perc      2       0  R:D1A-L:D2B        S  1376.85  SubjRight    C
  5     47  GPM-SL    Perc      2       0  R:D1A-L:D2A        S  1062.36  SubjRight    C
  5     48  GPM-SL    Perc      2       0  R:D1B-L:D2A        S  1081.01  SubjRight    C
  5     49  GPM-SL    Perc      2       0  R:D2B-L:D1A        S  1536.36   SubjLeft    C
  5     50  GPM-SL    Perc      2       0  R:D2B-L:D1B        S  1716.11  SubjRight    F
  5     51  GPM-SL    Perc      2       0  R:D2B-L:D1A        S  1159.71   SubjLeft    C
  5     52  GPM-SL    Perc      2       0  R:D2A-L:D1A        S  1181.72  SubjRight    F
  5     53  GPM-SL    Perc      2       0  R:D2B-L:D1A        S   683.34   SubjLeft    C
  5     54  GPM-SL    Perc      2       0  R:D1A-L:D2A        S  1505.85  SubjRight    C
  5     55  GPM-SL    Perc      2       0  R:D1A-L:D2A        S  1298.76   SubjLeft    F
  5     56  GPM-SL    Perc      2       0  R:D1B-L:D2A        S  1289.09  SubjRight    C
  5     57  GPM-SL    Perc      2       0  R:D1A-L:D2A        S  1307.48  SubjRight    C
  5     58  GPM-SL    Perc      2       0  R:D1A-L:D2B        S  1217.29  SubjRight    C
  5     59  GPM-SL    Perc      2       0  R:D2A-L:D1B        S  2124.03  SubjRight    F
  5     60  GPM-SL    Perc      2       0  R:D1B-L:D2A        S  2012.86  SubjRight    C
  5     61  GPM-SL    Perc      2       0  R:D2A-L:D1A        S  2249.64  SubjRight    F
  5     62  GPM-SL    Perc      2       0  R:D2B-L:D1B        S  1970.03   SubjLeft    C
  5     63  GPM-SL    Perc      2       0  R:D2B-L:D1B        S  1831.20  SubjRight    F
  5     64  GPM-SL    Perc      2       0  R:D1A-L:D2B        S  1332.15  SubjRight    C
  5     65  GPM-SL    Perc      1       0  R:D2A-L:D1B        L  1471.41  SubjRight    C
  5     66  GPM-SL    Perc      1       0  R:D1B-L:D2A        L  1223.67   SubjLeft    C
  5     67  GPM-SL    Perc      1       0  R:D2B-L:D1A        L   786.83  SubjRight    C
  5     68  GPM-SL    Perc      1       0  R:D2B-L:D1A        L   958.67   SubjLeft    F
  5     69  GPM-SL    Perc      1       0  R:D1A-L:D2B        L  1494.76  SubjRight    F
  5     70  GPM-SL    Perc      1       0  R:D1B-L:D2A        L  1162.19   SubjLeft    C
  5     71  GPM-SL    Perc      1       0  R:D2A-L:D1A        L  1060.79  SubjRight    C
  5     72  GPM-SL    Perc      1       0  R:D2A-L:D1B        L  1327.28  SubjRight    C
  5     73  GPM-SL    Perc      1       0  R:D1A-L:D2B        L  1480.45  SubjRight    F
  5     74  GPM-SL    Perc      1       0  R:D1B-L:D2B        L  2044.12   SubjLeft    C
