Sub  Trial   Group    Task  Block  Errors      Stimuli  Subtask       RT     Button  T/F
  5     75  GPM-SL    Perc      1       0  R:D1A-L:D2A        L   750.84   SubjLeft    C
  5     76  GPM-SL    Perc      1       0  R:D1A-L:D2A        L  1932.24   SubjLeft    C
  5     77  GPM-SL    Perc      1       0  R:D2A-L:D1B        L  1808.71  SubjRight    C
  5     78  GPM-SL    Perc      1       0  R:D2B-L:D1B        L  1992.33   SubjLeft    F
  5     79  GPM-SL    Perc      1       0  R:D2A-L:D1A        L  2233.95   SubjLeft    F
  5     80  GPM-SL    Perc      1       0  R:D1B-L:D2A        L  1286.36   SubjLeft    C
  5     81  GPM-SL    Perc      1       0  R:D2B-L:D1B        L  2507.14  SubjRight    C
  5     82  GPM-SL    Perc      1       0  R:D2A-L:D1A        L  2433.66   SubjLeft    F
  5     83  GPM-SL    Perc      1       0  R:D2B-L:D1B        L  2213.90   SubjLeft    F
  5     84  GPM-SL    Perc      1       0  R:D1A-L:D2A        L  2429.34   SubjLeft    C
  5     85  GPM-SL    Perc      1       0  R:D2B-L:D1B        L  1924.74  SubjRight    C
  5     86  GPM-SL    Perc      1       0  R:D1B-L:D2A        L  2450.96   SubjLeft    C
  5     87  GPM-SL    Perc      1       0  R:D1A-L:D2A        L  2605.77   SubjLeft    C
  5     88  GPM-SL    Perc      1       0  R:D2B-L:D1A        L  2673.17  SubjRight    C
  5     89  GPM-SL    Perc      1       1  R:D1A-L:D2B        L  1119.35   SubjLeft    C
  5     90  GPM-SL    Perc      1       1  R:D1B-L:D2B        L  2065.05   SubjLeft    C
  5     91  GPM-SL    Perc      1       1  R:D2B-L:D1A        L  1107.98   SubjLeft    F
  5     92  GPM-SL    Perc      1       1  R:D2A-L:D1A        L  1151.79  SubjRight    C
  5     93  GPM-SL    Perc      1       1  R:D1A-L:D2B        L  1551.93   SubjLeft    C
  5     94  GPM-SL    Perc      1       1  R:D1B-L:D2B        L  2662.83  SubjRight    F
  5     95  GPM-SL    Perc      1       1  R:D2A-L:D1B        L  1353.95  SubjRight    C
  5     96  GPM-SL    Perc      1       1  R:D1B-L:D2B        L  2384.99   SubjLeft    C
  5     97  GPM-SL    Perc      2       1  R:D1B-L:D2B        L  2459.62  SubjRight    F
  5     98  GPM-SL    Perc      2       1  R:D2A-L:D1B        L  1705.35  SubjRight    C
  5     99  GPM-SL    Perc      2       1  R:D2B-L:D1A        L  1693.69   SubjLeft    F
  5    100  GPM-SL    Perc      2       1  R:D2B-L:D1A        L  1373.00  SubjRight    C
  5    101  GPM-SL    Perc      2       1  R:D2A-L:D1B        L  1796.20  SubjRight    C
  5    102  GPM-SL    Perc      2       1  R:D1B-L:D2B        L  1091.32   SubjLeft    C
  5    103  GPM-SL    Perc      2       1  R:D1A-L:D2A        L  1540.87   SubjLeft    C
  5    104  GPM-SL    Perc      2       1  R:D2B-L:D1B        L  2636.37  SubjRight    C
  5    105  GPM-SL    Perc      2       1  R:D2B-L:D1B        L  2485.02  SubjRight    C
  5    106  GPM-SL    Perc      2       1  R:D1B-L:D2A        L  1277.84   SubjLeft    C
  5    107  GPM-SL    Perc      2       1  R:D1A-L:D2B        L  1438.14   SubjLeft    C
  5    108  GPM-SL    Perc      2       1  R:D2B-L:D1A        L  1377.38  SubjRight    C
  5    109  GPM-SL    Perc      2       1  R:D2A-L:D1A        L  1501.77   SubjLeft    F
  5    110  GPM-SL    Perc      2       1  R:D1B-L:D2A        L  1245.84   SubjLeft    C
  5    111  GPM-SL    Perc      2       1  R:D1A-L:D2B        L  1241.25   SubjLeft    C
  5    112  GPM-SL    Perc      2       1  R:D2A-L:D1A        L  1568.58  SubjRight    C
  5    113  GPM-SL    Perc      2       1  R:D2B-L:D1B        L  1481.91  SubjRight    C
  5    114  GPM-SL    Perc      2       1  R:D1B-L:D2B        L  1563.35   SubjLeft    C
  5    115  GPM-SL    Perc      2       1  R:D1A-L:D2A        L  1972.02  SubjRight    F
  5    116  GPM-SL    Perc      2       1  R:D2A-L:D1A        L  2210.86   SubjLeft    F
  5    117  GPM-SL    Perc      2       1  R:D2B-L:D1B        L  1545.33  SubjRight    C
  5    118  GPM-SL    Perc      2       1  R:D2B-L:D1A        L  2271.15   SubjLeft    F
  5    119  GPM-SL    Perc      2       1  R:D1B-L:D2A        L  1948.62   SubjLeft    C
  5    120  GPM-SL    Perc      2       1  R:D2A-L:D1A        L  1801.56  SubjRight    C
  5    121  GPM-SL    Perc      2       1  R:D1B-L:D2B        L  2425.64   SubjLeft    C
  5    122  GPM-SL    Perc      2       1  R:D1A-L:D2A        L  1967.51   SubjLeft    C
  5    123  GPM-SL    Perc      2       1  R:D2A-L:D1B        L  2092.65  SubjRight    C
  5    124  GPM-SL    Perc      2       1  R:D1B-L:D2A        L  2416.52   SubjLeft    C
  5    125  GPM-SL    Perc      2       1  R:D2A-L:D1B        L  2163.51   SubjLeft    F
  5    126  GPM-SL    Perc      2       1  R:D1A-L:D2A        L  1993.46   SubjLeft    C
  5    127  GPM-SL    Perc      2       1  R:D1A-L:D2B        L  2523.49  SubjRight    F
  5    128  GPM-SL    Perc      2       1  R:D1A-L:D2B        L  2915.70   SubjLeft    C
  6      1  GMP-SL    Perc      1       0  R:D1B-L:D2A        S  1103.99  SubjRight    C
  6      2  GMP-SL    Perc      1       0  R:D2B-L:D1B        S   919.46  SubjRight    F
  6      3  GMP-SL    Perc      1       0  R:D1B-L:D2A        S  1054.87  SubjRight    C
  6      4  GMP-SL    Perc      1       0  R:D1A-L:D2B        S  1932.97  SubjRight    C
  6      5  GMP-SL    Perc      1       0  R:D1B-L:D2B        S  1626.63  SubjRight    C
  6      6  GMP-SL    Perc      1       0  R:D1A-L:D2A        S  1107.61   SubjLeft    F
  6      7  GMP-SL    Perc      1       0  R:D2B-L:D1B        S  1918.95   SubjLeft    C
  6      8  GMP-SL    Perc      1       0  R:D1B-L:D2B        S  1252.87  SubjRight    C
  6      9  GMP-SL    Perc      1       0  R:D1A-L:D2A        S  1617.46  SubjRight    C
  6     10  GMP-SL    Perc      1       0  R:D2A-L:D1B        S  1504.04   SubjLeft    C
  6     11  GMP-SL    Perc      1       0  R:D2B-L:D1A        S  1512.72  SubjRight    F
  6     12  GMP-SL    Perc      1       0  R:D1A-L:D2B        S  1171.48  SubjRight    C
  6     13  GMP-SL    Perc      1       0  R:D2A-L:D1B        S  1326.89   SubjLeft    C
  6     14  GMP-SL    Perc      1       0  R:D2B-L:D1B        S  2148.19  SubjRight    F
  6     15  GMP-SL    Perc      1       0  R:D2B-L:D1B        S  1961.84   SubjLeft    C
  6     16  GMP-SL    Perc      1       0  R:D2A-L:D1B        S  1425.68   SubjLeft    C
  6     17  GMP-SL    Perc      1       0  R:D1B-L:D2B        S  1996.71  SubjRight    C
  6     18  GMP-SL    Perc      1       0  R:D1A-L:D2A        S  1250.91  SubjRight    C
  6     19  GMP-SL    Perc      1       0  R:D2A-L:D1A        S  1739.72  SubjRight    F
  6     20  GMP-SL    Perc      1       0  R:D2A-L:D1A        S  1477.00  SubjRight    F
  6     21  GMP-SL    Perc      1       0  R:D2A-L:D1A        S  1113.35   SubjLeft    C
  6     22  GMP-SL    Perc      1       0  R:D1B-L:D2B        S  1499.54  SubjRight    C
  6     23  GMP-SL    Perc      1       0  R:D1A-L:D2A        S  1098.68  SubjRight    C
  6     24  GMP-SL    Perc      1       0  R:D1B-L:D2A        S  1050.25  SubjRight    C
  6     25  GMP-SL    Perc      1       0  R:D1A-L:D2B        S  1259.18  SubjRight    C
  6     26  GMP-SL    Perc      1       0  R:D2A-L:D1A        S   782.02   SubjLeft    C
  6     27  GMP-SL    Perc      1       0  R:D2B-L:D1A        S  1183.24   SubjLeft    C
  6     28  GMP-SL    Perc      1       0  R:D2B-L:D1A        S  1494.56   SubjLeft    C
  6     29  GMP-SL    Perc      1       0  R:D1B-L:D2A        S  1325.27   SubjLeft    F
  6     30  GMP-SL    Perc      1       0  R:D2A-L:D1B        S  1896.75   SubjLeft    C
  6     31  GMP-SL    Perc      1       0  R:D2B-L:D1A        S  2415.01   SubjLeft    C
  6     32  GMP-SL    Perc      1       0  R:D1A-L:D2B        S  1483.99  SubjRight    C
  6     33  GMP-SL    Perc      2       0  R:D2A-L:D1B        S  1545.72   SubjLeft    C
  6     34  GMP-SL    Perc      2       0  R:D2B-L:D1B        S  1876.60  SubjRight    F
  6     35  GMP-SL    Perc      2       0  R:D2A-L:D1A        S  1573.21   SubjLeft    C
  6     36  GMP-SL    Perc      2       0  R:D1B-L:D2B        S  1788.20  SubjRight    C
  6     37  GMP-SL    Perc      2       0  R:D1A-L:D2A        S  1527.17  SubjRight    C
  6     38  GMP-SL    Perc      2       0  R:D1A-L:D2A        S  1405.48  SubjRight    C
  6     39  GMP-SL    Perc      2       0  R:D1A-L:D2B        S  1074.21  SubjRight    C
  6     40  GMP-SL    Perc      2       0  R:D2A-L:D1B        S  1123.15   SubjLeft    C
  6     41  GMP-SL    Perc      2       0  R:D1A-L:D2A        S  1364.04  SubjRight    C
  6     42  GMP-SL    Perc      2       0  R:D2B-L:D1B        S   905.69   SubjLeft    C
  6     43  GMP-SL    Perc      2       0  R:D1B-L:D2B        S  1038.36  SubjRight    C
  6     44  GMP-SL    Perc      2       0  R:D1B-L:D2A        S  2150.97  SubjRight    C
  6     45  GMP-SL    Perc      2       0  R:D2B-L:D1A        S  1108.83   SubjLeft    C
  6     46  GMP-SL    Perc      2       0  R:D2A-L:D1B        S  2033.72   SubjLeft    C
  6     47  GMP-SL    Perc      2       0  R:D2B-L:D1A        S  1545.57   SubjLeft    C
  6     48  GMP-SL    Perc      2       0  R:D2A-L:D1A        S  2041.37   SubjLeft    C
  6     49  GMP-SL    Perc      2       0  R:D1B-L:D2A        S  2093.05  SubjRight    C
  6     50  GMP-SL    Perc      2       0  R:D1A-L:D2B        S  2298.23  SubjRight    C
  6     51  GMP-SL    Perc      2       0  R:D1B-L:D2B        S  1357.55  SubjRight    C
  6     52  GMP-SL    Perc      2       0  R:D1A-L:D2B        S  1856.48  SubjRight    C
  6     53  GMP-SL    Perc      2       0  R:D2B-L:D1B        S  2320.82   SubjLeft    C
  6     54  GMP-SL    Perc      2       0  R:D2A-L:D1B        S  2521.13   SubjLeft    C
  6     55  GMP-SL    Perc      2       0  R:D1B-L:D2A        S  2585.17  SubjRight    C
  6     56  GMP-SL    Perc      2       0  R:D1A-L:D2B        S  2246.34  SubjRight    C
  6     57  GMP-SL    Perc      2       0  R:D2B-L:D1B        S  1019.57   SubjLeft    C
  6     58  GMP-SL    Perc      2       0  R:D1A-L:D2A        S  2010.16  SubjRight    C
  6     59  GMP-SL    Perc      2       1  R:D2A-L:D1A        S  1313.17   SubjLeft    C
  6     60  GMP-SL    Perc      2       1  R:D1B-L:D2B        S  1109.56  SubjRight    C
  6     61  GMP-SL    Perc      2       1  R:D2B-L:D1A        S  2331.33  SubjRight    F
  6     62  GMP-SL    Perc      2       1  R:D1B-L:D2A        S  1851.80  SubjRight    C
  6     63  GMP-SL    Perc      2       1  R:D2A-L:D1A        S  2692.04   SubjLeft    C
  6     64  GMP-SL    Perc      2       2  R:D2B-L:D1A        S  1055.29  SubjRight    F
  6     65  GMP-SL    Perc      1       2  R:D1B-L:D2B        L  1122.61   SubjLeft    C
  6     66  GMP-SL    Perc      1       2  R:D2B-L:D1B        L  1505.12   SubjLeft    F
  6     67  GMP-SL    Perc      1       2  R:D2A-L:D1B        L  1021.66  SubjRight    C
  6     68  GMP-SL    Perc      1       2  R:D2A-L:D1A        L  1327.42   SubjLeft    F
  6     69  GMP-SL    Perc      1       2  R:D2A-L:D1A        L  1307.42   SubjLeft    F
  6     70  GMP-SL    Perc      1       2  R:D1B-L:D2A        L  1082.98   SubjLeft    C
  6     71  GMP-SL    Perc      1       2  R:D1A-L:D2A        L  1492.09   SubjLeft    C
  6     72  GMP-SL    Perc      1       2  R:D1B-L:D2A        L  1063.42   SubjLeft    C
  6     73  GMP-SL    Perc      1       2  R:D2B-L:D1B        L   938.70   SubjLeft    F
  6     74  GMP-SL    Perc      1       2  R:D2A-L:D1A        L  1489.63   SubjLeft    F
  6     75  GMP-SL    Perc      1       2  R:D1B-L:D2A        L  1412.77   SubjLeft    C
  6     76  GMP-SL    Perc      1       2  R:D2A-L:D1A        L  1445.37  SubjRight    C
  6     77  GMP-SL    Perc      1       2  R:D2B-L:D1A        L  1883.07  SubjRight    C
  6     78  GMP-SL    Perc      1       2  R:D1A-L:D2A        L   952.27   SubjLeft    C
  6     79  GMP-SL    Perc      1       2  R:D2A-L:D1B        L  1652.02  SubjRight    C
  6     80  GMP-SL    Perc      1       2  R:D1B-L:D2A        L  1133.14   SubjLeft    C
  6     81  GMP-SL    Perc      1       2  R:D2B-L:D1B        L  1505.20   SubjLeft    F
  6     82  GMP-SL    Perc      1       2  R:D1A-L:D2A        L  1119.34   SubjLeft    C
  6     83  GMP-SL    Perc      1       2  R:D1A-L:D2B        L  1212.77   SubjLeft    C
  6     84  GMP-SL    Perc      1       2  R:D1B-L:D2B        L  1278.19   SubjLeft    C
  6     85  GMP-SL    Perc      1       2  R:D1A-L:D2A        L  1287.18   SubjLeft    C
  6     86  GMP-SL    Perc      1       2  R:D2B-L:D1B        L  1472.79   SubjLeft    F
  6     87  GMP-SL    Perc      1       2  R:D1A-L:D2B        L  1257.58   SubjLeft    C
  6     88  GMP-SL    Perc      1       2  R:D1B-L:D2B        L  1630.75   SubjLeft    C
  6     89  GMP-SL    Perc      1       2  R:D1B-L:D2B        L  1652.16   SubjLeft    C
  6     90  GMP-SL    Perc      1       2  R:D2B-L:D1A        L  1701.17  SubjRight    C
  6     91  GMP-SL    Perc      1       2  R:D2A-L:D1B        L  1999.41  SubjRight    C
  6     92  GMP-SL    Perc      1       2  R:D1A-L:D2B        L  1499.46   SubjLeft    C
  6     93  GMP-SL    Perc      1       2  R:D2B-L:D1A        L  1659.37  SubjRight    C
  6     94  GMP-SL    Perc      1       2  R:D1A-L:D2B        L  1344.56   SubjLeft    C
  6     95  GMP-SL    Perc      1       2  R:D2A-L:D1B        L  1890.51   SubjLeft    F
  6     96  GMP-SL    Perc      1       2  R:D2B-L:D1A        L  1785.91   SubjLeft    F
  6     97  GMP-SL    Perc      2       2  R:D1A-L:D2A        L  1135.44   SubjLeft    C
  6     98  GMP-SL    Perc      2       2  R:D1B-L:D2A        L   895.91   SubjLeft    C
  6     99  GMP-SL    Perc      2       2  R:D2A-L:D1A        L   921.10  SubjRight    C
  6    100  GMP-SL    Perc      2       2  R:D2B-L:D1B        L  2052.45  SubjRight    C
  6    101  GMP-SL    Perc      2       2  R:D1B-L:D2A        L  1341.45   SubjLeft    C
  6    102  GMP-SL    Perc      2       2  R:D2A-L:D1B        L  1477.31  SubjRight    C
  6    103  GMP-SL    Perc      2       2  R:D1A-L:D2B        L   980.48   SubjLeft    C
  6    104  GMP-SL    Perc      2       2  R:D2B-L:D1B        L  1305.80   SubjLeft    F
  6    105  GMP-SL    Perc      2       2  R:D2A-L:D1B        L  1024.52  SubjRight    C
  6    106  GMP-SL    Perc      2       2  R:D1B-L:D2B        L  1665.80   SubjLeft    C
  6    107  GMP-SL    Perc      2       2  R:D2A-L:D1A        L  1562.66   SubjLeft    F
  6    108  GMP-SL    Perc      2       2  R:D2A-L:D1B        L  1569.81  SubjRight    C
  6    109  GMP-SL    Perc      2       2  R:D2A-L:D1A        L  1263.83  SubjRight    C
  6    110  GMP-SL    Perc      2       2  R:D1A-L:D2B        L  1427.86   SubjLeft    C
  6    111  GMP-SL    Perc      2       2  R:D2B-L:D1A        L  1651.97   SubjLeft    F
  6    112  GMP-SL    Perc      2       2  R:D2A-L:D1B        L  1680.00   SubjLeft    F
  6    113  GMP-SL    Perc      2       2  R:D1B-L:D2B        L  1315.75   SubjLeft    C
  6    114  GMP-SL    Perc      2       2  R:D2A-L:D1A        L  1296.56  SubjRight    C
  6    115  GMP-SL    Perc      2       2  R:D2B-L:D1A        L  1462.77  SubjRight    C
  6    116  GMP-SL    Perc      2       2  R:D1A-L:D2A        L   993.32   SubjLeft    C
  6    117  GMP-SL    Perc      2       2  R:D2B-L:D1B        L  1361.66   SubjLeft    F
  6    118  GMP-SL    Perc      2       2  R:D1B-L:D2B        L  1288.98   SubjLeft    C
  6    119  GMP-SL    Perc      2       2  R:D1B-L:D2A        L  1300.01   SubjLeft    C
  6    120  GMP-SL    Perc      2       2  R:D2B-L:D1A        L   853.34  SubjRight    C
  6    121  GMP-SL    Perc      2       2  R:D2B-L:D1B        L   881.35   SubjLeft    F
  6    122  GMP-SL    Perc      2       2  R:D1A-L:D2B        L  1400.21   SubjLeft    C
  6    123  GMP-SL    Perc      2       2  R:D1A-L:D2A        L  1099.83   SubjLeft    C
  6    124  GMP-SL    Perc      2       2  R:D2B-L:D1A        L   820.79  SubjRight    C
  6    125  GMP-SL    Perc      2       2  R:D1B-L:D2B        L  1384.34   SubjLeft    C
  6    126  GMP-SL    Perc      2       2  R:D1A-L:D2B        L  1104.23   SubjLeft    C
  6    127  GMP-SL    Perc      2       2  R:D1A-L:D2A        L  1267.07   SubjLeft    C
  6    128  GMP-SL    Perc      2       2  R:D1B-L:D2A        L  1563.48   SubjLeft    C
  7      1  PMG-LS    Perc      1       0  R:D1A-L:D2B        L  1383.68   SubjLeft    C
  7      2  PMG-LS    Perc      1       0  R:D2B-L:D1A        L  1088.39  SubjRight    C
  7      3  PMG-LS    Perc      1       0  R:D1B-L:D2A        L  1183.86  SubjRight    F
  7      4  PMG-LS    Perc      1       0  R:D2B-L:D1B        L  1156.66  SubjRight    C
  7      5  PMG-LS    Perc      1       0  R:D2A-L:D1A        L   847.80  SubjRight    C
  7      6  PMG-LS    Perc      1       0  R:D1B-L:D2B        L  1222.47   SubjLeft    C
  7      7  PMG-LS    Perc      1       0  R:D2A-L:D1A        L   967.38  SubjRight    C
  7      8  PMG-LS    Perc      1       0  R:D2B-L:D1B        L  1097.04  SubjRight    C
  7      9  PMG-LS    Perc      1       0  R:D1A-L:D2A        L  1220.84  SubjRight    F
  7     10  PMG-LS    Perc      1       0  R:D2A-L:D1A        L  1179.97   SubjLeft    F
  7     11  PMG-LS    Perc      1       0  R:D1A-L:D2B        L  1664.93  SubjRight    F
  7     12  PMG-LS    Perc      1       0  R:D1B-L:D2B        L  1051.58  SubjRight    F
  7     13  PMG-LS    Perc      1       0  R:D2A-L:D1A        L  1098.72  SubjRight    C
  7     14  PMG-LS    Perc      1       0  R:D2A-L:D1B        L  1604.98   SubjLeft    F
  7     15  PMG-LS    Perc      1       0  R:D1A-L:D2A        L   889.10   SubjLeft    C
  7     16  PMG-LS    Perc      1       0  R:D1B-L:D2A        L   818.74  SubjRight    F
  7     17  PMG-LS    Perc      1       0  R:D1A-L:D2A        L  1613.08  SubjRight    F
  7     18  PMG-LS    Perc      1       0  R:D2A-L:D1B        L  1680.02  SubjRight    C
  7     19  PMG-LS    Perc      1       0  R:D1B-L:D2A        L  2416.48  SubjRight    F
  7     20  PMG-LS    Perc      1       0  R:D2B-L:D1B        L  2454.40  SubjRight    C
  7     21  PMG-LS    Perc      1       0  R:D1A-L:D2B        L  2477.79  SubjRight    F
  7     22  PMG-LS    Perc      1       0  R:D2B-L:D1A        L  2456.04   SubjLeft    F
  7     23  PMG-LS    Perc      1       0  R:D1B-L:D2B        L  2193.18   SubjLeft    C
  7     24  PMG-LS    Perc      1       0  R:D1A-L:D2A        L  1918.93   SubjLeft    C
  7     25  PMG-LS    Perc      1       0  R:D2B-L:D1A        L  1596.76  SubjRight    C
  7     26  PMG-LS    Perc      1       0  R:D2A-L:D1B        L  1496.41  SubjRight    C
  7     27  PMG-LS    Perc      1       0  R:D1A-L:D2B        L  1287.77   SubjLeft    C
  7     28  PMG-LS    Perc      1       0  R:D2B-L:D1B        L  1237.73  SubjRight    C
  7     29  PMG-LS    Perc      1       0  R:D1B-L:D2A        L  1262.10   SubjLeft    C
  7     30  PMG-LS    Perc      1       0  R:D2B-L:D1A        L  1059.96  SubjRight    C
  7     31  PMG-LS    Perc      1       0  R:D2A-L:D1B        L  1736.81  SubjRight    C
  7     32  PMG-LS    Perc      1       0  R:D1B-L:D2B        L   808.10  SubjRight    F
  7     33  PMG-LS    Perc      2       0  R:D1B-L:D2B        L  1062.84  SubjRight    F
  7     34  PMG-LS    Perc      2       0  R:D1A-L:D2A        L   882.40   SubjLeft    C
  7     35  PMG-LS    Perc      2       0  R:D1A-L:D2A        L  1721.95  SubjRight    F
  7     36  PMG-LS    Perc      2       0  R:D2A-L:D1B        L   550.86  SubjRight    C
  7     37  PMG-LS    Perc      2       0  R:D2A-L:D1A        L   771.95  SubjRight    C
  7     38  PMG-LS    Perc      2       0  R:D2B-L:D1A        L  1505.94  SubjRight    C
  7     39  PMG-LS    Perc      2       0  R:D1B-L:D2B        L  1459.70  SubjRight    F
  7     40  PMG-LS    Perc      2       0  R:D2B-L:D1B        L  1292.01  SubjRight    C
  7     41  PMG-LS    Perc      2       0  R:D2B-L:D1B        L   391.62   SubjLeft    F
  7     42  PMG-LS    Perc      2       0  R:D2B-L:D1A        L  1378.33  SubjRight    C
  7     43  PMG-LS    Perc      2       0  R:D2A-L:D1A        L   871.94  SubjRight    C
  7     44  PMG-LS    Perc      2       0  R:D1B-L:D2A        L  1837.59   SubjLeft    C
  7     45  PMG-LS    Perc      2       0  R:D1A-L:D2A        L   844.34   SubjLeft    C
  7     46  PMG-LS    Perc      2       0  R:D1A-L:D2B        L  1342.34   SubjLeft    C
  7     47  PMG-LS    Perc      2       0  R:D2A-L:D1B        L   862.50  SubjRight    C
  7     48  PMG-LS    Perc      2       0  R:D1B-L:D2A        L   755.11   SubjLeft    C
  7     49  PMG-LS    Perc      2       0  R:D2B-L:D1A        L   986.79   SubjLeft    F
  7     50  PMG-LS    Perc      2       0  R:D1A-L:D2B        L   408.95  SubjRight    F
  7     51  PMG-LS    Perc      2       0  R:D2A-L:D1B        L  1039.39   SubjLeft    F
  7     52  PMG-LS    Perc      2       0  R:D1A-L:D2B        L   554.75  SubjRight    F
  7     53  PMG-LS    Perc      2       0  R:D1A-L:D2A        L   894.27   SubjLeft    C
  7     54  PMG-LS    Perc      2       0  R:D2B-L:D1B        L   944.75  SubjRight    C
  7     55  PMG-LS    Perc      2       0  R:D2B-L:D1A        L   794.85  SubjRight    C
  7     56  PMG-LS    Perc      2       0  R:D1B-L:D2B        L  1174.05  SubjRight    F
  7     57  PMG-LS    Perc      2       0  R:D1B-L:D2B        L  1126.60  SubjRight    F
  7     58  PMG-LS    Perc      2       0  R:D2A-L:D1B        L  1704.90   SubjLeft    F
  7     59  PMG-LS    Perc      2       0  R:D2A-L:D1A        L  1175.92  SubjRight    C
  7     60  PMG-LS    Perc      2       0  R:D1B-L:D2A        L   773.81  SubjRight    F
  7     61  PMG-LS    Perc      2       0  R:D1B-L:D2A        L  1297.98   SubjLeft    C
  7     62  PMG-LS    Perc      2       0  R:D1A-L:D2B        L  2184.91   SubjLeft    C
  7     63  PMG-LS    Perc      2       0  R:D2A-L:D1A        L  1557.16  SubjRight    C
  7     64  PMG-LS    Perc      2       0  R:D2B-L:D1B        L  1976.36  SubjRight    C
  7     65  PMG-LS    Perc      1       0  R:D2A-L:D1A        S  1277.88   SubjLeft    C
  7     66  PMG-LS    Perc      1       0  R:D2A-L:D1B        S  1164.12   SubjLeft    C
  7     67  PMG-LS    Perc      1       0  R:D2A-L:D1A        S  1408.93   SubjLeft    C
  7     68  PMG-LS    Perc      1       0  R:D1A-L:D2B        S  2013.77  SubjRight    C
  7     69  PMG-LS    Perc      1       0  R:D2A-L:D1A        S  1255.95   SubjLeft    C
  7     70  PMG-LS    Perc      1       0  R:D1B-L:D2A        S  1021.94   SubjLeft    F
  7     71  PMG-LS    Perc      1       0  R:D2B-L:D1B        S   948.15   SubjLeft    C
  7     72  PMG-LS    Perc      1       0  R:D2B-L:D1B        S  1930.49  SubjRight    F
  7     73  PMG-LS    Perc      1       0  R:D1A-L:D2A        S  2334.40  SubjRight    C
  7     74  PMG-LS    Perc      1       0  R:D2A-L:D1A        S  2253.57   SubjLeft    C
  7     75  PMG-LS    Perc      1       0  R:D1B-L:D2B        S  1602.49   SubjLeft    F
  7     76  PMG-LS    Perc      1       0  R:D2B-L:D1A        S  1936.92   SubjLeft    C
  7     77  PMG-LS    Perc      1       0  R:D2B-L:D1A        S  1524.02   SubjLeft    C
  7     78  PMG-LS    Perc      1       0  R:D1A-L:D2A        S  1081.14  SubjRight    C
  7     79  PMG-LS    Perc      1       0  R:D1A-L:D2A        S   580.19  SubjRight    C
  7     80  PMG-LS    Perc      1       0  R:D2B-L:D1B        S  1183.14  SubjRight    F
  7     81  PMG-LS    Perc      1       0  R:D1B-L:D2B        S   634.47   SubjLeft    F
  7     82  PMG-LS    Perc      1       0  R:D2A-L:D1B        S  1066.66   SubjLeft    C
  7     83  PMG-LS    Perc      1       0  R:D1B-L:D2A        S  1342.54  SubjRight    C
  7     84  PMG-LS    Perc      1       0  R:D1B-L:D2A        S  1258.53  SubjRight    C
  7     85  PMG-LS    Perc      1       0  R:D2B-L:D1A        S   936.64  SubjRight    F
  7     86  PMG-LS    Perc      1       0  R:D1B-L:D2B        S  2073.59  SubjRight    C
  7     87  PMG-LS    Perc      1       0  R:D1A-L:D2B        S  1688.22  SubjRight    C
  7     88  PMG-LS    Perc      1       0  R:D1B-L:D2B        S  1656.15   SubjLeft    F
  7     89  PMG-LS    Perc      1       0  R:D1A-L:D2B        S  1956.10   SubjLeft    F
  7     90  PMG-LS    Perc      1       0  R:D2B-L:D1A        S  1947.01   SubjLeft    C
  7     91  PMG-LS    Perc      1       0  R:D1A-L:D2B        S   836.56  SubjRight    C
  7     92  PMG-LS    Perc      1       0  R:D2A-L:D1B        S   690.38   SubjLeft    C
  7     93  PMG-LS    Perc      1       0  R:D2B-L:D1B        S  1282.24   SubjLeft    C
  7     94  PMG-LS    Perc      1       0  R:D2A-L:D1B        S  1157.03   SubjLeft    C
  7     95  PMG-LS    Perc      1       0  R:D1A-L:D2A        S  1410.74  SubjRight    C
  7     96  PMG-LS    Perc      1       0  R:D1B-L:D2A        S  1659.55   SubjLeft    F
  7     97  PMG-LS    Perc      2       0  R:D2B-L:D1B        S  1023.89   SubjLeft    C
  7     98  PMG-LS    Perc      2       0  R:D1B-L:D2B        S  1056.27  SubjRight    C
  7     99  PMG-LS    Perc      2       0  R:D1B-L:D2B        S  1188.55  SubjRight    C
  7    100  PMG-LS    Perc      2       0  R:D2A-L:D1A        S   550.32  SubjRight    F
  7    101  PMG-LS    Perc      2       0  R:D2B-L:D1A        S   736.37   SubjLeft    C
  7    102  PMG-LS    Perc      2       0  R:D1A-L:D2B        S   870.78   SubjLeft    F
  7    103  PMG-LS    Perc      2       0  R:D2B-L:D1B        S  1355.35   SubjLeft    C
  7    104  PMG-LS    Perc      2       0  R:D1A-L:D2B        S  1286.67   SubjLeft    F
  7    105  PMG-LS    Perc      2       0  R:D1B-L:D2B        S  1089.07  SubjRight    C
  7    106  PMG-LS    Perc      2       0  R:D1A-L:D2A        S   966.54   SubjLeft    F
  7    107  PMG-LS    Perc      2       0  R:D2A-L:D1A        S  1235.19  SubjRight    F
  7    108  PMG-LS    Perc      2       0  R:D1A-L:D2B        S  1402.29  SubjRight    C
  7    109  PMG-LS    Perc      2       0  R:D2A-L:D1A        S   971.49  SubjRight    F
  7    110  PMG-LS    Perc      2       0  R:D2B-L:D1B        S  2022.37  SubjRight    F
  7    111  PMG-LS    Perc      2       0  R:D1A-L:D2A        S  1299.48  SubjRight    C
  7    112  PMG-LS    Perc      2       0  R:D1B-L:D2A        S  1635.92   SubjLeft    F
