Sub  Trial   Group    Task  Block  Errors      Stimuli    MaxAp        RT
  7     70  PMG-LS   Grasp      3      15          D1A    81.42    180.00
  7     71  PMG-LS   Grasp      3      15          D2B    86.52    220.00
  7     72  PMG-LS   Grasp      3      15          D2A    77.84    340.00
  7     73  PMG-LS   Grasp      3      15          D2B    81.28    210.00
  7     74  PMG-LS   Grasp      3      15          D1B    85.27    230.00
  7     75  PMG-LS   Grasp      3      15          D1B    93.08    185.00
  7     76  PMG-LS   Grasp      3      15          D1A    83.91    235.00
  7     77  PMG-LS   Grasp      3      15          D2A    89.19    240.00
  7     78  PMG-LS   Grasp      3      15          D2A    87.68    285.00
  7     79  PMG-LS   Grasp      3      15          D2A    78.58    280.00
  7     80  PMG-LS   Grasp      3      15          D2A    68.34    250.00
  7     81  PMG-LS   Grasp      3      16          D2B    87.50    200.00
  7     82  PMG-LS   Grasp      3      17          D1B    90.58    250.00
  7     83  PMG-LS   Grasp      3      17          D1A    85.25    195.00
  7     84  PMG-LS   Grasp      3      18          D1B    90.48    235.00
  7     85  PMG-LS   Grasp      3      18          D1A    85.43    185.00
  7     86  PMG-LS   Grasp      3      18          D1B    88.55    205.00
  7     87  PMG-LS   Grasp      3      18          D2B    82.39    170.00
  7     88  PMG-LS   Grasp      3      18          D2A    88.83    205.00
  7     89  PMG-LS   Grasp      3      18          D2B    89.93    175.00
  7     90  PMG-LS   Grasp      3      18          D2B    76.93    210.00
  7     91  PMG-LS   Grasp      3      18          D1B    76.42    205.00
  7     92  PMG-LS   Grasp      3      19          D2A    78.87    170.00
  7     93  PMG-LS   Grasp      3      19          D1A    82.59    620.00
  7     94  PMG-LS   Grasp      3      19          D2B    88.15    270.00
  7     95  PMG-LS   Grasp      3      20          D2B    67.56    280.00
  7     96  PMG-LS   Grasp      3      20          D1A    75.89    190.00
  7     97  PMG-LS   Grasp      4      20          D1B    82.45    240.00
  7     98  PMG-LS   Grasp      4      20          D2B    82.47    260.00
  7     99  PMG-LS   Grasp      4      20          D1A    72.44    165.00
  7    100  PMG-LS   Grasp      4      20          D2A    86.60    195.00
  7    101  PMG-LS   Grasp      4      20          D1B    70.95    190.00
  7    102  PMG-LS   Grasp      4      20          D2A    85.55    160.00
  7    103  PMG-LS   Grasp      4      20          D1A    85.58    170.00
  7    104  PMG-LS   Grasp      4      20          D1B    81.18    195.00
  7    105  PMG-LS   Grasp      4      21          D2B    79.62    285.00
  7    106  PMG-LS   Grasp      4      21          D2B    66.54    255.00
  7    107  PMG-LS   Grasp      4      21          D2A    83.48    280.00
  7    108  PMG-LS   Grasp      4      22          D2A    76.16    225.00
  7    109  PMG-LS   Grasp      4      22          D2A    80.58    215.00
  7    110  PMG-LS   Grasp      4      22          D2B    79.84    285.00
  7    111  PMG-LS   Grasp      4      22          D1B    71.70    200.00
  7    112  PMG-LS   Grasp      4      23          D2B    78.49    315.00
  7    113  PMG-LS   Grasp      4      23          D1B    69.75    225.00
  7    114  PMG-LS   Grasp      4      23          D1B    80.01    215.00
  7    115  PMG-LS   Grasp      4      23          D2B    75.72    220.00
  7    116  PMG-LS   Grasp      4      23          D1B    77.79    275.00
  7    117  PMG-LS   Grasp      4      23          D1A    82.31    260.00
  7    118  PMG-LS   Grasp      4      25          D2A    79.71    210.00
  7    119  PMG-LS   Grasp      4      25          D2A    75.68    205.00
  7    120  PMG-LS   Grasp      4      26          D2A    74.81    190.00
  7    121  PMG-LS   Grasp      4      27          D1A    69.96    255.00
  7    122  PMG-LS   Grasp      4      27          D1A    62.47    170.00
  7    123  PMG-LS   Grasp      4      27          D1A    90.50    175.00
  7    124  PMG-LS   Grasp      4      27          D1B    80.19    215.00
  7    125  PMG-LS   Grasp      4      28          D2B    68.87    215.00
  7    126  PMG-LS   Grasp      4      28          D2B    81.60    195.00
  7    127  PMG-LS   Grasp      4      28          D1A    81.91    175.00
  7    128  PMG-LS   Grasp      4      28          D1A    82.94    215.00
  8      1  PGM-LS   Grasp      1       0          D1B    76.68    290.00
  8      2  PGM-LS   Grasp      1       0          D1B    73.42    225.00
  8      3  PGM-LS   Grasp      1       3          D2A    69.89    215.00
  8      4  PGM-LS   Grasp      1       3          D1A    72.79    340.00
  8      5  PGM-LS   Grasp      1       3          D1B    76.61    305.00
  8      6  PGM-LS   Grasp      1       4          D2B    72.36    260.00
  8      7  PGM-LS   Grasp      1       4          D2B    70.72    195.00
  8      8  PGM-LS   Grasp      1       4          D1B    68.13    265.00
  8      9  PGM-LS   Grasp      1       4          D2B    85.97    195.00
  8     10  PGM-LS   Grasp      1       4          D1B    78.72    265.00
  8     11  PGM-LS   Grasp      1       4          D1A    80.94    215.00
  8     12  PGM-LS   Grasp      1       4          D2B    77.76    300.00
  8     13  PGM-LS   Grasp      1       4          D2A    81.65    265.00
  8     14  PGM-LS   Grasp      1       4          D1A    74.19    240.00
  8     15  PGM-LS   Grasp      1       4          D2A    71.25    215.00
  8     16  PGM-LS   Grasp      1       4          D2A    76.13    195.00
  8     17  PGM-LS   Grasp      1       4          D1B    72.14    260.00
  8     18  PGM-LS   Grasp      1       4          D2A    66.41    255.00
  8     19  PGM-LS   Grasp      1       4          D1B    70.16    250.00
  8     20  PGM-LS   Grasp      1       4          D1A    70.18    225.00
  8     21  PGM-LS   Grasp      1       4          D2A    70.23    235.00
  8     22  PGM-LS   Grasp      1       4          D1B    65.07    330.00
  8     23  PGM-LS   Grasp      1       4          D1A    65.94    235.00
  8     24  PGM-LS   Grasp      1       4          D1A    74.73    240.00
  8     25  PGM-LS   Grasp      1       4          D1A    83.11    230.00
  8     26  PGM-LS   Grasp      1       4          D2A    74.57    200.00
  8     27  PGM-LS   Grasp      1       5          D2A    74.29    250.00
  8     28  PGM-LS   Grasp      1       5          D2B    73.01    285.00
  8     29  PGM-LS   Grasp      1       5          D2B    76.99    235.00
  8     30  PGM-LS   Grasp      1       5          D1A    78.37    215.00
  8     31  PGM-LS   Grasp      1       5          D2B    78.27    210.00
  8     32  PGM-LS   Grasp      1       5          D2B    78.46    285.00
  8     33  PGM-LS   Grasp      2       5          D2A    70.35    310.00
  8     34  PGM-LS   Grasp      2       5          D1B    77.09    225.00
  8     35  PGM-LS   Grasp      2       5          D2B    81.79    250.00
  8     36  PGM-LS   Grasp      2       5          D1A    72.71    265.00
  8     37  PGM-LS   Grasp      2       5          D1A    74.46    220.00
  8     38  PGM-LS   Grasp      2       5          D2A    73.09    240.00
  8     39  PGM-LS   Grasp      2       5          D2A    75.44    245.00
  8     40  PGM-LS   Grasp      2       5          D2A    81.76    265.00
  8     41  PGM-LS   Grasp      2       5          D1B    75.34    310.00
  8     42  PGM-LS   Grasp      2       5          D1A    69.72    230.00
  8     43  PGM-LS   Grasp      2       5          D2B    80.59    230.00
  8     44  PGM-LS   Grasp      2       5          D1B    84.03    250.00
  8     45  PGM-LS   Grasp      2       5          D2A    72.78    270.00
  8     46  PGM-LS   Grasp      2       5          D2B    83.64    390.00
  8     47  PGM-LS   Grasp      2       5          D2B    77.78    255.00
  8     48  PGM-LS   Grasp      2       5          D2B    78.90    310.00
  8     49  PGM-LS   Grasp      2       5          D2B    85.22    215.00
  8     50  PGM-LS   Grasp      2       5          D1A    77.86    210.00
  8     51  PGM-LS   Grasp      2       5          D1B    84.30    215.00
  8     52  PGM-LS   Grasp      2       5          D1A    82.35    295.00
  8     53  PGM-LS   Grasp      2       5          D2B    79.90    225.00
  8     54  PGM-LS   Grasp      2       5          D1B    76.08    260.00
  8     55  PGM-LS   Grasp      2       5          D1B    74.21    295.00
  8     56  PGM-LS   Grasp      2       5          D1B    84.31    195.00
  8     57  PGM-LS   Grasp      2       5          D1A    78.95    215.00
  8     58  PGM-LS   Grasp      2       5          D1A    77.29    235.00
  8     59  PGM-LS   Grasp      2       5          D2A    75.49    235.00
  8     60  PGM-LS   Grasp      2       5          D2A    70.16    230.00
  8     61  PGM-LS   Grasp      2       5          D1A    75.25    220.00
  8     62  PGM-LS   Grasp      2       5          D2A    81.08    245.00
  8     63  PGM-LS   Grasp      2       5          D2B    74.84    230.00
  8     64  PGM-LS   Grasp      2       5          D1B    73.82    280.00
  8     65  PGM-LS   Grasp      3       5          D2A    80.48    220.00
  8     66  PGM-LS   Grasp      3       5          D1A    65.80    220.00
  8     67  PGM-LS   Grasp      3       5          D1B    74.56    220.00
  8     68  PGM-LS   Grasp      3       5          D1A    78.08    235.00
  8     69  PGM-LS   Grasp      3       5          D2B    62.95    255.00
  8     70  PGM-LS   Grasp      3       5          D1A    71.61    210.00
  8     71  PGM-LS   Grasp      3       5          D1B    80.60    290.00
  8     72  PGM-LS   Grasp      3       5          D2B    69.83    240.00
  8     73  PGM-LS   Grasp      3       5          D2B    73.18    345.00
  8     74  PGM-LS   Grasp      3       5          D2B    72.96    230.00
  8     75  PGM-LS   Grasp      3       5          D2A    80.54    240.00
  8     76  PGM-LS   Grasp      3       5          D1A    77.95    195.00
  8     77  PGM-LS   Grasp      3       5          D1B    71.30    205.00
  8     78  PGM-LS   Grasp      3       5          D2A    81.40    205.00
  8     79  PGM-LS   Grasp      3       5          D1B    73.25    200.00
  8     80  PGM-LS   Grasp      3       5          D2A    74.09    250.00
  8     81  PGM-LS   Grasp      3       5          D1B    77.58    270.00
  8     82  PGM-LS   Grasp      3       5          D2B    76.87    180.00
  8     83  PGM-LS   Grasp      3       5          D2B    74.56    330.00
  8     84  PGM-LS   Grasp      3       5          D2B    77.59    250.00
  8     85  PGM-LS   Grasp      3       5          D2A    74.53    265.00
  8     86  PGM-LS   Grasp      3       5          D2A    74.36    235.00
  8     87  PGM-LS   Grasp      3       6          D1A    78.54    210.00
  8     88  PGM-LS   Grasp      3       6          D1B    74.79    305.00
  8     89  PGM-LS   Grasp      3       6          D2A    76.30    255.00
  8     90  PGM-LS   Grasp      3       6          D1A    71.86    260.00
  8     91  PGM-LS   Grasp      3       6          D2B    77.27    240.00
  8     92  PGM-LS   Grasp      3       8          D1A    85.24    245.00
  8     93  PGM-LS   Grasp      3       8          D1A    82.11    240.00
  8     94  PGM-LS   Grasp      3       8          D1B    81.15    225.00
  8     95  PGM-LS   Grasp      3       8          D2A    82.78    235.00
  8     96  PGM-LS   Grasp      3       9          D1B    80.92    320.00
  8     97  PGM-LS   Grasp      4       9          D2B    85.24    320.00
  8     98  PGM-LS   Grasp      4       9          D2A    84.61    230.00
  8     99  PGM-LS   Grasp      4       9          D2A    75.32    245.00
  8    100  PGM-LS   Grasp      4       9          D1A    80.74    290.00
  8    101  PGM-LS   Grasp      4       9          D1B    77.52    245.00
  8    102  PGM-LS   Grasp      4       9          D2B    82.83    195.00
  8    103  PGM-LS   Grasp      4       9          D2A    80.84    240.00
  8    104  PGM-LS   Grasp      4       9          D1A    71.79    265.00
  8    105  PGM-LS   Grasp      4       9          D2A    75.70    200.00
  8    106  PGM-LS   Grasp      4       9          D2B    84.48    255.00
  8    107  PGM-LS   Grasp      4       9          D1B    81.24    245.00
  8    108  PGM-LS   Grasp      4       9          D2B    81.62    235.00
  8    109  PGM-LS   Grasp      4       9          D1A    78.95    295.00
  8    110  PGM-LS   Grasp      4       9          D1A    81.17    250.00
  8    111  PGM-LS   Grasp      4       9          D2B    79.00    360.00
  8    112  PGM-LS   Grasp      4       9          D1A    78.07    350.00
  8    113  PGM-LS   Grasp      4       9          D1A    82.28    240.00
  8    114  PGM-LS   Grasp      4       9          D2A    83.30    265.00
  8    115  PGM-LS   Grasp      4       9          D2A    85.28    260.00
  8    116  PGM-LS   Grasp      4       9          D2A    79.33    250.00
  8    117  PGM-LS   Grasp      4       9          D2B    80.39    260.00
  8    118  PGM-LS   Grasp      4       9          D1B    89.18    225.00
  8    119  PGM-LS   Grasp      4       9          D1A    85.50    215.00
  8    120  PGM-LS   Grasp      4       9          D1B    80.06    280.00
  8    121  PGM-LS   Grasp      4       9          D2B    74.67    240.00
  8    122  PGM-LS   Grasp      4       9          D1B    80.95    245.00
  8    123  PGM-LS   Grasp      4       9          D1A    81.17    195.00
  8    124  PGM-LS   Grasp      4       9          D2B    80.22    220.00
  8    125  PGM-LS   Grasp      4       9          D1B    83.00    270.00
  8    126  PGM-LS   Grasp      4       9          D1B    79.60    255.00
  8    127  PGM-LS   Grasp      4       9          D2A    80.98    240.00
  8    128  PGM-LS   Grasp      4       9          D1B    83.69    255.00
  9      1  MPG-LS   Grasp      1       0          D2A    72.86    490.00
  9      2  MPG-LS   Grasp      1       0          D1A    67.12    575.00
  9      3  MPG-LS   Grasp      1       0          D1B    65.93    345.00
  9      4  MPG-LS   Grasp      1       0          D1B    67.01    230.00
  9      5  MPG-LS   Grasp      1       0          D1B    70.21    350.00
  9      6  MPG-LS   Grasp      1       0          D1B    70.17    315.00
  9      7  MPG-LS   Grasp      1       0          D1A    72.48    285.00
  9      8  MPG-LS   Grasp      1       0          D2A    70.40    350.00
  9      9  MPG-LS   Grasp      1       0          D2A    75.69    345.00
  9     10  MPG-LS   Grasp      1       0          D2B    74.70    620.00
  9     11  MPG-LS   Grasp      1       0          D2A    74.92    485.00
  9     12  MPG-LS   Grasp      1       0          D1A    75.40    475.00
  9     13  MPG-LS   Grasp      1       0          D1B    76.47    495.00
  9     14  MPG-LS   Grasp      1       0          D2B    71.70    405.00
  9     15  MPG-LS   Grasp      1       0          D1A    75.15    470.00
  9     16  MPG-LS   Grasp      1       0          D2A    69.18    655.00
  9     17  MPG-LS   Grasp      1       0          D2B    61.32    335.00
  9     18  MPG-LS   Grasp      1       0          D2A    58.99    395.00
  9     19  MPG-LS   Grasp      1       0          D2A    80.09    365.00
  9     20  MPG-LS   Grasp      1       1          D1B    70.04    440.00
  9     21  MPG-LS   Grasp      1       1          D1A    64.94    410.00
  9     22  MPG-LS   Grasp      1       1          D2A    74.40    320.00
  9     23  MPG-LS   Grasp      1       1          D2B    71.75    550.00
  9     24  MPG-LS   Grasp      1       1          D2B    65.88    495.00
  9     25  MPG-LS   Grasp      1       1          D2B    67.57    305.00
  9     26  MPG-LS   Grasp      1       1          D2B    74.17    505.00
  9     27  MPG-LS   Grasp      1       1          D1A    68.36    390.00
  9     28  MPG-LS   Grasp      1       1          D2B    76.63    420.00
  9     29  MPG-LS   Grasp      1       1          D1A    72.12    255.00
  9     30  MPG-LS   Grasp      1       1          D1B    80.90    770.00
  9     31  MPG-LS   Grasp      1       1          D1A    66.97    345.00
  9     32  MPG-LS   Grasp      1       2          D1B    66.28    320.00
  9     33  MPG-LS   Grasp      2       2          D2A    71.46    565.00
  9     34  MPG-LS   Grasp      2       2          D1B    67.46    375.00
  9     35  MPG-LS   Grasp      2       2          D2B    67.54    370.00
  9     36  MPG-LS   Grasp      2       3          D1A    60.08    550.00
  9     37  MPG-LS   Grasp      2       3          D2B    71.89    345.00
  9     38  MPG-LS   Grasp      2       3          D2A    58.30    345.00
  9     39  MPG-LS   Grasp      2       3          D2A    59.54    355.00
  9     40  MPG-LS   Grasp      2       3          D2B    61.67    310.00
  9     41  MPG-LS   Grasp      2       3          D1B    61.04    315.00
  9     42  MPG-LS   Grasp      2       3          D2B    62.31    225.00
  9     43  MPG-LS   Grasp      2       3          D1A    65.07    540.00
  9     44  MPG-LS   Grasp      2       3          D1A    62.75    210.00
  9     45  MPG-LS   Grasp      2       3          D1A    65.45    225.00
  9     46  MPG-LS   Grasp      2       3          D2B    65.42    300.00
  9     47  MPG-LS   Grasp      2       3          D2A    58.86    375.00
  9     48  MPG-LS   Grasp      2       3          D2A    56.60    470.00
  9     49  MPG-LS   Grasp      2       3          D2B    61.13    300.00
  9     50  MPG-LS   Grasp      2       3          D1B    67.84    520.00
  9     51  MPG-LS   Grasp      2       3          D2B    70.52    405.00
  9     52  MPG-LS   Grasp      2       3          D2B    66.35    595.00
  9     53  MPG-LS   Grasp      2       3          D1B    56.56    315.00
  9     54  MPG-LS   Grasp      2       3          D1B    61.32    375.00
  9     55  MPG-LS   Grasp      2       3          D1B    64.08    355.00
  9     56  MPG-LS   Grasp      2       3          D1A    61.97   1125.00
  9     57  MPG-LS   Grasp      2       3          D2A    63.69    710.00
  9     58  MPG-LS   Grasp      2       3          D2A    73.05    750.00
  9     59  MPG-LS   Grasp      2       3          D1B    54.88    600.00
  9     60  MPG-LS   Grasp      2       3          D1B    74.02    430.00
  9     61  MPG-LS   Grasp      2       4          D1A    75.61    370.00
  9     62  MPG-LS   Grasp      2       4          D1A    74.27    290.00
  9     63  MPG-LS   Grasp      2       4          D1A    64.09    465.00
  9     64  MPG-LS   Grasp      2       4          D2A    63.84    305.00
  9     65  MPG-LS   Grasp      3       4          D1B    79.74    420.00
  9     66  MPG-LS   Grasp      3       4          D2A    69.27    285.00
  9     67  MPG-LS   Grasp      3       4          D2A    64.31    320.00
  9     68  MPG-LS   Grasp      3       4          D2A    65.29    235.00
  9     69  MPG-LS   Grasp      3       4          D1A    80.27    255.00
  9     70  MPG-LS   Grasp      3       5          D1B    57.00    370.00
  9     71  MPG-LS   Grasp      3       5          D2B    69.13    430.00
  9     72  MPG-LS   Grasp      3       5          D1B    65.85    495.00
  9     73  MPG-LS   Grasp      3       5          D2A    72.22    385.00
  9     74  MPG-LS   Grasp      3       5          D1B    63.15    290.00
  9     75  MPG-LS   Grasp      3       5          D2B    64.53    420.00
  9     76  MPG-LS   Grasp      3       5          D2A    63.72    435.00
  9     77  MPG-LS   Grasp      3       5          D1A    54.07    525.00
  9     78  MPG-LS   Grasp      3       6          D2A    68.63    445.00
  9     79  MPG-LS   Grasp      3       6          D2B    68.83    260.00
  9     80  MPG-LS   Grasp      3       6          D2B    66.08    220.00
  9     81  MPG-LS   Grasp      3       6          D1A    65.44    235.00
  9     82  MPG-LS   Grasp      3       6          D2A    74.10    265.00
  9     83  MPG-LS   Grasp      3       6          D1B    66.37    185.00
  9     84  MPG-LS   Grasp      3       6          D1B    66.73    315.00
  9     85  MPG-LS   Grasp      3       6          D2B    50.12    355.00
  9     86  MPG-LS   Grasp      3       6          D1A    65.59    230.00
  9     87  MPG-LS   Grasp      3       6          D1B    62.98    265.00
  9     88  MPG-LS   Grasp      3       6          D2B    55.23    360.00
  9     89  MPG-LS   Grasp      3       7          D2B    56.51    470.00
  9     90  MPG-LS   Grasp      3       7          D1A    65.44    280.00
  9     91  MPG-LS   Grasp      3       7          D1A    62.81    390.00
  9     92  MPG-LS   Grasp      3       7          D1A    67.24    360.00
  9     93  MPG-LS   Grasp      3       7          D1A    67.22    270.00
  9     94  MPG-LS   Grasp      3       7          D1B    73.00    355.00
  9     95  MPG-LS   Grasp      3       7          D2B    72.12    335.00
  9     96  MPG-LS   Grasp      3       8          D2A    70.10    470.00
  9     97  MPG-LS   Grasp      4       8          D1A    77.95    420.00
  9     98  MPG-LS   Grasp      4       8          D1A    67.32    260.00
  9     99  MPG-LS   Grasp      4       8          D1A    65.22    255.00
  9    100  MPG-LS   Grasp      4       8          D2B    68.34    295.00
  9    101  MPG-LS   Grasp      4       8          D2A    72.68    310.00
  9    102  MPG-LS   Grasp      4       8          D2B    54.89    415.00
  9    103  MPG-LS   Grasp      4       8          D2B    68.85    210.00
  9    104  MPG-LS   Grasp      4       8          D1B    59.83    235.00
  9    105  MPG-LS   Grasp      4       8          D2A    65.44    260.00
  9    106  MPG-LS   Grasp      4       8          D1B    76.08    340.00
  9    107  MPG-LS   Grasp      4      10          D2B    72.05    475.00
  9    108  MPG-LS   Grasp      4      10          D2A    72.64    295.00
  9    109  MPG-LS   Grasp      4      10          D1B    68.70    410.00
  9    110  MPG-LS   Grasp      4      11          D2B    61.49    325.00
  9    111  MPG-LS   Grasp      4      11          D2A    75.04    315.00
  9    112  MPG-LS   Grasp      4      11          D1A    73.11    395.00
  9    113  MPG-LS   Grasp      4      11          D1A    70.69    480.00
  9    114  MPG-LS   Grasp      4      11          D1B    67.09    285.00
  9    115  MPG-LS   Grasp      4      11          D1A    72.36    225.00
  9    116  MPG-LS   Grasp      4      11          D1B    71.13    275.00
  9    117  MPG-LS   Grasp      4      11          D2B    70.13    340.00
  9    118  MPG-LS   Grasp      4      11          D2A    70.58    510.00
  9    119  MPG-LS   Grasp      4      11          D2A    61.86    250.00
  9    120  MPG-LS   Grasp      4      11          D1B    68.35    430.00
  9    121  MPG-LS   Grasp      4      11          D2B    70.63    360.00
  9    122  MPG-LS   Grasp      4      11          D2B    59.94    350.00
  9    123  MPG-LS   Grasp      4      11          D2A    65.82    495.00
  9    124  MPG-LS   Grasp      4      11          D1A    57.89    340.00
  9    125  MPG-LS   Grasp      4      11          D2A    67.97    305.00
  9    126  MPG-LS   Grasp      4      11          D1B    63.27    280.00
  9    127  MPG-LS   Grasp      4      11          D1B    67.73    280.00
  9    128  MPG-LS   Grasp      4      12          D1A    68.45    635.00
 10      1  MGP-LS   Grasp      1       0          D2B    69.67    425.00
 10      2  MGP-LS   Grasp      1       0          D2A    74.65    395.00
 10      3  MGP-LS   Grasp      1       0          D2A    71.03    405.00
 10      4  MGP-LS   Grasp      1       0          D1A    67.79    375.00
 10      5  MGP-LS   Grasp      1       0          D1A    68.81    375.00
 10      6  MGP-LS   Grasp      1       0          D1B    68.81    325.00
 10      7  MGP-LS   Grasp      1       0          D2A    67.11    295.00
 10      8  MGP-LS   Grasp      1       0          D2B    68.54    335.00
 10      9  MGP-LS   Grasp      1       0          D1A    65.63    360.00
 10     10  MGP-LS   Grasp      1       0          D1A    68.94    370.00
 10     11  MGP-LS   Grasp      1       0          D2A    72.90    350.00
 10     12  MGP-LS   Grasp      1       0          D1B    74.49    350.00
 10     13  MGP-LS   Grasp      1       0          D2B    71.54    390.00
 10     14  MGP-LS   Grasp      1       0          D1A    70.96    375.00
 10     15  MGP-LS   Grasp      1       0          D1B    72.45    385.00
 10     16  MGP-LS   Grasp      1       0          D1A    69.19    410.00
 10     17  MGP-LS   Grasp      1       0          D2A    74.58    330.00
 10     18  MGP-LS   Grasp      1       0          D1B    69.76    335.00
 10     19  MGP-LS   Grasp      1       0          D1A    68.36    360.00
 10     20  MGP-LS   Grasp      1       0          D1A    70.99    355.00
 10     21  MGP-LS   Grasp      1       0          D1B    72.56    465.00
 10     22  MGP-LS   Grasp      1       0          D2A    70.86    355.00
 10     23  MGP-LS   Grasp      1       0          D1B    63.79    320.00
 10     24  MGP-LS   Grasp      1       0          D2B    69.56    430.00
 10     25  MGP-LS   Grasp      1       0          D1B    66.18    345.00
 10     26  MGP-LS   Grasp      1       0          D2B    66.97    430.00
 10     27  MGP-LS   Grasp      1       0          D2B    65.18    320.00
 10     28  MGP-LS   Grasp      1       0          D2A    65.39    335.00
 10     29  MGP-LS   Grasp      1       0          D2B    66.70    320.00
 10     30  MGP-LS   Grasp      1       0          D2B    68.78    425.00
 10     31  MGP-LS   Grasp      1       0          D1B    67.38    500.00
 10     32  MGP-LS   Grasp      1       0          D2A    68.95    300.00
 10     33  MGP-LS   Grasp      2       0          D1A    72.24    405.00
 10     34  MGP-LS   Grasp      2       0          D2A    70.50    265.00
 10     35  MGP-LS   Grasp      2       0          D2B    71.12    295.00
 10     36  MGP-LS   Grasp      2       0          D1B    62.35    380.00
 10     37  MGP-LS   Grasp      2       0          D1A    68.21    305.00
 10     38  MGP-LS   Grasp      2       1          D2B    76.41    400.00
 10     39  MGP-LS   Grasp      2       1          D2B    75.44    405.00
 10     40  MGP-LS   Grasp      2       1          D2A    73.42    430.00
 10     41  MGP-LS   Grasp      2       1          D1B    70.77    390.00
 10     42  MGP-LS   Grasp      2       1          D1B    70.33    365.00
 10     43  MGP-LS   Grasp      2       1          D1B    69.99    270.00
 10     44  MGP-LS   Grasp      2       1          D1A    72.61    320.00
 10     45  MGP-LS   Grasp      2       1          D1A    73.14    260.00
 10     46  MGP-LS   Grasp      2       1          D2B    71.48    290.00
 10     47  MGP-LS   Grasp      2       1          D1B    73.57    345.00
 10     48  MGP-LS   Grasp      2       1          D2A    73.05    335.00
 10     49  MGP-LS   Grasp      2       1          D2A    72.70    300.00
 10     50  MGP-LS   Grasp      2       1          D1A    68.47    345.00
 10     51  MGP-LS   Grasp      2       1          D1A    70.83    355.00
 10     52  MGP-LS   Grasp      2       1          D1A    68.00    350.00
 10     53  MGP-LS   Grasp      2       1          D2A    73.99    385.00
 10     54  MGP-LS   Grasp      2       1          D1B    71.18    400.00
 10     55  MGP-LS   Grasp      2       1          D2B    70.21    445.00
 10     56  MGP-LS   Grasp      2       1          D1B    70.97    340.00
 10     57  MGP-LS   Grasp      2       1          D2A    69.99    390.00
 10     58  MGP-LS   Grasp      2       1          D2B    67.81    420.00
 10     59  MGP-LS   Grasp      2       1          D2A    69.99    460.00
 10     60  MGP-LS   Grasp      2       1          D1A    73.79    380.00
 10     61  MGP-LS   Grasp      2       1          D1B    71.41    415.00
 10     62  MGP-LS   Grasp      2       1          D2B    74.60    365.00
 10     63  MGP-LS   Grasp      2       1          D2A    70.76    410.00
 10     64  MGP-LS   Grasp      2       1          D2B    75.23    405.00
 10     65  MGP-LS   Grasp      3       1          D2B    70.43    420.00
 10     66  MGP-LS   Grasp      3       1          D1A    70.54    305.00
 10     67  MGP-LS   Grasp      3       1          D1B    68.24    400.00
 10     68  MGP-LS   Grasp      3       1          D1B    73.26    375.00
 10     69  MGP-LS   Grasp      3       1          D2A    69.87    330.00
 10     70  MGP-LS   Grasp      3       1          D2B    67.86    330.00
 10     71  MGP-LS   Grasp      3       1          D2B    70.49    340.00
 10     72  MGP-LS   Grasp      3       1          D2A    74.01    345.00
 10     73  MGP-LS   Grasp      3       1          D2B    72.48    365.00
 10     74  MGP-LS   Grasp      3       1          D1B    73.52    385.00
 10     75  MGP-LS   Grasp      3       1          D1B    71.26    375.00
 10     76  MGP-LS   Grasp      3       1          D1A    68.81    370.00
 10     77  MGP-LS   Grasp      3       1          D2B    72.15    390.00
 10     78  MGP-LS   Grasp      3       1          D1B    67.54    425.00
 10     79  MGP-LS   Grasp      3       1          D2A    70.16    380.00
 10     80  MGP-LS   Grasp      3       1          D1A    69.82    345.00
 10     81  MGP-LS   Grasp      3       1          D1A    70.49    325.00
 10     82  MGP-LS   Grasp      3       1          D1A    74.17    430.00
 10     83  MGP-LS   Grasp      3       1          D2A    70.84    290.00
 10     84  MGP-LS   Grasp      3       1          D1B    70.49    400.00
 10     85  MGP-LS   Grasp      3       1          D1A    67.01    295.00
 10     86  MGP-LS   Grasp      3       1          D2A    70.17    430.00
 10     87  MGP-LS   Grasp      3       1          D1B    67.21    315.00
 10     88  MGP-LS   Grasp      3       1          D2A    70.57    275.00
 10     89  MGP-LS   Grasp      3       1          D1A    76.17    305.00
 10     90  MGP-LS   Grasp      3       1          D2A    71.42    300.00
 10     91  MGP-LS   Grasp      3       1          D2B    73.69    310.00
 10     92  MGP-LS   Grasp      3       1          D2B    72.40    320.00
 10     93  MGP-LS   Grasp      3       1          D2B    64.96    415.00
 10     94  MGP-LS   Grasp      3       1          D1A    70.98    385.00
 10     95  MGP-LS   Grasp      3       1          D1B    66.93    435.00
 10     96  MGP-LS   Grasp      3       1          D2A    72.09    340.00
 10     97  MGP-LS   Grasp      4       1          D2A    61.34    455.00
 10     98  MGP-LS   Grasp      4       1          D1B    75.61    310.00
 10     99  MGP-LS   Grasp      4       1          D2A    66.82    295.00
 10    100  MGP-LS   Grasp      4       1          D1B    67.74    435.00
 10    101  MGP-LS   Grasp      4       1          D2B    67.51    280.00
 10    102  MGP-LS   Grasp      4       1          D1A    69.08    260.00
 10    103  MGP-LS   Grasp      4       1          D1B    66.60    320.00
 10    104  MGP-LS   Grasp      4       1          D1A    70.65    380.00
 10    105  MGP-LS   Grasp      4       1          D1A    71.51    330.00
 10    106  MGP-LS   Grasp      4       1          D2B    75.22    315.00
 10    107  MGP-LS   Grasp      4       1          D2B    68.57    340.00
 10    108  MGP-LS   Grasp      4       1          D1A    73.11    355.00
