Sub  Trial   Group    Task  Block  Errors      Stimuli    MaxAp        RT
  4     31  MGP-SL   Grasp      1       0          D2B    83.77    220.00
  4     32  MGP-SL   Grasp      1       0          D1B    78.17    235.00
  4     33  MGP-SL   Grasp      2       0          D1B    77.52    380.00
  4     34  MGP-SL   Grasp      2       0          D2A    79.52    335.00
  4     35  MGP-SL   Grasp      2       0          D2B    79.50    285.00
  4     36  MGP-SL   Grasp      2       0          D2B    77.05    190.00
  4     37  MGP-SL   Grasp      2       0          D2A    82.88    305.00
  4     38  MGP-SL   Grasp      2       0          D2A    76.12    315.00
  4     39  MGP-SL   Grasp      2       0          D2A    83.70    410.00
  4     40  MGP-SL   Grasp      2       0          D1A    76.06    275.00
  4     41  MGP-SL   Grasp      2       0          D1B    76.31    270.00
  4     42  MGP-SL   Grasp      2       0          D1A    75.62    355.00
  4     43  MGP-SL   Grasp      2       0          D2B    76.69    260.00
  4     44  MGP-SL   Grasp      2       0          D1B    73.32    325.00
  4     45  MGP-SL   Grasp      2       0          D2A    72.93    265.00
  4     46  MGP-SL   Grasp      2       0          D2B    73.96    400.00
  4     47  MGP-SL   Grasp      2       0          D2B    72.13    465.00
  4     48  MGP-SL   Grasp      2       0          D1B    71.06    355.00
  4     49  MGP-SL   Grasp      2       0          D2A    76.12    345.00
  4     50  MGP-SL   Grasp      2       0          D1A    80.04    360.00
  4     51  MGP-SL   Grasp      2       0          D1B    75.53    375.00
  4     52  MGP-SL   Grasp      2       0          D2B    78.86    330.00
  4     53  MGP-SL   Grasp      2       0          D2B    80.15    275.00
  4     54  MGP-SL   Grasp      2       0          D2A    76.19    255.00
  4     55  MGP-SL   Grasp      2       0          D1B    74.29    375.00
  4     56  MGP-SL   Grasp      2       0          D1A    75.97    475.00
  4     57  MGP-SL   Grasp      2       0          D1A    77.36    280.00
  4     58  MGP-SL   Grasp      2       0          D1A    78.21    515.00
  4     59  MGP-SL   Grasp      2       0          D1A    78.04    290.00
  4     60  MGP-SL   Grasp      2       0          D2B    71.55    495.00
  4     61  MGP-SL   Grasp      2       0          D1B    75.06    540.00
  4     62  MGP-SL   Grasp      2       0          D1B    74.38    285.00
  4     63  MGP-SL   Grasp      2       0          D1A    74.55    305.00
  4     64  MGP-SL   Grasp      2       0          D2A    74.37    395.00
  4     65  MGP-SL   Grasp      3       0          D2A    77.00    535.00
  4     66  MGP-SL   Grasp      3       0          D1A    76.58    240.00
  4     67  MGP-SL   Grasp      3       0          D1A    79.29    250.00
  4     68  MGP-SL   Grasp      3       0          D2B    75.70    420.00
  4     69  MGP-SL   Grasp      3       0          D2A    81.91    285.00
  4     70  MGP-SL   Grasp      3       0          D2B    74.92    425.00
  4     71  MGP-SL   Grasp      3       0          D1A    73.97    395.00
  4     72  MGP-SL   Grasp      3       0          D1A    73.34    305.00
  4     73  MGP-SL   Grasp      3       0          D1B    74.77    300.00
  4     74  MGP-SL   Grasp      3       0          D2B    75.31    365.00
  4     75  MGP-SL   Grasp      3       0          D1A    78.37    475.00
  4     76  MGP-SL   Grasp      3       0          D2A    76.35    350.00
  4     77  MGP-SL   Grasp      3       0          D1B    76.04    315.00
  4     78  MGP-SL   Grasp      3       0          D1B    75.71    270.00
  4     79  MGP-SL   Grasp      3       0          D2B    79.42    260.00
  4     80  MGP-SL   Grasp      3       0          D2A    79.03    275.00
  4     81  MGP-SL   Grasp      3       0          D1B    78.62    350.00
  4     82  MGP-SL   Grasp      3       0          D1A    77.90    360.00
  4     83  MGP-SL   Grasp      3       0          D2A    80.41    445.00
  4     84  MGP-SL   Grasp      3       0          D2A    78.80    350.00
  4     85  MGP-SL   Grasp      3       0          D1B    76.47    410.00
  4     86  MGP-SL   Grasp      3       0          D2B    78.87    285.00
  4     87  MGP-SL   Grasp      3       0          D1B    79.97    430.00
  4     88  MGP-SL   Grasp      3       0          D2B    76.94    350.00
  4     89  MGP-SL   Grasp      3       0          D2A    77.82    370.00
  4     90  MGP-SL   Grasp      3       0          D1B    78.62    395.00
  4     91  MGP-SL   Grasp      3       0          D1A    80.28    380.00
  4     92  MGP-SL   Grasp      3       0          D2B    83.20    475.00
  4     93  MGP-SL   Grasp      3       0          D2B    83.06    340.00
  4     94  MGP-SL   Grasp      3       0          D2A    80.42    375.00
  4     95  MGP-SL   Grasp      3       0          D1B    82.31    495.00
  4     96  MGP-SL   Grasp      3       0          D1A    81.88    430.00
  4     97  MGP-SL   Grasp      4       0          D2B    80.43    415.00
  4     98  MGP-SL   Grasp      4       0          D1A    80.68    370.00
  4     99  MGP-SL   Grasp      4       0          D1A    74.71    335.00
  4    100  MGP-SL   Grasp      4       0          D2A    78.40    245.00
  4    101  MGP-SL   Grasp      4       0          D2B    74.81    280.00
  4    102  MGP-SL   Grasp      4       0          D2A    76.79    445.00
  4    103  MGP-SL   Grasp      4       0          D1A    71.68    350.00
  4    104  MGP-SL   Grasp      4       0          D1A    76.84    270.00
  4    105  MGP-SL   Grasp      4       0          D1B    76.55    250.00
  4    106  MGP-SL   Grasp      4       0          D2A    76.89    305.00
  4    107  MGP-SL   Grasp      4       0          D2B    77.85    295.00
  4    108  MGP-SL   Grasp      4       0          D1B    71.14    210.00
  4    109  MGP-SL   Grasp      4       0          D2B    76.01    370.00
  4    110  MGP-SL   Grasp      4       0          D1A    76.10    280.00
  4    111  MGP-SL   Grasp      4       0          D2A    78.59    345.00
  4    112  MGP-SL   Grasp      4       0          D2B    76.18    415.00
  4    113  MGP-SL   Grasp      4       0          D2A    75.10    345.00
  4    114  MGP-SL   Grasp      4       0          D2A    76.75    375.00
  4    115  MGP-SL   Grasp      4       0          D2B    76.29    290.00
  4    116  MGP-SL   Grasp      4       0          D1B    76.37    310.00
  4    117  MGP-SL   Grasp      4       0          D1A    78.47    355.00
  4    118  MGP-SL   Grasp      4       0          D1B    75.28    440.00
  4    119  MGP-SL   Grasp      4       0          D2A    79.03    520.00
  4    120  MGP-SL   Grasp      4       0          D1A    76.72    295.00
  4    121  MGP-SL   Grasp      4       0          D1B    76.75    330.00
  4    122  MGP-SL   Grasp      4       0          D1B    77.84    205.00
  4    123  MGP-SL   Grasp      4       0          D2A    75.58    280.00
  4    124  MGP-SL   Grasp      4       0          D1B    80.08    295.00
  4    125  MGP-SL   Grasp      4       0          D1A    78.74    270.00
  4    126  MGP-SL   Grasp      4       0          D2B    78.68    285.00
  4    127  MGP-SL   Grasp      4       0          D1B    79.22    420.00
  4    128  MGP-SL   Grasp      4       0          D2B    78.94    240.00
  5      1  GPM-SL   Grasp      1       0          D2A    70.29    315.00
  5      2  GPM-SL   Grasp      1       0          D1A    64.01    275.00
  5      3  GPM-SL   Grasp      1       0          D1A    65.54    240.00
  5      4  GPM-SL   Grasp      1       0          D1B    66.25    230.00
  5      5  GPM-SL   Grasp      1       0          D1A    64.61    285.00
  5      6  GPM-SL   Grasp      1       0          D2A    65.97    265.00
  5      7  GPM-SL   Grasp      1       0          D2A    68.38    265.00
  5      8  GPM-SL   Grasp      1       0          D2B    70.08    230.00
  5      9  GPM-SL   Grasp      1       0          D2A    66.30    220.00
  5     10  GPM-SL   Grasp      1       0          D2B    65.41    240.00
  5     11  GPM-SL   Grasp      1       0          D1A    70.35    400.00
  5     12  GPM-SL   Grasp      1       0          D1B    68.81    280.00
  5     13  GPM-SL   Grasp      1       0          D1A    67.29    200.00
  5     14  GPM-SL   Grasp      1       0          D1A    63.33    275.00
  5     15  GPM-SL   Grasp      1       0          D2B    65.88    235.00
  5     16  GPM-SL   Grasp      1       0          D2B    69.35    235.00
  5     17  GPM-SL   Grasp      1       0          D1B    70.47    255.00
  5     18  GPM-SL   Grasp      1       0          D2A    73.18    250.00
  5     19  GPM-SL   Grasp      1       0          D1B    71.28    205.00
  5     20  GPM-SL   Grasp      1       0          D1B    63.91    260.00
  5     21  GPM-SL   Grasp      1       0          D2B    67.01    240.00
  5     22  GPM-SL   Grasp      1       0          D2A    70.43    265.00
  5     23  GPM-SL   Grasp      1       0          D2A    69.87    395.00
  5     24  GPM-SL   Grasp      1       0          D1A    71.58    265.00
  5     25  GPM-SL   Grasp      1       0          D2B    69.57    335.00
  5     26  GPM-SL   Grasp      1       0          D1B    71.71    220.00
  5     27  GPM-SL   Grasp      1       0          D1B    65.81    250.00
  5     28  GPM-SL   Grasp      1       0          D2B    66.00    200.00
  5     29  GPM-SL   Grasp      1       0          D2B    70.52    250.00
  5     30  GPM-SL   Grasp      1       0          D1A    69.31    255.00
  5     31  GPM-SL   Grasp      1       0          D1B    69.57    215.00
  5     32  GPM-SL   Grasp      1       0          D2A    66.37    250.00
  5     33  GPM-SL   Grasp      2       2          D2A    63.59    310.00
  5     34  GPM-SL   Grasp      2       2          D1A    71.30    250.00
  5     35  GPM-SL   Grasp      2       2          D2B    69.66    250.00
  5     36  GPM-SL   Grasp      2       2          D2B    71.69    280.00
  5     37  GPM-SL   Grasp      2       2          D1A    68.84    285.00
  5     38  GPM-SL   Grasp      2       2          D2A    72.46    300.00
  5     39  GPM-SL   Grasp      2       2          D1B    71.09    220.00
  5     40  GPM-SL   Grasp      2       3          D2A    69.40    225.00
  5     41  GPM-SL   Grasp      2       3          D2B    71.78    235.00
  5     42  GPM-SL   Grasp      2       3          D1A    70.22    275.00
  5     43  GPM-SL   Grasp      2       8          D1B    63.77    235.00
  5     44  GPM-SL   Grasp      2       8          D2B    64.49    295.00
  5     45  GPM-SL   Grasp      2       8          D2B    64.37    240.00
  5     46  GPM-SL   Grasp      2       8          D1A    58.98    200.00
  5     47  GPM-SL   Grasp      2       8          D2A    62.84    240.00
  5     48  GPM-SL   Grasp      2       8          D1A    70.18    225.00
  5     49  GPM-SL   Grasp      2       8          D2A    63.26    205.00
  5     50  GPM-SL   Grasp      2       8          D1B    62.48    160.00
  5     51  GPM-SL   Grasp      2       8          D1B    60.38    205.00
  5     52  GPM-SL   Grasp      2       8          D2A    63.40    205.00
  5     53  GPM-SL   Grasp      2       8          D2A    62.22    300.00
  5     54  GPM-SL   Grasp      2       8          D2B    59.45    230.00
  5     55  GPM-SL   Grasp      2       8          D2B    63.02    175.00
  5     56  GPM-SL   Grasp      2       8          D2A    65.64    240.00
  5     57  GPM-SL   Grasp      2       8          D2B    66.19    200.00
  5     58  GPM-SL   Grasp      2       8          D1A    59.61    225.00
  5     59  GPM-SL   Grasp      2       8          D1A    64.56    230.00
  5     60  GPM-SL   Grasp      2       8          D1B    59.73    215.00
  5     61  GPM-SL   Grasp      2       8          D1B    60.15    190.00
  5     62  GPM-SL   Grasp      2       8          D1A    62.50    195.00
  5     63  GPM-SL   Grasp      2       8          D1B    67.18    190.00
  5     64  GPM-SL   Grasp      2       8          D1B    63.65    190.00
  5     65  GPM-SL   Grasp      3       8          D2B    67.37    310.00
  5     66  GPM-SL   Grasp      3       8          D2A    66.76    235.00
  5     67  GPM-SL   Grasp      3       8          D1A    67.34    190.00
  5     68  GPM-SL   Grasp      3       8          D2A    67.16    280.00
  5     69  GPM-SL   Grasp      3       8          D1A    66.10    190.00
  5     70  GPM-SL   Grasp      3       8          D1B    68.33    210.00
  5     71  GPM-SL   Grasp      3       8          D1A    62.59    180.00
  5     72  GPM-SL   Grasp      3       8          D2B    65.23    175.00
  5     73  GPM-SL   Grasp      3       8          D2A    66.84    255.00
  5     74  GPM-SL   Grasp      3       8          D1A    63.29    240.00
  5     75  GPM-SL   Grasp      3       8          D1B    64.50    210.00
  5     76  GPM-SL   Grasp      3       8          D2B    63.71    185.00
  5     77  GPM-SL   Grasp      3       8          D1B    66.11    230.00
  5     78  GPM-SL   Grasp      3       8          D1A    62.37    215.00
  5     79  GPM-SL   Grasp      3       8          D2B    61.40    250.00
  5     80  GPM-SL   Grasp      3       8          D1A    63.27    240.00
  5     81  GPM-SL   Grasp      3       8          D1B    61.90    150.00
  5     82  GPM-SL   Grasp      3       8          D2B    60.26    175.00
  5     83  GPM-SL   Grasp      3       8          D1B    61.73    240.00
  5     84  GPM-SL   Grasp      3       8          D2B    64.70    280.00
  5     85  GPM-SL   Grasp      3       8          D1B    64.59    225.00
  5     86  GPM-SL   Grasp      3       8          D2A    63.07    210.00
  5     87  GPM-SL   Grasp      3       8          D1B    58.70    220.00
  5     88  GPM-SL   Grasp      3       8          D1B    61.24    230.00
  5     89  GPM-SL   Grasp      3       8          D2B    64.48    260.00
  5     90  GPM-SL   Grasp      3       8          D1A    64.11    305.00
  5     91  GPM-SL   Grasp      3       8          D2A    64.85    175.00
  5     92  GPM-SL   Grasp      3       8          D2A    60.12    220.00
  5     93  GPM-SL   Grasp      3       8          D1A    60.85    240.00
  5     94  GPM-SL   Grasp      3       8          D2B    62.00    195.00
  5     95  GPM-SL   Grasp      3       8          D2A    62.16    170.00
  5     96  GPM-SL   Grasp      3       8          D2A    60.99    130.00
  5     97  GPM-SL   Grasp      4       8          D1A    64.49    265.00
  5     98  GPM-SL   Grasp      4       8          D2A    62.58    205.00
  5     99  GPM-SL   Grasp      4       8          D2A    62.32    270.00
  5    100  GPM-SL   Grasp      4       8          D1B    62.87    205.00
  5    101  GPM-SL   Grasp      4       8          D1A    61.11    255.00
  5    102  GPM-SL   Grasp      4       8          D1B    61.84    200.00
  5    103  GPM-SL   Grasp      4       8          D1A    58.91    200.00
  5    104  GPM-SL   Grasp      4       8          D1A    56.14    190.00
  5    105  GPM-SL   Grasp      4       8          D2A    61.41    205.00
  5    106  GPM-SL   Grasp      4       8          D2B    67.65    195.00
  5    107  GPM-SL   Grasp      4       8          D2B    68.26    175.00
  5    108  GPM-SL   Grasp      4       8          D2B    65.77    205.00
  5    109  GPM-SL   Grasp      4       8          D1B    59.78    195.00
  5    110  GPM-SL   Grasp      4       8          D1B    61.64    190.00
  5    111  GPM-SL   Grasp      4       8          D1A    63.98    240.00
  5    112  GPM-SL   Grasp      4       8          D2B    64.17    240.00
  5    113  GPM-SL   Grasp      4       8          D1A    62.42    185.00
  5    114  GPM-SL   Grasp      4       8          D2B    62.70    215.00
  5    115  GPM-SL   Grasp      4       8          D2A    66.57    170.00
  5    116  GPM-SL   Grasp      4       8          D1B    54.52    215.00
  5    117  GPM-SL   Grasp      4       8          D2A    67.23    225.00
  5    118  GPM-SL   Grasp      4       8          D2A    60.77    180.00
  5    119  GPM-SL   Grasp      4       8          D2A    60.50    205.00
  5    120  GPM-SL   Grasp      4       8          D1B    62.05    175.00
  5    121  GPM-SL   Grasp      4       8          D2B    58.80    145.00
  5    122  GPM-SL   Grasp      4       8          D1A    59.45    130.00
  5    123  GPM-SL   Grasp      4       8          D1A    62.65    185.00
  5    124  GPM-SL   Grasp      4       8          D2A    59.27    225.00
  5    125  GPM-SL   Grasp      4       8          D1B    62.32    240.00
  5    126  GPM-SL   Grasp      4       8          D2B    59.48    195.00
  5    127  GPM-SL   Grasp      4       8          D2B    63.19    170.00
  5    128  GPM-SL   Grasp      4       8          D1B    64.37    260.00
  6      1  GMP-SL   Grasp      1       0          D2A    77.58    280.00
  6      2  GMP-SL   Grasp      1       0          D2B    73.90    245.00
  6      3  GMP-SL   Grasp      1       0          D2A    74.09    300.00
  6      4  GMP-SL   Grasp      1       0          D2A    77.04    240.00
  6      5  GMP-SL   Grasp      1       0          D2B    74.18    255.00
  6      6  GMP-SL   Grasp      1       0          D1A    74.25    255.00
  6      7  GMP-SL   Grasp      1       0          D1B    72.48    240.00
  6      8  GMP-SL   Grasp      1       0          D2B    78.73    365.00
  6      9  GMP-SL   Grasp      1       0          D1A    78.28    430.00
  6     10  GMP-SL   Grasp      1       0          D1B    74.45    235.00
  6     11  GMP-SL   Grasp      1       0          D1A    77.74    280.00
  6     12  GMP-SL   Grasp      1       0          D1B    77.39    260.00
  6     13  GMP-SL   Grasp      1       0          D1B    76.48    325.00
  6     14  GMP-SL   Grasp      1       0          D1A    78.98    235.00
  6     15  GMP-SL   Grasp      1       0          D2B    76.76    235.00
  6     16  GMP-SL   Grasp      1       0          D1A    75.20    240.00
  6     17  GMP-SL   Grasp      1       0          D2B    76.70    250.00
  6     18  GMP-SL   Grasp      1       0          D2A    77.06    250.00
  6     19  GMP-SL   Grasp      1       0          D1B    81.09    230.00
  6     20  GMP-SL   Grasp      1       0          D2A    79.07    290.00
  6     21  GMP-SL   Grasp      1       0          D2A    77.37    315.00
  6     22  GMP-SL   Grasp      1       0          D1B    76.39    255.00
  6     23  GMP-SL   Grasp      1       0          D2A    79.10    245.00
  6     24  GMP-SL   Grasp      1       0          D2B    79.78    260.00
  6     25  GMP-SL   Grasp      1       0          D1A    77.28    235.00
  6     26  GMP-SL   Grasp      1       0          D2B    77.78    295.00
  6     27  GMP-SL   Grasp      1       0          D1A    78.72    240.00
  6     28  GMP-SL   Grasp      1       0          D2A    79.91    240.00
  6     29  GMP-SL   Grasp      1       0          D1A    75.77    275.00
  6     30  GMP-SL   Grasp      1       1          D1B    75.71    310.00
  6     31  GMP-SL   Grasp      1       1          D1B    77.12    220.00
  6     32  GMP-SL   Grasp      1       1          D2B    77.82    235.00
  6     33  GMP-SL   Grasp      2       1          D2A    76.26    255.00
  6     34  GMP-SL   Grasp      2       1          D2A    75.47    195.00
  6     35  GMP-SL   Grasp      2       1          D1B    74.06    215.00
  6     36  GMP-SL   Grasp      2       1          D2B    74.51    200.00
  6     37  GMP-SL   Grasp      2       1          D2A    73.51    250.00
  6     38  GMP-SL   Grasp      2       2          D1B    76.09    310.00
  6     39  GMP-SL   Grasp      2       2          D2A    80.11    270.00
  6     40  GMP-SL   Grasp      2       2          D2A    76.93    205.00
  6     41  GMP-SL   Grasp      2       2          D1B    73.21    240.00
  6     42  GMP-SL   Grasp      2       2          D2B    72.93    235.00
  6     43  GMP-SL   Grasp      2       2          D2A    74.58    205.00
  6     44  GMP-SL   Grasp      2       2          D1B    77.09    215.00
  6     45  GMP-SL   Grasp      2       2          D1B    71.81    260.00
  6     46  GMP-SL   Grasp      2       3          D2B    77.32    395.00
  6     47  GMP-SL   Grasp      2       3          D1A    75.51    220.00
  6     48  GMP-SL   Grasp      2       3          D1A    79.60    245.00
  6     49  GMP-SL   Grasp      2       3          D1A    77.51    220.00
  6     50  GMP-SL   Grasp      2       3          D1A    74.17    235.00
  6     51  GMP-SL   Grasp      2       3          D2B    80.66    255.00
  6     52  GMP-SL   Grasp      2       3          D1B    77.02    215.00
  6     53  GMP-SL   Grasp      2       3          D2B    79.04    225.00
  6     54  GMP-SL   Grasp      2       3          D2B    74.12    215.00
  6     55  GMP-SL   Grasp      2       3          D1A    74.89    240.00
  6     56  GMP-SL   Grasp      2       3          D1A    74.92    330.00
  6     57  GMP-SL   Grasp      2       3          D2A    73.73    210.00
  6     58  GMP-SL   Grasp      2       4          D1A    78.05    225.00
  6     59  GMP-SL   Grasp      2       4          D1B    76.18    235.00
  6     60  GMP-SL   Grasp      2       4          D1B    73.42    225.00
  6     61  GMP-SL   Grasp      2       4          D2A    78.07    215.00
  6     62  GMP-SL   Grasp      2       4          D2B    73.95    220.00
  6     63  GMP-SL   Grasp      2       5          D2B    73.67    245.00
  6     64  GMP-SL   Grasp      2       5          D1A    72.51    255.00
  6     65  GMP-SL   Grasp      3       5          D2A    72.01    270.00
  6     66  GMP-SL   Grasp      3       5          D1B    71.07    215.00
  6     67  GMP-SL   Grasp      3       5          D2B    75.69    190.00
  6     68  GMP-SL   Grasp      3       5          D1A    73.82    195.00
  6     69  GMP-SL   Grasp      3       5          D1A    74.02    175.00
  6     70  GMP-SL   Grasp      3       5          D1B    74.73    190.00
  6     71  GMP-SL   Grasp      3       5          D1B    69.97    210.00
  6     72  GMP-SL   Grasp      3       5          D1A    71.91    200.00
  6     73  GMP-SL   Grasp      3       5          D2B    69.88    220.00
  6     74  GMP-SL   Grasp      3       5          D1B    72.28    255.00
  6     75  GMP-SL   Grasp      3       5          D1A    71.04    225.00
  6     76  GMP-SL   Grasp      3       5          D2A    70.65    220.00
  6     77  GMP-SL   Grasp      3       5          D2B    73.28    205.00
  6     78  GMP-SL   Grasp      3       5          D1A    70.70    195.00
  6     79  GMP-SL   Grasp      3       5          D2A    70.55    205.00
  6     80  GMP-SL   Grasp      3       5          D2B    74.48    200.00
  6     81  GMP-SL   Grasp      3       5          D2A    75.27    185.00
  6     82  GMP-SL   Grasp      3       5          D1B    73.80    215.00
  6     83  GMP-SL   Grasp      3       5          D1B    73.41    195.00
  6     84  GMP-SL   Grasp      3       6          D2B    74.80    210.00
  6     85  GMP-SL   Grasp      3       6          D2A    76.66    175.00
  6     86  GMP-SL   Grasp      3       6          D2A    79.73    285.00
  6     87  GMP-SL   Grasp      3       6          D2A    78.54    200.00
  6     88  GMP-SL   Grasp      3       6          D1A    78.54    240.00
  6     89  GMP-SL   Grasp      3       6          D2B    75.87    275.00
  6     90  GMP-SL   Grasp      3       6          D1A    75.96    215.00
  6     91  GMP-SL   Grasp      3       6          D2B    78.61    205.00
  6     92  GMP-SL   Grasp      3       6          D2B    76.81    225.00
  6     93  GMP-SL   Grasp      3       6          D2A    78.48    210.00
  6     94  GMP-SL   Grasp      3       7          D1B    74.70    210.00
  6     95  GMP-SL   Grasp      3       7          D1B    78.88    215.00
  6     96  GMP-SL   Grasp      3       7          D1A    78.46    210.00
  6     97  GMP-SL   Grasp      4       7          D2A    76.10    380.00
  6     98  GMP-SL   Grasp      4       7          D1B    79.14    230.00
  6     99  GMP-SL   Grasp      4       8          D1A    81.07    225.00
  6    100  GMP-SL   Grasp      4       8          D1B    77.02    220.00
  6    101  GMP-SL   Grasp      4       8          D2B    76.66    235.00
  6    102  GMP-SL   Grasp      4       8          D1A    75.52    250.00
  6    103  GMP-SL   Grasp      4       8          D1A    76.81    240.00
  6    104  GMP-SL   Grasp      4       8          D1B    76.94    225.00
  6    105  GMP-SL   Grasp      4       8          D1B    78.50    210.00
  6    106  GMP-SL   Grasp      4       8          D1A    77.05    215.00
  6    107  GMP-SL   Grasp      4       8          D1B    81.94    205.00
  6    108  GMP-SL   Grasp      4       8          D2A    76.65    190.00
  6    109  GMP-SL   Grasp      4       8          D2B    76.48    235.00
  6    110  GMP-SL   Grasp      4       8          D1B    77.45    230.00
  6    111  GMP-SL   Grasp      4       8          D2A    80.04    180.00
  6    112  GMP-SL   Grasp      4       8          D2A    74.25    220.00
  6    113  GMP-SL   Grasp      4       8          D2A    78.86    210.00
  6    114  GMP-SL   Grasp      4       8          D1B    79.88    395.00
  6    115  GMP-SL   Grasp      4       8          D2A    81.60    210.00
  6    116  GMP-SL   Grasp      4       8          D1A    79.18    195.00
  6    117  GMP-SL   Grasp      4       8          D2B    80.66    225.00
  6    118  GMP-SL   Grasp      4       8          D2B    78.88    200.00
  6    119  GMP-SL   Grasp      4       8          D2A    80.31    295.00
  6    120  GMP-SL   Grasp      4       8          D2B    76.69    210.00
  6    121  GMP-SL   Grasp      4       8          D1A    77.08    220.00
  6    122  GMP-SL   Grasp      4       8          D1B    75.81    320.00
  6    123  GMP-SL   Grasp      4       8          D1A    75.79    205.00
  6    124  GMP-SL   Grasp      4       8          D2A    75.38    225.00
  6    125  GMP-SL   Grasp      4       8          D1A    79.33    245.00
  6    126  GMP-SL   Grasp      4       8          D2B    80.67    315.00
  6    127  GMP-SL   Grasp      4       8          D2B    76.23    240.00
  6    128  GMP-SL   Grasp      4       8          D2B    77.89    220.00
  7      1  PMG-LS   Grasp      1       0          D1A    79.09    190.00
  7      2  PMG-LS   Grasp      1       0          D1A    76.93    250.00
  7      3  PMG-LS   Grasp      1       0          D2B    82.68    165.00
  7      4  PMG-LS   Grasp      1       0          D2B    82.01    360.00
  7      5  PMG-LS   Grasp      1       0          D1B    77.23    150.00
  7      6  PMG-LS   Grasp      1       0          D2A    83.70    165.00
  7      7  PMG-LS   Grasp      1       0          D2A    68.37    200.00
  7      8  PMG-LS   Grasp      1       0          D2B    71.37    220.00
  7      9  PMG-LS   Grasp      1       0          D1B    84.56    190.00
  7     10  PMG-LS   Grasp      1       0          D2A    97.04    245.00
  7     11  PMG-LS   Grasp      1       0          D2A    88.44    175.00
  7     12  PMG-LS   Grasp      1       0          D1B    82.70    190.00
  7     13  PMG-LS   Grasp      1       0          D2B    88.78    190.00
  7     14  PMG-LS   Grasp      1       0          D2A    87.56    220.00
  7     15  PMG-LS   Grasp      1       0          D2A    88.73    225.00
  7     16  PMG-LS   Grasp      1       0          D1A    48.10    235.00
  7     17  PMG-LS   Grasp      1       0          D1A    85.08    200.00
  7     18  PMG-LS   Grasp      1       0          D1A    85.47    195.00
  7     19  PMG-LS   Grasp      1       0          D2B    86.97    230.00
  7     20  PMG-LS   Grasp      1       0          D2A    76.53    400.00
  7     21  PMG-LS   Grasp      1       0          D1A    85.10    170.00
  7     22  PMG-LS   Grasp      1       1          D1B    65.20    220.00
  7     23  PMG-LS   Grasp      1       1          D1B    86.42    220.00
  7     24  PMG-LS   Grasp      1       1          D2B    85.46    200.00
  7     25  PMG-LS   Grasp      1       3          D2B    82.05    705.00
  7     26  PMG-LS   Grasp      1       3          D2B    88.89    240.00
  7     27  PMG-LS   Grasp      1       3          D1B    88.71    235.00
  7     28  PMG-LS   Grasp      1       4          D1A    79.76    135.00
  7     29  PMG-LS   Grasp      1       4          D1B    77.27    310.00
  7     30  PMG-LS   Grasp      1       4          D1A    84.39    240.00
  7     31  PMG-LS   Grasp      1       5          D2A    76.61    205.00
  7     32  PMG-LS   Grasp      1       5          D1B    59.41    190.00
  7     33  PMG-LS   Grasp      2       5          D1A    82.68    165.00
  7     34  PMG-LS   Grasp      2       5          D2A    89.26    220.00
  7     35  PMG-LS   Grasp      2       7          D2B    77.13    200.00
  7     36  PMG-LS   Grasp      2       7          D2A    77.39    235.00
  7     37  PMG-LS   Grasp      2       7          D2A    76.38    260.00
  7     38  PMG-LS   Grasp      2       7          D1A    77.47    255.00
  7     39  PMG-LS   Grasp      2       7          D1A    66.92    205.00
  7     40  PMG-LS   Grasp      2       7          D2B    70.20    210.00
  7     41  PMG-LS   Grasp      2       7          D1B    74.75    185.00
  7     42  PMG-LS   Grasp      2       9          D2A    67.80    210.00
  7     43  PMG-LS   Grasp      2       9          D2B    71.56    185.00
  7     44  PMG-LS   Grasp      2       9          D1A    82.99    240.00
  7     45  PMG-LS   Grasp      2       9          D2A    74.89    185.00
  7     46  PMG-LS   Grasp      2      10          D1B    95.32    190.00
  7     47  PMG-LS   Grasp      2      10          D1B    90.30    220.00
  7     48  PMG-LS   Grasp      2      10          D1B    92.66    225.00
  7     49  PMG-LS   Grasp      2      10          D1B    84.45    180.00
  7     50  PMG-LS   Grasp      2      10          D2B    89.24    180.00
  7     51  PMG-LS   Grasp      2      10          D2B    91.57    165.00
  7     52  PMG-LS   Grasp      2      11          D1A    82.60    255.00
  7     53  PMG-LS   Grasp      2      12          D1B    74.46    165.00
  7     54  PMG-LS   Grasp      2      13          D2A    87.98    485.00
  7     55  PMG-LS   Grasp      2      13          D2B    79.73    255.00
  7     56  PMG-LS   Grasp      2      13          D1B    68.62    250.00
  7     57  PMG-LS   Grasp      2      13          D2A    73.52    515.00
  7     58  PMG-LS   Grasp      2      13          D1A    81.20    495.00
  7     59  PMG-LS   Grasp      2      13          D1B    89.10    235.00
  7     60  PMG-LS   Grasp      2      14          D2B    62.62    250.00
  7     61  PMG-LS   Grasp      2      14          D2B    77.06    190.00
  7     62  PMG-LS   Grasp      2      14          D1A    86.96    215.00
  7     63  PMG-LS   Grasp      2      14          D1A    88.88    170.00
  7     64  PMG-LS   Grasp      2      14          D2A    91.18    215.00
  7     65  PMG-LS   Grasp      3      14          D2A    88.08    180.00
  7     66  PMG-LS   Grasp      3      14          D1A    88.97    200.00
  7     67  PMG-LS   Grasp      3      15          D1B    79.85    255.00
  7     68  PMG-LS   Grasp      3      15          D1B    90.97    145.00
  7     69  PMG-LS   Grasp      3      15          D1A    77.75    195.00
